chart_id,path,M_min,M_max,eta_min,eta_max,ymax,central_ymax,status,priority
LMEDGE_NEUTRAL3,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL3_ciIDW_EVALFIX,0.02,0.06,0.92,0.98,20,5,ci_only,150
