chart_id,metric,value,Mach,eta,alpha,ci_ref,ci_pred,ci_abs_err,ci_rel_err,p_rel,q_rel,rho_rel,u_rel,v_rel,gamma_rel
LMEDGE_MID,q_rel,0.4939514807512284,0.035,0.525,0.52467833896112,0.3523457060650215,0.3533699625515123,0.0010242564864907,0.0029069645772886,0.372186261135755,0.4939514807512284,0.372186261135755,0.4557930904872945,0.4045216861345272,0.578538836591241
LMEDGE_MID,u_rel,0.4557930904872945,0.035,0.525,0.52467833896112,0.3523457060650215,0.3533699625515123,0.0010242564864907,0.0029069645772886,0.372186261135755,0.4939514807512284,0.372186261135755,0.4557930904872945,0.4045216861345272,0.578538836591241
LMEDGE_MID,v_rel,0.4045216861345272,0.035,0.525,0.52467833896112,0.3523457060650215,0.3533699625515123,0.0010242564864907,0.0029069645772886,0.372186261135755,0.4939514807512284,0.372186261135755,0.4557930904872945,0.4045216861345272,0.578538836591241
LMEDGE_HIGH,ci_abs_err,0.0005818790730471,0.055,0.6375,0.6365350509545802,0.2573078636040699,0.257889742677117,0.0005818790730471,0.0022614119323709,0.0046255427082898,0.0091033917076932,0.0046255427082898,0.0431679074243411,0.0098568574871809,0.0147126094497466
LMEDGE_HIGH,ci_rel_err,0.0022614119323709,0.055,0.6375,0.6365350509545802,0.2573078636040699,0.257889742677117,0.0005818790730471,0.0022614119323709,0.0046255427082898,0.0091033917076932,0.0046255427082898,0.0431679074243411,0.0098568574871809,0.0147126094497466
LMEDGE_HIGH,p_rel,0.0061429773614272,0.055,0.5625,0.5616485743716884,0.3194075605236041,0.31895514720101,0.0004524133225941,0.0014164139441549,0.0061429773614272,0.0142719895151596,0.0061429773614272,0.0272359501179511,0.012836489735419,0.0198495420028964
LMEDGE_HIGH,q_rel,0.0142719895151596,0.055,0.5625,0.5616485743716884,0.3194075605236041,0.31895514720101,0.0004524133225941,0.0014164139441549,0.0061429773614272,0.0142719895151596,0.0061429773614272,0.0272359501179511,0.012836489735419,0.0198495420028964
LMEDGE_HIGH,u_rel,0.0431679074243411,0.055,0.6375,0.6365350509545802,0.2573078636040699,0.257889742677117,0.0005818790730471,0.0022614119323709,0.0046255427082898,0.0091033917076932,0.0046255427082898,0.0431679074243411,0.0098568574871809,0.0147126094497466
LMEDGE_HIGH,v_rel,0.012836489735419,0.055,0.5625,0.5616485743716884,0.3194075605236041,0.31895514720101,0.0004524133225941,0.0014164139441549,0.0061429773614272,0.0142719895151596,0.0061429773614272,0.0272359501179511,0.012836489735419,0.0198495420028964
LMEDGE_NEUTRAL1,ci_abs_err,0.0006933709949465,0.055,0.78125,0.7800674644051228,0.1479658231680055,0.1486591941629521,0.0006933709949465,0.0046860212723532,0.0010713536335936,0.0016407789122501,0.0010713536335936,0.0493416434511582,0.0042370732805184,0.0053939611479363
LMEDGE_NEUTRAL1,ci_rel_err,0.0046860212723532,0.055,0.78125,0.7800674644051228,0.1479658231680055,0.1486591941629521,0.0006933709949465,0.0046860212723532,0.0010713536335936,0.0016407789122501,0.0010713536335936,0.0493416434511582,0.0042370732805184,0.0053939611479363
LMEDGE_NEUTRAL1,p_rel,0.0017464627660044,0.045,0.66875,0.6680725474908675,0.2326185851556559,0.2321530614996575,0.0004655236559984,0.00200123156835,0.0017464627660044,0.002271169905007,0.0017464627660044,0.0143979734231869,0.0029680925197442,0.0142958508896254
LMEDGE_NEUTRAL1,q_rel,0.002294946203784,0.055,0.66875,0.667737749530785,0.2325368988417193,0.2320492096426806,0.0004876891990387,0.0020972551086213,0.0014946587704516,0.002294946203784,0.0014946587704516,0.0167419281553299,0.003282800610355,0.0055110806683649
LMEDGE_NEUTRAL1,u_rel,0.0528246661970363,0.035,0.78125,0.780771337739762,0.1480763769170201,0.1486997585325976,0.0006233816155774,0.0042098653989001,0.0011592213088623,0.0015509998255583,0.0011592213088623,0.0528246661970363,0.0045589462658129,0.0025439446758029
LMEDGE_NEUTRAL1,v_rel,0.0045589462658129,0.035,0.78125,0.780771337739762,0.1480763769170201,0.1486997585325976,0.0006233816155774,0.0042098653989001,0.0011592213088623,0.0015509998255583,0.0011592213088623,0.0528246661970363,0.0045589462658129,0.0025439446758029
LMEDGE_NEUTRAL2,ci_abs_err,0.0005303028557086,0.055,0.905,0.9036301507668942,0.0619606604688322,0.0624909633245409,0.0005303028557086,0.0085587024362887,0.0005826381191618,0.0012703434510153,0.0005826381191618,0.134578991300785,0.0055639932870563,0.0029125806653408
LMEDGE_NEUTRAL2,ci_rel_err,0.0085587024362887,0.055,0.905,0.9036301507668942,0.0619606604688322,0.0624909633245409,0.0005303028557086,0.0085587024362887,0.0005826381191618,0.0012703434510153,0.0005826381191618,0.134578991300785,0.0055639932870563,0.0029125806653408
LMEDGE_NEUTRAL2,p_rel,0.0010383116697655,0.025,0.845,0.8447358962273357,0.1029598202102501,0.1028833849186238,7.643529162632001e-05,0.0007423798086499,0.0010383116697655,0.0011977060737153,0.0010383116697655,0.0158590670726206,0.0014753526538409,0.0115636052063003
LMEDGE_NEUTRAL2,q_rel,0.0016631956845905,0.055,0.815,0.813766378867424,0.1238187581873238,0.1234085833456931,0.0004101748416307,0.0033127035647551,0.0008746707067692,0.0016631956845905,0.0008746707067692,0.0264761583892895,0.0027522008070487,0.0084715023195982
LMEDGE_NEUTRAL2,u_rel,0.1418944188389882,0.035,0.905,0.9044455176377404,0.0620134719552183,0.0625153000510313,0.000501828095813,0.0080922431850841,0.0007142050639167,0.0012212784927418,0.0007142050639167,0.1418944188389882,0.005945662595732,0.005675740447216
LMEDGE_NEUTRAL2,v_rel,0.005945662595732,0.035,0.905,0.9044455176377404,0.0620134719552183,0.0625153000510313,0.000501828095813,0.0080922431850841,0.0007142050639167,0.0012212784927418,0.0007142050639167,0.1418944188389882,0.005945662595732,0.005675740447216
LMEDGE_NEUTRAL3,ci_abs_err,0.0003825060802027,0.045,0.9725,0.9715148447624206,0.0176032978419074,0.0179858039221101,0.0003825060802027,0.0217292284456002,0.0009989297018853,0.0017863716752348,0.0009989297018853,0.465666010755369,0.006383947872903,0.0100708729875936
LMEDGE_NEUTRAL3,ci_rel_err,0.0217292284456002,0.045,0.9725,0.9715148447624206,0.0176032978419074,0.0179858039221101,0.0003825060802027,0.0217292284456002,0.0009989297018853,0.0017863716752348,0.0009989297018853,0.465666010755369,0.006383947872903,0.0100708729875936
LMEDGE_NEUTRAL3,p_rel,0.0012742265832105,0.045,0.9275,0.92656043035182,0.0470244399946776,0.046668531233841,0.0003559087608366,0.0075685911597659,0.0012742265832105,0.0017325046798744,0.0012742265832105,0.0714786746926934,0.0032468475513942,0.0104621748509559
LMEDGE_NEUTRAL3,q_rel,0.0018456557754659,0.035,0.9725,0.9719041612184558,0.017608602675679,0.0179907862074156,0.0003821835317366,0.0217043645527012,0.001005413236091,0.0018456557754659,0.001005413236091,0.4461614126391126,0.0061852008241052,0.0101025565456987
LMEDGE_NEUTRAL3,u_rel,0.465666010755369,0.045,0.9725,0.9715148447624206,0.0176032978419074,0.0179858039221101,0.0003825060802027,0.0217292284456002,0.0009989297018853,0.0017863716752348,0.0009989297018853,0.465666010755369,0.006383947872903,0.0100708729875936
LMEDGE_NEUTRAL3,v_rel,0.006383947872903,0.045,0.9725,0.9715148447624206,0.0176032978419074,0.0179858039221101,0.0003825060802027,0.0217292284456002,0.0009989297018853,0.0017863716752348,0.0009989297018853,0.465666010755369,0.006383947872903,0.0100708729875936
ETAEDGE_LM,ci_abs_err,0.017438096485838,0.0875,0.025,0.0249041129886209,0.9493536914149016,0.9319155949290636,0.017438096485838,0.018368387507767,0.2175538299511485,0.6238068771311815,0.2175538299511484,0.96003729982944,0.6283507828633681,0.4797219010291197
ETAEDGE_LM,ci_rel_err,0.018368387507767,0.0875,0.025,0.0249041129886209,0.9493536914149016,0.9319155949290636,0.017438096485838,0.018368387507767,0.2175538299511485,0.6238068771311815,0.2175538299511484,0.96003729982944,0.6283507828633681,0.4797219010291197
ETAEDGE_LM,p_rel,0.3131781355550296,0.3125,0.055,0.0522454767778991,0.832370749576124,0.8462515101995294,0.0138807606234053,0.0166761754067811,0.3131781355550296,0.7313098907895172,0.3131781355550296,0.9996748259691084,0.7419985699985019,0.5258379702893792
ETAEDGE_LM,q_rel,0.7378748213036838,0.0875,0.055,0.0547890485749661,0.9001211308221767,0.9144785935543248,0.0143574627321479,0.0159505895823529,0.312244239284829,0.7378748213036838,0.3122442392848291,1.0036026974142451,0.7485802608578654,0.5257463025856453
ETAEDGE_LM,u_rel,1.0036026974142451,0.0875,0.055,0.0547890485749661,0.9001211308221767,0.9144785935543248,0.0143574627321479,0.0159505895823529,0.312244239284829,0.7378748213036838,0.3122442392848291,1.0036026974142451,0.7485802608578654,0.5257463025856453
ETAEDGE_LM,v_rel,0.7485802608578654,0.0875,0.055,0.0547890485749661,0.9001211308221767,0.9144785935543248,0.0143574627321479,0.0159505895823529,0.312244239284829,0.7378748213036838,0.3122442392848291,1.0036026974142451,0.7485802608578654,0.5257463025856453
ETAEDGE_MM,ci_abs_err,0.0178744357591351,0.35,0.025,0.0234187424939939,0.8581468071499385,0.8402723713908034,0.0178744357591351,0.0208291117676,0.2092285729360243,0.6141648189415476,0.2092285729360243,1.0020674025720364,0.6198013843805674,0.4844958329805114
ETAEDGE_MM,ci_rel_err,0.0208291117676,0.35,0.025,0.0234187424939939,0.8581468071499385,0.8402723713908034,0.0178744357591351,0.0208291117676,0.2092285729360243,0.6141648189415476,0.2092285729360243,1.0020674025720364,0.6198013843805674,0.4844958329805114
ETAEDGE_MM,p_rel,0.4090671162486232,0.65,0.055,0.0417963814223193,0.6573990548118175,0.6703367365076701,0.0129376816958526,0.0196801038899517,0.4090671162486232,0.7754905675517945,0.4090671162486232,1.0171020065703371,0.7831466729303915,0.6107196890471855
ETAEDGE_MM,q_rel,0.8093108078558926,0.35,0.055,0.0515212334867867,0.8157727237044752,0.8301975631428785,0.0144248394384033,0.0176824243067348,0.3807710833718959,0.8093108078558926,0.3807710833718959,1.0244452119832634,0.8172516945123033,0.6132766380872248
ETAEDGE_MM,u_rel,1.0244452119832634,0.35,0.055,0.0515212334867867,0.8157727237044752,0.8301975631428785,0.0144248394384033,0.0176824243067348,0.3807710833718959,0.8093108078558926,0.3807710833718959,1.0244452119832634,0.8172516945123033,0.6132766380872248
ETAEDGE_MM,v_rel,0.8172516945123033,0.35,0.055,0.0515212334867867,0.8157727237044752,0.8301975631428785,0.0144248394384033,0.0176824243067348,0.3807710833718959,0.8093108078558926,0.3807710833718959,1.0244452119832634,0.8172516945123033,0.6132766380872248
ETAEDGE_HM1,ci_abs_err,0.0066279632685788,0.7025,0.025,0.0177920935741131,0.6578086645432937,0.6511807012747148,0.0066279632685788,0.0100758223870166,0.3404777367821006,0.6468770860531856,0.3404777367821006,1.004314384922744,0.6516158907674112,0.619437617870411
ETAEDGE_HM1,ci_rel_err,0.0100758223870166,0.7025,0.025,0.0177920935741131,0.6578086645432937,0.6511807012747148,0.0066279632685788,0.0100758223870166,0.3404777367821006,0.6468770860531856,0.3404777367821006,1.004314384922744,0.6516158907674112,0.619437617870411
ETAEDGE_HM1,p_rel,0.5074998937307187,0.8375,0.055,0.0300540528672922,0.5503541686370742,0.5558475056246293,0.005493336987555,0.0099814579421811,0.5074998937307187,0.8002186257246544,0.5074998937307187,1.0141401495786706,0.8046577048082099,0.6843023419638481
ETAEDGE_HM1,q_rel,0.8438193861671449,0.7025,0.055,0.039142605863049,0.6274056861169655,0.6328932234435536,0.0054875373265881,0.0087463939967625,0.4808615393916226,0.8438193861671449,0.4808615393916226,1.0198620181917395,0.848430946951647,0.680872043078249
ETAEDGE_HM1,u_rel,1.0198620181917395,0.7025,0.055,0.039142605863049,0.6274056861169655,0.6328932234435536,0.0054875373265881,0.0087463939967625,0.4808615393916226,0.8438193861671449,0.4808615393916226,1.0198620181917395,0.848430946951647,0.680872043078249
ETAEDGE_HM1,v_rel,0.848430946951647,0.7025,0.055,0.039142605863049,0.6274056861169655,0.6328932234435536,0.0054875373265881,0.0087463939967625,0.4808615393916226,0.8438193861671449,0.4808615393916226,1.0198620181917395,0.848430946951647,0.680872043078249
ETAEDGE_HM2A,ci_abs_err,0.0019378326205305,0.85125,0.025,0.0131190090493718,0.5666014089942026,0.564663576373672,0.0019378326205305,0.0034200984850541,0.4903711739277451,0.7485790564525541,0.490371173927745,1.0049592912741103,0.7508853631057862,0.7440130638751301
ETAEDGE_HM2A,ci_rel_err,0.0034200984850541,0.85125,0.025,0.0131190090493718,0.5666014089942026,0.564663576373672,0.0019378326205305,0.0034200984850541,0.4903711739277451,0.7485790564525541,0.490371173927745,1.0049592912741103,0.7508853631057862,0.7440130638751301
ETAEDGE_HM2A,p_rel,0.6269910752099693,0.91875,0.055,0.0217161868991197,0.5064939331699082,0.5082039065635496,0.0017099733936414,0.0033760984715838,0.6269910752099693,0.8679729076112637,0.6269910752099693,1.0102158875952254,0.8698816748895248,0.7990182184937168
ETAEDGE_HM2A,q_rel,0.8981265236923776,0.85125,0.055,0.028861819908618,0.5426607432221924,0.5439458219122859,0.0012850786900935,0.0023681069731763,0.6119813459728944,0.8981265236923776,0.6119813459728944,1.013830034414276,0.9001029693515749,0.7942263918736387
ETAEDGE_HM2A,u_rel,1.013830034414276,0.85125,0.055,0.028861819908618,0.5426607432221924,0.5439458219122859,0.0012850786900935,0.0023681069731763,0.6119813459728944,0.8981265236923776,0.6119813459728944,1.013830034414276,0.9001029693515749,0.7942263918736387
ETAEDGE_HM2A,v_rel,0.9001029693515749,0.85125,0.055,0.028861819908618,0.5426607432221924,0.5439458219122859,0.0012850786900935,0.0023681069731763,0.6119813459728944,0.8981265236923776,0.6119813459728944,1.013830034414276,0.9001029693515749,0.7942263918736387
ETAEDGE_HM2B,ci_abs_err,0.0008156194172485,0.9275,0.025,0.0093455788344007,0.520425611337909,0.5196099919206605,0.0008156194172485,0.0015672161390207,0.6770039514614947,0.8864012891101466,0.6770039514614947,1.003801525731331,0.8870564521928694,0.8658468730790386
ETAEDGE_HM2B,ci_rel_err,0.0016328682671717,0.9725,0.055,0.0128096582214358,0.4828951412371801,0.4836836453896777,0.0007885041524975,0.0016328682671717,0.7318146045690369,0.9283340473648728,0.7318146045690369,1.0052427810790332,0.9289112613700112,0.8810392323403552
ETAEDGE_HM2B,p_rel,0.7998918329596556,0.9275,0.055,0.0205602734356817,0.5021362666660554,0.5025372666483944,0.000400999982339,0.0007985879709534,0.7998918329596556,0.960517984854563,0.7998918329596556,1.009124660760118,0.9610157318818136,0.923319972674528
ETAEDGE_HM2B,q_rel,0.960517984854563,0.9275,0.055,0.0205602734356817,0.5021362666660554,0.5025372666483944,0.000400999982339,0.0007985879709534,0.7998918329596556,0.960517984854563,0.7998918329596556,1.009124660760118,0.9610157318818136,0.923319972674528
ETAEDGE_HM2B,u_rel,1.009124660760118,0.9275,0.055,0.0205602734356817,0.5021362666660554,0.5025372666483944,0.000400999982339,0.0007985879709534,0.7998918329596556,0.960517984854563,0.7998918329596556,1.009124660760118,0.9610157318818136,0.923319972674528
ETAEDGE_HM2B,v_rel,0.9610157318818136,0.9275,0.055,0.0205602734356817,0.5021362666660554,0.5025372666483944,0.000400999982339,0.0007985879709534,0.7998918329596556,0.960517984854563,0.7998918329596556,1.009124660760118,0.9610157318818136,0.923319972674528
