gep_regime,alpha,eta,Mach,chart_id,chart_status,N,ci_classic,ci_seed,ci_seed_abs_err,ci_seed_rel_err,selection_source,n_finite_modes,gep_cr,gep_ci,ci_gep_abs_err,ci_gep_rel_err,p_rel,rho_rel,u_rel,v_rel,p_overlap,success
longwave_map10_N301,0.0274442360751761,0.045,0.7925,ETAEDGE_HM1,ci_only,301,0.5846991117008058,0.586395454001788,0.0016963423009822,0.002901222640903,nearest_to_target,144,-2.3489993809166785e-13,0.5849915637903736,0.0002924520895678,0.0005001753615071,2.04840237502705e-05,2.0484023750264416e-05,0.0008827616786376,0.0002869882837162,0.9999999997902068,True
longwave_map10_N301,0.033542955202993,0.055,0.7925,ETAEDGE_HM1,ci_only,301,0.5758585465518262,0.5813433646286432,0.005484818076817,0.009524592644599,nearest_to_target,154,-3.470256588273185e-13,0.5761558780012696,0.0002973314494433,0.0005163272321366,2.5410741195218075e-05,2.541074119521813e-05,0.0009030273660946,0.0002938541152713,0.999999999677154,True
longwave_map10_N301,0.0136609331214964,0.025,0.8375,ETAEDGE_HM1,ci_only,301,0.5750520175133478,0.5706762171074617,0.004375800405886,0.0076093992762741,nearest_to_target,137,-5.084192204801851e-13,0.5754995075068963,0.0004474899935484,0.0007781730694268,0.0001199932618538,0.0001199932618538,0.0014386296419432,0.0005029257547868,0.9999999928008092,True
longwave_map10_N301,0.019125306370095,0.035,0.8375,ETAEDGE_HM1,ci_only,301,0.566727109430872,0.5658926264059134,0.0008344830249585,0.0014724600448293,nearest_to_target,143,-2.674184231420443e-13,0.5670561926828541,0.0003290832519821,0.0005806732138022,6.148515326469366e-05,6.148515326469695e-05,0.0009179282670362,0.0003209983580634,0.9999999981097903,True
longwave_map10_N301,0.0245896796186936,0.045,0.8375,ETAEDGE_HM1,ci_only,301,0.5584928634209481,0.5604939654992255,0.0020011020782774,0.0035830396578749,nearest_to_target,145,-3.342366452934732e-13,0.5588273151433882,0.0003344517224401,0.0005988469044914,2.7729324276221823e-05,2.772932427622024e-05,0.0009196312570975,0.0003310470741107,0.999999999615547,True
longwave_map10_N301,0.0300540528672922,0.055,0.8375,ETAEDGE_HM1,ci_only,301,0.5503598255140834,0.5558475056246293,0.0054876801105459,0.0099710768412645,nearest_to_target,149,1.0481174825086594e-13,0.5506912878585521,0.0003314623444687,0.0006022647895114,2.7484956115932703e-05,2.7484956115934336e-05,0.0009308087538817,0.0003311817458102,0.9999999996222956,True
longwave_map10_N301,0.0131190090493718,0.025,0.85125,ETAEDGE_HM2A,ci_only,301,0.5666128813097193,0.564663576373672,0.0019493049360472,0.003440276422134,nearest_to_target,135,8.206654481312548e-13,0.5671264225620106,0.0005135412522913,0.0009063352938681,0.0002525272481631,0.0002525272481631,0.0018051404568746,0.000644022802282,0.9999999681149956,True
longwave_map10_N301,0.0183666126691205,0.035,0.85125,ETAEDGE_HM2A,ci_only,301,0.5585540358692239,0.5578496459617723,0.0007043899074515,0.0012610953680701,nearest_to_target,141,5.399796674142935e-14,0.5588882071591454,0.0003341712899215,0.0005982792504604,9.540922880415826e-05,9.540922880414876e-05,0.0009262183175736,0.0003234171545211,0.9999999954485418,True
longwave_map10_N301,0.0236142162888692,0.045,0.85125,ETAEDGE_HM2A,ci_only,301,0.5505761042953835,0.5506127365096988,3.663221431526864e-05,6.65343338177559e-05,nearest_to_target,144,-2.2484507856752641e-13,0.5509084350645144,0.0003323307691308,0.000603605508009,2.9459071626997743e-05,2.945907162701154e-05,0.0009152976667994,0.0003314121784087,0.999999999566086,True
longwave_map10_N301,0.028861819908618,0.055,0.85125,ETAEDGE_HM2A,ci_only,301,0.5426877561226164,0.5439458219122859,0.0012580657896694,0.002318212960355,nearest_to_target,147,-7.366566386096454e-14,0.5430162916625204,0.0003285355399039,0.0006053859446752,2.686369880842752e-05,2.686369880843208e-05,0.0009247877460139,0.0003306754747404,0.9999999996391772,True
longwave_map10_N301,0.0121593826297842,0.025,0.87375,ETAEDGE_HM2A,ci_only,301,0.5528484009511389,0.5512204690662149,0.0016279318849239,0.0029446261979291,nearest_to_target,130,3.545294096990376e-13,0.5535311759117002,0.0006827749605613,0.0012350129970289,0.0006496499085714,0.0006496499085714,0.0026343022865431,0.0009870892147245,0.9999997889774808,True
longwave_map10_N301,0.017023135681698,0.035,0.87375,ETAEDGE_HM2A,ci_only,301,0.5452428710340038,0.5448545060307538,0.00038836500325,0.0007122789198756,nearest_to_target,139,-3.055656119925497e-13,0.545610229683197,0.0003673586491931,0.0006737523197625,0.0001729453567157,0.0001729453567157,0.0009374989158324,0.0003308981698607,0.9999999850449532,True
longwave_map10_N301,0.0218868887336117,0.045,0.87375,ETAEDGE_HM2A,ci_only,301,0.5377305318253716,0.538080606799474,0.0003500749741024,0.0006510230559423,nearest_to_target,143,7.205009881585156e-14,0.5380767525861992,0.0003462207608276,0.0006438555007327,2.631828246630975e-05,2.63182824663105e-05,0.0009329674156306,0.0003496062371284,0.9999999996536784,True
longwave_map10_N301,0.0267506417855254,0.055,0.87375,ETAEDGE_HM2A,ci_only,301,0.5302857883494694,0.5318074759981901,0.0015216876487207,0.0028695614367811,nearest_to_target,148,-2.32503738326592e-13,0.53062723529895,0.0003414469494805,0.0006438923255766,3.032352727029772e-05,3.032352727029821e-05,0.000933335901887,0.0003462642382242,0.999999999540248,True
longwave_map10_N301,0.0110887312591432,0.025,0.89625,ETAEDGE_HM2A,ci_only,301,0.5391743191151176,0.5377904466932778,0.0013838724218397,0.0025666512160871,nearest_to_target,135,7.51140444436256e-14,0.5401775061012895,0.0010031869861718,0.0018605986053235,0.0013729705225181,0.0013729705225181,0.0034138292680626,0.0015492333210449,0.9999990574755416,True
longwave_map10_N301,0.0155242237628005,0.035,0.89625,ETAEDGE_HM2A,ci_only,301,0.5321178920947186,0.5318774718755405,0.0002404202191781,0.000451817581686,nearest_to_target,135,-6.676608948294524e-13,0.532508149882321,0.0003902577876023,0.000733404746204,0.0002305434835722,0.0002305434835722,0.000956147789282,0.0003135316836526,0.9999999734248514,True
longwave_map10_N301,0.0199597162664578,0.045,0.89625,ETAEDGE_HM2A,ci_only,301,0.5251057676950267,0.5255818821730992,0.0004761144780724,0.0009067020538784,nearest_to_target,190,-1.2611293115491632e-13,0.5254724582731375,0.0003666905781107,0.0006983175593754,4.775110590319764e-05,4.775110590319633e-05,0.0010022762896253,0.0003829420750881,0.99999999885992,True
longwave_map10_N301,0.024395208770115,0.055,0.89625,ETAEDGE_HM2A,ci_only,301,0.5181825602733625,0.5197461671415342,0.0015636068681716,0.0030174826172205,nearest_to_target,145,-1.1220751237767697e-13,0.5185376612158108,0.0003551009424482,0.000685281539118,4.406637750103874e-05,4.406637750104746e-05,0.0009407690732918,0.0003626428759029,0.9999999990290828,True
longwave_map10_N301,0.0098709940450544,0.025,0.91875,ETAEDGE_HM2A,ci_only,301,0.5256313489986877,0.5247237846895642,0.0009075643091235,0.001726617544506,nearest_to_target,129,2.7723784176229297e-13,0.5272626682711254,0.0016313192724377,0.0031035425789298,0.0023900865013646,0.0023900865013646,0.0030809948434321,0.0029561222150961,0.9999971437392124,True
longwave_map10_N301,0.0138193916630762,0.035,0.91875,ETAEDGE_HM2A,ci_only,301,0.5192128845025737,0.5193284416662121,0.0001155571636383,0.0002225622034573,nearest_to_target,137,-1.9929468452575283e-14,0.5197368476216702,0.0005239631190964,0.0010091489150897,6.167488562822006e-05,6.167488562821788e-05,0.00214177479422,0.0006762461027894,0.999999998098106,True
longwave_map10_N301,0.0177677892810979,0.045,0.91875,ETAEDGE_HM2A,ci_only,301,0.5128331073403324,0.5135601926436373,0.0007270853033048,0.0014177815217034,nearest_to_target,143,2.646134768605947e-13,0.513223106786889,0.0003899994465565,0.0007604802439125,0.0002115249618943,0.0002115249618943,0.0011206267589993,0.0004115676511992,0.9999999776285978,True
longwave_map10_N301,0.0217161868991197,0.055,0.91875,ETAEDGE_HM2A,ci_only,301,0.506505164754396,0.5082039065635496,0.0016987418091536,0.0033538489384947,nearest_to_target,145,-2.370349453979844e-13,0.506902863846937,0.0003976990925409,0.0007851826994376,4.305977624855298e-05,4.3059776248549226e-05,0.0009956131447039,0.0004110096014021,0.9999999990729336,True
longwave_map20_xi0995_N301,0.0093455788344007,0.025,0.9275,ETAEDGE_HM2B,ci_only,301,0.520438243258571,0.5196099919206605,0.0008282513379105,0.0015914497995471,nearest_to_target,115,-3.0922387547075525e-14,0.5220812224014091,0.001642979142838,0.0031569147043288,0.0001692803760803,0.0001692803760803,0.003764403337316,0.0016153087192107,0.9999999856721294,True
longwave_map20_xi0995_N301,0.0130838103681611,0.035,0.9275,ETAEDGE_HM2B,ci_only,301,0.5143061002898147,0.5139268944686359,0.0003792058211787,0.0007373154255123,nearest_to_target,186,5.5554418393969197e-14,0.5159557698203173,0.0016496695305026,0.00320756360769,9.576764700830856e-05,9.576764700830104e-05,0.0038050296655213,0.0016296073848195,0.9999999954143312,True
longwave_map20_xi0995_N301,0.0168220419019214,0.045,0.9275,ETAEDGE_HM2B,ci_only,301,0.5082030495637033,0.5081025623330602,0.0001004872306431,0.0001977304755046,nearest_to_target,126,-1.758286814144679e-13,0.5098714591677131,0.0016684096040098,0.0032829586627671,0.0001186265550884,0.0001186265550884,0.0038740526028476,0.0016631524547047,0.9999999929639504,True
longwave_map20_xi0995_N301,0.0205602734356817,0.055,0.9275,ETAEDGE_HM2B,ci_only,301,0.5021827577815291,0.5025372666483944,0.0003545088668652,0.0007059359593136,nearest_to_target,203,-8.72013504621925e-14,0.5038291275286291,0.0016463697470999,0.0032784274680657,0.0001432674471209,0.0001432674471209,0.0038997338543901,0.0016589350519953,0.9999999897373392,True
longwave_map20_xi0995_N301,0.0083551537239,0.025,0.9425,ETAEDGE_HM2B,ci_only,301,0.5116510148167164,0.5110700599863128,0.0005809548304035,0.0011354513400342,nearest_to_target,113,-1.5913293332220976e-13,0.5133444301579635,0.0016934153412471,0.0033097077738695,0.0002231832809586,0.0002231832809586,0.0037863226706187,0.0016678963224049,0.9999999750946924,True
longwave_map20_xi0995_N301,0.01169721521346,0.035,0.9425,ETAEDGE_HM2B,ci_only,301,0.5060746794003762,0.5059491621136841,0.000125517286692,0.0002480212739368,nearest_to_target,114,-4.2698830482589615e-14,0.507779944468293,0.0017052650679167,0.0033695917565709,9.269310812628904e-05,9.269310812629277e-05,0.0038359507541387,0.0016872299573362,0.9999999957040394,True
longwave_map20_xi0995_N301,0.0150392767030199,0.045,0.9425,ETAEDGE_HM2B,ci_only,301,0.5005313560378288,0.5006733035006984,0.0001419474628695,0.0002835935474516,nearest_to_target,125,4.9869273714195086e-14,0.502247147528293,0.0017157914904641,0.0034279400676238,0.0001109348002516,0.0001109348002516,0.0038928068353574,0.0017122147443969,0.9999999938468046,True
longwave_map20_xi0995_N301,0.0183813381925799,0.055,0.9425,ETAEDGE_HM2B,ci_only,301,0.4950243625777735,0.4956147327968523,0.0005903702190788,0.0011926084122497,nearest_to_target,129,1.7918716915732352e-14,0.4967466463606719,0.0017222837828984,0.0034791899411372,0.0001365186009538,0.0001365186009538,0.0039450917751998,0.0017345008677604,0.9999999906814404,True
longwave_map20_xi0995_N301,0.007210831696136,0.025,0.9575,ETAEDGE_HM2B,ci_only,301,0.503084980339395,0.5027097718324753,0.0003752085069196,0.0007458153623797,nearest_to_target,184,-4.6700466048701165e-14,0.5048409928206528,0.0017560124812577,0.0034904887839687,0.0001814173387038,0.0001814173387038,0.0044126754764684,0.0018503721854021,0.9999999835439428,True
longwave_map20_xi0995_N301,0.0100951643745904,0.035,0.9575,ETAEDGE_HM2B,ci_only,301,0.498201481648535,0.4982251356666595,2.3654018124430465e-05,4.747881930451103e-05,nearest_to_target,116,-4.3660279326448566e-14,0.4999565672978215,0.0017550856492865,0.0035228430944825,0.0001247400719976,0.0001247400719976,0.0038951428890982,0.0017480842838024,0.999999992219998,True
longwave_map20_xi0995_N301,0.0129794970530448,0.045,0.9575,ETAEDGE_HM2B,ci_only,301,0.4933201597457268,0.4935893399238025,0.0002691801780757,0.0005456500667121,nearest_to_target,125,1.052067019772295e-13,0.4950944869231699,0.0017743271774431,0.0035967051870689,0.0001106693438176,0.0001106693438176,0.0039178885880216,0.0017696312319281,0.9999999938762112,True
longwave_map20_xi0995_N301,0.0158638297314992,0.055,0.9575,ETAEDGE_HM2B,ci_only,301,0.4884743151560156,0.489137082987795,0.0006627678317794,0.0013568120394779,nearest_to_target,125,4.52156146362229e-14,0.490253817190895,0.0017795020348794,0.0036429797425706,0.0001243013763731,0.0001243013763731,0.003962403602922,0.00178980439791,0.9999999922746672,True
longwave_map20_xi0995_N301,0.0058225719188344,0.025,0.9725,ETAEDGE_HM2B,ci_only,301,0.4949343112537334,0.4949055778348182,2.873341891518333e-05,5.805501510371713e-05,nearest_to_target,178,2.1532391414892818e-13,0.4967236929630882,0.0017893817093548,0.0036153923231187,0.0015260355645217,0.0015260355645217,0.004658161568135,0.0018750131472831,0.9999988356105002,True
longwave_map20_xi0995_N301,0.0081516006863682,0.035,0.9725,ETAEDGE_HM2B,ci_only,301,0.4909024430105303,0.4912185684348139,0.0003161254242835,0.0006439679182382,nearest_to_target,196,9.904093765889824e-14,0.4927282314236682,0.0018257884131378,0.0037192489854826,0.0002961594960131,0.0002961594960131,0.0039153256879315,0.001817143932307,0.9999999561449134,True
longwave_map20_xi0995_N301,0.010480629453902,0.045,0.9725,ETAEDGE_HM2B,ci_only,301,0.4868954647959815,0.4873819229447508,0.0004864581487692,0.0009991018276851,nearest_to_target,177,-6.587849695980111e-15,0.4887217390460043,0.0018262742500227,0.0037508549207539,9.710253919959556e-05,9.71025391995986e-05,0.0039608080247315,0.0018270348968389,0.9999999952855868,True
longwave_map20_xi0995_N301,0.0128096582214358,0.055,0.9725,ETAEDGE_HM2B,ci_only,301,0.4828733975749205,0.4836836453896777,0.0008102478147571,0.0016779715321373,nearest_to_target,124,-6.862684324106158e-14,0.4847323355909575,0.0018589380160369,0.0038497420346055,0.0001215946128104,0.0001215946128104,0.0039950838296301,0.0018615807260354,0.9999999926074452,True
longwave_map10_N301,0.0249041129886209,0.025,0.0875,ETAEDGE_LM,ci_only,301,0.9493757649135848,0.9319155949290636,0.0174601699845211,0.018391210972307,nearest_to_target,1,-3.804180148913377e-15,0.9495655651791884,0.0001898002656036,0.0001999211193482,1.0181833088885728e-05,1.0181833088875311e-05,0.0007507834402352,0.0001473249187916,0.9999999999481668,True
longwave_map10_N301,0.0348657581840693,0.035,0.0875,ETAEDGE_LM,ci_only,301,0.932676123879288,0.9263294420757188,0.0063466818035691,0.0068048078438754,nearest_to_target,1,7.204538364678998e-14,0.9328712272924023,0.0001951034131144,0.0002091866706129,1.311663910103616e-05,1.3116639101034136e-05,0.0007697880775517,0.0001525352052733,0.9999999999139788,True
longwave_map10_N301,0.0448274033795177,0.045,0.0875,ETAEDGE_LM,ci_only,301,0.9162596056061532,0.920071357772171,0.0038117521660178,0.0041601224616861,nearest_to_target,1,1.614754227851204e-14,0.9164677829646868,0.0002081773585336,0.0002272034664192,1.56172352497851e-05,1.5617235249790524e-05,0.0007949777024253,0.0001630623482096,0.9999999998780544,True
longwave_map10_N301,0.0547890485749661,0.055,0.0875,ETAEDGE_LM,ci_only,301,0.9001079791334002,0.9144785935543248,0.0143706144209245,0.0159654338746782,nearest_to_target,1,3.9128547039341386e-14,0.9003461944371629,0.0002382153037626,0.0002646519187531,1.7767707373478343e-05,1.7767707373478885e-05,0.0008452537957815,0.0001857392913488,0.999999999842158,True
longwave_map10_N301,0.0246677135898323,0.025,0.1625,ETAEDGE_LM,ci_only,301,0.932748334616774,0.9159255877326048,0.0168227468841692,0.0180356761409614,nearest_to_target,73,-3.102017508918797e-13,0.932939529762603,0.0001911951458288,0.0002049804204769,9.985450486897502e-06,9.985450486897224e-06,0.0007531133184926,0.0001501643641203,0.9999999999501464,True
longwave_map10_N301,0.0345347990257653,0.035,0.1625,ETAEDGE_LM,ci_only,301,0.9164955290990232,0.9105219687769904,0.0059735603220326,0.0065178281097618,nearest_to_target,16,-6.346664037435691e-14,0.9167121030019476,0.0002165739029245,0.0002363065569315,1.2869949753997577e-05,1.2869949753995806e-05,0.0007893767040916,0.0001690562315407,0.9999999999171844,True
longwave_map10_N301,0.0444018844616982,0.045,0.1625,ETAEDGE_LM,ci_only,301,0.900534847843315,0.9044716403772718,0.0039367925339568,0.0043716159828629,nearest_to_target,22,2.5595840767606472e-14,0.9007630073853804,0.0002281595420654,0.0002533600366625,1.538607946247359e-05,1.5386079462475592e-05,0.0008141572327379,0.0001788145617854,0.999999999881638,True
longwave_map10_N301,0.0542689698976311,0.055,0.1625,ETAEDGE_LM,ci_only,301,0.8848428877103809,0.8990759511968446,0.0142330634864636,0.0160854132232369,nearest_to_target,21,1.169575649479777e-13,0.8850834527268125,0.0002405650164316,0.000271873142422,1.768006602395918e-05,1.7680066023957457e-05,0.0008512193128728,0.0001897182763253,0.9999999998437098,True
longwave_map10_N301,0.0242846884631036,0.025,0.2375,ETAEDGE_LM,ci_only,301,0.9077093280416904,0.8919025825863048,0.0158067454553856,0.0174138845631204,nearest_to_target,16,4.404510211978567e-15,0.9079212445457826,0.0002119165040921,0.0002334629572985,9.660563095417644e-06,9.660563095422111e-06,0.0007722826255934,0.000167273337053,0.999999999953338,True
longwave_map10_N301,0.0339985638483451,0.035,0.2375,ETAEDGE_LM,ci_only,301,0.8921549323286697,0.8867014355164616,0.005453496812208,0.0061127239390736,nearest_to_target,21,1.9146621886664365e-13,0.8923602766244231,0.0002053442957533,0.0002301666317277,1.2598748176443072e-05,1.2598748176439096e-05,0.0007818502600089,0.0001645052215184,0.9999999999206378,True
longwave_map10_N301,0.0437124392335865,0.045,0.2375,ETAEDGE_LM,ci_only,301,0.8768383973233164,0.8808946804207183,0.0040562830974019,0.0046260326985957,nearest_to_target,134,4.9337820344981e-14,0.8770612156764114,0.000222818353095,0.0002541156429453,1.5158097951620284e-05,1.5158097951606949e-05,0.0008119131262921,0.0001783545165238,0.9999999998851196,True
longwave_map10_N301,0.053426314618828,0.055,0.2375,ETAEDGE_LM,ci_only,301,0.8617861292058466,0.8757310765768164,0.0139449473709697,0.0161814479235356,nearest_to_target,151,8.881444138978285e-14,0.8620155246123732,0.0002293954065265,0.0002661860045693,1.751616943149761e-05,1.7516169431499114e-05,0.0008402254618044,0.000185282262025,0.9999999998465962,True
longwave_map10_N301,0.0237479439899541,0.025,0.3125,ETAEDGE_LM,ci_only,301,0.8760086928075362,0.8617226754309644,0.0142860173765718,0.0163080771844698,nearest_to_target,23,2.40275349801607e-13,0.8762103377900752,0.0002016449825389,0.0002301860520272,9.329998769389996e-06,9.329998769396028e-06,0.0007656835994072,0.0001641631725964,0.9999999999564768,True
longwave_map10_N301,0.0332471215859358,0.035,0.3125,ETAEDGE_LM,ci_only,301,0.8612329326612896,0.8566973237105256,0.0045356089507639,0.005266413740994,nearest_to_target,24,5.023386689800312e-14,0.8614385298522219,0.0002055971909322,0.0002387242558142,1.2283763776442392e-05,1.228376377645243e-05,0.0007845641219144,0.0001687232222076,0.9999999999245568,True
longwave_map10_N301,0.0427462991819174,0.045,0.3125,ETAEDGE_LM,ci_only,301,0.8466865863270984,0.8511450879069179,0.0044585015798195,0.005265822857972,nearest_to_target,29,7.566577873067206e-14,0.8469111698418198,0.0002245835147214,0.0002652498791739,1.498439346423434e-05,1.4984393464242208e-05,0.0008165067895188,0.0001838333082266,0.9999999998877376,True
longwave_map10_N301,0.0522454767778991,0.055,0.3125,ETAEDGE_LM,ci_only,301,0.8323914940939724,0.8462515101995294,0.0138600161055569,0.0166508382220352,nearest_to_target,29,9.148538708969913e-14,0.8326199127007141,0.0002284186067417,0.0002744124710096,1.7458086764094334e-05,1.745808676409887e-05,0.0008406992949534,0.0001884735801154,0.9999999998476125,True
longwave_map10_N301,0.0234187424939939,0.025,0.35,ETAEDGE_MM,ci_only,301,0.8581689628452915,0.8402723713908034,0.0178965914544881,0.0208543914186215,nearest_to_target,27,1.2679950820466168e-14,0.8583821777254541,0.0002132148801625,0.0002484532643264,9.140854664590827e-06,9.140854664592172e-06,0.0007768207733034,0.0001746150115719,0.9999999999582236,True
longwave_map10_N301,0.0327862394915915,0.035,0.35,ETAEDGE_MM,ci_only,301,0.8438048739486913,0.837058465993041,0.0067464079556502,0.0079952227866137,nearest_to_target,28,2.046529248995901e-14,0.8440299557878066,0.0002250818391152,0.0002667463131161,1.215848250933545e-05,1.2158482509333887e-05,0.0008032241680495,0.0001850013089338,0.9999999999260876,True
longwave_map10_N301,0.0421537364891891,0.045,0.35,ETAEDGE_MM,ci_only,301,0.8296965237807024,0.8335125129348355,0.0038159891541331,0.0045992589395755,nearest_to_target,29,-2.1742182438367366e-14,0.8299136198269087,0.0002170960462063,0.0002616571722117,1.4922466336349425e-05,1.4922466336337773e-05,0.0008112635765203,0.0001808755610371,0.9999999998886634,True
longwave_map10_N301,0.0515212334867867,0.055,0.35,ETAEDGE_MM,ci_only,301,0.81579741277396,0.8301975631428785,0.0144001503689185,0.0176516254445495,nearest_to_target,26,6.631637983934463e-15,0.8160248974755068,0.0002274847015467,0.0002788495010951,1.760279169749662e-05,1.7602791697498936e-05,0.0008475322746801,0.0001907947428259,0.9999999998450732,True
longwave_map10_N301,0.0223257138743646,0.025,0.45,ETAEDGE_MM,ci_only,301,0.8059464806636737,0.7902248780680955,0.0157216025955782,0.01950700570419,nearest_to_target,186,1.0710071341152924e-13,0.8061565155677252,0.0002100349040514,0.0002606065155573,8.72544433659638e-06,8.725444336595104e-06,0.0007768076226581,0.0001792542706218,0.9999999999619346,True
longwave_map10_N301,0.0312559994241105,0.035,0.45,ETAEDGE_MM,ci_only,301,0.7927403029860608,0.7872461065393108,0.0054941964467499,0.0069306384777646,nearest_to_target,136,7.91895792687866e-14,0.7929509418958847,0.0002106389098238,0.0002657098535679,1.1846027374359505e-05,1.1846027374362036e-05,0.0007935864737001,0.0001818514736052,0.9999999999298383,True
longwave_map10_N301,0.0401862849738564,0.045,0.45,ETAEDGE_MM,ci_only,301,0.7797581089927347,0.7839987195923008,0.0042406105995661,0.0054383667840838,nearest_to_target,145,-8.237285441660317e-15,0.7799595106578748,0.0002014016651401,0.0002582873622184,1.4770916858099194e-05,1.4770916858095214e-05,0.000801004528971,0.000176545629631,0.9999999998909136,True
longwave_map10_N301,0.0491165705236023,0.055,0.45,ETAEDGE_MM,ci_only,301,0.7669229180050673,0.7810021376399731,0.0140792196349057,0.0183580635085581,nearest_to_target,146,9.676793919536924e-15,0.7671741037860098,0.0002511857809425,0.0003275241553556,1.8756055479992512e-05,1.875605547998215e-05,0.0008632744192871,0.000215554551351,0.9999999998241114,True
longwave_map10_N301,0.0208791163606125,0.025,0.55,ETAEDGE_MM,ci_only,301,0.7491025829049526,0.7352292082614602,0.0138733746434923,0.0185199930691637,nearest_to_target,163,7.19638483812247e-14,0.7493381180893424,0.0002355351843897,0.0003144231374512,9.344819291796971e-06,9.344819291799866e-06,0.0008016042642808,0.000206109699639,0.9999999999563384,True
longwave_map10_N301,0.0292307629048576,0.035,0.55,ETAEDGE_MM,ci_only,301,0.7370609505053614,0.7324852274536796,0.0045757230516817,0.0062080660338123,nearest_to_target,137,-6.057514290164634e-13,0.737277566809091,0.0002166163037295,0.0002938919821774,1.1796880396101918e-05,1.1796880396108804e-05,0.0008013003231876,0.0001947509040248,0.9999999999304192,True
longwave_map10_N301,0.0375824094491026,0.045,0.55,ETAEDGE_MM,ci_only,301,0.7251569722888742,0.7295191888114035,0.0043622165225293,0.0060155479285546,nearest_to_target,148,2.9213417229783613e-13,0.7254099636361093,0.0002529913472351,0.0003488780455858,1.637672178896507e-05,1.6376721788962682e-05,0.0008519263799063,0.0002246597651932,0.999999999865906,True
