chart_id,path,M_min,M_max,eta_min,eta_max,ymax,central_ymax,status,priority
LOWM_EXT_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_EXTREME_M0.05_0.10_eta0.05_0.12_ciIDW_EVALFIX,0.05,0.1,0.05,0.12,220,55,validated,160
LOWM_EXT_VLOW_MOD_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_MOD_M0.05_0.10_eta0.12_0.25_ciIDW_EVALFIX,0.05,0.1,0.12,0.25,120,30,validated,155
HM1_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_EXTREME_M0.70_0.85_eta0.05_0.12_ciIDW_EVALFIX,0.7,0.85,0.05,0.12,220,55,ci_only,90
HM1_VLOW_MOD_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM1_VLOW_MOD_M0.70_0.85_eta0.12_0.25_ciIDW_EVALFIX,0.7,0.85,0.12,0.25,120,30,validated_with_gep,95
HM1_LOW_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_LOW_M0.70_0.85_eta0.25_0.40_ciIDW_EVALFIX,0.7,0.85,0.25,0.4,80,20,validated_with_gep,100
HM1_MID_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_HM1_MID_M0.70_0.85_eta0.35_0.55_ciIDW_EVALFIX,0.7,0.85,0.35,0.55,80,20,validated_with_gep,105
HM2_VLOW_EXTREME_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_EXTREME_M0.85_0.98_eta0.05_0.12_ciIDW_EVALFIX,0.85,0.98,0.05,0.12,260,65,ci_only,80
HM2_VLOW_MOD_EVALFIX,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_HM2_VLOW_MOD_M0.85_0.98_eta0.12_0.25_ciIDW_EVALFIX,0.85,0.98,0.12,0.25,160,40,ci_only,85
