chart_id,model,output_dir,Mach,eta,alpha,alpha_cut,ci_ref,ci_pred,ci_abs_err,ci_rel_err,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.025,0.06,0.0599812470693966,0.9996874511566104,0.8979786261013637,0.8971299481622653,0.0008486779390983,0.0009450981509247,0.013831573688118,0.02806058414571,0.02806058414571,0.013831573688118,0.0448336849054368,0.0286813873691037,0.113815418028197,1.0044577042500724,2.36817675109858e-05
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.025,0.08,0.0799749960925288,0.9996874511566104,0.8664427189879116,0.8663465076226468,9.62113652648311e-05,0.0001110418070997,0.0099437503813119,0.0152549786816231,0.0152549786816231,0.0099437503813119,0.0171786965313902,0.0151671858920947,0.0524868716742664,1.0020083411663858,-5.347510072808144e-05
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.025,0.1,0.099968745115661,0.9996874511566104,0.8359883364368366,0.8361963114228305,0.0002079749859938,0.0002487773775413,0.0079330559065116,0.0124007561029615,0.0124007561029615,0.0079330559065116,0.0144896833199247,0.0123097983974234,0.061167033440157,0.999174258462174,2.308977331220025e-05
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.025,0.12,0.1199624941387932,0.9996874511566104,0.8064786386016265,0.8073150139173279,0.0008363753157013,0.0010370706372974,0.0986081980044549,0.109751912162249,0.109751912162249,0.0986081980044549,0.0691452193038693,0.1056598740090561,0.4476098829141696,0.9940453359917136,1.263901604848162e-06
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.035,0.06,0.0599632387384137,0.9993873123068954,0.8974596392110338,0.8966236606188702,0.0008359785921635,0.0009314943599006,0.0141571020612706,0.0282719478898195,0.0282719478898195,0.0141571020612706,0.0458444643253799,0.0289264146745179,0.1131316327544472,1.004617367778382,-2.2808885163780105e-05
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.035,0.08,0.0799509849845516,0.9993873123068954,0.8659884185499123,0.865913298102088,7.512044782431726e-05,8.674532616741641e-05,0.0101236258991366,0.0156331713556868,0.0156331713556868,0.0101236258991366,0.0181658205242113,0.0155591991939967,0.0535217257016292,1.0021117046582366,-9.865627828606768e-06
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.035,0.1,0.0999387312306895,0.9993873123068954,0.835540806683308,0.8357909837332821,0.000250177049974,0.0002994193077979,0.0080754140094688,0.0124836649888851,0.0124836649888851,0.0080754140094688,0.0135111389806435,0.0123384351236642,0.0609991027115873,0.9992274567028148,1.4848250952440864e-05
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.035,0.12,0.1199264774768274,0.9993873123068954,0.8060453997102177,0.8069841161585191,0.0009387164483013,0.0011645950074757,0.1085205494205089,0.1201156825506679,0.1201156825506679,0.1085205494205089,0.0716761012211063,0.1155202259789227,0.4525270526652953,0.9940546820136056,-2.488727821815401e-05
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.045,0.06,0.0599392192141339,0.998986986902232,0.8968034684836335,0.8960053155448092,0.0007981529388242,0.0008899976046856,0.014538268619187,0.0286315109118197,0.0286315109118197,0.014538268619187,0.0465368157640883,0.0292827529064964,0.1135055038805234,1.0046763971330932,8.328998369980995e-06
LMEDGE_VLOW,pQscaled2d,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,0.045,0.08,0.0799189589521785,0.998986986902232,0.8653517677170794,0.8653292066739156,2.25610431638934e-05,2.6071528372112337e-05,0.0104859058460641,0.0159190982450986,0.0159190982450986,0.0104859058460641,0.0187590128027977,0.0158351807720923,0.0529684550516928,1.00211889721254,-2.6700831161916743e-05
