run,n_eval,ci_rel_mean,p_rel_mean,q_rel_mean,u_rel_mean,v_rel_mean,gamma_rel_mean,p_rel_max,q_rel_max,worst_Mach,worst_eta,worst_alpha
seedGEP_pq2d_ATLAS_VLOW_MOD_M010_070_eta012_025_ciIDW,24,0.005254987639204588,0.12185382927392951,0.2253499053440017,0.39151348381167606,0.23811641397107053,0.2934398737612472,0.2911928837567031,0.6381366090825124,0.65,0.135,0.1025911180366019
seedGEP_pq2d_ATLAS_VLOW_EXTREME_M010_070_eta005_012_ciIDW,24,0.0023922229452015896,0.635176986894408,0.9923662387995575,1.0284266747810307,0.9926724309118805,0.9939483773863174,0.6738431230753532,0.9937787254767132,0.65,0.095,0.0721937497294606
