Mach,alpha,omega_blumen,omega_direct,omega_gep,direct_abs_error,gep_abs_error
0.3709305930814546,0.8357288390840235,0.05,0.050477057022048494,0.051238959248783834,0.000477057022048491,0.0012389592487838316
0.3824688842627453,0.8318532134473136,0.05,0.049901883341564104,0.05062633849797723,9.811665843589834e-05,0.000626338497977226
0.3959228418301811,0.8260545392803886,0.05,0.049871520868429275,0.050528950986506505,0.00012847913157072732,0.0005289509865065017
0.4132302786021172,0.8202411008253236,0.05,0.04820026343917116,0.04872076878633152,0.0017997365608288449,0.0012792312136684844
0.4324312353279886,0.8086732810677533,0.05,0.04872223605871381,0.048928587144358965,0.001277763941286196,0.001071412855641038
0.4458741196793196,0.8009589405146831,0.05,0.048894449696111654,0.04888825490598477,0.0011055503038883488,0.0011117450940152304
0.465086149621296,0.7913067871432578,0.05,0.04841683049339925,0.048364593010071816,0.0015831695066007498,0.001635406989928187
0.4842871063471675,0.7797389673856874,0.05,0.0483623200303308,0.04875171222693458,0.001637679969669202,0.0012482877730654249
0.4958253975284582,0.7758633417489775,0.05,0.046884819962546266,0.04745217352248115,0.0031151800374537367,0.002547826477518854
0.5111728750498294,0.764310286279547,0.05,0.04791282066973314,0.048510390420064345,0.002087179330266864,0.001489609579935658
0.5342273109802012,0.7527277022338368,0.05,0.046097935419598106,0.046535356466428965,0.003902064580401897,0.003464643533571038
0.5514904548877176,0.739251598234191,0.05,0.04581630325824597,0.04599885620821165,0.004183696741754034,0.004001143791788356
0.5706471187491695,0.72002111293204,0.05,0.04741647346693781,0.047255310016842335,0.0025835265330621943,0.002744689983157668
0.5879324090888959,0.7103763417046847,0.05,0.04490046633213936,0.04470813510182745,0.005099533667860645,0.0052918648981725505
0.5994374806218719,0.700753716909539,0.05,0.04455551120958477,0.044330822636354406,0.005444488790415231,0.005669177363645597
0.6186052176994288,0.6834388979935331,0.05,0.04512398779807489,0.04497913851539415,0.0048760122019251145,0.00502086148460585
0.6339194755724853,0.666138843365667,0.05,0.04625293924206416,0.04642528608339511,0.0037470607579358425,0.0035747139166048894
0.6051623333480977,0.6911532385466035,0.05,0.046637648730511926,0.046401852690261015,0.0033623512694880772,0.0035981473097389874
0.6473402134916064,0.6545931700403064,0.05,0.04624251838728659,0.046663993910109516,0.0037574816127134147,0.0033360060898904864
0.6607498781946228,0.6411318303288006,0.05,0.04633089898802537,0.04669965907199586,0.0036691010119746306,0.0033003409280041446
0.6741595428976392,0.6276704906172949,0.05,0.04737040074078555,0.047525984748487564,0.002629599259214452,0.002474015251512439
0.6875802808167606,0.6161248172919341,0.05,0.04771130101866473,0.04768184591901851,0.0022886989813352757,0.002318154080981495
0.6990410594853169,0.5988395269522079,0.05,0.050329738981396796,0.050196446154359586,0.00032973898139679325,0.00019644615435958357
0.7067147982460026,0.5930629992174926,0.05,0.048988157932074415,0.04882070645881067,0.0010118420679255877,0.0011792935411893343
0.7181977233467689,0.5796090416500568,0.05,0.04872984712354183,0.04866499200295565,0.0012701528764581735,0.001335007997044356
0.72776498206139,0.568078132612836,0.05,0.04794650794834957,0.04818899423207541,0.002053492051650431,0.0018110057679245894
0.7411635735483014,0.552701126515185,0.05,0.04776137539282929,0.047895695394778684,0.002238624607170711,0.002104304605221319
0.7526354254329628,0.5373315025616039,0.05,0.04780346506107433,0.047747060209856584,0.0021965349389256733,0.0022529397901434184
0.7660118704876645,0.5181231636916626,0.05,0.04886253552630615,0.048844426318660226,0.0011374644736938527,0.0011555736813397763
0.777472649156221,0.5008378733519363,0.05,0.049166167859281996,0.04935029827512644,0.0008338321407180063,0.0006497017248735595
0.7870177614386322,0.4854756315424251,0.05,0.04881564204637534,0.04908406462452417,0.0011843579536246623,0.0009159353754758306
0.8004163529255437,0.470098625444774,0.05,0.046373667775054445,0.04654456361697209,0.003626332224945558,0.003455436383027914
0.8137927979802453,0.4508902865748326,0.05,0.04640518987220171,0.04634786931170086,0.0035948101277982897,0.0036521306882991433
0.8233157638304469,0.4316967119930311,0.05,0.04725133028883802,0.04723373479921974,0.0027486697111619857,0.0027662652007802643
0.8328165832484387,0.4086718046389391,0.05,0.048801553735754795,0.049079614400484424,0.001198446264245208,0.0009203855995155788
0.8404349559286,0.393316944973498,0.05,0.04994558678338709,0.05002647702222921,5.441321661291132e-05,2.6477022229208502e-05
0.8499468485626966,0.3722077040055512,0.05,0.05133282438568221,0.05126910791634158,0.0013328243856822047,0.0012691079163415775
0.8575541480267528,0.3549371779539648,0.05,0.05058744677961182,0.050591546386926825,0.000587446779611818,0.0005915463869268223
0.8670549674447448,0.3319122705998729,0.05,0.05081766665662743,0.05094980388472577,0.0008176666566274277,0.0009498038847257639
0.8765779332949462,0.3127186960180713,0.05,0.049998118033495124,0.05016252582788104,1.8819665048783185e-06,0.0001625258278810382
0.889954378349648,0.2935103571481299,0.05,0.04876148242472803,0.048855838329679636,0.0012385175752719704,0.0011441616703203664
0.8955906453470346,0.2685845476960327,0.05,0.05094514193537596,0.05129721284765786,0.0009451419353759538,0.0012972128476578595
0.9089670904017364,0.2493762088260913,0.05,0.049017388282414275,0.04936708468454446,0.0009826117175857282,0.0006329153154555414
0.914614430615228,0.2263660657601391,0.05,0.050075553207499575,0.050403385215131845,7.555320749957212e-05,0.00040338521513184206
0.9164304380564292,0.2072020197546175,0.05,0.0496426383649206,0.050086961256885,0.0003573616350794062,8.69612568849959e-05
0.9104841210081058,0.1784891703946493,0.05,0.05138401809754254,0.05154864454083044,0.0013840180975425373,0.0015486445408304378
0.8950148381095806,0.1689698956164826,0.05,0.053175778682466125,0.053311497482277564,0.0031757786824661224,0.0033114974822775617
0.8698564911192808,0.1499091996279398,0.05,0.05415210441252156,0.05420944660109797,0.004152104412521555,0.004209446601097969
0.8466691765956504,0.1385037870399077,0.05,0.054963477399995166,0.054961857082847745,0.004963477399995163,0.004961857082847743
0.8253864552420607,0.1232596595355153,0.05,0.05313712586136086,0.05320325399916637,0.003137125861360855,0.003203253999166364
0.7906497763210347,0.113814206198048,0.05,0.053504306314174535,0.05352581886455856,0.0035043063141745323,0.0035258188645585567
0.7674624617974045,0.1024087936100157,0.05,0.05099741216314459,0.05097184695660563,0.0009974121631445843,0.0009718469566056265
0.8060747663551402,0.1156708154316339,0.05,0.05266207827188518,0.05269880623666878,0.0026620782718851793,0.00269880623666878
0.7385281481153386,0.0967725266126293,0.05,0.05096865039116378,0.0508935030555939,0.0009686503911637764,0.0008935030555938944
0.717311866058378,0.0930223974251078,0.05,0.0509343765043558,0.05083824875529821,0.0009343765043557939,0.0008382487552982057
0.6941799176152722,0.0911953167678019,0.05,0.05098480067582776,0.05087646243068673,0.0009848006758277558,0.0008764624306867239
0.6691101563538114,0.0874599518684204,0.05,0.049907695542277086,0.0498110498072194,9.230445772291651e-05,0.0001889501927806042
0.6478717278646411,0.0798784899086089,0.05,0.04677330895797653,0.04669418632550119,0.003226691042023472,0.0033058136744988156
0.6189595606147849,0.0780735556835126,0.05,0.046685185577678166,0.04662186970028688,0.0033148144223218365,0.0033781302997131224
0.591985206183284,0.0781769057004915,0.05,0.04680478347737525,0.046797216328346346,0.0031952165226247498,0.003202783671653657
0.5707799973424281,0.0763424428991155,0.05,0.046159083228534493,0.046184486300718836,0.0038409167714655093,0.0038155136992811672
0.5457213092970722,0.0745227443858793,0.05,0.04503966514128201,0.04503686288353056,0.004960334858717989,0.004963137116469445
0.5187358816494664,0.072710428016713,0.05,0.044186139910517445,0.044168258253225394,0.005813860089482557,0.005831741746774609
0.4821278292067148,0.0728506887540416,0.05,0.04958751146573853,0.04959406236528649,0.0004124885342614709,0.00040593763471351296
0.4589848075475041,0.0691079417105902,0.05,0.05043834922179465,0.05047037401666888,0.0004383492217946497,0.0004703740166688772
0.4994574124108606,0.0708685830712669,0.05,0.04461845305688514,0.04460152129987436,0.005381546943114865,0.005398478700125643
0.4319883066837933,0.0653799589552788,0.05,0.049277470940528534,0.04928852014048621,0.000722529059471469,0.0007114798595137944
0.3991894405811225,0.057842789859887,0.05,0.04511398554106878,0.045125946742311386,0.0048860144589312204,0.004874053257688617
0.3799220445586216,0.0579166113005862,0.05,0.04562097987238483,0.04564655066083043,0.004379020127615173,0.00435344933916957
0.4165854630818975,0.0673546824939834,0.05,0.05106128669313465,0.05107297511058925,0.0010612866931346485,0.0010729751105892499
0.3568343889799353,0.0637521961878606,0.05,0.04943938839345444,0.04945855475548353,0.0005606116065455594,0.0005414452445164711
0.3414093989458299,0.0618955869542749,0.05,0.04872068447901487,0.04871600025418264,0.0012793155209851331,0.0012839997458173602
0.3163285644682642,0.0562445556687483,0.05,0.04590827144511451,0.04587347139923014,0.0040917285548854945,0.004126528600769862
0.2951565752757231,0.0601570920258078,0.05,0.048083749185609495,0.04804571673305452,0.0019162508143905077,0.0019542832669454807
0.2662444080258671,0.0583521578007115,0.05,0.047836957379939156,0.047816535393128363,0.002163042620060847,0.0021834646068716393
0.2412078664127209,0.0603637920597657,0.05,0.04946116080187832,0.04946184668129461,0.000538839198121685,0.000538153318705395
0.2200026575718652,0.0585293292583899,0.05,0.049017595908169675,0.04903036106304853,0.0009824040918303273,0.0009696389369514696
0.1968707091287593,0.0567022486010837,0.05,0.04906620755166168,0.049080123109125504,0.0009337924483383206,0.0009198768908744992
0.162178323072153,0.054919460808197,0.05,0.04847064933495073,0.04846479243533138,0.0015293506650492714,0.0015352075646686211
0.139068521061257,0.0569237129231814,0.05,0.0504090757082922,0.05038896822602687,0.0004090757082921975,0.0003889682260268673
0.1024493954024007,0.0551483072743645,0.05,0.04937219577290077,0.04932895059155396,0.000627804227099231,0.0006710494084460408
0.0754971874031094,0.059082990063634,0.05,0.05290535047740875,0.052869343986488,0.0029053504774087455,0.002869343986487999
0.0542809053461487,0.0553328608761127,0.05,0.049990733162592345,0.04999704476749328,9.266837407657935e-06,2.9552325067211394e-06
0.0369291757097931,0.0534836337865967,0.05,0.04850027495269225,0.04852953742272068,0.0014997250473077553,0.0014704625772793203
0.0297758781060371,0.8159631483368028,0.1,0.10047939415953933,0.1003377281100694,0.0004793941595393203,0.0003377281100693935
0.0432519821056827,0.8139958069421682,0.1,0.10115487915882608,0.10100227868188712,0.0011548791588260748,0.0010022786818871116
0.0586548257075785,0.8120210834034637,0.1,0.1018752219031222,0.10143536177816319,0.0018752219031221984,0.0014353617781631828
0.0682885237188288,0.8119841726831141,0.1,0.10134753283132178,0.10110552457941185,0.0013475328313217738,0.0011055245794118485
0.0836913673207246,0.8100094491444094,0.1,0.10140823250860898,0.10130012231206328,0.0014082325086089698,0.0013001223120632788
0.1010209505248704,0.808027343461635,0.1,0.1015026485104443,0.1012807155242822,0.0015026485104442933,0.0012807155242821888
0.1145081277406209,0.8079756684531455,0.1,0.10029193567623468,0.10000707892999874,0.00029193567623467254,7.078929998738381e-06
0.1318377109447668,0.8059935627703709,0.1,0.09950840578484935,0.09919988798781759,0.0004915942151506592,0.0008001120121824135
0.1433870753421623,0.8040336035198062,0.1,0.09924375282241094,0.09893854130032932,0.00075624717758907,0.0010614586996706837
0.1568521061257031,0.8001505957390265,0.1,0.09957924177911241,0.09932558834984094,0.0004207582208875932,0.0006744116501590652
0.1703392833414536,0.8000989207305369,0.1,0.09836852894490286,0.09805195175555755,0.0016314710550971445,0.0019480482444424602
0.1876467201133898,0.7942854822754719,0.1,0.09913120084442863,0.0989054444571715,0.0008687991555713787,0.0010945555428285014
0.1991960845107853,0.7923255230249073,0.1,0.09886654788199019,0.09864409776968319,0.0011334521180098173,0.0013559022303168133
0.2107454489081808,0.7903655637743425,0.1,0.09860189491955183,0.09838275108219496,0.0013981050804481726,0.001617248917805042
0.2184302608849714,0.7865047024257725,0.1,0.09945375912208924,0.09931400033407628,0.0005462408779107614,0.0006859996659237255
0.2299796252823669,0.7845447431752077,0.1,0.09913597946355919,0.09901778239756527,0.0008640205364408154,0.0009822176024347345
0.2492138016565531,0.7787239225760729,0.1,0.09958984625478745,0.09960016046251732,0.00041015374521255477,0.0003998395374826824
0.2626788324400939,0.774840914795293,0.1,0.09904187591449498,0.09907258390532118,0.0009581240855050244,0.0009274160946788207
0.2761438632236346,0.7709579070145132,0.1,0.09844479995101295,0.09849201867737689,0.001555200048987057,0.0015079813226231142
0.3741528989679763,0.7265210907856077,0.1,0.09895088985466,0.09949387588063219,0.0010491101453400098,0.0005061241193678179
0.3933649289099525,0.7168689374141826,0.1,0.09869081903100925,0.09931709520450717,0.0013091809689907558,0.0006829047954928363
0.3242348407671525,0.7573636887097488,0.1,0.096170447490033,0.09624439489707194,0.003829552509966999,0.003755605102928064
0.4087345528635336,0.7091472147170423,0.1,0.09807545692329844,0.098590007391164,0.0019245430767015625,0.0014099926088360082
0.4240931036010099,0.699509825633757,0.1,0.09786735151816225,0.09818445251635771,0.002132648481837751,0.0018155474836422936
0.4356092483500908,0.6918028672247567,0.1,0.09788629675990385,0.09804937868361166,0.0021137032400961597,0.0019506213163883457
0.4451875802808167,0.6821876245736811,0.1,0.09906891309864675,0.09906409931204771,0.0009310869013532536,0.0009359006879522958
0.4605461310182929,0.6725502354903957,0.1,0.09872655698723268,0.09878669076212206,0.001273443012767328,0.0012133092378779492
0.4797470877441644,0.6609824157328253,0.1,0.0979349333204605,0.09827970144612577,0.0020650666795395123,0.0017202985538742332
0.4912632324932453,0.6532754573238251,0.1,0.09772215579531074,0.09801469064949407,0.0022778442046892666,0.0019853093505059344
0.5046728971962617,0.6398141176123192,0.1,0.09900778417222275,0.09917631408452518,0.0009922158277772541,0.0008236859154748255
0.5199982282854233,0.6244297293705984,0.1,0.10047707374583643,0.10050388372456068,0.0004770737458364288,0.000503883724560672
0.5276719670461089,0.6186532016358831,0.1,0.10028569447967842,0.10025723346886746,0.0002856944796784111,0.00025723346886745435
0.5372613721929397,0.6109536253709527,0.1,0.09956957498398158,0.09948829658282074,0.00043042501601842087,0.0005117034171792656
0.5468286309075608,0.5994227163337319,0.1,0.09971762372377047,0.09958198824785472,0.0002823762762295401,0.0004180117521452864
0.5564291092704966,0.5936388064549467,0.1,0.09827780572757343,0.09811498751488955,0.0017221942724265776,0.0018850124851104572
0.5660074412012225,0.5840235638038711,0.1,0.09789656555536705,0.09768844838059054,0.0021034344446329567,0.002311551619409463
0.5774903663019887,0.5705696062364352,0.1,0.09804517672794986,0.09783994840636012,0.0019548232720501407,0.0021600515936398834
0.5870797714488196,0.5628700299715047,0.1,0.09716198116599213,0.09713263789348618,0.0028380188340078744,0.002867362106513824
0.5966359569473357,0.5494234545481389,0.1,0.09697722269730359,0.09718596070548684,0.003022777302696414,0.002814039294513168
0.608118882048102,0.535969496980703,0.1,0.09720821873696073,0.09740125088818928,0.002791781263039278,0.0025987491118107248
0.6196350267971831,0.5282625385717027,0.1,0.09607178120344097,0.09620465618359796,0.003928218796559038,0.0037953438164020498
0.6234331399211588,0.5186694423528369,0.1,0.09683742373128337,0.09693329408999846,0.0031625762687166326,0.0030667059100015492
0.6291579926473845,0.5090689639899011,0.1,0.09686995483408334,0.09693411743555887,0.0031300451659166673,0.0030658825644411386
0.6387363245781104,0.4994537213388255,0.1,0.09551355387986142,0.09561815801775154,0.004486446120138585,0.0043818419822484606
0.6483035832927315,0.4879228123016047,0.1,0.09458747717619177,0.09473497028471381,0.005412522823808233,0.005265029715286196
0.6597532887451831,0.4687218555757333,0.1,0.09660917315760208,0.09653288925386617,0.0033908268423979288,0.0034671107461338307
0.6673827346414494,0.4552826622964372,0.1,0.0967447634359169,0.09674160943043103,0.0032552365640831082,0.003258390569568975
0.6750232537538203,0.4437591354032864,0.1,0.09643968100395528,0.09651966451690684,0.0035603189960447257,0.0034803354830931638
0.6807148868317314,0.428411657881915,0.1,0.09760348844490162,0.09803074789662637,0.002396511555098388,0.0019692521033736338
0.6883443327279974,0.414972464602619,0.1,0.09804802530944771,0.09818588074701785,0.0019519746905522911,0.001814119252982152
0.6959627054081587,0.3996176049371778,0.1,0.09812089748597547,0.09804195458287823,0.0018791025140245388,0.001958045417121773
0.7016211188377552,0.3785231282573709,0.1,0.09819896294563427,0.09836160575531197,0.0018010370543657395,0.001638394244688035
0.7015436063250211,0.3651134635543547,0.1,0.09928579188056719,0.09913463529296977,0.0007142081194328187,0.0008653647070302334
0.7052863533684723,0.3459420354047628,0.1,0.09866239365597977,0.09861406429428583,0.001337606344020234,0.0013859357057141725
0.7051424015591088,0.3210383723848753,0.1,0.09924788597719343,0.09932589362609844,0.0007521140228065742,0.0006741063739015701
0.6973136377729547,0.299995570713558,0.1,0.09987452492700337,0.09992558809878252,0.0001254750729966364,7.441190121748598e-05
0.6875249147362359,0.2732131520278749,0.1,0.10045362651236345,0.1002691312622976,0.000453626512363442,0.0002691312622975922
0.6758537449616867,0.2541007810308424,0.1,0.09963579717233655,0.09952956228067053,0.00036420282766345957,0.0004704377193294751
0.660362315630952,0.2407501734803855,0.1,0.09935469940459764,0.0991316352592738,0.0006453005954023677,0.0008683647407261991
0.6933715728396156,0.2846850039125361,0.1,0.09983792811981425,0.09986286566914311,0.00016207188018575736,0.00013713433085689453
0.6371750011073216,0.2293447608923534,0.1,0.09971047602425155,0.09953119136690194,0.0002895239757484541,0.0004688086330980612
0.6468419187668867,0.2350548493304393,0.1,0.10046568387405108,0.10023212901050604,0.00046568387405107603,0.00023212901050603807
0.6178522390042965,0.2198402504023267,0.1,0.0963401507814837,0.09616678818321557,0.003659849218516309,0.003833211816784435
0.6081853213447314,0.2141301619642407,0.1,0.09427077329813548,0.09409977605015721,0.005729226701864529,0.005900223949842798
0.5946427780484563,0.2046035050420042,0.1,0.09083836274315808,0.09067294171606867,0.009161637256841923,0.009327058283931336
0.5830712672188509,0.2027321315202784,0.1,0.09009477651758238,0.08992483353677072,0.009905223482417624,0.010075166463229285
0.5656863179341808,0.1951359052723271,0.1,0.08730664068456301,0.08713699205592763,0.012693359315436997,0.012863007944072372
0.5444257430128007,0.1837231105402252,0.1,0.08315547177991442,0.08298932837405436,0.016844528220085586,0.017010671625945648
0.5289896797625903,0.1799508349204942,0.1,0.08171795508057197,0.08154766967848481,0.01828204491942803,0.018452330321515192
0.5039420649333393,0.1800468027934032,0.1,0.08678738853857058,0.08664544838559236,0.013212611461429422,0.013354551614407642
0.4846414492625238,0.1743736250756669,0.1,0.08919961830511605,0.08909237626660371,0.010800381694883954,0.010907623733396293
0.4691943127962086,0.1686856830697906,0.1,0.09067566401798008,0.09059743652181781,0.009324335982019927,0.009402563478182191
0.4479669575231431,0.1630198874961242,0.1,0.09355598581136623,0.09351529821572774,0.006444014188633773,0.006484701784272268
0.4306041546706827,0.1592549940204632,0.1,0.09625635371835815,0.09624542903316533,0.003743646281641852,0.0037545709668346805
0.4093989458298268,0.1574205312190871,0.1,0.1005940063360553,0.1006138684899311,0.0005940063360552889,0.0006138684899310992
0.386266997386721,0.1555934505617809,0.1,0.09978723251833616,0.09980532862584647,0.0002127674816638503,0.00019467137415353497
0.3688931213181556,0.1499128906999748,0.1,0.09433257818151779,0.09437555189179776,0.005667421818482218,0.005624448108202243
0.34961465207955,0.1480710457545287,0.1,0.09200211831680073,0.09206941643162003,0.007997881683199273,0.007930583568379973
0.041203437126279,0.1262641921719742,0.1,0.10051674059443183,0.10050455385273227,0.0005167405944318249,0.0005045538527322646
0.06817779155778,0.1261608421549953,0.1,0.10015088957842845,0.10012752989965702,0.0001508895784284453,0.00012752989965701678
0.0855295211941356,0.1280100692445114,0.1,0.10102080557535559,0.1009142608435176,0.0010208055753555823,0.0009142608435175892
0.1047969172166364,0.1279362478038122,0.1,0.10040158045488555,0.10025715911368432,0.0004015804548855445,0.00025715911368431876
0.1259910528413872,0.1278550442190429,0.1,0.09741771402795421,0.09734435053761631,0.0025822859720457947,0.002655649462383697
0.1549032200912433,0.1296599784441392,0.1,0.09484068566829144,0.09487785343988367,0.005159314331708562,0.005122146560116336
0.1761195021482039,0.1334101076316605,0.1,0.09535473426935749,0.09539935937336898,0.004645265730642514,0.004600640626631028
0.2088740753864553,0.1332846111824719,0.1,0.09269923255531788,0.0927529952612687,0.007300767444682124,0.0072470047387313
0.230079284227311,0.1351190739838479,0.1,0.09209712394836747,0.09215757160350828,0.007902876051632535,0.007842428396491727
0.2532112326704168,0.1369461546411539,0.1,0.09133880935823817,0.09140647946856542,0.008661190641761837,0.008593520531434584
0.2725007751251273,0.1407036659727449,0.1,0.0920090639424829,0.09208365387923298,0.007990936057517106,0.007916346120767026
0.3052664215794836,0.1424938359097016,0.1,0.09046971943645979,0.09055421935837846,0.009530280563540217,0.009445780641621548
0.3187757452274438,0.1462734936735024,0.1,0.09180451978314004,0.09189081116127393,0.008195480216859966,0.008109188838726078
0.3322739956592994,0.1481374850511582,0.1,0.09244485776488723,0.09252460105784016,0.007555142235112777,0.007475398942159844
0.0366966381715905,0.6799213063442147,0.15,0.15209585326350036,0.15177804129571554,0.002095853263500369,0.0017780412957155434
0.048257075785091,0.6798770134797951,0.15,0.1518576123994283,0.15154633677336823,0.0018576123994283045,0.0015463367733682398
0.0732936173982371,0.6778653792207407,0.15,0.15161696957355977,0.15139979156087024,0.0016169695735597789,0.0013997915608702505
0.0983190857952783,0.6739380785755413,0.15,0.15194434732610007,0.15153973315342145,0.0019443473261000765,0.0015397331534214576
0.1194910749878194,0.6700255422184819,0.15,0.1514330208859358,0.15100179404007247,0.001433020885935804,0.0010017940400724734
0.1425787305665057,0.6641899573312071,0.15,0.15115516901599962,0.15071730445725254,0.0011551690159996297,0.0007173044572525433
0.1598972405545466,0.6602921852622875,0.15,0.15079468682255728,0.15035478950421644,0.000794686822557289,0.0003547895042164406
0.1810581565309829,0.6544639825190828,0.15,0.15059775033749365,0.150193112047117,0.0005977503374936521,0.00019311204711700003
0.2041347388935642,0.6467127312456629,0.15,0.15055684800480817,0.15030817385250542,0.0005568480048081803,0.0003081738525054223
0.234907206449041,0.6370162850098182,0.15,0.15030720892102528,0.15019167460948013,0.0003072089210252871,0.00019167460948013582
0.2637418611861629,0.6254115545318982,0.15,0.14988352061138877,0.14990317973664138,0.0001164793886112292,9.682026335861016e-05
0.2829538911281393,0.615759401160473,0.15,0.14947738421923343,0.1495553753942717,0.0005226157807665666,0.0004446246057283054
0.3021880675023254,0.6099385805613382,0.15,0.14814592937553914,0.14815857842755759,0.0018540706244608574,0.0018414215724424088
0.3329383886255924,0.596410801553203,0.15,0.1470118164218377,0.14696422646429233,0.002988183578162301,0.0030357735357076643
0.3501793861008991,0.579103364781267,0.15,0.14802886901442242,0.14801531667191192,0.0019711309855775794,0.0019846833280880716
0.3731784559507464,0.5579424488048308,0.15,0.14825417321462078,0.14829131136167312,0.001745826785379212,0.0017086886383268773
0.3846392346193028,0.5406571584651045,0.15,0.14947681812804228,0.14953500845410392,0.0005231818719577119,0.0004649915458960763
0.3960889400717545,0.521456201739233,0.15,0.15070008862226966,0.1506396306979862,0.0007000886222696678,0.0006396306979861988
0.4113367586481817,0.4926621487944957,0.15,0.15130786893139783,0.15129501811453008,0.0013078689313978376,0.0012950181145300887
0.4208707977144883,0.4753842405988393,0.15,0.15135641232164848,0.15141926499171024,0.001356412321648487,0.0014192649917102451
0.4322983567347301,0.4523519511006776,0.15,0.1503650881559401,0.15065452538680682,0.00036508815594010757,0.0006545253868068257
0.4418213225849315,0.4331583765188761,0.15,0.14967750382336714,0.14989383822128,0.0003224961766328527,0.00010616177871999866
0.4435930371617131,0.4063316649687734,0.15,0.15055756273745358,0.1506696897503324,0.0005575627374535819,0.0006696897503324084
0.441577711830624,0.3910137160236818,0.15,0.15038593009018847,0.1504743435098921,0.00038593009018847435,0.0004743435098921167
0.4318111352261151,0.368062630110289,0.15,0.15061759001372269,0.15061172243504672,0.0006175900137226908,0.0006117224350467299
0.4182464454976303,0.3547046404157622,0.15,0.15188609098983813,0.1519022496503111,0.001886090989838135,0.0019022496503111053
0.3988350976657661,0.3298747988365739,0.15,0.1515900339525341,0.1517086502221451,0.0015900339525340978,0.0017086502221451139
0.3736656774593613,0.3088984364618858,0.15,0.15072743669143263,0.15034037478354384,0.0007274366914326313,0.0003403747835438453
0.344675997696771,0.2936838375337732,0.15,0.15026278199715984,0.14980320529237712,0.0002627819971598444,0.0001967947076228771
0.3234375692076007,0.2861023755739615,0.15,0.14867712857296678,0.1484221715676967,0.0013228714270332176,0.0015778284323033076
0.2906387031049298,0.2785652064785695,0.15,0.14909996566517245,0.14890862234752705,0.0009000343348275486,0.0010913776524729413
0.3659033529698365,0.2993496331074395,0.15,0.1493748758716459,0.1489244253177567,0.000625124128354082,0.0010755746822432855
0.3949151791646367,0.3183955648078427,0.15,0.15048830000028204,0.15054171569044544,0.0004883000002820492,0.000541715690445449
0.4123554945298312,0.33557012298652,0.15,0.1508024725737112,0.1507948052687421,0.0008024725737112159,0.0007948052687420937
0.2674624617974044,0.2690754602766827,0.15,0.14833492912959295,0.14821382513757908,0.0016650708704070427,0.001786174862420914
0.2481507729104841,0.2614866161728011,0.15,0.1477788386211655,0.14771432729112277,0.002221161378834491,0.0022856727088772233
0.2307768968419188,0.2558060563109948,0.15,0.14757154093998057,0.14755097861191338,0.002428459060019428,0.002449021388086614
0.2095384683527484,0.2482245943511832,0.15,0.14715529723164358,0.14719233056921233,0.0028447027683564108,0.002807669430787668
0.1786995615006422,0.2464270422701567,0.15,0.14890420640575763,0.14896892845829382,0.0010957935942423613,0.0010310715417061744
0.1401204765912211,0.2389120196069745,0.15,0.14974658389823464,0.14987792864938987,0.00025341610176535245,0.00012207135061012564
0.10541701731851,0.2352135654279429,0.15,0.1512865470451967,0.1514592271749797,0.0012865470451967065,0.0014592271749797048
0.0861385480799043,0.2333717204824968,0.15,0.1516495196408413,0.15182483871322677,0.0016495196408413126,0.0018248387132267785
