epoch,loss,compat,ode,bc,gauge,q0,anchor_p,anchor_q,tail_p,tail_q,lr
1,0.01589270181563635,5.6430754172935684e-05,4.828738894506888e-06,5.723111316138327e-13,1.910501760380844e-09,0.000520112838185931,6.106179876879178e-06,2.5777882253180208e-05,0.007164617324239312,0.0008973103145081399,9.9999973955213e-06
2,0.021494659523402973,7.297541539587083e-05,4.655915985767421e-06,1.4930814555324846e-09,3.921056457127995e-06,0.0005373538060150614,4.475215976178027e-05,0.00038211320284346257,0.007133954199548713,0.0008941677684828333,9.999989582088054e-06
3,0.0242372292901819,5.343835154243702e-05,6.300401128236736e-06,8.003635250254639e-10,5.370744857810793e-05,0.00047869462711290674,5.215551969462929e-05,0.00014904575419851594,0.007123014748229099,0.0008927461443306782,9.999976559708828e-06
4,0.01851647231825414,6.106357654248752e-05,4.904935514278497e-06,3.37024830150272e-10,5.011043077422859e-07,0.0005251896525299436,3.565403522540164e-05,0.00016911295417823872,0.007121289778534238,0.0008935990370974392,9.999958328397903e-06
5,0.021266882444978215,5.9770760910112213e-05,5.059056849584246e-06,2.8849050867470125e-10,2.421468589385169e-05,0.0005513022925378499,4.3779879621996805e-05,0.0001757925052810137,0.007120468664026861,0.0008941046848843522,9.999934888175277e-06
6,0.020139459195613253,5.965549720421427e-05,5.0664621842604446e-06,2.413608362686808e-10,1.0747656637338904e-05,0.0005413526236380574,4.8095134078320094e-05,0.0001808231492300361,0.007119283148085287,0.0008937319183483061,9.99990623906665e-06
7,0.017350234342883283,5.987747229392765e-05,5.079100448324663e-06,2.260978021925915e-10,1.0340877720598933e-07,0.0005189846721978663,2.7613315314590127e-05,9.050594859738142e-05,0.007117184539475356,0.0008927240765519713,9.999872381103444e-06
8,0.01718469342491016,4.393312717202835e-05,4.655229927022113e-06,3.2837173132721463e-10,4.455395087794921e-06,0.0005070434865918918,2.484274650995706e-05,5.8500317837369026e-05,0.007114427878151269,0.0008913899652620469,9.999833314322784e-06
9,0.017885618663626538,6.49333327290954e-05,5.202172259131003e-06,3.889662827633745e-10,5.101294300907974e-08,0.0005176398539031038,3.4430687301380957e-05,0.00011323672177112094,0.007112141121908981,0.0008905551730666027,9.999789038767512e-06
10,0.017370840942283656,5.596426033875378e-05,4.665308009199842e-06,3.6464832621271545e-10,1.4682397533854356e-06,0.0005261761032898826,2.591348981380249e-05,9.15872299248805e-05,0.007110115735525713,0.0008901412552934444,9.999739554486184e-06
11,0.016342156996921885,6.27351682046395e-05,5.173607418224682e-06,2.6308934716974536e-10,4.178524168775076e-07,0.0005231551385371726,1.3788835449533966e-05,4.077538506755117e-05,0.007108447199771413,0.000890154138037705,9.999684861533062e-06
12,0.01691049170749185,6.110213800194075e-05,4.661061103470096e-06,1.591685773101346e-10,1.0307474772590077e-06,0.0005137281524033383,2.2532142618551162e-05,5.905129154364172e-05,0.007106408082256969,0.0008903340012957791,9.999624959968127e-06
13,0.016545123914836157,4.857204357993001e-05,4.336250872567595e-06,1.2311474220904647e-10,9.781635241838991e-08,0.0005181176081706572,1.760139207939675e-05,6.493420873270045e-05,0.007103903063339077,0.0008901059511869359,9.999559849857066e-06
14,0.016216039517092554,4.872094788743932e-05,4.167231447525941e-06,1.501297496378098e-10,1.1025483549640422e-06,0.0005261153926913737,1.1420307657467655e-05,4.7261938025681917e-05,0.007101367151002442,0.0008894677941821873,9.999489531271283e-06
15,0.016235069558599834,5.3510339376512415e-05,4.793238889511552e-06,2.3152061658886974e-10,6.431365553584464e-07,0.0005239816751691852,1.4032463861282327e-05,3.8439475695166975e-05,0.007098830457904716,0.0008887225255580426,9.999414004287889e-06
16,0.016392639228998595,6.293276010139787e-05,4.5557968932737264e-06,3.257763635254555e-10,6.701271657289371e-07,0.0005134731944951703,1.2555301656022004e-05,5.118167998896119e-05,0.007096290854158947,0.0008882477050066592,9.999333268989706e-06
17,0.016324120255037825,6.44834763902668e-05,4.973246005731809e-06,2.922721750900138e-10,9.772451944379349e-07,0.0005120860931410666,8.214554548215992e-06,5.712805738537902e-05,0.007093971003027048,0.0008880358087080336,9.999247325465276e-06
18,0.01609797297343244,6.794984212279672e-05,4.25179848389974e-06,1.7936273943019006e-10,3.3756259385898146e-09,0.0005184238777461796,7.970812534620999e-06,4.2973375311975884e-05,0.007091571945485479,0.0008878105440825487,9.999156173808842e-06
19,0.016079803577493265,5.949596631817631e-05,4.376703038257442e-06,6.799374106159564e-11,8.398750619960639e-07,0.0005242116690815349,9.021464951720175e-06,3.750327076856355e-05,0.0070887423324385735,0.0008874240944458234,9.999059814120366e-06
20,0.01610692726202435,5.730241629868072e-05,4.382749608051648e-06,2.5968353557005247e-11,1.3121537974316294e-07,0.0005212215335933187,8.613365881613662e-06,5.167701530798156e-05,0.00708609014402523,0.0008869369384416349,9.998958246505516e-06
21,0.016099515768482512,6.642587868812248e-05,4.660326158477951e-06,2.3674174262006418e-11,2.0372973508623513e-07,0.0005163940848621107,7.579079212988239e-06,4.5521320287457336e-05,0.007083350738384006,0.0008864048497245722,9.998851471075674e-06
22,0.015784263568711546,5.344845929006659e-05,4.135150469490148e-06,4.291661111679761e-11,1.479000461730689e-07,0.0005167656146337548,6.888887779401816e-06,3.153551814264614e-05,0.007079902409475454,0.0008858421932260112,9.998739487947932e-06
23,0.015914039314396666,5.543080290740968e-05,4.081438243572732e-06,7.379241364064867e-11,6.980174698367261e-08,0.0005206688513221557,9.10257461321183e-06,3.536637176727524e-05,0.007075758572689485,0.0008853028095200089,9.998622297245094e-06
24,0.01599784960367907,5.846353683943889e-05,4.7306701890613875e-06,1.1370844720631052e-10,7.063767492675155e-08,0.0005205786636974922,9.105569349827479e-06,4.081854069446287e-05,0.007071987383794365,0.0008849170864119809,9.998499899095673e-06
25,0.015776549990062352,5.9434802603174026e-05,4.721237355002525e-06,1.4666321000900344e-10,6.983502693773582e-08,0.0005171508051706119,6.2601131337267565e-06,2.970415092353946e-05,0.007069106298850788,0.0008846890444731419,9.998372293633896e-06
26,0.015812123135191238,5.815621237139969e-05,4.336366814964876e-06,1.5084814653501613e-10,8.049675875080351e-08,0.0005168587953351949,8.084826219741741e-06,2.804470969972207e-05,0.0070665261229063,0.0008845045177801791,9.998239480999696e-06
27,0.01585497717189922,5.6373514443404065e-05,4.455348613050039e-06,1.2848506299783781e-10,8.533688173461373e-08,0.0005204189733469388,8.242133534228536e-06,3.3981977551546654e-05,0.007063278825484543,0.0008841790312125267,9.998101461338718e-06
28,0.015790294725319516,5.6802734818839595e-05,4.7143658744096325e-06,1.0726251643899155e-10,2.4011286002352173e-07,0.0005219285911733079,6.45816698030416e-06,3.3187770919998946e-05,0.0070595353606840786,0.0008836703547080641,9.997958234802319e-06
29,0.015743282240117357,6.225522452284524e-05,4.570206685418349e-06,1.0884660366468107e-10,4.488632373846837e-09,0.0005193485746485341,6.472516895543058e-06,2.61961527975185e-05,0.007056081442819185,0.0008831035968599753,9.997809801547563e-06
30,0.015729495160146417,5.4169356149063856e-05,4.4082036854182845e-06,1.3228281098529904e-10,8.574992730022809e-08,0.0005172543318723149,7.392958503153939e-06,2.924451476542138e-05,0.007052847780179785,0.0008825657505508267,9.997656161737225e-06
31,0.01572083041731867,5.3004375999533886e-05,4.589505037547129e-06,1.498132311637882e-10,8.86512192528767e-09,0.0005185940082567918,7.1194959648936e-06,3.198814543960962e-05,0.007049158815492207,0.0008820463490289073,9.99749731553979e-06
32,0.01565538597183246,5.303263885341108e-05,4.407582628222305e-06,1.516960336460863e-10,2.925678584870312e-08,0.0005203584991573485,6.769004476783819e-06,2.7618079260346572e-05,0.007045143805014747,0.0008816529256125358,9.997333263129455e-06
33,0.015607725329436608,5.2273905036479305e-05,4.349691438070965e-06,1.5703324652068538e-10,5.839893286736003e-09,0.0005198565058335358,6.432802308328083e-06,2.6018595136731485e-05,0.007041337659210545,0.0008814577451519459,9.997164004686121e-06
34,0.015611063530613072,4.9873523727569717e-05,4.281862919856906e-06,1.679547128544183e-10,8.353756485726962e-09,0.0005188289040606227,6.755031760500987e-06,2.822742661147202e-05,0.007037771822005712,0.0008813034976995861,9.996989540395402e-06
35,0.015703348689227705,5.94252901032057e-05,4.608872539918049e-06,1.8402880820108993e-10,3.469241332846813e-09,0.0005192687636914813,6.674872828475548e-06,2.872032196959999e-05,0.007033987166012919,0.0008809679864523166,9.996809870448618e-06
36,0.015697190472935715,6.457988857949931e-05,4.296703633675174e-06,2.0213825306302354e-10,2.2053488305076183e-08,0.0005198205493379307,6.03005667209678e-06,2.6506003658794557e-05,0.007029875295957925,0.000880404527641465,9.9966249950428e-06
