Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.1,0.25,0.248746859276655,0.6304619915915209,0.1,0.25,modal_pretraining,366,340
0.1,0.35,0.348245602987317,0.5186215631090787,0.1,0.35,modal_pretraining,368,340
0.2,0.25,0.2449489742783178,0.6167071536628588,0.2,0.25,modal_pretraining,451,340
0.2,0.3,0.2939387691339813,0.5609398321980739,0.2,0.3,modal_pretraining,452,340
0.2,0.35,0.3429285639896449,0.5083652072554727,0.2,0.35,modal_pretraining,453,340
0.3,0.25,0.2384848003542364,0.5949105456643982,0.3,0.25,modal_pretraining,534,340
0.3,0.3,0.2861817604250837,0.5419585376502262,0.3,0.3,modal_pretraining,535,340
0.3,0.35,0.333878720495931,0.4918873023206238,0.3,0.35,modal_pretraining,536,340
0.3,0.4,0.3815756805667782,0.4443722214557346,0.3,0.4,modal_pretraining,537,340
0.4,0.25,0.229128784747792,0.5665594002915466,0.4,0.25,modal_pretraining,618,340
0.4,0.3,0.2749545416973504,0.5169974070835163,0.4,0.3,modal_pretraining,619,340
0.4,0.35,0.3207802986469087,0.4699943486271756,0.4,0.35,modal_pretraining,620,340
0.4,0.4,0.3666060555964672,0.425241515780435,0.4,0.4,modal_pretraining,621,340
0.5,0.25,0.2165063509461096,0.5330842441179601,0.5,0.25,modal_pretraining,691,340
0.5,0.3,0.2598076211353315,0.4872448341271917,0.5,0.3,modal_pretraining,692,340
0.5,0.35,0.3031088913245535,0.4436266395509174,0.5,0.35,modal_pretraining,693,340
0.5,0.4,0.3464101615137754,0.4019753690930698,0.5,0.4,modal_pretraining,694,340
0.6,0.25,0.2,0.496036090515588,0.6,0.25,modal_pretraining,760,340
0.6,0.3,0.24,0.4539064799247364,0.6,0.3,modal_pretraining,761,340
0.6,0.35,0.2799999999999999,0.413746543315933,0.6,0.35,modal_pretraining,762,340
0.7,0.25,0.1785357107135712,0.4570488660859372,0.7,0.25,modal_pretraining,840,340
0.7,0.3,0.2142428528562855,0.4185602788975365,0.7,0.3,modal_pretraining,841,340
0.7,0.35,0.2499499949989997,0.3818472779849105,0.7,0.35,modal_pretraining,842,340
