point_id,Mach,eta,alpha,chart_id,checkpoint,gep_regime,N,mapping_kind,mapping_scale,xi_max
MAP_0199,0.1923076923076923,0.98,0.961707985056124,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0200,0.2169230769230769,0.02,0.019523774007073783,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0201,0.2169230769230769,0.06,0.05857132202122135,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0202,0.2169230769230769,0.1,0.09761887003536893,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0203,0.2169230769230769,0.13999999999999999,0.13666641804951649,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0204,0.2169230769230769,0.18,0.17571396606366405,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0205,0.2169230769230769,0.22,0.21476151407781163,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0206,0.2169230769230769,0.26,0.2538090620919592,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0207,0.2169230769230769,0.30000000000000004,0.2928566101061068,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0208,0.2169230769230769,0.34,0.33190415812025437,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0209,0.2169230769230769,0.38,0.3709517061344019,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0210,0.2169230769230769,0.42000000000000004,0.4099992541485495,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0211,0.2169230769230769,0.46,0.44904680216269705,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0212,0.2169230769230769,0.5,0.4880943501768446,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0213,0.2169230769230769,0.54,0.5271418981909922,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0214,0.2169230769230769,0.5800000000000001,0.5661894462051398,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0215,0.2169230769230769,0.62,0.6052369942192873,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0216,0.2169230769230769,0.66,0.6442845422334349,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0217,0.2169230769230769,0.7000000000000001,0.6833320902475825,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0218,0.2169230769230769,0.74,0.72237963826173,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0219,0.2169230769230769,0.78,0.7614271862758776,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0220,0.2169230769230769,0.8200000000000001,0.8004747342900252,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0221,0.2169230769230769,0.86,0.8395222823041727,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0222,0.2169230769230769,0.9,0.8785698303183203,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0223,0.2169230769230769,0.9400000000000001,0.9176173783324679,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0224,0.2169230769230769,0.98,0.9566649263466154,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0225,0.24153846153846154,0.02,0.019407824933233845,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0226,0.24153846153846154,0.06,0.05822347479970153,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0227,0.24153846153846154,0.1,0.09703912466616922,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0228,0.24153846153846154,0.13999999999999999,0.1358547745326369,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0229,0.24153846153846154,0.18,0.17467042439910457,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0230,0.24153846153846154,0.22,0.21348607426557228,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0231,0.24153846153846154,0.26,0.25230172413204,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0232,0.24153846153846154,0.30000000000000004,0.2911173739985077,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0233,0.24153846153846154,0.34,0.32993302386497536,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0234,0.24153846153846154,0.38,0.36874867373144304,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0235,0.24153846153846154,0.42000000000000004,0.4075643235979108,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0236,0.24153846153846154,0.46,0.4463799734643784,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0237,0.24153846153846154,0.5,0.4851956233308461,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0238,0.24153846153846154,0.54,0.5240112731973138,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0239,0.24153846153846154,0.5800000000000001,0.5628269230637816,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0240,0.24153846153846154,0.62,0.6016425729302491,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0241,0.24153846153846154,0.66,0.6404582227967168,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0242,0.24153846153846154,0.7000000000000001,0.6792738726631846,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0243,0.24153846153846154,0.74,0.7180895225296522,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0244,0.24153846153846154,0.78,0.75690517239612,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0245,0.24153846153846154,0.8200000000000001,0.7957208222625877,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0246,0.24153846153846154,0.86,0.8345364721290552,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0247,0.24153846153846154,0.9,0.873352121995523,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0248,0.24153846153846154,0.9400000000000001,0.9121677718619907,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0249,0.24153846153846154,0.98,0.9509834217284583,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0250,0.2661538461538462,0.02,0.019278611258879773,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0251,0.2661538461538462,0.06,0.05783583377663931,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0252,0.2661538461538462,0.1,0.09639305629439887,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0253,0.2661538461538462,0.13999999999999999,0.1349502788121584,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0254,0.2661538461538462,0.18,0.17350750132991793,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0255,0.2661538461538462,0.22,0.2120647238476775,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0256,0.2661538461538462,0.26,0.25062194636543705,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0257,0.2661538461538462,0.30000000000000004,0.2891791688831966,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0258,0.2661538461538462,0.34,0.3277363914009562,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0259,0.2661538461538462,0.38,0.3662936139187157,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0260,0.2661538461538462,0.42000000000000004,0.40485083643647524,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0261,0.2661538461538462,0.46,0.4434080589542348,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0262,0.2661538461538462,0.5,0.4819652814719943,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0263,0.2661538461538462,0.54,0.5205225039897539,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0264,0.2661538461538462,0.5800000000000001,0.5590797265075135,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0265,0.2661538461538462,0.62,0.597636949025273,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0266,0.2661538461538462,0.66,0.6361941715430325,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0267,0.2661538461538462,0.7000000000000001,0.6747513940607921,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0268,0.2661538461538462,0.74,0.7133086165785516,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0269,0.2661538461538462,0.78,0.7518658390963111,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0270,0.2661538461538462,0.8200000000000001,0.7904230616140707,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0271,0.2661538461538462,0.86,0.8289802841318302,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0272,0.2661538461538462,0.9,0.8675375066495897,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0273,0.2661538461538462,0.9400000000000001,0.9060947291673493,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0274,0.2661538461538462,0.98,0.9446519516851088,NEUTRAL3_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL3_LOWM/model_state.pt,near_neutral_N401,401,pin,5.0,0.98
MAP_0275,0.2907692307692308,0.02,0.019135864280850966,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0276,0.2907692307692308,0.06,0.057407592842552896,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0277,0.2907692307692308,0.1,0.09567932140425484,VLOW_EXTREME_CI_ONLY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_EXTREME_CI_ONLY/model_state.pt,longwave_map10_N301,301,pin,10.0,0.99
MAP_0278,0.2907692307692308,0.13999999999999999,0.13395104996595675,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0279,0.2907692307692308,0.18,0.1722227785276587,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0280,0.2907692307692308,0.22,0.21049450708936063,VLOW_MOD_QSCALED,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/VLOW_MOD_QSCALED/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0281,0.2907692307692308,0.26,0.2487662356510626,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0282,0.2907692307692308,0.30000000000000004,0.28703796421276456,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0283,0.2907692307692308,0.34,0.3253096927744665,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0284,0.2907692307692308,0.38,0.3635814213361684,LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOW/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0285,0.2907692307692308,0.42000000000000004,0.40185314989787035,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0286,0.2907692307692308,0.46,0.44012487845957227,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0287,0.2907692307692308,0.5,0.4783966070212742,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0288,0.2907692307692308,0.54,0.5166683355829762,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0289,0.2907692307692308,0.5800000000000001,0.5549400641446781,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0290,0.2907692307692308,0.62,0.59321179270638,HIGH_LOWM_COMPACTY,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_LOWM_COMPACTY/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0291,0.2907692307692308,0.66,0.6314835212680819,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0292,0.2907692307692308,0.7000000000000001,0.669755249829784,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0293,0.2907692307692308,0.74,0.7080269783914858,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0294,0.2907692307692308,0.78,0.7462987069531878,NEUTRAL1_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL1_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
MAP_0295,0.2907692307692308,0.8200000000000001,0.7845704355148897,NEUTRAL2_LOWM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/NEUTRAL2_LOWM/model_state.pt,standard_N301,301,pin,5.0,0.98
