point_id,Mach,eta,alpha,hybrid_ci,classical_ci,ci_abs_difference
MAP_0237,0.24153846153846154,0.5,0.4851956233308461,0.36259299092464087,0.36254134329628995,5.1647628350914854e-05
MAP_0238,0.24153846153846154,0.54,0.5240112731973138,0.3285340085607596,0.3284797630390216,5.424552173799446e-05
MAP_0239,0.24153846153846154,0.5800000000000001,0.5628269230637816,0.2956098582596792,0.2955510368848804,5.8821374798845305e-05
MAP_0240,0.24153846153846154,0.62,0.6016425729302491,0.2637294748557778,0.2636941171565798,3.535769919799092e-05
MAP_0241,0.24153846153846154,0.66,0.6404582227967168,0.23281089963700263,0.232769199141624,4.170049537863263e-05
MAP_0242,0.24153846153846154,0.7000000000000001,0.6792738726631846,0.2027801654595369,0.2027259682869416,5.419717259530499e-05
MAP_0243,0.24153846153846154,0.74,0.7180895225296522,0.17357034538059865,0.17352554967151326,4.479570908538788e-05
MAP_0244,0.24153846153846154,0.78,0.75690517239612,0.14512073661823008,0.14509056856097877,3.0168057251311886e-05
MAP_0245,0.24153846153846154,0.8200000000000001,0.7957208222625877,0.11737615720361415,0.11733734917436535,3.8808029248799114e-05
MAP_0246,0.24153846153846154,0.86,0.8345364721290552,0.09028633235542137,0.09025824461162281,2.8087743798560494e-05
MAP_0247,0.24153846153846154,0.9,0.873352121995523,0.06380481831195169,0.06380279085023022,2.027461721468282e-06
MAP_0248,0.24153846153846154,0.9400000000000001,0.9121677718619907,0.03788285207803618,0.03786816469526931,1.4687382766873092e-05
MAP_0249,0.24153846153846154,0.98,0.9509834217284583,0.01116686941077706,0.012498442111020998,0.0013315727002439388
MAP_0250,0.2661538461538462,0.02,0.019278611258879773,0.9042341164115526,0.9040305318253716,0.00020358458618097153
MAP_0251,0.2661538461538462,0.06,0.05783583377663931,0.8441539835075936,0.843935001489423,0.00021898201817061036
MAP_0252,0.2661538461538462,0.1,0.09639305629439887,0.7878411133885116,0.7875988209321421,0.00024229245636953056
MAP_0253,0.2661538461538462,0.13999999999999999,0.1349502788121584,0.7346505909258614,0.7345964462045064,5.414472135500947e-05
MAP_0254,0.2661538461538462,0.18,0.17350750132991793,0.6846007773183301,0.6845176795970557,8.309772127446102e-05
MAP_0255,0.2661538461538462,0.22,0.2120647238476775,0.6371817514288516,0.6371237485682529,5.800286059864934e-05
MAP_0256,0.2661538461538462,0.26,0.25062194636543705,0.592120550262012,0.5920415180439076,7.903221810445782e-05
MAP_0257,0.2661538461538462,0.30000000000000004,0.2891791688831966,0.5491814758869141,0.5491190057731159,6.247011379822975e-05
MAP_0258,0.2661538461538462,0.34,0.3277363914009562,0.508159612886727,0.5080776168582795,8.19960284474952e-05
MAP_0259,0.2661538461538462,0.38,0.3662936139187157,0.46887572223817714,0.46880453737846733,7.118485970980526e-05
MAP_0260,0.2661538461538462,0.42000000000000004,0.40485083643647524,0.43117216954784465,0.43109636367706544,7.580587077921086e-05
MAP_0261,0.2661538461538462,0.46,0.4434080589542348,0.394909641754201,0.39484396191895965,6.567983524136123e-05
MAP_0262,0.2661538461538462,0.5,0.4819652814719943,0.35996447272264476,0.35990727260766586,5.720011497889477e-05
MAP_0263,0.2661538461538462,0.54,0.5205225039897539,0.32622644467981204,0.3261864716349587,3.997304485336972e-05
MAP_0264,0.2661538461538462,0.5800000000000001,0.5590797265075135,0.29359696559528553,0.2935438523630608,5.3113232224732965e-05
MAP_0265,0.2661538461538462,0.62,0.597636949025273,0.26198754658905843,0.2619384044097877,4.9142179270711406e-05
MAP_0266,0.2661538461538462,0.66,0.6361941715430325,0.23131852100586062,0.2312640994881296,5.442151773102366e-05
MAP_0267,0.2661538461538462,0.7000000000000001,0.6747513940607921,0.20151795982826176,0.20147168764887857,4.627217938318884e-05
MAP_0268,0.2661538461538462,0.74,0.7133086165785516,0.1725207478689661,0.17249618421143978,2.4563657526316396e-05
MAP_0269,0.2661538461538462,0.78,0.7518658390963111,0.14426779259885014,0.14423262809818743,3.516450066270993e-05
MAP_0270,0.2661538461538462,0.8200000000000001,0.7904230616140707,0.11670534310150153,0.11668992724344068,1.541585806084933e-05
MAP_0271,0.2661538461538462,0.86,0.8289802841318302,0.08978439593136775,0.08975429465277056,3.0101278597191583e-05
MAP_0272,0.2661538461538462,0.9,0.8675375066495897,0.06345960380183428,0.06341532693401163,4.427686782265683e-05
MAP_0273,0.2661538461538462,0.9400000000000001,0.9060947291673493,0.03768312680257592,0.037692266886817864,9.140084241944513e-06
MAP_0274,0.2661538461538462,0.98,0.9446519516851088,0.011082204687183007,0.012431528818871216,0.0013493241316882097
MAP_0275,0.2907692307692308,0.02,0.019135864280850966,0.8935852242394972,0.8933877587370016,0.00019746550249555295
MAP_0276,0.2907692307692308,0.06,0.057407592842552896,0.8345266644519727,0.8342930310850819,0.00023363336689075087
MAP_0277,0.2907692307692308,0.1,0.09567932140425484,0.7791467302912648,0.7788879760570736,0.00025875423419119414
MAP_0278,0.2907692307692308,0.13999999999999999,0.13395104996595675,0.7268075279955277,0.7267583147731521,4.921322237561032e-05
MAP_0279,0.2907692307692308,0.18,0.1722227785276587,0.6775332145582011,0.6774536658579873,7.954870021387173e-05
MAP_0280,0.2907692307692308,0.22,0.21049450708936063,0.6308208434835152,0.6307726743274255,4.816915608973904e-05
MAP_0281,0.2907692307692308,0.26,0.2487662356510626,0.5864037963905121,0.5863303567720096,7.343961850247993e-05
MAP_0282,0.2907692307692308,0.30000000000000004,0.28703796421276456,0.5440522994035677,0.5439782358764368,7.406352713090758e-05
MAP_0283,0.2907692307692308,0.34,0.3253096927744665,0.5035668940996261,0.5035082500760745,5.86440235516017e-05
MAP_0284,0.2907692307692308,0.38,0.3635814213361684,0.46477332160156837,0.4646930388918259,8.028270974247409e-05
MAP_0285,0.2907692307692308,0.42000000000000004,0.40185314989787035,0.42751846266602767,0.42745640720383044,6.205546219723024e-05
MAP_0286,0.2907692307692308,0.46,0.44012487845957227,0.3916670784654448,0.39159789217145274,6.918629399205178e-05
MAP_0287,0.2907692307692308,0.5,0.4783966070212742,0.357099166594354,0.357024225442637,7.494115171696736e-05
MAP_0288,0.2907692307692308,0.54,0.5166683355829762,0.3237077955662067,0.32364490964075615,6.288592545056204e-05
MAP_0289,0.2907692307692308,0.5800000000000001,0.5549400641446781,0.291397315636198,0.29135548693868824,4.1828697509738166e-05
MAP_0290,0.2907692307692308,0.62,0.59321179270638,0.26008186866265726,0.2600256060755474,5.626258710983434e-05
MAP_0291,0.2907692307692308,0.66,0.6314835212680819,0.2296841378658387,0.22964219947254724,4.193839329144633e-05
MAP_0292,0.2907692307692308,0.7000000000000001,0.669755249829784,0.20013429174610373,0.2000992178034883,3.5073942615426734e-05
MAP_0293,0.2907692307692308,0.74,0.7080269783914858,0.1713690864355058,0.17133541634841848,3.3670087087323e-05
MAP_0294,0.2907692307692308,0.78,0.7462987069531878,0.1433310983187543,0.14328515080633333,4.5947512420957404e-05
MAP_0295,0.2907692307692308,0.8200000000000001,0.7845704355148897,0.11596806448258022,0.11595331146414169,1.4753018438534715e-05
MAP_0296,0.2907692307692308,0.86,0.8228421640765916,0.08923230738175907,0.08919824170943384,3.406567232522306e-05
MAP_0297,0.2907692307692308,0.9,0.8611138926382935,0.06307962241498306,0.06307003065233392,9.591762649141522e-06
MAP_0298,0.2907692307692308,0.9400000000000001,0.8993856211999955,0.03746312904758418,0.0374475162613151,1.5612786269075807e-05
MAP_0299,0.2907692307692308,0.98,0.9376573497616973,0.010988459635738596,0.012391155894575482,0.001402696258836886
MAP_0300,0.3153846153846154,0.02,0.018979278641494235,0.8823445684972763,0.882147937891715,0.00019663060556129874
MAP_0301,0.3153846153846154,0.06,0.056937835924482705,0.8243392461185735,0.8241082265562406,0.00023101956233284593
MAP_0302,0.3153846153846154,0.1,0.09489639320747117,0.7699243197863697,0.7696895833312327,0.0002347364551369413
MAP_0303,0.3153846153846154,0.13999999999999999,0.13285495049045964,0.7184685833213672,0.7184174107891597,5.117253220754403e-05
MAP_0304,0.3153846153846154,0.18,0.17081350777344811,0.6700018991812794,0.669916278151378,8.562102990139486e-05
MAP_0305,0.3153846153846154,0.22,0.20877206505643658,0.6240279630712231,0.6239440712717337,8.389179948942171e-05
MAP_0306,0.3153846153846154,0.26,0.24673062233942505,0.5802862953919644,0.5802328350443776,5.346034758679785e-05
MAP_0307,0.3153846153846154,0.30000000000000004,0.2846891796224136,0.53855287647963,0.5384971226219456,5.575385768441521e-05
MAP_0308,0.3153846153846154,0.34,0.322647736905402,0.49863357085862897,0.49857014633151164,6.342452711732838e-05
MAP_0309,0.3153846153846154,0.38,0.36060629418839046,0.4603589989621241,0.4602798370821766,7.916187994749802e-05
MAP_0310,0.3153846153846154,0.42000000000000004,0.398564851471379,0.42358048530489195,0.42351865884153933,6.18264633526211e-05
MAP_0311,0.3153846153846154,0.46,0.4365234087543674,0.3881668191510521,0.3881197269021802,4.7092248871893894e-05
MAP_0312,0.3153846153846154,0.5,0.4744819660373559,0.3540016367555259,0.35393681073423156,6.482602129431747e-05
MAP_0313,0.3153846153846154,0.54,0.5124405233203444,0.32098128501687667,0.32091433758142546,6.694743545121451e-05
MAP_0314,0.3153846153846154,0.5800000000000001,0.5503990806033329,0.2890130622302956,0.28897625779150055,3.680443879505724e-05
MAP_0315,0.3153846153846154,0.62,0.5883576378863212,0.2580137573366584,0.2579711921797584,4.256515689998741e-05
MAP_0316,0.3153846153846154,0.66,0.6263161951693098,0.22790842774354303,0.22787140774243472,3.702000110830661e-05
MAP_0317,0.3153846153846154,0.7000000000000001,0.6642747524522983,0.19862936954662,0.19860091276354067,2.8456783079333636e-05
MAP_0318,0.3153846153846154,0.74,0.7022333097352866,0.1701152442184776,0.17007498704856125,4.025716991634676e-05
MAP_0319,0.3153846153846154,0.78,0.7401918670182752,0.14231033353672748,0.1422893520917259,2.0981445001566623e-05
MAP_0320,0.3153846153846154,0.8200000000000001,0.7781504243012637,0.11516390033043097,0.11513105622480259,3.2844105628385134e-05
MAP_0321,0.3153846153846154,0.86,0.816108981584252,0.08862963089538654,0.08860049461084914,2.9136284537406576e-05
MAP_0322,0.3153846153846154,0.9,0.8540675388672406,0.06266449429955946,0.06264245366908598,2.2040630473479927e-05
MAP_0323,0.3153846153846154,0.9400000000000001,0.8920260961502291,0.037222591811720225,0.037228311558837816,5.719747117591267e-06
MAP_0324,0.3153846153846154,0.98,0.9299846534332175,0.010885363258341543,0.012305638438824039,0.0014202751804824956
MAP_0325,0.34,0.02,0.018808508712813997,0.8705713164189643,0.8703567018896291,0.00021461452933524416
MAP_0326,0.34,0.06,0.056425526138441984,0.8136429172226922,0.8134115604291491,0.00023135679354313599
MAP_0327,0.34,0.1,0.09404254356406999,0.7602177370076186,0.759984512558985,0.00023322444863360658
MAP_0328,0.34,0.13999999999999999,0.13165956098969797,0.7096709479720993,0.7096164888371902,5.44591349090906e-05
MAP_0329,0.34,0.18,0.16927657841532595,0.6620380862984271,0.6619666025513532,7.148374707388605e-05
MAP_0330,0.34,0.22,0.20689359584095396,0.6168291168085315,0.6167602981475647,6.881866096675182e-05
MAP_0331,0.34,0.26,0.24451061326658197,0.5737894580317593,0.5737302228376082,5.923519415107492e-05
MAP_0332,0.34,0.30000000000000004,0.28212763069221,0.532700629584191,0.5326280508242054,7.257875998556429e-05
MAP_0333,0.34,0.34,0.319744648117838,0.4933736345029867,0.49330501169207225,6.862281091446487e-05
MAP_0334,0.34,0.38,0.35736166554346593,0.4556438194487243,0.45558594980487804,5.786964384624227e-05
MAP_0335,0.34,0.42000000000000004,0.39497868296909394,0.4193668295370162,0.4193087725954973,5.80569415188914e-05
MAP_0336,0.34,0.46,0.43259570039472195,0.3844153862361844,0.38435266157581466,6.272466036971736e-05
MAP_0337,0.34,0.5,0.4702127178203499,0.3506766926258541,0.3506301460076492,4.654661820491235e-05
MAP_0338,0.34,0.54,0.507829735245978,0.3180503228408425,0.31798829881942037,6.20240214221357e-05
MAP_0339,0.34,0.5800000000000001,0.5454467526716059,0.28644648948818274,0.2864063256939761,4.016379420662686e-05
MAP_0340,0.34,0.62,0.5830637700972339,0.2557846092535424,0.2557491148476506,3.549440589178943e-05
MAP_0341,0.34,0.66,0.6206807875228619,0.22599210606294912,0.2259391744512211,5.2931611728007644e-05
MAP_0342,0.34,0.7000000000000001,0.6582978049484899,0.19700340521525583,0.19698024754785806,2.315766739777181e-05
MAP_0343,0.34,0.74,0.6959148223741178,0.16875908234116827,0.1687228457724386,3.6236568729669516e-05
MAP_0344,0.34,0.78,0.7335318397997459,0.14120513887966366,0.1411563162954941,4.882258416954999e-05
MAP_0345,0.34,0.8200000000000001,0.7711488572253739,0.11429238164387995,0.11428300434611417,9.377297765775228e-06
MAP_0346,0.34,0.86,0.8087658746510018,0.08797588162148158,0.08796504336367529,1.0838257806289331e-05
MAP_0347,0.34,0.9,0.8463828920766299,0.06221379653951332,0.062207518781041214,6.277758472103545e-06
MAP_0348,0.34,0.9400000000000001,0.8839999095022578,0.036961217182818175,0.03694994630800654,1.127087481163358e-05
MAP_0349,0.34,0.98,0.9216169269278858,0.010772605753233104,0.012208168845348541,0.0014355630921154376
MAP_0350,0.3646153846153846,0.02,0.018623164299353373,0.8583214695867689,0.8581126538408175,0.0002088157459514406
MAP_0351,0.3646153846153846,0.06,0.05586949289806012,0.802486724956864,0.8022716991738581,0.00021502578300591768
MAP_0352,0.3646153846153846,0.1,0.09311582149676688,0.7500694847637841,0.7498222345150996,0.0002472502486845496
MAP_0353,0.3646153846153846,0.13999999999999999,0.1303621500954736,0.7004510507353143,0.7003765214748161,7.452926049822395e-05
MAP_0354,0.3646153846153846,0.18,0.16760847869418036,0.6536726955988975,0.6536015619105625,7.113368833500111e-05
MAP_0355,0.3646153846153846,0.22,0.2048548072928871,0.609250271547005,0.6091842651377212,6.600640928378088e-05
MAP_0356,0.3646153846153846,0.26,0.24210113589159388,0.5669348478514927,0.5668684970653315,6.635078616124002e-05
MAP_0357,0.3646153846153846,0.30000000000000004,0.2793474644903007,0.5265132473893419,0.5264491019431826,6.414544615929163e-05
MAP_0358,0.3646153846153846,0.34,0.31659379308900737,0.4878013969648233,0.48773840428991727,6.299267490600391e-05
MAP_0359,0.3646153846153846,0.38,0.3538401216877141,0.4506391806153837,0.45058236643960764,5.68141757760765e-05
MAP_0360,0.3646153846153846,0.42000000000000004,0.3910864502864209,0.41488640241612684,0.4148126054870192,7.379692910763902e-05
MAP_0361,0.3646153846153846,0.46,0.4283327788851276,0.38041958091550016,0.3803701524755778,4.942843992233881e-05
MAP_0362,0.3646153846153846,0.5,0.46557910748383435,0.3471293755737194,0.3470840831691909,4.5292404528496366e-05
MAP_0363,0.3646153846153846,0.54,0.5028254360825412,0.31491849956295825,0.314868554687236,4.9944875722240933e-05
MAP_0364,0.3646153846153846,0.5800000000000001,0.540071764681248,0.283700011178808,0.2836467065515971,5.330462721087059e-05
MAP_0365,0.3646153846153846,0.62,0.5773180932799546,0.25339590312640686,0.2533422740175601,5.362910884676442e-05
MAP_0366,0.3646153846153846,0.66,0.6145644218786613,0.22393592846174892,0.22390117238098955,3.475608075936831e-05
MAP_0367,0.3646153846153846,0.7000000000000001,0.6518107504773681,0.19525661627678045,0.1952175109477125,3.9105329067951056e-05
MAP_0368,0.3646153846153846,0.74,0.6890570790760748,0.16730044080468068,0.1672539032297871,4.653757489359034e-05
MAP_0369,0.3646153846153846,0.78,0.7263034076747816,0.1400151155655335,0.13998386459935214,3.125096618136758e-05
MAP_0370,0.3646153846153846,0.8200000000000001,0.7635497362734884,0.11335299011043486,0.11331323584879786,3.9754261636992805e-05
MAP_0371,0.3646153846153846,0.86,0.8007960648721951,0.08727052363321233,0.08725827718577717,1.2246447435165786e-05
MAP_0372,0.3646153846153846,0.9,0.8380423934709018,0.06172706086077419,0.061720735036137654,6.325824636534139e-06
MAP_0373,0.3646153846153846,0.9400000000000001,0.8752887220696086,0.03667867431997029,0.03667401567645162,4.658643518666572e-06
MAP_0374,0.3646153846153846,0.98,0.9125350506683153,0.010649833519495682,0.012110736639659106,0.0014609031201634239
MAP_0375,0.38923076923076927,0.02,0.018422805522330454,0.8456474188837696,0.8454255811161507,0.00022183776761885987
MAP_0376,0.38923076923076927,0.06,0.05526841656699136,0.7909171627299647,0.7906890987303485,0.0002280639996161682
MAP_0377,0.38923076923076927,0.1,0.09211402761165227,0.7395203501578277,0.7392530087207698,0.0002673414370578664
MAP_0378,0.38923076923076927,0.13999999999999999,0.12895963865631316,0.6908442504567117,0.6907820662415256,6.218421518611184e-05
MAP_0379,0.38923076923076927,0.18,0.16580524970097407,0.6449360604486299,0.6448728444751145,6.321597351544028e-05
MAP_0380,0.38923076923076927,0.22,0.202650860745635,0.6013171571324923,0.601235259129362,8.189800313029849e-05
MAP_0381,0.38923076923076927,0.26,0.23949647179029587,0.5597440320222211,0.5596719378084363,7.20942137848457e-05
MAP_0382,0.38923076923076927,0.30000000000000004,0.2763420828349568,0.5200085768628163,0.519946204147071,6.237271574527359e-05
MAP_0383,0.38923076923076927,0.34,0.3131876938796177,0.48193141683475293,0.4818666735712077,6.474326354521942e-05
MAP_0384,0.38923076923076927,0.38,0.3500333049242786,0.44535676540224484,0.4453161350424716,4.063035977325269e-05
MAP_0385,0.38923076923076927,0.42000000000000004,0.38687891596893953,0.4101483993307211,0.41008505496289926,6.334436782184927e-05
MAP_0386,0.38923076923076927,0.46,0.4237245270136004,0.3761864711993195,0.3761410704602587,4.54007390608413e-05
MAP_0387,0.38923076923076927,0.5,0.4605701380582613,0.34336495685362867,0.34331964239297147,4.5314460657197575e-05
MAP_0388,0.38923076923076927,0.54,0.49741574910292224,0.3115895903681117,0.31155037038857947,3.9219979532212346e-05
MAP_0389,0.38923076923076927,0.5800000000000001,0.5342613601475832,0.2807761776772872,0.28073438091064873,4.179676663845777e-05
MAP_0390,0.38923076923076927,0.62,0.571106971192244,0.2508492074796245,0.25080896025677474,4.0247222849787434e-05
MAP_0391,0.38923076923076927,0.66,0.607952582236905,0.22174069781559175,0.22169564508113235,4.5052734459399835e-05
MAP_0392,0.38923076923076927,0.7000000000000001,0.6447981932815658,0.1933892311938566,0.19335372136965992,3.550982419667226e-05
MAP_0393,0.38923076923076927,0.74,0.6816438043262267,0.16573914184591693,0.16568514934049938,5.399250541754386e-05
MAP_0394,0.38923076923076927,0.78,0.7184894153708876,0.13873982670030427,0.13870638166336782,3.344503693644696e-05
MAP_0395,0.38923076923076927,0.8200000000000001,0.7553350264155486,0.11234515763480228,0.11231103404286419,3.412359193809278e-05
MAP_0396,0.38923076923076927,0.86,0.7921806374602094,0.08651296821059112,0.08651176523909458,1.2029714965416938e-06
MAP_0397,0.38923076923076927,0.9,0.8290262485048704,0.06120377130019247,0.061174195832760264,2.9575467432207958e-05
MAP_0398,0.38923076923076927,0.9400000000000001,0.8658718595495313,0.036374597230421246,0.03637137667162047,3.220558800774709e-06
MAP_0399,0.38923076923076927,0.98,0.9027174705941922,0.010516643033018783,0.012014247761512352,0.0014976047284935689
MAP_0400,0.41384615384615386,0.02,0.01820693671046006,0.8325976692285286,0.8323814740737014,0.0002161951548271812
MAP_0401,0.41384615384615386,0.06,0.054620810131380176,0.7789778962069016,0.7787473826814737,0.00023051352542791115
MAP_0402,0.41384615384615386,0.1,0.09103468355230031,0.7286091527330466,0.728341419689605,0.0002677330434416314
MAP_0403,0.41384615384615386,0.13999999999999999,0.1274485569732204,0.6808846175844133,0.6808214655573859,6.31520270274466e-05
MAP_0404,0.41384615384615386,0.18,0.16386243039414053,0.6358577482304748,0.6357905506625843,6.719756789053122e-05
MAP_0405,0.41384615384615386,0.22,0.20027630381506065,0.5930551262094312,0.5929786076442931,7.651856513812838e-05
MAP_0406,0.41384615384615386,0.26,0.2366901772359808,0.5522384781906284,0.5521934299932199,4.504819740858146e-05
MAP_0407,0.41384615384615386,0.30000000000000004,0.27310405065690097,0.5132045528277789,0.5131355728069442,6.898002083466359e-05
MAP_0408,0.41384615384615386,0.34,0.309517924077821,0.4757784563117393,0.4757068045656763,7.165174606299507e-05
MAP_0409,0.41384615384615386,0.38,0.34593179749874114,0.43980852084201866,0.43975335090070733,5.516994131132824e-05
MAP_0410,0.41384615384615386,0.42000000000000004,0.3823456709196613,0.40516229900939593,0.40510370513234617,5.859387704976182e-05
MAP_0411,0.41384615384615386,0.46,0.4187595443405814,0.37172339824730827,0.3716558725102103,6.752573709795096e-05
MAP_0412,0.41384615384615386,0.5,0.4551734177615015,0.3393889509773698,0.3393488542678593,4.0096709510495376e-05
MAP_0413,0.41384615384615386,0.54,0.49158729118242167,0.3080675719843759,0.30801668706535795,5.088491901794612e-05
MAP_0414,0.41384615384615386,0.5800000000000001,0.5280011646033418,0.2776776936072082,0.2776215021751826,5.61914320255652e-05
MAP_0415,0.41384615384615386,0.62,0.5644150380242619,0.24814619705027358,0.2481120199492715,3.417710100206417e-05
MAP_0416,0.41384615384615386,0.66,0.600828911445182,0.21940727807614216,0.21935837897620605,4.889909993610608e-05
MAP_0417,0.41384615384615386,0.7000000000000001,0.6372427848661022,0.1914014999139787,0.1913689295628183,3.257035116038809e-05
MAP_0418,0.41384615384615386,0.74,0.6736566582870223,0.16407499697308073,0.1640360921811865,3.8904791894223134e-05
MAP_0419,0.41384615384615386,0.78,0.7100705317079423,0.13737880099745045,0.13736002924248772,1.877175496273198e-05
MAP_0420,0.41384615384615386,0.8200000000000001,0.7464844051288625,0.11126826726456102,0.11124545720863584,2.2810055925179262e-05
MAP_0421,0.41384615384615386,0.86,0.7828982785497826,0.08570257274173482,0.08569748154934102,5.091192393794075e-06
MAP_0422,0.41384615384615386,0.9,0.8193121519707027,0.060643361959881535,0.06064718087686659,3.818916985053045e-06
MAP_0423,0.41384615384615386,0.9400000000000001,0.8557260253916229,0.03604858235026592,0.03604302911282437,5.553237441550951e-06
MAP_0424,0.41384615384615386,0.98,0.892139898812543,0.01037257348282151,0.01192260101416723,0.0015500275313457199
MAP_0425,0.43846153846153846,0.02,0.017974999074157873,0.8192167076818268,0.819021344339292,0.00019536334253478227
MAP_0426,0.43846153846153846,0.06,0.05392499722247361,0.7667096116189674,0.766464365439692,0.0002452461792754601
MAP_0427,0.43846153846153846,0.1,0.08987499537078936,0.7173725959859579,0.7171195737994177,0.00025302218654021935
MAP_0428,0.43846153846153846,0.13999999999999999,0.1258249935191051,0.670604802424723,0.6705259333448846,7.886907983833957e-05
MAP_0429,0.43846153846153846,0.18,0.16177499166742085,0.6264664533597775,0.626408715578736,5.773778104145588e-05
MAP_0430,0.43846153846153846,0.22,0.19772498981573658,0.5844890751027746,0.5844143788854667,7.469621730793463e-05
MAP_0431,0.43846153846153846,0.26,0.23367498796405234,0.5444395029665312,0.5443642809203709,7.522204616028372e-05
MAP_0432,0.43846153846153846,0.30000000000000004,0.2696249861123681,0.5061191715222333,0.5060491182248847,7.005329734854904e-05
MAP_0433,0.43846153846153846,0.34,0.30557498426068386,0.46935747593430316,0.469286449665346,7.102626895716391e-05
MAP_0434,0.43846153846153846,0.38,0.34152498240899953,0.4340066694076416,0.4339591552210118,4.7514186629793453e-05
MAP_0435,0.43846153846153846,0.42000000000000004,0.3774749805573153,0.3999378868085595,0.3998861810790905,5.170572946899821e-05
MAP_0436,0.43846153846153846,0.46,0.41342497870563105,0.36703800718288193,0.36697993943006063,5.806775282130028e-05
MAP_0437,0.43846153846153846,0.5,0.4493749768539468,0.3352071501517066,0.3351602878999487,4.6862251757928686e-05
MAP_0438,0.43846153846153846,0.54,0.48532497500226257,0.3043566574952599,0.30429506725026073,6.159024499918786e-05
MAP_0439,0.43846153846153846,0.5800000000000001,0.5212749731505784,0.27440745050314413,0.2743460362440406,6.14142591035538e-05
MAP_0440,0.43846153846153846,0.62,0.557224971298894,0.24528868149130872,0.24524221434100343,4.646715030529047e-05
MAP_0441,0.43846153846153846,0.66,0.5931749694472098,0.21693661789182767,0.21689157820716248,4.503968466518238e-05
MAP_0442,0.43846153846153846,0.7000000000000001,0.6291249675955256,0.18929371190129968,0.18926997807168308,2.3733829616595647e-05
MAP_0443,0.43846153846153846,0.74,0.6650749657438413,0.162307819434467,0.16226398069301406,4.3838741452945085e-05
MAP_0444,0.43846153846153846,0.78,0.701024963892157,0.13593154015753106,0.13591619832661953,1.534183091153607e-05
MAP_0445,0.43846153846153846,0.8200000000000001,0.7369749620404727,0.11012165631364979,0.11010085571141717,2.0800602232612375e-05
MAP_0446,0.43846153846153846,0.86,0.7729249601887884,0.08483864069493742,0.08481765154258403,2.0989152353392826e-05
MAP_0447,0.43846153846153846,0.9,0.8088749583371042,0.06004521503979368,0.06001643687853354,2.8778161260144264e-05
MAP_0448,0.43846153846153846,0.9400000000000001,0.84482495648542,0.035700185960781554,0.03568607782109228,1.4108139689272825e-05
MAP_0449,0.43846153846153846,0.98,0.8807749546337357,0.010217097677878203,0.01178497583771874,0.0015678781598405366
MAP_0450,0.4630769230769231,0.02,0.017726361875056138,0.8055449885343398,0.8053450164708323,0.00019997206350741425
MAP_0451,0.4630769230769231,0.06,0.05317908562516841,0.754149969507882,0.7539169450669947,0.00023302444088735275
MAP_0452,0.4630769230769231,0.1,0.0886318093752807,0.7058452131604451,0.7055718339960089,0.0002733791644362604
MAP_0453,0.4630769230769231,0.13999999999999999,0.12408453312539296,0.660035986964209,0.6599737798790252,6.220708518378526e-05
MAP_0454,0.4630769230769231,0.18,0.15953725687550524,0.6167899642352365,0.6167225723593482,6.739187588822304e-05
MAP_0455,0.4630769230769231,0.22,0.1949899806256175,0.5756434301813401,0.5755887354817035,5.469469963659268e-05
MAP_0456,0.4630769230769231,0.26,0.2304427043757298,0.5363682785861825,0.5363086773446336,5.960124154891222e-05
MAP_0457,0.4630769230769231,0.30000000000000004,0.2658954281258421,0.4987705160313863,0.4986852717924457,8.524423894057387e-05
MAP_0458,0.4630769230769231,0.34,0.3013481518759544,0.4626836756829551,0.46260921878638533,7.44568965697634e-05
MAP_0459,0.4630769230769231,0.38,0.33680087562606664,0.42796376182482937,0.42790822292190384,5.553890292553376e-05
MAP_0460,0.4630769230769231,0.42000000000000004,0.3722535993761789,0.394485314975515,0.3944113987050254,7.391627048958238e-05
MAP_0461,0.4630769230769231,0.46,0.4077063231262912,0.36213831066876156,0.36206857822553545,6.97324432261115e-05
MAP_0462,0.4630769230769231,0.5,0.44315904687640345,0.3308256874474738,0.3307666820739508,5.900537352299118e-05
MAP_0463,0.4630769230769231,0.54,0.4786117706265158,0.3004613559925801,0.30041313751853016,4.821847404995472e-05
MAP_0464,0.4630769230769231,0.5800000000000001,0.514064494376628,0.2709685805444646,0.2709039156173194,6.466492714518601e-05
MAP_0465,0.4630769230769231,0.62,0.5495172181267403,0.24227865153259232,0.24224391913850776,3.473239408455231e-05
MAP_0466,0.4630769230769231,0.66,0.5849699418768526,0.21432978826306598,0.2142756863519371,5.410191112886764e-05
MAP_0467,0.4630769230769231,0.7000000000000001,0.6204226656269649,0.18706622502506504,0.18701070394811437,5.552107695067088e-05
MAP_0468,0.4630769230769231,0.74,0.6558753893770771,0.16043744467443868,0.16040348037402258,3.39643004161061e-05
MAP_0469,0.4630769230769231,0.78,0.6913281131271894,0.13439753172984997,0.1343534252587946,4.410647105537735e-05
MAP_0470,0.4630769230769231,0.8200000000000001,0.7267808368773017,0.10890462287744081,0.10889587081581266,8.75206162814779e-06
MAP_0471,0.4630769230769231,0.86,0.7622335606274139,0.08392042334808487,0.08391527594062989,5.1474074549834326e-06
MAP_0472,0.4630769230769231,0.9,0.7976862843775262,0.059408659454672864,0.05940326433777073,5.395116902132124e-06
MAP_0473,0.4630769230769231,0.9400000000000001,0.8331390081276385,0.03532892149979097,0.03533941064135004,1.0489141559065496e-05
