task_index,blumen_row_id,source_row_id,curve_id,curve_label,curve_key,family,Mach,alpha,blumen_ci,status,accepted_seed_source,n_attempts,classical_cr,classical_ci,classical_omega_i,delta_ci,residual_norm,settings_name,spectral_extent,matching_y,max_step,rtol,atol,mode_status,has_root,delta_ci_recomputed,true_isoline_task_index,alpha_blumen,target_ci,alpha_classical,delta_alpha,delta_ci_at_root,alpha_bracket_lower,alpha_bracket_upper,alpha_bracket_width,n_spectral_solves,message,n_solver_calls,abs_delta_alpha,bracket_alpha_left,bracket_alpha_right
120,120,132,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.351313969571231,0.0190580989278864,0.1,no_alpha_bracket,nearest_parameter,1,,,0.0018321658703387,,,nominal,20.0,1.0,0.5,1e-09,1e-11,reconstructed,True,-0.0038641851282522,86,0.0190580989278864,0.1,,,,,,,87,"No sign bracket found. Best sampled value: alpha=0.0265580989279, ci=0.096572291129, ci-target=-3.427709e-03.",219,,1e-06,0.2190580989278864
