interface_rank,selection_reason,boundary_id,interface_pair,side,Mach,eta,chart_id,samepoint_ci_abs_diff,samepoint_p_overlap,samepoint_p_rel,point_id,alpha,checkpoint,field_family,checkpoint_ymax,ci_ref,ci_pred,ci_abs_err,ci_rel_err,ci_rel_err_reg,omega_ref,omega_pred,omega_abs_err,omega_rel_err,omega_rel_err_reg,near_neutral,n_modal_mask,alignment_real,alignment_imag,success,error,p_rel,p_overlap,q_rel,q_overlap,rho_rel,rho_overlap,u_rel,u_overlap,v_rel,v_overlap,gamma_rel,technical_success,technical_error
1,worst_p_overlap,ROUTE_0240,HM2_LOW__HM2_MID,minus,0.98,0.3999500004947186,HM2_LOW,0.0003925098824332,0.9649325491866656,0.2624979533636845,ROUTE_0240__minus,0.07958904519260637,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_LOW/model_state.pt,pq_etaaware,120.0,0.3664839292726554,0.3664894628993219,5.533626666498481e-06,1.5099234166913752e-05,1.5099234166913752e-05,0.029168106009245326,0.029168546425308167,4.4041606284128676e-07,1.5099234166993544e-05,1.5099234166993544e-05,False,793,1.074148108701054,0.0008766733653215194,True,,0.20630168716369393,0.978488433183251,0.47850326657196635,0.889199144979705,0.20630168716369393,0.9784884331832508,0.43096804228601066,0.9028713886844177,0.4821595424626366,0.8868439451066,0.6766664878152849,True,
