interface_rank,selection_reason,boundary_id,interface_pair,side,Mach,eta,chart_id,samepoint_ci_abs_diff,samepoint_p_overlap,samepoint_p_rel,point_id,alpha,checkpoint,field_family,checkpoint_ymax,ci_ref,ci_pred,ci_abs_err,ci_rel_err,ci_rel_err_reg,omega_ref,omega_pred,omega_abs_err,omega_rel_err,omega_rel_err_reg,near_neutral,n_modal_mask,alignment_real,alignment_imag,success,error,p_rel,p_overlap,q_rel,q_overlap,rho_rel,rho_overlap,u_rel,u_overlap,v_rel,v_overlap,gamma_rel,technical_success,technical_error
1,worst_p_overlap,ROUTE_0240,HM2_LOW__HM2_MID,plus,0.98,0.4000500004947186,HM2_MID,0.0003925098824332,0.9649325491866656,0.2624979533636845,ROUTE_0240__plus,0.07960894494134851,assets/pinn_subsonic/joint_ci_mode_atlas_v2/HM2_MID/model_state.pt,pq_etaaware,120.0,0.36645354693787935,0.36684684692168956,0.0003932999838102136,0.001073260136507521,0.001073260136507521,0.02917298024173951,0.02920429043849609,3.131019675657945e-05,0.001073260136507483,0.001073260136507483,False,793,1.2670289239763168,0.0002186320910997239,True,,0.21174096838345147,0.977325821979568,0.9487651519042435,0.9406078675620289,0.21174096838345147,0.9773258219795681,1.403273883601893,0.964845226176614,0.9670867273231873,0.9430412820677928,1.1231937656933744,True,
