y,classical_p_real,classical_p_imag,pinn_seeded_shooting_p_real,pinn_seeded_shooting_p_imag,direct_pinn_p_real,direct_pinn_p_imag,classical_rho_real,classical_rho_imag,pinn_seeded_shooting_rho_real,pinn_seeded_shooting_rho_imag,direct_pinn_rho_real,direct_pinn_rho_imag,classical_u_real,classical_u_imag,pinn_seeded_shooting_u_real,pinn_seeded_shooting_u_imag,direct_pinn_u_real,direct_pinn_u_imag,classical_v_real,classical_v_imag,pinn_seeded_shooting_v_real,pinn_seeded_shooting_v_imag,direct_pinn_v_real,direct_pinn_v_imag
206.5,4.3942265560470825e-07,-3.175603021554827e-07,4.3945128626588464e-07,-3.1770921915845e-07,0.0001526648616306882,0.0002263881167129339,8.61268404985228e-07,-6.22418192224746e-07,8.613245210811337e-07,-6.227100695505619e-07,0.00029922312879614887,0.0004437207087573503,-6.866030490147657e-07,4.3167270788086755e-07,-6.866582156546164e-07,4.3188999211301284e-07,-0.00020628636785777115,-0.0003528193219169134,-6.928641685648328e-08,-3.302688105633072e-07,-6.935713307211044e-08,-3.303203188181851e-07,0.00016751374296436808,-3.0094580504014592e-05
206.51250000000005,4.3893389102099753e-07,-3.1742425679535004e-07,4.389624497102452e-07,-3.175730616865098e-07,0.0001526035413629413,0.000226139846658822,8.603104264011551e-07,-6.22151543318886e-07,8.603664014320804e-07,-6.224432009055592e-07,0.0002991029410713649,0.0004432340994512911,-6.858602956416594e-07,4.3151676119952697e-07,-6.859153464610265e-07,4.3173388636568236e-07,-0.00020621862409839393,-0.0003524425926533617,-6.933283340082518e-08,-3.2995645172477863e-07,-6.94035091765405e-08,-3.300078950220251e-07,0.00016735673506777516,-3.0122082027498313e-05
206.52500000000003,4.3844559957628954e-07,-3.1728817215207533e-07,4.384740863888377e-07,-3.174368649987907e-07,0.00015254219503695317,0.00022589181468994068,8.593533751695273e-07,-6.218848174180675e-07,8.594092093221217e-07,-6.221762553976297e-07,0.00029898270227242824,0.0004427479567922837,-6.851182447849735e-07,4.313607102403191e-07,-6.851731799299388e-07,4.3157767643146163e-07,-0.0002061508185447225,-0.00035206621651219695,-6.937910779508356e-08,-3.296443519616957e-07,-6.944974314202928e-08,-3.296957303670438e-07,0.00016719985638480035,-3.0149508783729376e-05
206.53750000000002,4.3795778086840494e-07,-3.1715204841341727e-07,4.3798619589938343e-07,-3.173006292830282e-07,0.00015248082275234185,0.00022564402060531034,8.583972505020736e-07,-6.216180148902977e-07,8.584529439627914e-07,-6.219092333947352e-07,0.00029886241259458995,0.00044226228038640817,-6.843768958624419e-07,4.31204555322323e-07,-6.844317154789382e-07,4.314213626294044e-07,-0.0002060829513648621,-0.0003516901932027876,-6.942524024786124e-08,-3.293325110929289e-07,-6.949583517719261e-08,-3.2938382467205516e-07,0.00016704310682589922,-3.017686088008665e-05
206.55,4.374704344951668e-07,-3.170158857671349e-07,4.374987778396066e-07,-3.171643547269589e-07,0.00015241942460857315,0.00022539646420409733,8.574420516105269e-07,-6.213511361035843e-07,8.574976045656288e-07,-6.216421352648393e-07,0.0002987420722328034,0.0004417770698400307,-6.836362482918016e-07,4.310482967646178e-07,-6.836909525256146e-07,4.3126494527856537e-07,-0.0002060150227266768,-0.0003513145224347054,-6.947123096776063e-08,-3.2902092893734995e-07,-6.954178549064607e-08,-3.290721777558749e-07,0.00016688648630157205,-3.0204138423825473e-05
206.5625,4.3698356005439803e-07,-3.168796844009875e-07,4.3701183180723065e-07,-3.1702804151831906e-07,0.00015235800070496062,0.00022514914528561205,8.5648777770662e-07,-6.210841814259354e-07,8.56543190342172e-07,-6.213749613759053e-07,0.00029862168138172275,0.00044129232475979954,-6.828963014907898e-07,4.308919348862831e-07,-6.82950890487557e-07,4.31108424697999e-07,-0.00020594703279778925,-0.00035093920391772264,-6.951708016338441e-08,-3.2870960531383103e-07,-6.958759429100533e-08,-3.2876078943731844e-07,0.000166729994722363,-3.0231341522078117e-05
206.57500000000005,4.364971571439196e-07,-3.1674344450273355e-07,4.3652535739997764e-07,-3.168916898448446e-07,0.00015229655114066553,0.0002249020636493087,8.555344280020824e-07,-6.208171512253577e-07,8.55589700503956e-07,-6.211077120958953e-07,0.0002985012402357044,0.00044080804475264495,-6.821570548771406e-07,4.3073547000639783e-07,-6.822115287823518e-07,4.309518012067591e-07,-0.00020587898174558088,-0.0003505642373618117,-6.956278804333531e-08,-3.2839854004124256e-07,-6.963326178688618e-08,-3.2844965953520003e-07,0.00016657363199886006,-3.0258470281853852e-05
206.58750000000003,4.3601122536158174e-07,-3.166071662601104e-07,4.360393542155985e-07,-3.167552998942498e-07,0.0001522350760146987,0.00022465521909478947,8.545820017087e-07,-6.205500458698163e-07,8.546371342625729e-07,-6.208403877927296e-07,0.00029838074898880945,0.00044032422942578725,-6.814185078686295e-07,4.305789024440059e-07,-6.814728668276266e-07,4.30795075123865e-07,-0.00020581086973719425,-0.00035018962247715174,-6.960835481619649e-08,-3.280877329384663e-07,-6.96787881868848e-08,-3.2813878786834506e-07,0.00016641739804169753,-3.0285524810038884e-05
206.60000000000002,4.3552576430617903e-07,-3.164708498598938e-07,4.3555382185278906e-07,-3.166188718532879e-07,0.00015217357542591793,0.0002244086114217971,8.536304980401107e-07,-6.202828657253918e-07,8.536854908314665e-07,-6.205729888324442e-07,0.00029826020783479913,0.0004398408783867223,-6.806806598843491e-07,4.304222325166254e-07,-6.80734904042327e-07,4.3063824676680944e-07,-0.00020574269693952952,-0.00034981535897411694,-6.965378068976538e-08,-3.277771838246777e-07,-6.972417369881158e-08,-3.2782817425587286e-07,0.00016626129276155148,-3.0312505213396804e-05
206.6125,4.3504077357777844e-07,-3.163344954875785e-07,4.3506875991151803e-07,-3.1648240590743024e-07,0.00015211204947303004,0.00022416224043022008,8.526799162124456e-07,-6.200156111556538e-07,8.527347694265752e-07,-6.203055155785632e-07,0.0002981396169671389,0.0004393579912432313,-6.799435103451682e-07,4.3026546053973876e-07,-6.799976398471749e-07,4.304813164510494e-07,-0.00020567446351924787,-0.00034944144656328497,-6.96990658707887e-08,-3.274668925194511e-07,-6.976941852942589e-08,-3.2751781851730164e-07,0.00016610531606914318,-3.0339411598568436e-05
206.625,4.3455625277653535e-07,-3.161981033285699e-07,4.3458416799184254e-07,-3.1634590224205905e-07,0.0001520504982545904,0.00022391610592009044,8.517302554420093e-07,-6.197482825239969e-07,8.517849692640112e-07,-6.200379683944357e-07,0.00029801897657899713,0.0004388755676033772,-6.792070586720789e-07,4.3010858682868683e-07,-6.792610736630156e-07,4.3032428449189997e-07,-0.0002056061696427699,-0.00034906788495543277,-6.974421056594002e-08,-3.2715685884238857e-07,-6.981452288541386e-08,-3.272077204721774e-07,0.00016594946787523753,-3.0366244072072114e-05
206.63750000000005,4.3407220150260337e-07,-3.160616735682726e-07,4.341000456938179e-07,-3.16209361042556e-07,0.0001519889218690033,0.00022367020769158374,8.507815149451025e-07,-6.194808801938142e-07,8.508360895598831e-07,-6.197703476434097e-07,0.0002978982868632464,0.00043839360707550405,-6.784713042860697e-07,4.2995161169880936e-07,-6.78525204910692e-07,4.3016715120467596e-07,-0.0002055378154762772,-0.00034869467386153805,-6.9789214981893e-08,-3.2684708261309075e-07,-6.985948697346183e-08,-3.2689787994004514e-07,0.00016579374809064324,-3.0393002740303903e-05
206.65000000000003,4.335886193561422e-07,-3.159252063920932e-07,4.336163926175053e-07,-3.160727824943045e-07,0.00015192732041452274,0.000223424545545023,8.498336939380386e-07,-6.192134045285027e-07,8.498881295303103e-07,-6.195026536888367e-07,0.00029777754801246455,0.00043791210926824505,-6.777362466081398e-07,4.2979453546544855e-07,-6.777900330110553e-07,4.300099169046936e-07,-0.0002054694011857126,-0.00034832181299278357,-6.983407932532075e-08,-3.265375636511627e-07,-6.990431100025562e-08,-3.265882967404534e-07,0.00016563815662621543,-3.041968770953707e-05
206.66250000000002,4.3310550593730516e-07,-3.157887019854364e-07,4.331332083629601e-07,-3.1593616678268605e-07,0.00015186569398925132,0.00022317911928087153,8.488867916371179e-07,-6.189458558914553e-07,8.489410883914016e-07,-6.192348868940646e-07,0.0002976567602189325,0.0004374310737905081,-6.770018850592776e-07,4.2963735844394434e-07,-6.770555573849484e-07,4.298525819072673e-07,-0.0002054009269367791,-0.00034794930206054743,-6.987880380289695e-08,-3.2622830177620485e-07,-6.994899517248154e-08,-3.26278970692947e-07,0.00016548269339285103,-3.0446299085923233e-05
206.675,4.3262286084624776e-07,-3.1565216053370746e-07,4.326504925302393e-07,-3.15799514093083e-07,0.00015180404269114124,0.00022293392869973785,8.479408072586455e-07,-6.186782346460666e-07,8.479949653592688e-07,-6.189670476224426e-07,0.00029753592367463675,0.00043695050025148615,-6.762682190604752e-07,4.2948008094963726e-07,-6.763217774532164e-07,4.296951465277124e-07,-0.00020533239289494132,-0.0003475771407764102,-6.992338862129516e-08,-3.2591929680781943e-07,-6.999353969682578e-08,-3.2596990161707204e-07,0.0001653273583014919,-3.04728369754917e-05
206.6875,4.321406836831479e-07,-3.155155822222895e-07,4.3216824471942253e-07,-3.15662824610855e-07,0.0001517423666179942,0.00022268897360237382,8.469957400189698e-07,-6.184105411556873e-07,8.470497596500679e-07,-6.186991362372757e-07,0.00029741503857126856,0.0004364703882606527,-6.75535248032756e-07,4.293227032978327e-07,-6.755886926367362e-07,4.295376110813083e-07,-0.00020526379922542525,-0.0003472053288521519,-6.996783398717052e-08,-3.256105485656155e-07,-7.003794477995607e-08,-3.2566108933238155e-07,0.0001651721512631239,-3.0499301484149915e-05
206.70000000000005,4.3165897404912264e-07,-3.153789672356192e-07,4.3168646453152906e-07,-3.1552609852041604e-07,0.00015168066586746163,0.00022244425378967433,8.460515891362802e-07,-6.181427757818135e-07,8.46105470481797e-07,-6.184311531000153e-07,0.0002972941051002248,0.00043599073742776163,-6.748029713984543e-07,4.2916522580233254e-07,-6.748563023576961e-07,4.293799758818319e-07,-0.00020519514609321863,-0.00034683386599975195,-7.001214010640232e-08,-3.2530205686949666e-07,-7.008221062776439e-08,-3.253525336587235e-07,0.00016501707218877657,-3.0525692717683606e-05
206.71250000000003,4.3117773154656506e-07,-3.152423157568617e-07,4.312051515688539e-07,-3.153893360049079e-07,0.00015161894053704583,0.00022219976906268126,8.451083538312675e-07,-6.178749388834489e-07,8.451620970749534e-07,-6.181630985696194e-07,0.0002971731234526098,0.00043551154736285515,-6.740713885816861e-07,4.290076487749175e-07,-6.741246060400658e-07,4.2922224124103826e-07,-0.00020512643366307244,-0.0003464627519313949,-7.005630718382368e-08,-3.2499382153976994e-07,-7.01263374450964e-08,-3.250442344163489e-07,0.0001648621209895256,-3.05520107817565e-05
206.72500000000002,4.3069695577795056e-07,-3.1510562796909017e-07,4.307243054337748e-07,-3.152525372473808e-07,0.00015155719072409838,0.00022195551922257663,8.44166033324783e-07,-6.176070308194167e-07,8.442196386501985e-07,-6.178949730048662e-07,0.0002970520938192328,0.0004350328176762502,-6.733404990066821e-07,4.2884997252722294e-07,-6.733936031079303e-07,4.2906440747053713e-07,-0.0002050576620994989,-0.0003460919863594602,-7.010033542419459e-08,-3.2468584239676594e-07,-7.017032543672459e-08,-3.2473619142553276e-07,0.00016470729757648902,-3.057825578191106e-05
206.7375,4.3021664634575706e-07,-3.149689040553785e-07,4.302439257286721e-07,-3.1511570243088567e-07,0.00015149541652582116,0.00022171150407068675,8.432246268376836e-07,-6.173390519485418e-07,8.432780944281972e-07,-6.176267767645358e-07,0.0002969310163906094,0.00043455454797854603,-6.726103020976757e-07,4.286921973708853e-07,-6.726632929853779e-07,4.289064748819397e-07,-0.00020498883156677293,-0.00034572156899652856,-7.014422503227482e-08,-3.2437811926081685e-07,-7.021417480742136e-08,-3.244284045065515e-07,0.00016455260186082918,-3.060442782356815e-05
206.75,4.2973680285246235e-07,-3.148321441988006e-07,4.2976401205592567e-07,-3.149788317384731e-07,0.00015143361803926698,0.00022146772340848173,8.422841335908261e-07,-6.170710026296491e-07,8.423374636296141e-07,-6.173585102074072e-07,0.0002968098913569632,0.0004340767378806241,-6.718807972789016e-07,4.2853432361754075e-07,-6.719336750964968e-07,4.287484437868566e-07,-0.00020491994222893286,-0.0003453514995553807,-7.018797621282415e-08,-3.2407065195225476e-07,-7.0257885761959e-08,-3.2412087347968165e-07,0.00016439803375375303,-3.06305270120274e-05
206.76250000000005,4.2925742490054224e-07,-3.146953485824296e-07,4.2928456401791377e-07,-3.1484192535319355e-07,0.0001513717953613387,0.00022122417703757352,8.413445528050626e-07,-6.168028832215618e-07,8.413977454751108e-07,-6.170901736922593e-07,0.0002966887189082238,0.0004335993869936441,-6.711519839745903e-07,4.2837635157882465e-07,-6.712047488653723e-07,4.285903144968978e-07,-0.0002048509942497795,-0.0003449817777489956,-7.023158917060248e-08,-3.237634402914104e-07,-7.030145850510998e-08,-3.238135981651982e-07,0.00016424359316651063,-3.065655345246725e-05
206.77500000000003,4.2877851209247885e-07,-3.1455851738934065e-07,4.2880558121702064e-07,-3.1470498345809877e-07,0.0001513099485887913,0.00022098086475972123,8.404058837012585e-07,-6.165346940831075e-07,8.404589391853603e-07,-6.168217675778736e-07,0.00029656749923403093,0.00043312249492905356,-6.704238616089824e-07,4.282182815663749e-07,-6.704765137160989e-07,4.284320873236755e-07,-0.0002047819877928786,-0.0003446124032905569,-7.027506411036922e-08,-3.2345648409861885e-07,-7.034489324164627e-08,-3.2350657838338034e-07,0.00016408928001039879,-3.068250724994479e-05
206.78750000000002,4.283000640307695e-07,-3.144216508025854e-07,4.283270632556459e-07,-3.145680062362176e-07,0.00015124807781822982,0.0002207377863768234,8.394681255003081e-07,-6.162664355730673e-07,8.395210439810659e-07,-6.165532922229864e-07,0.00029644623252373043,0.00043264606129857377,-6.696964296063391e-07,4.2806011389179247e-07,-6.69748969072792e-07,4.2827376257876565e-07,-0.00020471292302155853,-0.00034424337589344283,-7.031840123686656e-08,-3.231497831942176e-07,-7.038819017632261e-08,-3.2319981395451e-07,0.0001639350941967561,-3.0708388509396486e-05
206.8,4.278220803188463e-07,-3.1428474900428456e-07,4.278490097371243e-07,-3.1443099386964745e-07,0.00015118618314611043,0.0002204949416909224,8.385312774249386e-07,-6.159981080483977e-07,8.385840590847635e-07,-6.162847479845089e-07,0.00029632491896637646,0.0004321700857142078,-6.689696873922267e-07,4.279018488651988e-07,-6.690221143608728e-07,4.2811534057226386e-07,-0.00020464380009891148,-0.000343874695271232,-7.036160075407068e-08,-3.2284333739883995e-07,-7.04313495131276e-08,-3.2289330469916495e-07,0.00016378103563696576,-3.073419733563773e-05
206.8125,4.2734456056140855e-07,-3.141478121752934e-07,4.2737142026605835e-07,-3.142939465392204e-07,0.00015112426466874125,0.00022025233050420437,8.375953387003606e-07,-6.157297118635751e-07,8.376479837214741e-07,-6.16016135216872e-07,0.0002962035587507328,0.00043169456778824057,-6.682436343939816e-07,4.277434867947039e-07,-6.682959490075331e-07,4.279568216122541e-07,-0.00020457461918779463,-0.0003435063611377031,-7.040466286491731e-08,-3.225371465335195e-07,-7.04743714550092e-08,-3.2258705043832343e-07,0.0001636271042424556,-3.0759933833363327e-05
206.82500000000005,4.268675043632441e-07,-3.140108404963761e-07,4.268942944471388e-07,-3.141568644256772e-07,0.00015106232248228131,0.00022000995261899664,8.366603085519584e-07,-6.15461247372897e-07,8.367128171163918e-07,-6.157474542743273e-07,0.0002960821520652714,0.00043121950713323335,-6.675182700390633e-07,4.2758502798827346e-07,-6.675704724400879e-07,4.277982060066762e-07,-0.00020450538045082913,-0.000343138373206832,-7.044758777226798e-08,-3.2223121041931677e-07,-7.051725620484109e-08,-3.2228105099299054e-07,0.00016347329992469649,-3.078559810714756e-05
