final_reference_id,Mach,alpha,cr,ci,omega_i,reference_subset,mode_npz_path,mode_index_in_npz,n_coordinates,y_min,y_max,display_limit,min_abs_U_minus_c
M1.350000_a0.24500000,1.35,0.245,0.3351698215678661,0.0223439085234755,0.0054742575882515,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,39,3801,-1556.417116818048,127.47242845289266,1118.6430192473597,0.02237641650264496
M1.350000_a0.25000000,1.35,0.25,0.3367956290880587,0.0202131660960949,0.0050532915240237,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,40,3801,-1686.9628902856236,124.00909256929863,1217.1551481955926,0.02021753087859525
M1.350000_a0.25500000,1.35,0.255,0.3383836906248472,0.0180792982433239,0.0046102210520476,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,41,3801,-1850.0396333696006,120.69982938929755,1333.3962506658513,0.018190483129568773
M1.350000_a0.26000000,1.35,0.26,0.3399356817190775,0.015942646424063,0.0041450880702563,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,42,3801,-2058.6687188894603,117.5351375907923,1482.1070628244074,0.01633531613366268
M1.350000_a0.26500000,1.35,0.265,0.3414531877776505,0.0138035366401785,0.0036579372096473,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,43,3801,-2333.9754065249394,114.5062701458101,1678.345669770977,0.014707823995883957
M1.350000_a0.27000000,1.35,0.27,0.3429377077855445,0.0116622774727566,0.0031488149176442,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,44,3801,-2712.643968637055,111.60515476188286,1948.260620844493,0.013381730268755497
M1.350000_a0.27500000,1.35,0.275,0.3443906616099892,0.0095191669208336,0.0026177709032292,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,45,3801,-3264.4578931795268,108.82433298603249,2341.5935862583665,0.01244414094171016
M1.350000_a0.28000000,1.35,0.28,0.3458133962855934,0.0073744851632601,0.0020648558457128,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,46,3801,-4140.20919827623,106.14986690380366,2980.5898696450918,0.011977315260077778
M1.350000_a0.28500000,1.35,0.285,0.3472071863715478,0.0052285017747904,0.0014901230058152,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,47,3801,-5738.9190113509985,103.5768501725094,4125.905579731855,0.012027539232445175
M1.350000_a0.29000000,1.35,0.29,0.3485732423764477,0.0030814738800232,0.0008936274252067,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,48,3801,-9572.429840779587,101.10325556981208,6872.232737934496,0.01025793299858426
M1.350000_a0.29500000,1.35,0.295,0.3499126544947055,0.0009334624149684,0.0002753714124156,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p350000/modes/modes_compact_with_analytic_tails.npz,49,3801,-31071.83478194448,98.72240885529855,22274.406437785026,0.008496178604229512
M1.400000_a0.05000000,1.4,0.05,0.2284495959648327,0.0805532227768955,0.0040276611388447,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,0,3801,-1997.0859529061936,1067.6793452129714,1438.2108672315348,0.08087179222379509
M1.400000_a0.05500000,1.4,0.055,0.2358953607948584,0.080102566612191,0.0044056411636705,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,1,3801,-1831.2354222847707,943.8458141031234,1319.9926090045847,0.08060918775043441
M1.400000_a0.06000000,1.4,0.06,0.2427904346731541,0.0794784192111629,0.0047687051526697,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,2,3801,-1696.40819460604,843.2485215460913,1223.8877611151854,0.07950690833870004
M1.400000_a0.06500000,1.4,0.065,0.2492077677030013,0.0787065106241082,0.005115923190567,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,3,3801,-1585.1778268943754,760.0894012398031,1144.6027550103108,0.07882329122087756
M1.400000_a0.07000000,1.4,0.07,0.2552060077707218,0.0778073448700083,0.0054465141409005,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,4,3801,-1492.3258766181054,690.3242627864702,1073.1895116975604,0.0784844722886037
M1.400000_a0.07500000,1.4,0.075,0.2608331471465684,0.0767975321674059,0.0057598149125554,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,5,3801,-1414.0852278686518,631.0518116077742,1017.7012436044479,0.07715688763685344
M1.400000_a0.08000000,1.4,0.08,0.2661290557451206,0.0756907205857265,0.0060552576468581,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,6,3801,-1347.6741652778067,580.1401177337152,970.6025180150205,0.07572102672158464
M1.400000_a0.08500000,1.4,0.085,0.2711272889364555,0.0744982632586794,0.0063323523769877,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,7,3801,-1290.9986139592575,535.9896252198926,930.4082170199055,0.07455299172580902
M1.400000_a0.09000000,1.4,0.09,0.275856408505958,0.0732297072154944,0.0065906736493945,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,8,3801,-1242.4565229094364,497.37828828689015,895.9821660473724,0.07362150283501376
M1.400000_a0.09500000,1.4,0.095,0.2803409677479588,0.071893158111068,0.0068298500205514,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,9,3801,-1200.8054348641524,463.357376765623,866.4432144056569,0.0727255331412967
M1.400000_a0.10000000,1.4,0.1,0.2846022594703237,0.0704955574151523,0.0070495557415152,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,10,3801,-1165.0712943512842,433.17990074103676,841.1005619539309,0.0708142108083278
M1.400000_a0.10500000,1.4,0.105,0.2886588932905014,0.0690428962561614,0.0072495041068969,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,11,3801,-1134.4837748715966,406.2501407416461,819.4078931389363,0.0690938763482338
M1.400000_a0.11000000,1.4,0.11,0.2925272467867352,0.0675403818524317,0.0074294420037674,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,12,3801,-1108.4300825412504,382.0875672645812,800.9306145382548,0.06755130285450005
M1.400000_a0.11500000,1.4,0.115,0.2962218237406611,0.0659925696254854,0.0075891455069308,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,13,3801,-1086.4213479210348,360.30054580960467,785.322019945598,0.06617491670758063
M1.400000_a0.12000000,1.4,0.12,0.2997555410841062,0.0644034686182358,0.0077284162341883,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,14,3801,-1068.068042348978,340.566923100746,768.604810681439,0.06495452112019427
M1.400000_a0.12500000,1.4,0.125,0.3031399613158659,0.0627766263558038,0.0078470782944754,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,15,3801,-1053.0615350574358,322.6193807054674,758.0162191365267,0.0637126376385646
M1.400000_a0.13000000,1.4,0.13,0.3063854824913954,0.0611151985503771,0.007944975811549,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,16,3801,-1041.160503433071,306.23434823986423,749.6188512223749,0.06159031970572341
M1.400000_a0.13500000,1.4,0.135,0.3095014954520465,0.0594220048865317,0.0080219706596817,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,17,3801,-1032.181107964007,291.2235366621485,743.2829897794035,0.059593623075882854
M1.400000_a0.14000000,1.4,0.14,0.3124965138531316,0.0576995769025146,0.008077940766352,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,18,3801,-1025.9895092902518,277.4272572976197,738.9141977552018,0.057719710715940314
M1.400000_a0.14500000,1.4,0.145,0.3153782841847528,0.0559501968448136,0.0081127785424979,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,19,3801,-1022.4969870870094,264.7092799339164,736.4498740885939,0.05596665927128235
M1.400000_a0.15000000,1.4,0.15,0.3181538770330802,0.0541759298007297,0.0081263894701094,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,20,3801,-1021.6566593200056,252.95270364353803,735.856938816196,0.05433334758150894
M1.400000_a0.15500000,1.4,0.155,0.3208297660436887,0.0523786517375534,0.0081186910193207,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,21,3801,-1023.4617672310633,242.05664835083437,737.1306229582383,0.05281934749196347
M1.400000_a0.16000000,1.4,0.16,0.3234118947756643,0.0505600727271105,0.0080896116363376,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,22,3801,-1027.945927700493,231.93369608012938,740.294646585468,0.05142481172528304
M1.400000_a0.16500000,1.4,0.165,0.3259057339278741,0.0487217566860476,0.0080390898531978,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,23,3801,-1035.1842979880885,222.50768075643828,745.4020406603953,0.04983398945061
M1.400000_a0.17000000,1.4,0.17,0.3283163310618344,0.0468651382343523,0.0079670734998399,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,24,3801,-1045.2966786942516,213.71195083754807,752.5373364866639,0.047553045121514696
M1.400000_a0.17500000,1.4,0.175,0.3306483538574158,0.0449915378128402,0.007873519117247,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,25,3801,-1058.4527093781103,205.48798767915204,761.8202317371947,0.04535459387477784
M1.400000_a0.18000000,1.4,0.18,0.3329061267127761,0.0431021730901373,0.0077583911562247,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,26,3801,-1074.8788603140451,197.78416910452066,773.4105238375903,0.043241579339089904
M1.400000_a0.18500000,1.4,0.185,0.3350936644844878,0.0411981708228646,0.0076216616022299,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,27,3801,-1094.868592604745,190.5548077981625,787.515278941908,0.04121810882493883
M1.400000_a0.19000000,1.4,0.19,0.3372147010212746,0.0392805758273937,0.0074633094072048,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,28,3801,-1118.7961391691042,183.75932714034136,808.2822218987287,0.039289538318406175
M1.400000_a0.19500000,1.4,0.195,0.3392727143507565,0.0373503591752265,0.0072833200391691,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,29,3801,-1147.1353682288718,177.36158462480927,828.3804031479159,0.0374625536317387
M1.400000_a0.20000000,1.4,0.2,0.3412709499708324,0.035408425884024,0.0070816851768048,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,30,3801,-1180.485184027706,171.329251013288,852.0320925124491,0.0357452321283651
M1.400000_a0.20500000,1.4,0.205,0.3432124396512809,0.0334556201732537,0.006858402135517,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,31,3801,-1219.6053145916253,165.63338400897283,879.7760891083807,0.034147059298343246
M1.400000_a0.21000000,1.4,0.21,0.3451000202138525,0.031492731749407,0.0066134736673754,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,32,3801,-1265.4651009558472,160.24793584220288,912.2998495978869,0.032678871344915185
M1.400000_a0.21500000,1.4,0.215,0.3469363492434072,0.0295205006355371,0.0063469076366404,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,33,3801,-1319.3137801440837,155.14945640382288,950.4893328781843,0.031352680237230424
M1.400000_a0.22000000,1.4,0.22,0.3487239191776812,0.0275396213065948,0.0060587166874508,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,34,3801,-1382.781093934535,150.3167414505904,995.5003518183721,0.02917592608109112
M1.400000_a0.22500000,1.4,0.225,0.3504650708283513,0.0255507465732909,0.0057489179789904,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,35,3801,-1458.0267296608943,145.730595647278,1048.8645566755063,0.02674190502140631
M1.400000_a0.23000000,1.4,0.23,0.3521620039394569,0.0235544909752659,0.0054175329243111,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,36,3801,-1547.9668205321657,141.37359567043086,1112.650069121412,0.024355635015655203
M1.400000_a0.23500000,1.4,0.235,0.3538167885435443,0.021551433545976,0.0050645868833043,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,37,3801,-1656.62873176802,137.22988067652705,1189.71309656988,0.02202456413435323
M1.400000_a0.24000000,1.4,0.24,0.3554313743445078,0.0195421211876528,0.0046901090850366,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,38,3801,-1789.7279377432917,133.28500687480982,1290.4060740234186,0.0197599624746158
M1.400000_a0.24500000,1.4,0.245,0.3570075987712753,0.0175270703056129,0.0042941322248751,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,39,3801,-1955.6462943102194,129.52576884386156,1408.6726785843246,0.017578969036969844
M1.400000_a0.25000000,1.4,0.25,0.3585471960115449,0.0155067696233285,0.0038766924058321,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,40,3801,-2167.1822690865397,125.94008821574455,1559.4555214048855,0.015507931109693937
M1.400000_a0.25500000,1.4,0.255,0.360051802461027,0.0134816819704447,0.0034378289024634,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,41,3801,-2444.8318677002308,122.51405119695605,1757.3641552967244,0.013587742786828706
M1.400000_a0.26000000,1.4,0.26,0.361522965709991,0.0114522448996731,0.002977583673915,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,42,3801,-2823.653080203454,119.23224803192231,2027.3879155690222,0.011881697267131192
M1.400000_a0.26500000,1.4,0.265,0.3629621478001533,0.0094188749076031,0.0024960018505148,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,43,3801,-3369.483085216388,116.09259196287236,2428.4416822490207,0.010484222527995298
M1.400000_a0.27000000,1.4,0.27,0.3643707330941902,0.0073819678356949,0.0019931313156376,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,44,3801,-4220.806943884427,113.08635208717402,3038.3300945988035,0.009521220712884818
M1.400000_a0.27500000,1.4,0.275,0.3657500327996346,0.0053418966570711,0.0014690215806945,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,45,3801,-5728.170612241476,110.20538319466351,4118.205426609794,0.009120685499957279
M1.400000_a0.28000000,1.4,0.28,0.3671012866072985,0.0032990166806126,0.0009237246705715,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,46,3801,-9111.75612155035,107.4419540086361,6542.206085478671,0.009345538662984524
M1.400000_a0.28500000,1.4,0.285,0.3684256005207542,0.001253626453456,0.0003572835392349,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p400000/modes/modes_compact_with_analytic_tails.npz,47,3801,-23562.190757144115,104.78835685436991,16894.497458418045,0.010145948660433765
M1.450000_a0.05000000,1.45,0.05,0.2584141991785808,0.0683211956839623,0.0034160597841981,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,0,3801,-2335.5469216776823,1168.2343012295307,1679.465845771852,0.0690285874870258
M1.450000_a0.05500000,1.45,0.055,0.265108862663616,0.0684112391288648,0.0037626181520875,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,1,3801,-2125.218181429035,1025.322381769312,1529.5435197226166,0.06848428946020134
M1.450000_a0.06000000,1.45,0.06,0.2713415690822946,0.0682708215545038,0.0040962492932702,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,2,3801,-1956.140344434646,910.4020361568224,1409.0248375130159,0.0683398299122067
M1.450000_a0.06500000,1.45,0.065,0.2771685946141995,0.0679358880480178,0.0044158327231211,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,3,3801,-1817.9925963914118,816.23212523276,1310.5531227077984,0.06851604801588922
M1.450000_a0.07000000,1.45,0.07,0.2826360536502847,0.0674347210568422,0.0047204304739789,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,4,3801,-1703.637104666093,737.8317215789008,1229.040528205991,0.06799061903414845
M1.450000_a0.07500000,1.45,0.075,0.287782306314316,0.0667899812334504,0.0050092485925087,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,5,3801,-1607.9920501666631,671.6705102004724,1160.8647333587974,0.06688321653888638
M1.450000_a0.08000000,1.45,0.08,0.2926396781797712,0.0660201084379359,0.0052816086750348,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p450000/modes/modes_compact_with_analytic_tails.npz,6,3801,-1527.3501398841343,615.1816933603891,1098.028719205828,0.06603344472010919
