final_reference_id,Mach,alpha,cr,ci,omega_i,reference_subset,mode_npz_path,mode_index_in_npz,n_coordinates,y_min,y_max,display_limit,min_abs_U_minus_c
M1.050000_a0.30500000,1.05,0.305,0.1887824160524999,0.0283760898874536,0.0086547074156733,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,51,3801,-910.4688814025087,86.90604441255593,657.4028427176103,0.029648616821312476
M1.050000_a0.31000000,1.05,0.31,0.1908199984534699,0.0255623444256405,0.0079243267719485,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,52,3801,-997.0354562995994,85.0656780382098,721.9295456076761,0.026389499731183756
M1.050000_a0.31500000,1.05,0.315,0.1928091417506186,0.0227571871880615,0.0071685139642393,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,53,3801,-1105.0175494553991,83.29336389802316,798.5104460737691,0.023210763765363743
M1.050000_a0.32000000,1.05,0.32,0.1947520134031705,0.0199604617242692,0.0063873477517661,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,54,3801,-1243.296247053863,81.58545551330542,896.5776984105996,0.020132107960344925
M1.050000_a0.32500000,1.05,0.325,0.1966506428787071,0.0171720129635716,0.0055809042131607,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,55,3801,-1426.4630809157463,79.93855276397124,1031.470884076744,0.017187297241776152
M1.050000_a0.33000000,1.05,0.33,0.198506936805944,0.0143916908889867,0.0047492579933656,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,56,3801,-1680.2880926799378,78.34949824353285,1212.3973524622597,0.014436111759425434
M1.050000_a0.33500000,1.05,0.335,0.2003226862203569,0.0116193463291404,0.003892481020262,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,57,3801,-2054.959258009204,76.81534504251502,1479.4629591089608,0.011987333958292998
M1.050000_a0.34000000,1.05,0.34,0.2020995788393004,0.0088548349733682,0.0030106438909452,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,58,3801,-2662.977880891282,75.33334259804005,1922.3013538705147,0.010036270316270758
M1.050000_a0.34500000,1.05,0.345,0.2038392058013355,0.0060980138143092,0.0021038147659367,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,59,3801,-3819.3973544618007,73.90092223284944,2750.7602647364347,0.008886370981715186
M1.050000_a0.35000000,1.05,0.35,0.2055430635370356,0.0033487427887457,0.001172059976061,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,60,3801,-6870.797279029932,72.51568300309017,4936.783170697043,0.008827576625439308
M1.050000_a0.35500000,1.05,0.355,0.207214037919543,0.0006067672856304,0.0002154023863988,lowM_canonical_full_branches,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/reproducibility/results/dense_kappa_q_lowM_canonical_full_branches_v1/M1p050000/modes/modes_compact_with_analytic_tails.npz,61,3801,-37466.41889990789,71.17508339315287,26990.221607933683,0.009857410025643651
M1.100000_a0.09000000,1.1,0.09,1.812993186489701e-09,0.1849919122211095,0.0166492720998998,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,0,3801,-390.80198622871677,390.80198362716976,283.1485585804423,0.1849919122211095
M1.100000_a0.09500000,1.1,0.095,0.0185431702825212,0.1439719750936911,0.0136773376339006,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,1,3801,-469.13441012436823,430.3647235213452,339.81770427796334,0.14411645654698738
M1.100000_a0.10000000,1.1,0.1,0.0456244875305594,0.1408594531338783,0.0140859453133878,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,2,3801,-479.8582313018237,386.62766426135545,347.2300094758205,0.14092610871448902
M1.100000_a0.10500000,1.1,0.105,0.0614720572586166,0.1377614529920954,0.01446495256417,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,3,3801,-480.11408157926996,357.0035449501163,347.40685318759137,0.13824175494623725
M1.100000_a0.11000000,1.1,0.11,0.0737351788015254,0.1346775747592678,0.0148145332235194,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,4,3801,-478.0132069848958,332.9149786529104,345.95472866796,0.13468226932309937
M1.100000_a0.11500000,1.1,0.115,0.0840064838857459,0.1316074319054831,0.0151348546691305,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,5,3801,-475.1770450168399,312.3582392311435,343.9943735156397,0.1319249027233593
M1.100000_a0.12000000,1.1,0.12,0.0929554600078068,0.1285506661833083,0.015426079941997,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,6,3801,-472.23323371331475,294.38943415018474,341.95961114264315,0.1287258012100092
M1.100000_a0.12500000,1.1,0.125,0.1009404428915874,0.1255069324594236,0.0156883665574279,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,7,3801,-469.4811675268793,278.44657448996156,340.057382994579,0.12551338263295103
M1.100000_a0.13000000,1.1,0.13,0.1081805050618824,0.122475903263755,0.0159218674242881,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,8,3801,-467.0794989829946,264.1517738652562,338.3973496970459,0.12277137172081866
M1.100000_a0.13500000,1.1,0.135,0.114821536307718,0.1194572670812644,0.0161267310559707,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,9,3801,-465.11793281553355,251.23171213593955,337.0415151620968,0.11983692040608201
M1.100000_a0.14000000,1.1,0.14,0.1209667013989745,0.1164507274034491,0.0163031018364828,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,10,3801,-463.6500933120507,239.47913584879728,336.0269444972895,0.11649995254508058
M1.100000_a0.14500000,1.1,0.145,0.1266922780688296,0.1134560016881082,0.0164511202447757,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,11,3801,-462.70983922754004,228.7314368064454,335.3770408740757,0.11348011514202305
M1.100000_a0.15000000,1.1,0.15,0.1320566414058153,0.1104728205019271,0.016570923075289,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,12,3801,-462.3205328690976,218.85791848158857,335.1079523191203,0.11074109505176892
M1.100000_a0.15500000,1.1,0.155,0.1371057085051619,0.1075009266966481,0.0166626436379804,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,13,3801,-462.5002549535973,209.75147878997515,335.23217622392644,0.10814435602877046
M1.100000_a0.16000000,1.1,0.16,0.1418764142379207,0.1045400746294168,0.0167264119407066,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,14,3801,-463.2653132376826,201.32310837724663,335.7609845098862,0.10477474862395747
M1.100000_a0.16500000,1.1,0.165,0.1463990255732808,0.1015900294887648,0.0167623548656462,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,15,3801,-464.63223115278436,193.49785527817247,336.7057981728045,0.10162044246879158
M1.100000_a0.17000000,1.1,0.17,0.1506987370978195,0.0986505663220147,0.0167705962747425,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,16,3801,-466.6193153263638,186.21197217682524,338.07927075358265,0.09866723750033554
M1.100000_a0.17500000,1.1,0.175,0.1547968043623869,0.0957214701503959,0.0167512572763192,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,17,3801,-469.24791643024423,179.41080729247042,339.89615983658484,0.09590385227416245
M1.100000_a0.18000000,1.1,0.18,0.1587113678144348,0.0928025345122517,0.0167044562122053,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,18,3801,-472.54322096734535,173.0470906928227,342.1738743326291,0.09332131190426476
M1.100000_a0.18500000,1.1,0.185,0.1624580667905106,0.0898935613408621,0.0166303088480594,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,19,3801,-476.5352844047183,167.07971420521045,344.93318858054135,0.0905372744338889
M1.100000_a0.18750000,1.1,0.1875,0.1642727872469405,0.0884427509439601,0.0165830158019925,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,20,3801,-478.8035537770242,164.23324190994322,346.50101637067917,0.08889569326512421
M1.100000_a0.19000000,1.1,0.19,0.1660505044719185,0.0869943604140983,0.0165289284786786,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,21,3801,-481.2599412444247,161.47272346711227,348.19887138814636,0.08729053779076427
M1.100000_a0.19500000,1.1,0.195,0.1695006064537406,0.0841047488496381,0.0164004260256794,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,22,3801,-486.7596525476704,156.19446798655213,352.00027184094984,0.08418762173311145
M1.100000_a0.20000000,1.1,0.2,0.172818900945195,0.0812245506598016,0.0162449101319603,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,23,3801,-493.0846717371988,151.21697341945452,356.37212510475183,0.08122561726256507
M1.100000_a0.20500000,1.1,0.205,0.176014741248715,0.0783535962323096,0.0160624872276234,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,24,3801,-500.2943369584075,146.51540798958976,363.0125053187016,0.07840288340674383
M1.100000_a0.21000000,1.1,0.21,0.1790964847299399,0.0754917222519709,0.0158532616729139,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,25,3801,-508.45863652257873,142.06764681192578,368.68506065588775,0.07571892287626653
M1.100000_a0.21500000,1.1,0.215,0.1820716357575376,0.0726387709774911,0.0156173357601605,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,26,3801,-517.660088652466,137.85390331258185,375.07822959573343,0.07317427410778894
M1.100000_a0.22000000,1.1,0.22,0.1849469655531981,0.0697945900466464,0.0153548098102622,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,27,3801,-527.9960131139193,133.85640703238204,382.25962991155114,0.07077041217779745
M1.100000_a0.22500000,1.1,0.225,0.1877286098412757,0.0669590322340125,0.0150657822526528,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,28,3801,-539.5814233732013,130.05914660501745,390.3091729597003,0.06765035860171903
M1.100000_a0.23000000,1.1,0.23,0.1904221496469428,0.0641319550045144,0.0147503496510383,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,29,3801,-552.5528490056219,126.44769404798889,399.3217194891061,0.06450778428831146
M1.100000_a0.23500000,1.1,0.235,0.1930326802611433,0.0613132204151196,0.0144086067975531,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,30,3801,-567.0727729740837,123.0089693326065,411.3076246451001,0.06146681640957106
M1.100000_a0.24000000,1.1,0.24,0.1955648684042731,0.0585026948235119,0.0140406467576428,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,31,3801,-583.3356216086905,119.73109675322625,422.6655981315095,0.05853070166509027
M1.100000_a0.24500000,1.1,0.245,0.1980230022868483,0.0557002486180792,0.0136465609114294,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,32,3801,-601.5753994234097,116.60325810397228,435.4042589573094,0.05570401411181419
M1.100000_a0.25000000,1.1,0.25,0.200411032708281,0.0529057559191424,0.0132264389797856,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,33,3801,-622.0759224062753,113.61560813902591,449.72182420854267,0.05299277837269514
M1.100000_a0.25500000,1.1,0.255,0.2027326097584077,0.0501190946120559,0.0127803691260742,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,34,3801,-645.1839972280134,110.75913658078974,465.8605036640446,0.05040460490746823
M1.100000_a0.26000000,1.1,0.26,0.2049911138976746,0.0473401459935351,0.0123084379583191,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,35,3801,-671.3272668831877,108.02556462127447,486.3917413519978,0.04794882413527352
M1.100000_a0.26500000,1.1,0.265,0.2071896831590645,0.0445687947481188,0.0118107306082514,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,36,3801,-701.0391707689962,105.40734215134758,507.24949787983536,0.04563659918424369
M1.100000_a0.27000000,1.1,0.27,0.2093312368277515,0.0418049284949206,0.0112873306936285,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,37,3801,-734.9924413392616,102.89748721781699,531.0846938201616,0.04347859676578783
M1.100000_a0.27500000,1.1,0.275,0.2114184963433446,0.0390484380561166,0.010738320465432,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,38,3801,-774.0475928086713,100.48957711947423,558.5014101516872,0.04027405559029002
M1.100000_a0.28000000,1.1,0.28,0.2134540034479028,0.0362992172070976,0.0101637808179873,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,39,3801,-819.3226858560197,98.17769832562298,593.0900871400075,0.03713294243371853
M1.100000_a0.28500000,1.1,0.285,0.2154401364406462,0.0335571621878426,0.0095637912235351,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,40,3801,-872.296439652119,95.9563684150386,630.4683678185352,0.034061257292007
M1.100000_a0.29000000,1.1,0.29,0.2173791244470361,0.0308221720963001,0.008938429907927,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,41,3801,-934.9659294399952,93.8205175964044,674.6879598128608,0.03106784788307662
M1.100000_a0.29500000,1.1,0.295,0.2192730602272913,0.0280941487707899,0.008287773887383,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,42,3801,-1010.0946575064822,91.76545065206862,727.6987903365739,0.02816563251700198
M1.100000_a0.30000000,1.1,0.3,0.2211239117409991,0.0253729963228432,0.0076118988968529,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,43,3801,-1101.6181406105716,89.78680203243147,796.0995853210173,0.025373467047386702
M1.100000_a0.30500000,1.1,0.305,0.222933531423503,0.0226586211744938,0.0069108794582206,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,44,3801,-1215.3380291933777,87.88051684029993,876.7497303039435,0.022718986526718023
M1.100000_a0.31000000,1.1,0.31,0.2247036667495888,0.0199509324746749,0.0061847890671492,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,45,3801,-1360.1754523622628,86.04281302108313,979.4684308153168,0.020242818325986924
M1.100000_a0.31500000,1.1,0.315,0.2264359667445679,0.0172498403916324,0.0054336997233642,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,46,3801,-1550.5922833648797,84.27017631271494,1119.9501795824863,0.018004354692255656
M1.100000_a0.32000000,1.1,0.32,0.2281319917527765,0.0145552597941017,0.0046576831341125,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,47,3801,-1811.6802867987765,82.55931931736346,1306.0537084301682,0.016088081827728244
M1.100000_a0.32500000,1.1,0.325,0.2297932172060339,0.0118671046042683,0.0038568089963872,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,48,3801,-2191.1251455760635,80.90717037848006,1576.5220037666184,0.014605790887854247
M1.100000_a0.33000000,1.1,0.33,0.2314210424037635,0.0091852939187754,0.0030311469931959,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,49,3801,-2792.0193919528992,79.31085983691307,2014.7466923950572,0.013683619476228589
M1.100000_a0.33500000,1.1,0.335,0.2330167931103344,0.0065097464852899,0.0021807650725721,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,50,3801,-3886.2758759346425,77.76769877779887,2798.672037519578,0.013422558552035268
M1.100000_a0.34000000,1.1,0.34,0.2345817288351911,0.0038403842641137,0.0013057306497986,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,51,3801,-6499.704128901889,76.27516599453293,4670.932037945313,0.011027272867577324
M1.100000_a0.34500000,1.1,0.345,0.2361168831795016,0.0011771278177396,0.0004061090971201,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p100000/modes/modes_compact_with_analytic_tails.npz,52,3801,-20926.532220890622,74.83093415833517,15081.50319904125,0.008880143434144946
M1.150000_a0.06000000,1.15,0.06,-2.549736936302885e-09,0.1998472244836177,0.011990833469017,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p150000/modes/modes_compact_with_analytic_tails.npz,0,3801,-573.0635518301833,573.0635564486645,413.5725590205321,0.1998472244836177
M1.150000_a0.06500000,1.15,0.065,-2.7143269989556902e-09,0.1599190568707925,0.0103947386966015,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/frozen_results/per_mach/M1p150000/modes/modes_compact_with_analytic_tails.npz,1,3801,-636.6722992722806,636.6723054808341,459.91593814781453,0.1599190568707925
