final_reference_id,alpha,role,cr_abs_error_S4,ci_abs_error_S4,kappa_nrmse_S4,q_nrmse_S4,log_amp_rmse_S4,amplitude_rel_l2_S4,phase_rmse_S4,pressure_rel_l2_S4,pressure_overlap_error_S4,cr_abs_error_S4M2,ci_abs_error_S4M2,kappa_nrmse_S4M2,q_nrmse_S4M2,log_amp_rmse_S4M2,amplitude_rel_l2_S4M2,phase_rmse_S4M2,pressure_rel_l2_S4M2,pressure_overlap_error_S4M2,delta_cr_abs_error_S4M2_minus_S4,delta_ci_abs_error_S4M2_minus_S4,delta_kappa_nrmse_S4M2_minus_S4,delta_q_nrmse_S4M2_minus_S4,delta_log_amp_rmse_S4M2_minus_S4,delta_amplitude_rel_l2_S4M2_minus_S4,delta_phase_rmse_S4M2_minus_S4,delta_pressure_rel_l2_S4M2_minus_S4,delta_pressure_overlap_error_S4M2_minus_S4
M1.500000_a0.05000000,0.05,off_anchor,0.008727530290837393,0.020576527682800598,0.5500645797848761,0.22082964236258423,0.10535227033877571,0.08274734691154766,0.2905548042010254,0.27777502520176783,0.034829052800443905,0.008903751423115835,0.02074032869722397,0.5172651876413098,0.15415857708695757,0.0399387046093734,0.03350850315840063,0.130724262169047,0.11081158113402884,0.003115071451486595,0.00017622113227844238,0.00016380101442337036,-0.03279939214356631,-0.06667106527562666,-0.06541356572940232,-0.04923884375314703,-0.1598305420319784,-0.166963444067739,-0.03171398134895731
M1.500000_a0.05500000,0.055,off_anchor,0.005033569729690379,0.014450999859503925,0.3645905510908559,0.15005471326669056,0.07993071526485121,0.06206182725299306,0.21727367373708067,0.21013242451562908,0.019369365895937518,0.0051185361508176985,0.0145886344348709,0.3430502712031066,0.10084144375338676,0.029528532600317056,0.024170186505811812,0.09341415803520083,0.07814536595569524,0.0015213421120807702,8.496642112731934e-05,0.00013763457536697388,-0.021540279887749314,-0.049213269513303806,-0.050402182664534154,-0.037891640747181245,-0.12385951570187985,-0.13198705855993384,-0.017848023783856748
M1.500000_a0.06000000,0.06,off_anchor,0.0024608233984561023,0.008927021869990857,0.2166749975090541,0.09206535149898705,0.05382906707608728,0.041223914719425284,0.14535823360954211,0.14192662200797698,0.008581632587297494,0.002474234443530565,0.009031829187247785,0.20612917105024883,0.05888365744259429,0.019849193724189636,0.015587498241636522,0.05840378814979879,0.04854203159497703,0.0005820194403080015,1.341104507446289e-05,0.00010480731725692749,-0.01054582645880528,-0.03318169405639276,-0.033979873351897644,-0.025636416477788762,-0.08695444545974332,-0.09338459041299996,-0.007999613146989493
M1.500000_a0.06500000,0.065,off_anchor,0.0008597256932693087,0.004084776292913303,0.09786651523771504,0.04405512844114783,0.027546181361919497,0.02050147445474554,0.07448567617790912,0.07330679090185732,0.002215511846285101,0.0008279862199264132,0.004152204047315464,0.09977080328720894,0.026431784487346396,0.011927960531073102,0.008108049648501548,0.026844451961753467,0.022476292760022085,0.00013143660679215685,-3.173947334289551e-05,6.742775440216064e-05,0.001904288049493899,-0.017623343953801437,-0.015618220830846396,-0.01239342480624399,-0.04764122421615565,-0.05083049814183524,-0.002084075239492944
M1.500000_a0.07000000,0.07,S4M2_modal_anchor,5.5219063426759085e-05,2.8042100845310225e-05,0.02718081186657687,0.006537664487158366,0.00543375971704356,0.0029849905539163697,0.006628141905904606,0.006519561159247231,1.4485296106481194e-05,7.416138316895804e-06,3.11083616283403e-07,0.03850525650960435,0.00807290969488296,0.008082111854422706,0.0037746692027697676,0.00981653150189591,0.005916435546669631,1.6446030601247053e-05,-4.780292510986328e-05,-2.7731017229026822e-05,0.011324444643027485,0.0015352452077245938,0.002648352137379146,0.0007896786488533979,0.003188389595991304,-0.0006031256125776001,1.960734494765859e-06
M1.500000_a0.07500000,0.075,off_anchor,0.00014101932660581795,0.0033965002509337566,0.0921068746815184,0.031657779140236854,0.02729644469440881,0.020649170321483515,0.06417524403607397,0.06431450996298932,0.001676539441650693,0.0001776165784979078,0.003405899158356776,0.07557540895277551,0.021399862741298684,0.010662996866070296,0.007091565953931478,0.030306288730742648,0.021632098915817848,0.00010181918891249975,3.6597251892089844e-05,9.39890742301941e-06,-0.016531465728742895,-0.01025791639893817,-0.016633447828338515,-0.013557604367552037,-0.03386895530533132,-0.04268241104717147,-0.0015747202527381932
M1.500000_a0.08000000,0.08,off_anchor,8.28201092957781e-05,0.006034216933927694,0.15948313397852074,0.060671294213258974,0.05398635115246971,0.03997819040792502,0.13152602457777846,0.13210701752214016,0.006873999362656091,7.90054120301531e-05,0.006077333443842092,0.12367114115497578,0.034502396808609045,0.015476670699668734,0.011780566748038259,0.05155553870337147,0.03765514204282705,0.00029062436797966384,-3.814697265625e-06,4.311650991439819e-05,-0.035811992823544955,-0.026168897404649928,-0.03850968045280098,-0.028197623659886758,-0.07997048587440699,-0.09445187547931311,-0.0065833749946764275
M1.500000_a0.08500000,0.085,off_anchor,0.0005526836883303909,0.007976871627753741,0.21651232519915897,0.0856723447186529,0.08053245672672261,0.05836985827218455,0.19758701972665224,0.19879455680375935,0.015238882691416045,0.0005950923930880814,0.008047760176843173,0.15946871494821366,0.043078378770193465,0.01983334805798455,0.0157763083461362,0.06837740672999244,0.050554576017297195,0.0005043370441840667,4.240870475769043e-05,7.088854908943176e-05,-0.057043610250945315,-0.042593965948459434,-0.06069910866873807,-0.04259354992604835,-0.12920961299665978,-0.14823998078646217,-0.014734545647231978
M1.500000_a0.09000000,0.09,off_anchor,0.0011197941831486702,0.009275128482859801,0.2639852404555231,0.10715483250109452,0.1064890085272305,0.07545325427037079,0.26218500920982407,0.2637778220984773,0.026363779364479867,0.001213224463834095,0.009366796701234054,0.18219646899126488,0.04738238169177034,0.023159640041272956,0.018880250479821194,0.08024422830256156,0.060504734912551636,0.0007022463554721137,9.34302806854248e-05,9.166821837425232e-05,-0.0817887714642582,-0.05977245080932418,-0.08332936848595755,-0.056573003790549595,-0.1819407809072625,-0.20327308718592563,-0.025661533009007753
M1.500000_a0.09500000,0.095,off_anchor,0.001667579321523227,0.009987949021935387,0.30285200932727735,0.12552677242107443,0.1314339155378819,0.09085982873701783,0.32530126542509474,0.32649207814194103,0.03980884568817611,0.0018090509458976167,0.010093143769383355,0.19282360402325574,0.04795329437513077,0.025348965827702807,0.021079723933978237,0.08700915725028734,0.06779090793531445,0.0008684487616890113,0.00014147162437438965,0.00010519474744796753,-0.11002840530402161,-0.07757347804594367,-0.10608494971017908,-0.06978010480303959,-0.2382921081748074,-0.2587011702066266,-0.0389403969264871
