model,subset,n_modes,cr_abs_error_mean,cr_abs_error_median,cr_abs_error_max,ci_abs_error_mean,ci_abs_error_median,ci_abs_error_max,kappa_nrmse_mean,kappa_nrmse_median,kappa_nrmse_max,q_nrmse_mean,q_nrmse_median,q_nrmse_max,log_amp_rmse_mean,log_amp_rmse_median,log_amp_rmse_max,amplitude_rel_l2_mean,amplitude_rel_l2_median,amplitude_rel_l2_max,phase_rmse_mean,phase_rmse_median,phase_rmse_max,pressure_rel_l2_mean,pressure_rel_l2_median,pressure_rel_l2_max,pressure_overlap_error_mean,pressure_overlap_error_median,pressure_overlap_error_max
S4,all,53,0.005846505945268485,0.00458624897391216,0.04926708159345518,0.00802953279933483,0.006394981673288322,0.025253032201917408,0.9994069083165149,0.9991729913456231,1.0337638743600077,0.354947203952642,0.43969391057064533,0.6871249933049962,2.1624882784449744,1.955944481503795,4.161097507927208,1.0367192469051816,1.050700084605904,1.1726625658190246,0.8845649564907924,0.861808074312369,1.4439931091272706,1.172556393383044,1.1260318648043794,1.433810430002777,0.24053176186252825,0.23945061730731132,0.3379704603339372
S4,off_anchor,49,0.00632258379606757,0.00510369162456209,0.04926708159345518,0.008684861783949666,0.007697614528760652,0.025253032201917408,0.9993784521074683,0.9991346367001901,1.0337638743600077,0.3574353075366206,0.43969391057064533,0.6871249933049962,2.1544699826718663,1.955944481503795,4.161097507927208,1.0378136746342042,1.050700084605904,1.1726625658190246,0.8922899224396454,0.8816671455841789,1.4439931091272706,1.1746499744615986,1.145659015644535,1.433810430002777,0.2410769342824236,0.23945061730731132,0.3379704603339372
S4,S4M2_modal_anchor,4,1.4552272979671127e-05,8.060881131671804e-06,3.5594436626332215e-05,1.7527378031035983e-06,8.660077952735157e-07,4.9732754479892005e-06,0.9997554968773353,1.0010259889573003,1.001738944236649,0.32446793504890403,0.3453545333566226,0.5134290110805616,2.2607124016655495,2.171836784278087,3.7974333264207236,1.023312507224656,1.015782589882538,1.1705945921383645,0.7899341236173409,0.7678745717259096,1.415750945963582,1.1469100251707514,1.0890844985208492,1.4314320855012612,0.23385339971881025,0.23285953925085362,0.3365347158732256
S4M2,all,53,0.00568587301843064,0.004288171715366912,0.05073652980226408,0.00798723197788583,0.00635860793881414,0.02499251520076537,0.045765718972119854,0.03234210374673942,0.24036146456535204,0.038270651326713534,0.030267573400472446,0.14551613498159974,0.08433492268024059,0.06486503393554378,0.2642914874285844,0.02340109510495853,0.022005348157075288,0.07971194107096877,0.07542609476740865,0.06298373657596451,0.39560066540919,0.05942279426770574,0.057563120474507186,0.22887760741873306,0.0012552262737570792,0.0008637133447161327,0.00934505532073937
S4M2,off_anchor,49,0.0061485922601359315,0.004680167706602539,0.05073652980226408,0.008639132591101559,0.007657820977792482,0.02499251520076537,0.04875823608022851,0.03435992808759108,0.24036146456535204,0.04116543247163468,0.03814399367907228,0.14551613498159974,0.0851428542186079,0.06486503393554378,0.2642914874285844,0.02496298567584603,0.022835946417325937,0.07971194107096877,0.08138883656277052,0.06763463658078682,0.39560066540919,0.06390047418841675,0.06151913932537494,0.22887760741873306,0.0013568586054667146,0.000957053675851971,0.00934505532073937
S4M2,S4M2_modal_anchor,4,1.7562307540828354e-05,1.748593217917871e-05,3.0498239498036317e-05,1.449465993188636e-06,1.2680953198123887e-06,2.267739108482991e-06,0.009107384397788795,0.007775230895803339,0.014903712917536085,0.002809582301429469,0.0024499964836685027,0.004568268481382035,0.07443776133524081,0.05366760010210689,0.1828445646112453,0.004267935611586676,0.004007527052313942,0.006128127773964174,0.0023825077742259276,0.0024444612955947854,0.002759776322365534,0.004571215238996068,0.004285236405203139,0.0062813469592835494,1.023021031404392e-05,8.555399768850336e-06,1.9174753151940394e-05
