model,final_reference_id,alpha,role,is_spectral_anchor,is_S4M2_modal_anchor,n_domain,n_amplitude_mask,cr_reference,cr_prediction,cr_abs_error,ci_reference,ci_prediction,ci_abs_error,kappa_nrmse,q_nrmse,kappa_max_abs,q_max_abs,log_amp_rmse,amplitude_rel_l2,phase_rmse,pressure_rel_l2,pressure_overlap_error
S4,M1.900000_a0.05000000,0.05,off_anchor,False,False,3208,3208,0.4575013033096492,0.4609848856925964,0.0034835823829472,0.0201545403695674,0.0374887734651565,0.0173342330955891,2.1715308450205586,0.3051677549670989,0.0355605893389941,0.0768166507119151,0.1342290054837587,0.1351075277305324,0.5532872834241822,0.558981634197958,0.0474184630265611
S4,M1.900000_a0.05500000,0.055,off_anchor,False,False,3210,3210,0.4598761373512365,0.4615874886512756,0.0017113513000391,0.0209545200389075,0.030775960534811,0.0098214404959035,1.8784845830981465,0.2801294812904236,0.0362563528492033,0.0763493644515739,0.15447725562977,0.1545558144006388,0.5943071457590325,0.5965683320298758,0.0618682591789565
S4,M1.900000_a0.06000000,0.06,off_anchor,False,False,3211,3211,0.4622082577801977,0.4627844393253326,0.0005761815451349,0.0215874463500849,0.0257373601198196,0.0041499137697347,1.6726932306991842,0.2618437678905601,0.0371815147034362,0.0755704673087699,0.1762268949218081,0.1751183678775414,0.6355237204345934,0.6329018866994451,0.0778088528822604
S4,M1.900000_a0.06500000,0.065,S4M4_modal_anchor,True,True,3212,3212,0.4644930709807444,0.4644872546195984,5.81636114599382e-06,0.0220661663779487,0.0220716651529073,5.498774958673236e-06,1.5259209899280155,0.2483156487887171,0.0383470101011652,0.0745073278667627,0.1993551100973552,0.1965973844307186,0.6761821848115736,0.6672374558973883,0.0948700551823318
S4,M1.900000_a0.07000000,0.07,off_anchor,False,False,3214,3214,0.4667274148350163,0.4665602445602417,0.0001671702747745,0.0224026540029573,0.0194973610341548,0.0029052929688024,1.4195556566782803,0.2381876693647977,0.0397478629400205,0.0736153643778034,0.2244556312959242,0.219217866224922,0.7178625367749508,0.6997164346221543,0.113025458425008
S4,M1.900000_a0.07500000,0.075,off_anchor,False,False,3216,3216,0.4689092726029273,0.4688419699668884,6.730263603887954e-05,0.0226079949575224,0.0177794694900512,0.0048285254674711,1.3416683623377426,0.230365075947311,0.0413596069813175,0.0737543086489721,0.2500940379578547,0.2419831125709001,0.7560628785479057,0.7288899492995533,0.1313332293018664
S4,M1.900000_a0.08000000,0.08,off_anchor,False,False,3218,3218,0.4710375349773399,0.4711839854717254,0.0001464504943855,0.0226924045559811,0.0167350992560386,0.0059573052999424,1.2832518685190066,0.2243483230627688,0.0431335627806906,0.0735723423580927,0.2776922718034933,0.2655365278076891,0.7949924507495248,0.7560049986363611,0.1501807568550521
S4,M1.900000_a0.08500000,0.085,off_anchor,False,False,3220,3220,0.4731118045402344,0.4734784662723541,0.0003666617321197,0.0226652668576932,0.0162298511713743,0.0064354156863188,1.2384457998665377,0.2196016027815179,0.044997546549266,0.0742117479431377,0.3064487894449488,0.2892484435680784,0.8327277978638654,0.7806124503649091,0.1690701627184578
S4,M1.900000_a0.09000000,0.09,off_anchor,False,False,3221,3221,0.4751322369239946,0.4756629168987274,0.0005306799747328,0.0225351864585413,0.0161695033311843,0.0063656831273569,1.2031353713819644,0.2158457478736632,0.0468648592052442,0.0765756995770769,0.335152150954582,0.3123943219380363,0.8680729686400634,0.8025992988530684,0.1876410653156995
S4,M1.900000_a0.09500000,0.095,off_anchor,False,False,3223,3223,0.4770994126801933,0.4777087867259979,0.0006093740458046,0.022310043030764,0.0164893809705972,0.0058206620601667,1.173856458603911,0.2129562685015601,0.0486686770927008,0.0803875794584145,0.365758392374528,0.3356684125796787,0.9050306384983848,0.8232384388591467,0.2062436441861205
S4,M1.900000_a0.10000000,0.1,off_anchor,False,False,3225,3225,0.4790142335247862,0.4796070456504822,0.0005928121256959,0.0219970508320953,0.0171423479914665,0.0048547028406287,1.1485694142951215,0.2108433700367251,0.0501581885771058,0.085482104117273,0.3971305426431473,0.3583015314430812,0.9426303861357554,0.8424431007456626,0.2244706889624899
S4,M1.900000_a0.10500000,0.105,off_anchor,False,False,3228,3228,0.4808778398375454,0.4813580214977264,0.000480181660181,0.0216028148034642,0.0180853810161352,0.0035174337873289,1.1257121136765291,0.2093824481441943,0.0511122426217613,0.0904978262630983,0.4290681582021325,0.3799683387717877,0.9814858503178712,0.8603657839109672,0.2420160132293723
S4,M1.900000_a0.11000000,0.11,off_anchor,False,False,3230,3230,0.482691544513499,0.4829683303833008,0.0002767858698017,0.021133384910942,0.0192641895264387,0.0018691953845032,1.1043287426192072,0.208605298617288,0.0513846798591495,0.0953563765660061,0.4614198761894914,0.4003026212496767,1.0223899959581113,0.8770374381964146,0.2583867189143478
S4,M1.900000_a0.11500000,0.115,S4M4_modal_anchor,True,True,3232,3232,0.4844567807943823,0.4844516813755035,5.09941887877341e-06,0.0205943065902101,0.020596619695425,2.3131052149343023e-06,1.084066274778186,0.2082458405978352,0.0508689252389976,0.0999294685798567,0.4939707237942191,0.4189742702383179,1.0651104044996411,0.8917875723994094,0.27270032526331
S4,M1.900000_a0.12000000,0.12,off_anchor,False,False,3234,3234,0.4861750606068702,0.485830694437027,0.0003443661698432,0.0199906682279446,0.0219577681273221,0.0019670998993775,1.0653023673512347,0.2079472941204365,0.0495558595079502,0.1039981081330506,0.5265598950467788,0.4357240452548127,1.108503405041897,0.9034291442085765,0.2837239701264394
S4,M1.900000_a0.12500000,0.125,off_anchor,False,False,3237,3237,0.487847941407231,0.4871372878551483,0.0007106535520826,0.0193271425190721,0.0231730453670024,0.0038459028479303,1.0489477154611364,0.2071695612439917,0.047608735399598,0.1072190667036838,0.5609749678370262,0.4509705714253482,1.1508055213616195,0.9106374967928066,0.2901472239654364
