model,final_reference_id,alpha,role,is_spectral_anchor,is_S4M2_modal_anchor,n_domain,n_amplitude_mask,cr_reference,cr_prediction,cr_abs_error,ci_reference,ci_prediction,ci_abs_error,kappa_nrmse,q_nrmse,kappa_max_abs,q_max_abs,log_amp_rmse,amplitude_rel_l2,phase_rmse,pressure_rel_l2,pressure_overlap_error
S4,M1.100000_a0.09000000,0.09,off_anchor,False,False,3269,3269,1.812993186489701e-09,0.0492670834064483,0.0492670815934551,0.1849919122211095,0.1791239380836486,0.0058679741374608,1.0337638743600075,0.6871249933049962,0.0567859144324443,0.1004775696916206,0.8396762470493567,0.8710801629692448,0.8347246464776679,1.1752963904101597,0.1404282423776945
S4,M1.100000_a0.09500000,0.095,off_anchor,False,False,3258,3258,0.0185431702825212,0.0544643551111221,0.0359211848286009,0.1439719750936911,0.1692250072956085,0.0252530322019174,1.0319276293565016,0.667191623776904,0.0530181702810689,0.0974164156710099,0.7243863489583696,0.7561494300874718,0.800855677761816,1.081206200148638,0.1225293882993271
S4,M1.100000_a0.10000000,0.1,off_anchor,False,False,3262,3262,0.0456244875305594,0.0606545880436897,0.0150301005131303,0.1408594531338783,0.1592959314584732,0.0184364783245949,1.021913544755485,0.5808339884974331,0.0561964141570628,0.0949100000882125,0.769031741883481,0.7926271404788405,0.7357359058408738,1.0613529679465217,0.116297510425967
S4,M1.100000_a0.10500000,0.105,off_anchor,False,False,3265,3265,0.0614720572586166,0.0677538216114044,0.0062817643527878,0.1377614529920954,0.1495748907327652,0.0118134377406697,1.013369956394198,0.5354093373117832,0.0587515413579014,0.0939225737109971,0.8121247484501263,0.826671385157671,0.7161181763422088,1.0639642608783335,0.1179661236698336
S4,M1.100000_a0.11000000,0.11,off_anchor,False,False,3268,3268,0.0737351788015254,0.0756001025438308,0.0018649237423054,0.1346775747592678,0.1402843296527862,0.0056067548935184,1.0067382379914047,0.5072489631098168,0.0611952297031637,0.093162939304486,0.8556513121632344,0.8592962192045854,0.7167266783777617,1.0739448142449213,0.12389263728934
S4,M1.100000_a0.11500000,0.115,S4M4_modal_anchor,True,True,3272,3272,0.0840064838857459,0.0839708894491195,3.559443662633221e-05,0.1316074319054831,0.1316124051809311,4.9732754479892005e-06,1.001738944236649,0.4904287675352565,0.0636314348974029,0.0923932185299485,0.9017427116853012,0.8910902569951835,0.7348518154939172,1.0887433639832735,0.1331598045003081
S4,M1.100000_a0.12000000,0.12,off_anchor,False,False,3275,3275,0.0929554600078068,0.0926094502210617,0.000346009786745,0.1285506661833083,0.1237010210752487,0.0048496451080595,0.9983199098350882,0.4815365538235318,0.0661030721297633,0.0915256551293164,0.94654217209447,0.920987106131694,0.7606158215388301,1.106163536236649,0.1447285588665553
S4,M1.100000_a0.12500000,0.125,off_anchor,False,False,3278,3278,0.1009404428915874,0.1012549102306366,0.0003144673390491,0.1255069324594236,0.1166407242417335,0.00886620821769,0.9961461006324396,0.4783290408406243,0.0688347344494132,0.0905205196666859,0.9919364686403712,0.949492344300964,0.7949104890920221,1.1260318648043794,0.1582026935037863
S4,M1.100000_a0.13000000,0.13,off_anchor,False,False,3282,3282,0.1081805050618824,0.1096699759364128,0.0014894708745304,0.122475903263755,0.1104722023010253,0.0120037009627296,0.9949622924082994,0.4790005623528605,0.0723466814420499,0.0893530611155361,1.0385727085582814,0.9769643881002652,0.8357209343733346,1.1482960505370925,0.1731868099628295
S4,M1.100000_a0.13500000,0.135,off_anchor,False,False,3285,3285,0.114821536307718,0.1176608949899673,0.0028393586822493,0.1194572670812644,0.1051927730441093,0.014264494037155,0.994647849593118,0.4824178693205836,0.0758084830038905,0.0880076463748352,1.0851093018424325,1.0025768498238683,0.8816671455841789,1.1720141867258225,0.1890789954726064
