model,final_reference_id,alpha,role,is_spectral_anchor,is_S4M2_modal_anchor,n_domain,n_amplitude_mask,cr_reference,cr_prediction,cr_abs_error,ci_reference,ci_prediction,ci_abs_error,kappa_nrmse,q_nrmse,kappa_max_abs,q_max_abs,log_amp_rmse,amplitude_rel_l2,phase_rmse,pressure_rel_l2,pressure_overlap_error
S4,M1.100000_a0.09000000,0.09,off_anchor,False,False,3269,3269,1.812993186489701e-09,0.049267083406448364,0.04926708159345518,0.1849919122211095,0.17912393808364868,0.0058679741374608185,1.0337638743600077,0.6871249933049962,0.05678591443244434,0.10047756969162067,0.8396762470493567,0.8710801629692448,0.8347246464776679,1.1752963904101597,0.14042824237769458
S4,M1.100000_a0.09500000,0.095,off_anchor,False,False,3258,3258,0.0185431702825212,0.05446435511112213,0.03592118482860093,0.1439719750936911,0.16922500729560852,0.025253032201917408,1.0319276293565016,0.667191623776904,0.05301817028106892,0.09741641567100996,0.7243863489583696,0.7561494300874718,0.800855677761816,1.081206200148638,0.12252938829932714
S4,M1.100000_a0.10000000,0.1,off_anchor,False,False,3262,3262,0.0456244875305594,0.06065458804368973,0.015030100513130328,0.1408594531338783,0.1592959314584732,0.018436478324594913,1.021913544755485,0.5808339884974331,0.05619641415706282,0.09491000008821251,0.769031741883481,0.7926271404788405,0.7357359058408738,1.0613529679465217,0.11629751042596703
S4,M1.100000_a0.10500000,0.105,off_anchor,False,False,3265,3265,0.0614720572586166,0.06775382161140442,0.006281764352787822,0.1377614529920954,0.1495748907327652,0.011813437740669785,1.013369956394198,0.5354093373117832,0.05875154135790147,0.09392257371099719,0.8121247484501263,0.826671385157671,0.7161181763422088,1.0639642608783335,0.11796612366983361
S4,M1.100000_a0.11000000,0.11,off_anchor,False,False,3268,3268,0.0737351788015254,0.07560010254383087,0.0018649237423054715,0.1346775747592678,0.14028432965278625,0.005606754893518445,1.0067382379914047,0.5072489631098168,0.06119522970316378,0.09316293930448605,0.8556513121632344,0.8592962192045854,0.7167266783777617,1.0739448142449213,0.12389263728934008
S4,M1.100000_a0.11500000,0.115,S4M2_modal_anchor,True,True,3272,3272,0.0840064838857459,0.08397088944911957,3.5594436626332215e-05,0.1316074319054831,0.1316124051809311,4.9732754479892005e-06,1.001738944236649,0.49042876753525655,0.06363143489740297,0.09239321852994851,0.9017427116853011,0.8910902569951835,0.7348518154939172,1.0887433639832735,0.13315980450030818
S4,M1.100000_a0.12000000,0.12,off_anchor,False,False,3275,3275,0.0929554600078068,0.0926094502210617,0.00034600978674509397,0.1285506661833083,0.12370102107524872,0.004849645108059575,0.9983199098350882,0.4815365538235318,0.0661030721297633,0.09152565512931643,0.9465421720944701,0.9209871061316939,0.7606158215388301,1.1061635362366493,0.14472855886655533
S4,M1.100000_a0.12500000,0.125,off_anchor,False,False,3278,3278,0.1009404428915874,0.1012549102306366,0.00031446733904919033,0.1255069324594236,0.11664072424173355,0.008866208217690047,0.9961461006324395,0.4783290408406243,0.06883473444941324,0.0905205196666859,0.9919364686403713,0.9494923443009639,0.7949104890920221,1.1260318648043794,0.15820269350378635
S4,M1.100000_a0.13000000,0.13,off_anchor,False,False,3282,3282,0.1081805050618824,0.10966997593641281,0.001489470874530413,0.122475903263755,0.11047220230102539,0.01200370096272961,0.9949622924082994,0.4790005623528605,0.07234668144204993,0.08935306111553615,1.0385727085582814,0.9769643881002651,0.8357209343733346,1.1482960505370925,0.17318680996282954
S4,M1.100000_a0.13500000,0.135,off_anchor,False,False,3285,3285,0.114821536307718,0.11766089498996735,0.0028393586822493405,0.1194572670812644,0.10519277304410934,0.01426449403715506,0.994647849593118,0.48241786932058367,0.07580848300389056,0.08800764637483521,1.0851093018424325,1.0025768498238683,0.8816671455841789,1.1720141867258225,0.18907899547260643
