final_reference_id,alpha,role,cr_abs_error_S4,ci_abs_error_S4,kappa_nrmse_S4,q_nrmse_S4,log_amp_rmse_S4,amplitude_rel_l2_S4,phase_rmse_S4,pressure_rel_l2_S4,pressure_overlap_error_S4,cr_abs_error_S4M2,ci_abs_error_S4M2,kappa_nrmse_S4M2,q_nrmse_S4M2,log_amp_rmse_S4M2,amplitude_rel_l2_S4M2,phase_rmse_S4M2,pressure_rel_l2_S4M2,pressure_overlap_error_S4M2,delta_cr_abs_error_S4M2_minus_S4,delta_ci_abs_error_S4M2_minus_S4,delta_kappa_nrmse_S4M2_minus_S4,delta_q_nrmse_S4M2_minus_S4,delta_log_amp_rmse_S4M2_minus_S4,delta_amplitude_rel_l2_S4M2_minus_S4,delta_phase_rmse_S4M2_minus_S4,delta_pressure_rel_l2_S4M2_minus_S4,delta_pressure_overlap_error_S4M2_minus_S4
M1.900000_a0.14000000,0.14,off_anchor,0.001571038213305953,0.006786660335684036,1.0303044839192415,0.19497092046142375,0.6629535896934075,0.486880788778189,1.355009114332137,0.8894144566207569,0.27110423848744203,0.0015969960361056357,0.006800058342242454,0.10525181277317865,0.02426715241669044,0.02307698746716046,0.013891349550895375,0.6026991200680087,0.13292839932475262,0.003985721389531904,2.5957822799682617e-05,1.3398006558418274e-05,-0.9250526711460628,-0.1707037680447333,-0.639876602226247,-0.47298943922729364,-0.7523099942641283,-0.7564860572960043,-0.2671185170979101
M1.900000_a0.14500000,0.145,off_anchor,0.0016333959466751091,0.006319805480960252,1.034356175522358,0.1857981119471053,0.7007106849738329,0.4982762790162871,1.3437377513473276,0.8683093599751042,0.2531444658996719,0.0016626320249374382,0.00633230755520189,0.09205546455332576,0.02201608532370131,0.019243682527340655,0.01263015348867034,0.6030470566808235,0.12633946857080527,0.0036203809277651766,2.92360782623291e-05,1.2502074241638184e-05,-0.9423007109690322,-0.163782026623404,-0.6814670024464923,-0.48564612552761677,-0.7406906946665042,-0.7419698914042989,-0.2495240849719067
M1.900000_a0.15000000,0.15,off_anchor,0.0015166706706172817,0.005135018643831523,1.0405590336328612,0.173959833666579,0.7405084631883674,0.5100971332232452,1.312248054887201,0.8421764774442533,0.23184343351411874,0.0015451318884975307,0.005144825470542224,0.07428060912204991,0.017611450500745703,0.013762505342458918,0.010220184111263067,0.6025000894773977,0.10498202489913885,0.002523341272647417,2.8461217880249023e-05,9.806826710700989e-06,-0.9662784245108113,-0.1563483831658333,-0.7267459578459085,-0.49987694911198216,-0.7097479654098033,-0.7371944525451144,-0.22932009224147132
M1.900000_a0.15500000,0.155,off_anchor,0.0011966916750979495,0.0034644164689833796,1.0467369571530827,0.1599928381938178,0.7800278743342922,0.5220352430293352,1.1820557667600473,0.8123785349946294,0.2091388218796314,0.0012191626261782718,0.0034704626151377833,0.05584723488147106,0.012025961130698818,0.008126107580280349,0.007142535547096708,0.41327242410382076,0.0723100998266666,0.001230659763264752,2.2470951080322266e-05,6.0461461544036865e-06,-0.9908897222716117,-0.14796687706311898,-0.7719017667540119,-0.5148927074822385,-0.7687833426562265,-0.7400684351679628,-0.20790816211636665
M1.900000_a0.16000000,0.16,off_anchor,0.0006772860950163273,0.001641975974413578,1.0509512339912384,0.14447616773195152,0.8243040453094682,0.5348866687075434,1.1105655813777229,0.7808267189455903,0.18706719239163583,0.0006881341403654484,0.0016442567833988113,0.04097001103360167,0.006497825536715256,0.005653122722692921,0.004337004179909618,0.4127161979724259,0.03379407765409937,0.00030236514401449366,1.0848045349121094e-05,2.280808985233307e-06,-1.0099812229576366,-0.13797834219523625,-0.8186509225867753,-0.5305496645276339,-0.697849383405297,-0.7470326412914909,-0.18676482724762133
M1.900000_a0.16500000,0.165,S4M2_modal_anchor,6.934899690280716e-06,5.930948441552203e-07,1.0529902253514818,0.12818325752163967,0.8707821083180987,0.5479565832271498,1.0259171656387627,0.7486435636688346,0.16705396597658073,1.4810746933324737e-06,6.676893897147873e-09,0.03315576732879132,0.003648817204037262,0.008033947696996191,0.00342659139657234,0.4145958343260949,0.008236954258483644,1.073041088617277e-05,-5.453824996948242e-06,-5.864179502580724e-07,-1.0198344580226906,-0.12453444031760241,-0.8627481606211025,-0.5445299918305775,-0.6113213313126677,-0.7404066094103509,-0.16704323556569456
M1.900000_a0.17000000,0.17,off_anchor,0.0007125266414250708,0.0012268037246759827,1.0531379594920856,0.11175173018127237,0.9192535496616744,0.5609768918368895,0.9323580262415263,0.7173243707741485,0.15014635971464219,0.0007363684993352271,0.0012290146844681198,0.03238378928402397,0.005870830600721543,0.011236299708376845,0.0047796565415158,0.41813782135479044,0.04092204654494605,0.00027910482572279793,2.384185791015625e-05,2.210959792137146e-06,-1.0207541702080616,-0.10588089958055082,-0.9080172499532976,-0.5561972352953737,-0.5142202048867359,-0.6764023242292024,-0.1498672548889194
M1.900000_a0.17500000,0.175,off_anchor,0.001338486047395282,0.001948036478287122,1.0517133441165691,0.0957055583412864,0.9726301334857417,0.5741738983898401,0.8344286552738298,0.6889252018240921,0.1370702907476986,0.0013789576011977722,0.0019507289318503353,0.034271984433242954,0.00841149847077265,0.013528665678510965,0.006294557123760151,0.4217182235459139,0.06674403349595957,0.0007975369636209484,4.0471553802490234e-05,2.6924535632133484e-06,-1.0174413596833263,-0.08729405987051375,-0.9591014678072307,-0.56787934126608,-0.41271043172791594,-0.6221811683281325,-0.13627275378407766
M1.900000_a0.18000000,0.18,off_anchor,0.0017255511988172323,0.0021858219846361635,1.0496800186820419,0.08051223450237469,1.0246637899137534,0.5864981576348861,0.6561780711109785,0.6644384478470228,0.12776886225567463,0.0017767515886792928,0.0021882760196202753,0.03503408878519102,0.009663291356570253,0.014220750042821311,0.006981186578268155,0.26015360262116827,0.08103631898857057,0.0011991992695559173,5.120038986206055e-05,2.454034984111786e-06,-1.0146459298968509,-0.07084894314580444,-1.010443039870932,-0.5795169710566179,-0.3960244684898102,-0.5834021288584522,-0.12656966298611871
M1.900000_a0.18500000,0.185,off_anchor,0.0017736234144410945,0.0020221261004536653,1.0469057151194854,0.06655368879548633,1.081291372436324,0.5985588114743693,0.5463949175126539,0.6459627564431604,0.12234568079343078,0.0018269099668702937,0.0020240236701994443,0.03353815112741202,0.00941292834720576,0.013488793983954871,0.006724014297673065,0.25993323858213147,0.08207419856513107,0.0012465688483502824,5.328655242919922e-05,1.8975697457790375e-06,-1.0133675639920734,-0.05714076044828057,-1.067802578452369,-0.5918347971766962,-0.28646167893052243,-0.5638885578780293,-0.1210991119450805
M1.900000_a0.19000000,0.19,off_anchor,0.0014597827798054075,0.0015513841073680331,1.0440165358858042,0.05441885295323437,1.1358310087970946,0.6094169812241104,0.4397076218965427,0.6338602143334279,0.1202443547455645,0.0015055591469929075,0.0015526618819404056,0.029984594769378675,0.007695394473582057,0.011826750536519994,0.005533382570032845,0.2562162919821747,0.06846831551634734,0.0008855489881181011,4.57763671875e-05,1.2777745723724365e-06,-1.0140319411164256,-0.04672345847965231,-1.1240042582605747,-0.6038835986540775,-0.183491329914368,-0.5653918988170805,-0.1193588057574464
M1.900000_a0.19500000,0.195,off_anchor,0.0008345316801599001,0.0008561028975690747,1.040567033272514,0.04496351822547835,1.1952343219931791,0.6200238761453923,0.3267059367516764,0.6297083884913983,0.12135831283135001,0.0008642147932580446,0.0008568307261611367,0.025872367583252735,0.004739300112927714,0.011323978113034344,0.003280537703279552,0.2235232641358068,0.039415806179569086,0.000314621188294395,2.968311309814453e-05,7.278285920619965e-07,-1.0146946656892613,-0.04022421811255064,-1.1839103438801448,-0.6167433384421128,-0.10318267261586961,-0.5902925823118292,-0.12104369164305562
M1.900000_a0.20000000,0.2,S4M2_modal_anchor,9.077925785083707e-06,2.8502431619666785e-07,1.0367469455824956,0.039328579664243205,1.255653880608223,0.6296439778833991,0.2519979629317197,0.6329400635507849,0.12500613704656893,1.925368412036832e-06,9.739278669131102e-09,0.025237727646838733,0.0024664779411932404,0.015733648972062114,0.0027609620360449657,0.21928922526771186,0.00685249141448173,5.383759538846178e-06,-7.152557373046875e-06,-2.7528503752753675e-07,-1.0115092179356568,-0.03686210172304996,-1.2399202316361608,-0.6268830158473542,-0.032708737664007864,-0.6260875721363032,-0.1250007532870301
M1.900000_a0.20500000,0.205,off_anchor,0.0009745549447082169,0.0009723224226302609,1.032490135413636,0.03847128805493968,1.3171751280599202,0.6383688668313524,0.33577483179186696,0.6434113381504041,0.1307523400780357,0.0009937476403258927,0.000972345240033339,0.03184911546632658,0.006705071839407401,0.025270144150345477,0.0072031483678278,0.33030952739661024,0.06631408984560581,0.0006666177808208884,1.919269561767578e-05,2.2817403078079224e-08,-1.0006410199473095,-0.03176621621553227,-1.2919049839095746,-0.6311657184635246,-0.00546530439525672,-0.5770972483047982,-0.13008572229721482
M1.900000_a0.21000000,0.21,off_anchor,0.001991050040668463,0.0020288130611477886,1.0277431394010543,0.042068261495987205,1.3799353707672888,0.6463415114946043,0.17408010995656323,0.660829878044654,0.1382134657189965,0.0020379588961066952,0.00202905147972689,0.044855214409134266,0.013336272783532924,0.03821171835319649,0.01256233638711793,0.11008917903241278,0.1421714214085087,0.0032172992902529396,4.690885543823242e-05,2.384185791015625e-07,-0.98288792499192,-0.028731988712454283,-1.3417236524140923,-0.6337791751074864,-0.06399093092415045,-0.5186584566361453,-0.13499616642874357
M1.900000_a0.21500000,0.215,off_anchor,0.0030247596996189063,0.0031486359040046527,1.0224843321575854,0.048658394249729224,1.4434618609620165,0.6532761062496324,0.2989168853811845,0.6845145774223607,0.1470008569012966,0.0030986098544956153,0.003149015883615096,0.062175683226592275,0.02109017543589923,0.05415414270439958,0.01969948215234975,0.17985162498150595,0.23299628577696987,0.008795200024959704,7.385015487670898e-05,3.7997961044311523e-07,-0.9603086489309931,-0.027568218813829995,-1.3893077182576168,-0.6335766240972827,-0.11906526039967855,-0.4515182916453908,-0.1382056568763369
