final_reference_id,alpha,role,cr_abs_error_S4,ci_abs_error_S4,kappa_nrmse_S4,q_nrmse_S4,log_amp_rmse_S4,amplitude_rel_l2_S4,phase_rmse_S4,pressure_rel_l2_S4,pressure_overlap_error_S4,cr_abs_error_S4M4,ci_abs_error_S4M4,kappa_nrmse_S4M4,q_nrmse_S4M4,log_amp_rmse_S4M4,amplitude_rel_l2_S4M4,phase_rmse_S4M4,pressure_rel_l2_S4M4,pressure_overlap_error_S4M4,delta_cr_abs_error_S4M4_minus_S4,delta_ci_abs_error_S4M4_minus_S4,delta_kappa_nrmse_S4M4_minus_S4,delta_q_nrmse_S4M4_minus_S4,delta_log_amp_rmse_S4M4_minus_S4,delta_amplitude_rel_l2_S4M4_minus_S4,delta_phase_rmse_S4M4_minus_S4,delta_pressure_rel_l2_S4M4_minus_S4,delta_pressure_overlap_error_S4M4_minus_S4
M1.100000_a0.14000000,0.14,off_anchor,0.0041208727253617,0.015684679568099,0.9948578257796497,0.4875333290787474,1.1349117049662834,1.0271989460724085,0.934494349549372,1.1977400016131703,0.2057305270631869,0.0036146355761231,0.0155923668745031,0.1016431284966999,0.0763419455387993,0.0605837351899599,0.0243262806791006,0.0948491867677678,0.0554710465502496,0.0008913604809397,-0.0005062371492385999,-9.231269359589837e-05,-0.8932146972829498,-0.4111913835399481,-1.0743279697763235,-1.0028726653933078,-0.8396451627816043,-1.1422689550629206,-0.20483916658224718
M1.100000_a0.14500000,0.145,off_anchor,0.0051717481200208,0.0163236392627808,0.99566309479427,0.4935104253571044,1.1826821159888103,1.049724202531813,0.9865071310840026,1.2242911101074745,0.2225305845967242,0.0046771934811581,0.0162348208914849,0.1036497958839744,0.0822182736733111,0.0646486092201694,0.0254599444966151,0.1055132252927358,0.0615191393253749,0.0010874278656325,-0.0004945546388627001,-8.88183712959012e-05,-0.8920132989102956,-0.4112921516837933,-1.1180335067686409,-1.024264258035198,-0.8809939057912668,-1.1627719707820996,-0.2214431567310917
M1.100000_a0.15000000,0.15,off_anchor,0.0058955522120054,0.0162546632701193,0.9966582923750172,0.4998208996779236,1.2339267228231363,1.071131772651977,1.0430075293322203,1.2522590128281172,0.2394506173073113,0.0054330797731931,0.0161724014097487,0.0996893125050133,0.0843262888806078,0.0660664594783959,0.0255870371615703,0.1124427281378799,0.0653665759600906,0.0012203122743297,-0.0004624724388123001,-8.226186037060129e-05,-0.8969689798700039,-0.4154946107973158,-1.1678602633447404,-1.0455447354904066,-0.9305648011943404,-1.1868924368680267,-0.2382303050329816
M1.100000_a0.15500000,0.155,off_anchor,0.006246651028148,0.0155577967995304,0.9979658474376778,0.5059332481927907,1.282797960859692,1.0903061512596424,1.0968857790619695,1.280320325118937,0.2559453548911551,0.0058299996600068,0.0154839242929119,0.0907576864145028,0.0826003615844208,0.0648650339355437,0.0248178776087602,0.11365986802991,0.0668223118403244,0.0012698319144868,-0.00041665136814120034,-7.387250661850149e-05,-0.907208161023175,-0.42333288660836993,-1.2179329269241483,-1.0654882736508822,-0.9832259110320595,-1.2134980132786126,-0.2546755229766683
M1.100000_a0.16000000,0.16,off_anchor,0.0062168093338566,0.0143153093882707,0.9991729913456232,0.5114976061132613,1.3353059493747466,1.108188921777845,1.1531473790999842,1.308821437827572,0.2719889511167165,0.0058545323029118,0.0142508767672685,0.0781022568159102,0.0772016622857147,0.0620842030155452,0.0232433994772846,0.1104708597428119,0.0657138886492163,0.0012247093616153,-0.00036227703094479993,-6.443262100220074e-05,-0.921070734529713,-0.43429594382754666,-1.2732217463592013,-1.0849455223005604,-1.0426765193571723,-1.2431075491783556,-0.2707642417551012
M1.100000_a0.16500000,0.165,off_anchor,0.0058239654164042,0.0126093174922094,1.000288581130481,0.516130679743584,1.3884274991998755,1.1241584635727644,1.2078010815491536,1.336629133737152,0.2871552396678039,0.0055208757977213,0.0125549357044325,0.0631962495263419,0.0685610026569693,0.0586685636658293,0.0209270238398643,0.1022463701592957,0.0618876160715503,0.0010847773704185,-0.0003030896186828995,-5.4381787776900184e-05,-0.9370923316041391,-0.44756967708661466,-1.3297589355340462,-1.1032314397329002,-1.1055547113898578,-1.2747415176656018,-0.28607046229738536
M1.100000_a0.17000000,0.17,off_anchor,0.005103691624562,0.0105212619725922,1.0011952072241077,0.519492728118062,1.4420913827303266,1.1380971673706188,1.2598060401199909,1.3629134639899354,0.3011154372211149,0.0048621139992874,0.0104773631517151,0.0475123448913402,0.0573390502861067,0.0561304417494284,0.0179049475188304,0.0893602735633866,0.0552223716892183,0.0008637133447161,-0.0002415776252746001,-4.389882087709948e-05,-0.9536828623327676,-0.4621536778319553,-1.3859609409808982,-1.1201922198517884,-1.1704457665566044,-1.307691092300717,-0.3002517238763988
M1.100000_a0.17500000,0.175,off_anchor,0.0041031883420045,0.0081324670047011,1.001805035510457,0.5213724840923802,1.495886403355544,1.1494900073650205,1.3075692974529778,1.386257954247765,0.3133472616366802,0.003923882669359,0.0080994162291732,0.0323421037467394,0.0443319109876961,0.0560475196711251,0.0142028038325584,0.0722575887533594,0.0456579572493185,0.0005914391241588,-0.00017930567264550033,-3.3050775527900325e-05,-0.9694629317637177,-0.4770405731046841,-1.4398388836844187,-1.1352872035324622,-1.2353117086996184,-1.3405999969984466,-0.3127558225125214
M1.100000_a0.18000000,0.18,off_anchor,0.0028772414041626,0.0055253679668606,1.0019911671495887,0.5211646524947025,1.5504312754950065,1.1589795312979958,1.3506339941294792,1.4064644929131107,0.3237172108108697,0.0027600735736953,0.0055035899197758,0.0187413592333109,0.0302675734004724,0.0592361541565952,0.009884820706038,0.0516772997597979,0.0332619608765802,0.0003156121878401,-0.00011716783046730002,-2.1778047084799676e-05,-0.9832498079162778,-0.49089707909423,-1.4911951213384114,-1.1490947105919578,-1.2989566943696813,-1.3732025320365304,-0.3234015986230296
M1.100000_a0.18500000,0.185,off_anchor,0.0014854325361953,0.0027847555652197,1.0017034663996158,0.5186351846187958,1.6052784406537506,1.1660500046895248,1.3872017276913289,1.4219209604236829,0.3316107995182364,0.0014297319956527,0.002774712182575,0.0082163671827982,0.0158032049225178,0.0652328611037137,0.0052724722176554,0.0281556552765439,0.0183034180090588,9.78152294612844e-05,-5.570054054259994e-05,-1.0043382644699724e-05,-0.9934870992168177,-0.5028319796962779,-1.540045579550037,-1.1607775324718694,-1.359046072414785,-1.403617542414624,-0.3315129842887751
M1.100000_a0.18750000,0.1875,off_anchor,0.0007468143365403,0.0013918063772334,1.0013692284611209,0.5163880993266895,1.6327912614934683,1.1686431295105848,1.4025760880920912,1.427492944601045,0.3344745390411427,0.0007215121648331,0.0013877979648722,0.0064064263421953,0.0086414743915095,0.0688747934062398,0.0034736386626077,0.0155085429221623,0.0101670685516744,3.210792916552574e-05,-2.530217170720005e-05,-4.008412361200097e-06,-0.9949628021189255,-0.50774662493518,-1.5639164680872286,-1.165169490847977,-1.387067545169929,-1.4173258760493705,-0.3344424311119772
M1.100000_a0.19000000,0.19,S4M4_modal_anchor,9.547497888950929e-06,1.1294812454765155e-06,1.0009064843716875,0.5134290110805616,1.6603524243780083,1.1705945921383645,1.415750945963582,1.4314320855012612,0.3365347158732256,4.779126306919679e-06,9.939342246467753e-07,0.0086007617117912,0.0024525609975572,0.0726895194700068,0.0035229946453127,0.0025748566713735,0.0037579517951874,6.348679470913332e-06,-4.76837158203125e-06,-1.3554702082974025e-07,-0.9923057226598962,-0.5109764500830044,-1.5876629049080015,-1.1670715974930517,-1.4131760892922085,-1.4276741337060739,-0.3365283671937547
M1.100000_a0.19500000,0.195,off_anchor,0.0015430323246359,0.0027403808786791,0.9994523324327794,0.5053571142546636,1.719474599126142,1.1726625658190246,1.4361345767405085,1.433810430002777,0.3379704603339372,0.0014791212442755,0.0027257181360644,0.0167443553574069,0.0131975094073808,0.0826458397803498,0.0083063324836363,0.0249371832883157,0.0190019980436226,0.0001022485222392,-6.391108036040002e-05,-1.4662742614700124e-05,-0.9827079770753725,-0.49215960484728277,-1.6368287593457922,-1.1643562333353883,-1.4111973934521929,-1.4148084319591543,-0.33786821181169796
M1.100000_a0.20000000,0.2,off_anchor,0.0030495840334976,0.0053379785464743,0.9977208439625924,0.4938929871420829,1.7749755749442029,1.1720333315023606,1.4439931091272706,1.4282232509727353,0.3356504236224532,0.002928392889508,0.0053106349156836,0.0250922688727375,0.0264187764480849,0.0887470463323371,0.0143649970203018,0.0524915819169525,0.0387894584756194,0.0004214417907144,-0.00012119114398959985,-2.734363079070004e-05,-0.9726285750898549,-0.467474210693998,-1.6862285286118657,-1.1576683344820589,-1.3915015272103182,-1.3894337924971158,-0.33522898183173877
M1.100000_a0.20500000,0.205,off_anchor,0.0044640352197767,0.0076976145287606,0.995504217440258,0.4790407609941968,1.8349030854210036,1.1693884980047364,1.4414562594882556,1.414414818786904,0.3294671115880391,0.0042881717153669,0.0076578209777924,0.0327586025252995,0.0383555569512963,0.0949675687945078,0.0204630721580021,0.0791121778068609,0.0585090958789656,0.0009570536758519,-0.00017586350440980045,-3.9793550968199656e-05,-0.9627456149149585,-0.4406852040429005,-1.7399355166264958,-1.1489254258467343,-1.3623440816813948,-1.3559057229079383,-0.3285100579121872
M1.100000_a0.21000000,0.21,off_anchor,0.0057229643556417,0.0097247180084394,0.9931805202511732,0.4609725637657484,1.89513123837976,1.16410468325872,1.4254333262962,1.3915072865734426,0.3192985060238889,0.0054960941764654,0.0096731599907086,0.0393489371995673,0.048377250550281,0.0980596465857651,0.0261198999974569,0.1029498527348447,0.0768473165787751,0.001647600323982,-0.00022687017917629934,-5.155801773079963e-05,-0.9538315830516059,-0.4125953132154674,-1.797071591793995,-1.137984783261263,-1.3224834735613553,-1.3146599699946675,-0.3176509056999069
M1.100000_a0.21500000,0.215,off_anchor,0.006766403351875,0.0113306507072508,0.9909372243757733,0.4396939105706453,1.955944481503795,1.1572028759108992,1.3970098556712616,1.3611367861108454,0.3060083130291395,0.0064936972008664,0.0112686395249426,0.044512423344357,0.0558588528460482,0.0976073637382832,0.0309318979389606,0.1226541862689145,0.0925455706474843,0.0023821368539787,-0.0002727061510085999,-6.201118230820049e-05,-0.9464248010314162,-0.3838350577245971,-1.8583371177655117,-1.1262709779719386,-1.274355669402347,-1.2685912154633612,-0.3036261761751608
M1.100000_a0.22000000,0.22,off_anchor,0.0075402223843672,0.0124380118939854,0.9890406471325164,0.4159492748187882,2.017349686773492,1.1484187409744884,1.3562270792573063,1.3240752272758598,0.2902604243648254,0.0072286242026426,0.0123674772474743,0.0478522546042062,0.0603517752851101,0.093464076643335,0.0345201973708801,0.1362427657268282,0.1043785919310203,0.0030155847880929,-0.0003115981817245995,-7.053464651110043e-05,-0.9411883925283102,-0.3555974995336781,-1.9238856101301571,-1.1138985436036082,-1.2199843135304782,-1.2196966353448395,-0.2872448395767325
M1.100000_a0.22500000,0.225,off_anchor,0.0079986415318732,0.0129866363441353,0.9874945762571602,0.3901966982501048,2.0843477096003427,1.1393461440305557,1.3069072995241275,1.2841724919287771,0.2737877706821299,0.0076573155335669,0.0129102678930169,0.0491619945994856,0.0615620104876624,0.087352516780827,0.036592842305387,0.14322879808024,0.1114010260656723,0.0034124769094694,-0.00034132599830630043,-7.636845111839985e-05,-0.9383325816576746,-0.32863468776244237,-1.9969951928195155,-1.1027533017251687,-1.1636785014438875,-1.1727714658631048,-0.2703752937726605
M1.100000_a0.23000000,0.23,off_anchor,0.0081074557191778,0.0129401736490119,0.9868002083418992,0.3634995093674776,2.1476917149075545,1.128900880375738,1.2480243151624246,1.2429394825199376,0.2575400238448624,0.007748024810021,0.0128612421981681,0.0483029160540711,0.0595299975865118,0.0765854532973436,0.0369462503334786,0.1421991102869588,0.1129139768519383,0.0034748808384453,-0.0003594309091568002,-7.893145084380063e-05,-0.9384972922878281,-0.3039695117809658,-2.0711062616102107,-1.0919546300422596,-1.1058252048754658,-1.1300255056679993,-0.2540651430064171
M1.100000_a0.23500000,0.235,off_anchor,0.0078473670363508,0.0122924436593013,0.9866617070977391,0.3365892569161235,2.2172260860529667,1.1187512898683485,1.1852012722329488,1.204826963381076,0.243238396083498,0.0074839873194776,0.0122147713565783,0.045354202526312,0.0545560762316061,0.0648503564431767,0.0355205803109971,0.1337771902525874,0.1087049497108891,0.0031857312368511,-0.00036337971687320017,-7.76723027230003e-05,-0.9413075045714272,-0.28203318068451744,-2.15237572960979,-1.0832307095573515,-1.0514240819803613,-1.0961220136701868,-0.24005266484664692
M1.100000_a0.24000000,0.24,off_anchor,0.0072171711462774,0.0110728533484851,0.9871945671922692,0.3101430143075506,2.288171252839507,1.1090293806853624,1.119585822855636,1.1722218959633008,0.2317928640917474,0.0068664425152578,0.0110004933097278,0.0405914290030911,0.0471763013746461,0.051977055535827,0.0323949275628441,0.1191218385992391,0.0990242199904499,0.0026115538211128,-0.0003507286310195992,-7.236003875729993e-05,-0.9466031381891781,-0.26296671293290447,-2.23619419730368,-1.0766344531225183,-1.0004639842563967,-1.073197675972851,-0.2291813102706346
M1.100000_a0.24500000,0.245,off_anchor,0.006236683269438,0.0093497498441209,0.9883167412458916,0.2849391781918592,2.360822235877009,1.0993820497090536,1.053187875765769,1.145659015644535,0.2234418136449552,0.0059172321757643,0.0092867477345933,0.034359928087591,0.0381439936790722,0.0396267964359343,0.02777585401928,0.0987945793756671,0.0844390141349575,0.0018738710188,-0.0003194510936737,-6.300210952760003e-05,-0.9539568131583006,-0.246795184512787,-2.3211954394410745,-1.0716061956897736,-0.9543932963901021,-1.0612200015095774,-0.2215679426261552
M1.100000_a0.25000000,0.25,off_anchor,0.0049485972243485,0.0072303387702268,0.9897135779550824,0.2612544730072491,2.440389696362739,1.0906213840682402,0.9884471273469904,1.125777307379282,0.2183204545796415,0.0046801677066025,0.0071801814616483,0.0271825063991119,0.028232185216605,0.0308361139389441,0.0220053481570752,0.0749430950991418,0.0659733738657498,0.0011304056373725,-0.00026842951774599944,-5.0157308578499885e-05,-0.9625310715559705,-0.23302228779064407,-2.4095535824237952,-1.068616035911165,-0.9135040322478486,-1.0598039335135323,-0.217190048942269
M1.100000_a0.25500000,0.255,off_anchor,0.003418566832573,0.0048553346973122,0.9915529359788254,0.2392641501055768,2.5163267709452173,1.0818272532740958,0.9240063715627416,1.110511207957339,0.2157038492695439,0.0032205602026292,0.0048206038158596,0.0196541554983623,0.0181885205291615,0.0269346884670021,0.0155684690045073,0.049366068406302,0.0448822701434853,0.0005214098943751,-0.00019800662994380039,-3.4730881452600323e-05,-0.9718987804804632,-0.2210756295764153,-2.489392082478215,-1.0662587842695885,-0.8746403031564396,-1.0656289378138537,-0.2151824393751688
M1.100000_a0.26000000,0.26,off_anchor,0.0017328081096344,0.0023882028576688,0.9933714823601456,0.2189172488176272,2.5989572657274334,1.073998168576548,0.861808074312369,1.09923570649569,0.2152285936242166,0.0016225693191223,0.0023701538261727,0.012464761719352,0.0087469302523649,0.0294154322028831,0.0093232750137994,0.0239966076180362,0.0227350000684865,0.0001408402936734,-0.00011023879051210014,-1.8049031496100015e-05,-0.9809067206407937,-0.2101703185652623,-2.5695418335245503,-1.0646748935627486,-0.8378114666943328,-1.0765007064272034,-0.2150877533305432
M1.100000_a0.26500000,0.265,S4M4_modal_anchor,6.492893029008684e-06,6.025343450705156e-07,0.995231065358092,0.2002802991779885,2.683321144178165,1.0661216545291867,0.8008973279579019,1.0894256330584249,0.2160538297190415,1.5880624581132707e-05,2.267739108482991e-06,0.0069497000798154,0.0024474319697797,0.0346456807342068,0.0061281277739641,0.002314065919816,0.0062813469592835,1.9174753151940397e-05,9.387731552124023e-06,1.6652047634124756e-06,-0.9882813652782766,-0.1978328672082088,-2.648675463443958,-1.0599935267552225,-0.7985832620380859,-1.0831442860991414,-0.21603465496588956
M1.100000_a0.27000000,0.27,off_anchor,0.0016887261982952,0.0021520482137106,0.997038435633864,0.183173380585297,2.7690377007382536,1.058263712970784,0.740793331294345,1.0799765428965675,0.2176685144485814,0.0015906318541561,0.002139147533407,0.0065470898257856,0.0079764908870295,0.0400890270010179,0.0095028234077154,0.0219381515869514,0.0231058371931868,0.0001300912717043,-9.809434413909999e-05,-1.2900680303600063e-05,-0.9904913458080784,-0.1751968896982675,-2.7289486737372357,-1.0487608895630685,-0.7188551797073935,-1.0568707057033808,-0.2175384231768771
M1.100000_a0.27500000,0.275,off_anchor,0.0032035541804133,0.0039355541604809,0.9985665291090728,0.1674978569155492,2.8616371820494027,1.050700084605904,0.6818181184781377,1.0704406867434069,0.2198138598672743,0.0029995572836695,0.0039111237067036,0.0101273113338761,0.0136474980631389,0.0452268578177333,0.0148469512984129,0.039853450672709,0.041845970565764,0.0004019287898797,-0.0002039968967438,-2.4430453777300222e-05,-0.9884392177751967,-0.1538503588524103,-2.8164103242316694,-1.0358531333074912,-0.6419646678054287,-1.028594716177643,-0.2194119310773946
M1.100000_a0.28000000,0.28,off_anchor,0.0044498490148657,0.0052609068283076,0.9999345818463696,0.1531902279837212,2.9553961409082903,1.042855475170535,0.6229067662101101,1.0599666474545035,0.2221273597162546,0.0041509913259619,0.0052286849298711,0.0136921176582424,0.0178219849216237,0.0498833649625159,0.0197174061882479,0.0536633036830376,0.0575631204745071,0.0007398787574686,-0.0002988576889037999,-3.222189843649949e-05,-0.9862424641881272,-0.1353682430620975,-2.905512775945774,-1.023138068982287,-0.5692434625270725,-1.0024035269799965,-0.22138748095878602
M1.100000_a0.28500000,0.285,off_anchor,0.0053436932483796,0.006082335986046,1.0011139690263655,0.1402329227891404,3.050142767639548,1.0346130625663497,0.563951607238011,1.0484949310231402,0.2245099667490306,0.0049703446546678,0.0060462397856991,0.0162085924301413,0.0204088412704093,0.0547404061341452,0.0234556600577075,0.0629837365759645,0.0692714751444678,0.0010472842875719,-0.0003733485937118001,-3.6096200346900746e-05,-0.9849053765962242,-0.1198240815187311,-2.995402361505403,-1.011157402508642,-0.5009678706620465,-0.9792234558786723,-0.2234626824614587
M1.100000_a0.29000000,0.29,off_anchor,0.0058240130699392,0.0063949816732883,1.0020847311627896,0.1286567872712755,3.145720255975638,1.0258824281531005,0.5050295420327776,1.0362375262184822,0.2269603052814381,0.0054049030102011,0.0063586079388141,0.0174327489805058,0.0214367910504352,0.0607345933749594,0.0257302159320605,0.0676346365807868,0.0762890371825772,0.0012436054879662,-0.00041911005973809933,-3.6373734474200344e-05,-0.9846519821822838,-0.1072199962208403,-3.0849856626006784,-1.00015221222104,-0.4373949054519908,-0.959948489035905,-0.2257166997934719
M1.100000_a0.29500000,0.295,off_anchor,0.0058568123332098,0.006225815550308,1.0026604433896278,0.1185376205844056,3.2479279899491167,1.01700670657979,0.4469044093594018,1.0239969996747738,0.2296707327990199,0.0054265264025762,0.006192127750139,0.0173084394988018,0.0209833488562265,0.0704456967898197,0.0263180353768159,0.06756406278512,0.078097857650476,0.0012775750687187,-0.00043028593063360043,-3.368780016899976e-05,-0.985352003890826,-0.0975542717281791,-3.177482293159297,-0.9906886712029742,-0.3793403465742818,-0.9458991420242977,-0.2283931577303012
M1.100000_a0.30000000,0.3,off_anchor,0.0054366511080456,0.0056222112402645,1.0028282337651837,0.1099860589906772,3.3567916447855235,1.0079260349934267,0.3900135343614248,1.012270698427281,0.2327391731408539,0.0050326210234357,0.0055934426859346,0.0158712241992671,0.0191490685325948,0.0855461695937139,0.0250626912391913,0.0628137803456501,0.0743084488050602,0.001135554604393,-0.00040403008460990035,-2.8768554329900754e-05,-0.9869570095659166,-0.09083699045808241,-3.2712454751918094,-0.9828633437542355,-0.32719975401577467,-0.9379622496222207,-0.23160361853646091
M1.100000_a0.30500000,0.305,off_anchor,0.0045862489739121,0.0046412918988857,1.002935159724663,0.103130945275254,3.460205013061395,0.9978158360204664,0.3346014055439356,1.0008306794599195,0.2360230085189973,0.0042450719872178,0.0046189643714819,0.0132366271949688,0.0160435118825372,0.1023414908871094,0.0218618705672856,0.0534985834018933,0.0646394290397151,0.0008458433855442,-0.0003411769866942995,-2.2327527403800257e-05,-0.9896985325296942,-0.0870874333927168,-3.3578635221742856,-0.9759539654531808,-0.2811028221420423,-0.9361912504202045,-0.2351771651334531
M1.100000_a0.31000000,0.31,off_anchor,0.0033527938693839,0.0033417517560145,1.002629227630003,0.098092231622167,3.570091880929663,0.9874740953149356,0.2833394403443194,0.9910627614108984,0.2398988508049916,0.0031068651050407,0.0033267891275307,0.0096487959145328,0.0117906169045783,0.1249586524376897,0.0166946042684149,0.0397416919585595,0.0489215639398233,0.0004800364356991,-0.00024592876434320014,-1.4962628483800033e-05,-0.9929804317154702,-0.0863016147175887,-3.4451332284919736,-0.9707794910465207,-0.2435977483857599,-0.9421411974710752,-0.2394188143692925
M1.100000_a0.31500000,0.315,off_anchor,0.0018013641689758,0.0017785542512501,1.0019123889604262,0.0949786585850646,3.686968764789613,0.9769427369949648,0.2394733217876226,0.9835584160888632,0.2445269109252911,0.0016761944149474,0.0017714361528123,0.0059722512697999,0.0065526808204145,0.1537366148356388,0.0096807667597663,0.0215365023925144,0.0270399790489279,0.0001487024458909,-0.0001251697540283999,-7.11809843779998e-06,-0.9959401376906263,-0.0884259777646501,-3.5332321499539745,-0.9672619702351986,-0.2179368193951082,-0.9565184370399353,-0.2443782084794002
