final_reference_id,alpha,role,cr_abs_error_S4,ci_abs_error_S4,kappa_nrmse_S4,q_nrmse_S4,log_amp_rmse_S4,amplitude_rel_l2_S4,phase_rmse_S4,pressure_rel_l2_S4,pressure_overlap_error_S4,cr_abs_error_S4M2,ci_abs_error_S4M2,kappa_nrmse_S4M2,q_nrmse_S4M2,log_amp_rmse_S4M2,amplitude_rel_l2_S4M2,phase_rmse_S4M2,pressure_rel_l2_S4M2,pressure_overlap_error_S4M2,delta_cr_abs_error_S4M2_minus_S4,delta_ci_abs_error_S4M2_minus_S4,delta_kappa_nrmse_S4M2_minus_S4,delta_q_nrmse_S4M2_minus_S4,delta_log_amp_rmse_S4M2_minus_S4,delta_amplitude_rel_l2_S4M2_minus_S4,delta_phase_rmse_S4M2_minus_S4,delta_pressure_rel_l2_S4M2_minus_S4,delta_pressure_overlap_error_S4M2_minus_S4
M1.500000_a0.05000000,0.05,off_anchor,0.00899485712265502,0.020741379229088135,1.502276867186299,0.5325025262756621,0.20170777111749572,0.2039994818540041,0.712237109136878,0.7398361338091513,0.0652680182571308,0.008727530290837393,0.020576527682800598,0.5500645797848761,0.22082964236258423,0.10535227033877571,0.08274734691154766,0.2905548042010254,0.27777502520176783,0.034829052800443905,-0.00026732683181762695,-0.00016485154628753662,-0.9522122874014228,-0.31167288391307785,-0.09635550077872,-0.12125213494245644,-0.42168230493585257,-0.4620611086073834,-0.030438965456686895
M1.500000_a0.05500000,0.055,off_anchor,0.00520308533943159,0.014582882586650074,1.3783923623448482,0.4712028250207391,0.22886424609073677,0.23008114834955656,0.7063499407504434,0.7445499030850957,0.05914738748933912,0.005033569729690379,0.014450999859503925,0.3645905510908559,0.15005471326669056,0.07993071526485121,0.06206182725299306,0.21727367373708067,0.21013242451562908,0.019369365895937518,-0.00016951560974121094,-0.00013188272714614868,-1.0138018112539924,-0.32114811175404856,-0.14893353082588556,-0.1680193210965635,-0.48907626701336276,-0.5344174785694666,-0.0397780215934016
M1.500000_a0.06000000,0.06,off_anchor,0.0025398591574282703,0.009023275920722516,1.2880451442824004,0.4243395883266255,0.25638907269051414,0.25632043785409914,0.705800825880306,0.7522958736556868,0.05818787977087281,0.0024608233984561023,0.008927021869990857,0.2166749975090541,0.09206535149898705,0.05382906707608728,0.041223914719425284,0.14535823360954211,0.14192662200797698,0.008581632587297494,-7.903575897216797e-05,-9.625405073165894e-05,-1.0713701467733463,-0.33227423682763846,-0.20256000561442686,-0.21509652313467387,-0.5604425922707639,-0.6103692516477098,-0.049606247183575314
M1.500000_a0.06500000,0.065,off_anchor,0.0008619906697707735,0.004145103644006595,1.2212861678559952,0.3887684182600793,0.28553126388144173,0.2832707799746554,0.7134613230528424,0.7628560057053856,0.062330721730222804,0.0008597256932693087,0.004084776292913303,0.09786651523771504,0.04405512844114783,0.027546181361919497,0.02050147445474554,0.07448567617790912,0.07330679090185732,0.002215511846285101,-2.2649765014648438e-06,-6.0327351093292236e-05,-1.1234196526182803,-0.34471328981893146,-0.25798508251952224,-0.26276930551990985,-0.6389756468749332,-0.6895492148035283,-0.060115209883937704
M1.500000_a0.07000000,0.07,S4M2_modal_anchor,1.0179189188219695e-06,1.7564524993629593e-06,1.171690822851552,0.3616422363084854,0.3157017736687697,0.3105155311515405,0.7272801614995065,0.7753588696863866,0.07076187841369419,5.5219063426759085e-05,2.8042100845310225e-05,0.02718081186657687,0.006537664487158366,0.00543375971704356,0.0029849905539163697,0.006628141905904606,0.006519561159247231,1.4485296106481194e-05,5.4201144507937116e-05,2.6285648345947266e-05,-1.144510010984975,-0.35510457182132704,-0.31026801395172615,-0.30753054059762414,-0.7206520195936018,-0.7688393085271393,-0.07074739311758771
M1.500000_a0.07500000,0.075,off_anchor,0.00023564170018675057,0.003400624147294154,1.1349035821880595,0.3411912311857249,0.3456150722318796,0.3372386234628441,0.7440214238271832,0.7885348527235694,0.08259582660433673,0.00014101932660581795,0.0033965002509337566,0.0921068746815184,0.031657779140236854,0.02729644469440881,0.020649170321483515,0.06417524403607397,0.06431450996298932,0.001676539441650693,-9.462237358093262e-05,-4.123896360397339e-06,-1.0427967075065412,-0.30953345204548804,-0.31831862753747076,-0.3165894531413606,-0.6798461797911092,-0.72422034276058,-0.08091928716268604
M1.500000_a0.08000000,0.08,off_anchor,3.066713435656565e-05,0.006063888871154943,1.10728185242605,0.32578206095671064,0.37742285545678217,0.36445836511963114,0.7677391745093479,0.8032495418843846,0.09776522876613047,8.28201092957781e-05,0.006034216933927694,0.15948313397852074,0.060671294213258974,0.05398635115246971,0.03997819040792502,0.13152602457777846,0.13210701752214016,0.006873999362656091,5.215297493921245e-05,-2.9671937227249146e-05,-0.9477987184475292,-0.2651107667434517,-0.3234365043043125,-0.32448017471170615,-0.6362131499315695,-0.6711425243622444,-0.09089122940347438
M1.500000_a0.08500000,0.085,off_anchor,0.00043696127049897004,0.008026604253238208,1.086617479258697,0.31440010823316183,0.40993894263271474,0.39134783655012995,0.7955823875887668,0.8187095319654454,0.1154058204124222,0.0005526836883303909,0.007976871627753741,0.21651232519915897,0.0856723447186529,0.08053245672672261,0.05836985827218455,0.19758701972665224,0.19879455680375935,0.015238882691416045,0.0001157224178314209,-4.973262548446655e-05,-0.8701051540595379,-0.22872776351450894,-0.32940648590599214,-0.3329779782779454,-0.5979953678621145,-0.619914975161686,-0.10016693772100616
M1.500000_a0.09000000,0.09,off_anchor,0.0010144429735081673,0.009339281707089614,1.0710766130634515,0.3060452142849607,0.4432158557153696,0.41787018897431294,0.8269611549048408,0.8349766246122731,0.13492285081101152,0.0011197941831486702,0.009275128482859801,0.2639852404555231,0.10715483250109452,0.1064890085272305,0.07545325427037079,0.26218500920982407,0.2637778220984773,0.026363779364479867,0.00010535120964050293,-6.415322422981262e-05,-0.8070913726079284,-0.19889038178386614,-0.33672684718813906,-0.34241693470394213,-0.5647761456950167,-0.5711988025137957,-0.10855907144653165
M1.500000_a0.09500000,0.095,off_anchor,0.0015807949587302583,0.010061150976300164,1.0592794563670653,0.2999286242621639,0.4772925103821896,0.4440014430778516,0.8612086345986197,0.8521306739325603,0.15573365162826325,0.001667579321523227,0.009987949021935387,0.30285200932727735,0.12552677242107443,0.1314339155378819,0.09085982873701783,0.32530126542509474,0.32649207814194103,0.03980884568817611,8.678436279296875e-05,-7.320195436477661e-05,-0.756427447039788,-0.17440185184108944,-0.3458585948443077,-0.3531416143408338,-0.535907369173525,-0.5256385957906192,-0.11592480594008714
M1.500000_a0.10000000,0.1,off_anchor,0.0020491570154354544,0.010254633591188896,1.0502097906560324,0.29566601480471383,0.5119465124616817,0.46935952466560876,0.8980913647206067,0.8702037356197019,0.17727702572628423,0.0021133214155361624,0.010177330092205512,0.33386258464598767,0.14119488823164122,0.15486448708150843,0.10415666886648152,0.3862647972671207,0.38599467941923266,0.055019803656457866,6.416440010070801e-05,-7.730349898338318e-05,-0.7163472060100446,-0.1544711265730726,-0.3570820253801732,-0.36520285579912726,-0.511826567453486,-0.4842090562004692,-0.12225722206982637
M1.500000_a0.10500000,0.105,off_anchor,0.002364603400070442,0.009981839102474334,1.043030124063453,0.2927292549154739,0.5472204491192699,0.49391507746242885,0.9370189320767022,0.889250222866096,0.198986561279624,0.0024055517910311353,0.00990485225316632,0.35752216771741857,0.1543635704116828,0.17619973054190977,0.11491095233596725,0.4448152974510491,0.4414864493684407,0.07140055694251601,4.094839096069336e-05,-7.698684930801392e-05,-0.6855079563460345,-0.1383656845037911,-0.3710207185773602,-0.3790041251264616,-0.4922036346256531,-0.4477637734976553,-0.12758600433710798
M1.500000_a0.11000000,0.11,off_anchor,0.002499234388536331,0.009302912206102708,1.036943011911547,0.29076708219649683,0.5848469763016556,0.5180333082420975,0.9795602863142355,0.9095551127913607,0.22046549533678383,0.0025190231306017608,0.009230134934831956,0.37413384932912386,0.16518605052830324,0.19560183397304304,0.12270665416552465,0.5003706017411805,0.4919856114442341,0.08824604266893998,1.9788742065429688e-05,-7.277727127075195e-05,-0.6628091625824232,-0.1255810316681936,-0.38924514232861257,-0.39532665407657286,-0.479189684573055,-0.4175695013471266,-0.13221945266784385
M1.500000_a0.11500000,0.115,off_anchor,0.0024462653933623457,0.008275997709458853,1.0317422160998297,0.289349528439157,0.6213472627106956,0.5406466072896047,1.0208264328608962,0.930153802039818,0.24084386602732766,0.002449066811666789,0.00821085355800965,0.3840642369590593,0.17369793611752166,0.21058712370861365,0.12701604209373657,0.5527623108253851,0.5365283086026614,0.10477592214027476,2.8014183044433594e-06,-6.514415144920349e-05,-0.6476779791407705,-0.11565159232163535,-0.41076013900208197,-0.4136305651958681,-0.4680641220355112,-0.3936254934371566,-0.1360679438870529
M1.500000_a0.12000000,0.12,off_anchor,0.00221459541009017,0.006958386773917205,1.0269115344271347,0.28836838947054483,0.6582187628870353,0.5618602406626391,1.0625408135749936,0.9507711100516278,0.2596409905711564,0.002205982538920126,0.006903826172205932,0.3875590540292711,0.1800411687858412,0.22104035324116084,0.12749386931384596,0.6004172125127204,0.5735887950443729,0.1199421596195529,-8.612871170043945e-06,-5.456060171127319e-05,-0.6393524803978636,-0.10832722068470363,-0.43717840964587446,-0.4343663713487931,-0.46212360106227324,-0.37718231500725496,-0.13969883095160351
M1.500000_a0.12500000,0.125,off_anchor,0.0018242660587322046,0.0054082765993885215,1.0219794378923417,0.2874635026857628,0.6975837042903136,0.5821580987470664,1.1055204653169772,0.9710531378319383,0.2764282174925329,0.001810914618302517,0.005366829019527834,0.38493867368313955,0.18417185395228938,0.22701268233557437,0.12395257212488031,0.642807895093606,0.6020172430117209,0.13272614253239012,-1.33514404296875e-05,-4.1447579860687256e-05,-0.6370407642092022,-0.10329164873347343,-0.4705710219547392,-0.45820552662218605,-0.4627125702233712,-0.36903589482021737,-0.14370207496014276
M1.500000_a0.13000000,0.13,off_anchor,0.0013028929092923636,0.0036869188041048495,1.0171125604152886,0.2863301961619836,0.7352356788756335,0.6003757727873292,1.1451352690379202,0.989265584841695,0.290314307646522,0.0012921044685880179,0.003660592177565619,0.37700642952401436,0.18609828456247987,0.22536400044097804,0.11635651822014188,0.6791813134151262,0.6204192393206782,0.14198142949959702,-1.0788440704345703e-05,-2.6326626539230347e-05,-0.6401061308912743,-0.1002319115995037,-0.5098716784346554,-0.48401925456718736,-0.46595395562279396,-0.3688463455210168,-0.14833287814692497
M1.500000_a0.13500000,0.135,off_anchor,0.0006833406558616195,0.0018603301768978647,1.0118834890236301,0.2846861061791015,0.7754876376983462,0.6174076097994305,1.183588458371363,1.0049155074573612,0.3009947111826664,0.0006826552024467025,0.0018505959933479837,0.3647402401572916,0.18586001863258175,0.21730774193732333,0.10519544175928083,0.7088325334545892,0.6273841911061806,0.14659211141271178,-6.854534149169922e-07,-9.734183549880981e-06,-0.6471432488663384,-0.09882608754651975,-0.5581798957610229,-0.5122121680401497,-0.47475592491677376,-0.37753131635118065,-0.15440259976995463
