Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.85,0.25,0.1316956719106592,0.4029905077886317,0.85,0.25,modal_pretraining,1003,340
0.85,0.3,0.1580348062927911,0.3704661485630087,0.85,0.3,modal_pretraining,1004,340
0.85,0.35,0.1843739406749229,0.3389598658531463,0.85,0.35,modal_pretraining,1005,340
0.85,0.4,0.2107130750570548,0.3084451964423217,0.85,0.4,modal_pretraining,1006,340
0.9,0.25,0.1089724735885168,0.3922036240940738,0.9,0.25,modal_pretraining,1068,340
0.9,0.3,0.1307669683062201,0.3627123051162416,0.9,0.3,modal_pretraining,1069,340
0.9,0.35,0.1525614630239235,0.333905160270857,0.9,0.35,modal_pretraining,1070,340
0.94,0.3,0.1023523326553919,0.3672517913438682,0.94,0.3,modal_pretraining,1141,340
0.94,0.35,0.1194110547646239,0.3423329821142157,0.94,0.35,modal_pretraining,1142,340
0.94,0.4,0.1364697768738559,0.3176730648493037,0.94,0.4,modal_pretraining,1143,340
0.98,0.25,0.049749371855331,0.415155452776578,0.98,0.25,modal_pretraining,1204,340
0.98,0.3,0.0596992462263972,0.3988278718938804,0.98,0.3,modal_pretraining,1205,340
0.98,0.35,0.0696491205974634,0.3825802738696409,0.98,0.35,modal_pretraining,1206,340
