kind,Mach,alpha,requested_target,cr_seed,ci_seed,accepted,box_scale,seed_distance,error,cr,ci,omega_i,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,min_abs_U_minus_c,success,point_index,alpha_step_used,source_file
alpha_trace,1.02,0.22368,True,0.121595531975111,0.0787811948524035,True,1.0,0.0071000459251702,,0.114513300627911,0.0790325169983956,0.0176779934022011,7.608588441949406e-09,3.519833058940343e-18,-15.911222444041549,163.6757301438376,0.0791851382427697,True,6,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.2436799999999999,True,0.1338922568362666,0.0666601315671828,True,1.0,0.0038058400293227,,0.1301148913834666,0.066892472138752,0.0163003576107711,7.11673324758451e-08,5.814122705981135e-18,-20.44750813292964,183.12940962573956,0.0668977750842702,True,7,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.2636799999999999,True,0.1457164821390221,0.0547524272791084,True,1.0,0.0024947009412005,,0.1432587134862221,0.0549662648549343,0.0144935047169491,1.5859273058642094e-08,1.035290666290945e-17,-26.68072868957277,211.22150140697067,0.055123933470111,True,8,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.28368,True,0.1564025355889776,0.0430400575711167,True,1.0,0.0018076297366775,,0.1546376989297777,0.0432355549056669,0.0122650622156395,9.153492092197718e-08,2.074124139414708e-17,-36.01857413672752,254.9592088560326,0.0434211903072529,True,9,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.30368,True,0.1660166843733332,0.0315048449563994,True,1.0,0.0013911655376759,,0.1646727304533332,0.0316845178634651,0.009621954384777,4.825038949783407e-08,5.01508680633729e-17,-51.827961841962335,331.03143811495585,0.0319007880071289,True,10,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.32368,True,0.1747077619768888,0.0201334808212633,True,1.0,0.0011133018581299,,0.1736436746296888,0.0202971566784051,0.0065697836736661,2.9926013785680995e-08,1.722066694880488e-16,-84.86603376967611,492.771639260216,0.0207765072924803,True,11,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.34368,True,0.1826146188060444,0.0089097954933451,True,1.0,0.0009159192294213,,0.1817491706652444,0.0090597184322251,0.0031136440307871,2.700249935350397e-08,1.2773277019487482e-15,-198.623971139776,1055.0487829320448,0.0097741977499043,True,12,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.35368,True,0.1858019186830222,0.0034409993091351,True,1.0,0.0002961568266233,,0.1855247124622221,0.0034931183486154,0.0012354460975383,5.724730088178431e-08,8.303723435764e-15,-525.8596744400453,2677.119467773094,0.0041396749571218,True,13,0.01,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.35868,True,0.187412483360711,0.0007098183068106,True,1.0,6.700334604676517e-05,,0.187350252013511,0.0007222351080002,0.0002590512885375,6.864823255954438e-08,2.1471405085784088e-14,-605.3093389566454,3000.0,0.0008236522362865,True,14,0.005,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.02,0.36118,True,0.1882630217891555,1e-08,True,1.0,8.084452273455258e-05,,0.1882160042147555,3.28930676554048e-05,1.1880318175779106e-05,1.2727175993550334e-05,1.1775421876863956e-14,-612.2570337027687,3000.0,0.0004709484475446,True,15,0.0025,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.13,True,0.0,0.105733684222901,True,0.0,0.0,,0.0,0.105733684222901,0.0137453789489771,8.436743697649641e-08,5.26650561293225e-19,-4.999999963523163,163.28082587771044,0.105733684222901,True,0,0.0,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.14,True,0.0,0.105733684222901,True,4.0,0.0618252680755234,,0.0443822659583999,0.127254477894419,0.0178156269052186,1.2487331904714514e-07,8.791289398735918e-19,-6.871069238050378,150.72068056013,0.1273306471778641,True,1,0.01,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.152,True,0.0976409851084799,0.1530794303002405,True,2.0,0.0718556583073094,,0.07163473102848,0.11958722829924,0.0181772587014844,6.117849437978245e-08,1.2849618509757338e-18,-8.474329708674832,156.53690262584414,0.1196000151176021,True,2,0.012,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.1664,True,0.1043376891125759,0.1103865287850251,True,1.0,0.0108716669044819,,0.0934684457717759,0.1105013008204731,0.0183874164565267,5.69584734096716e-08,1.7906954347888217e-18,-10.231018223802607,161.223908845474,0.1105635857244884,True,3,0.0143999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.18368,True,0.1196689034637311,0.0995981878459529,True,1.0,0.0064835994102418,,0.1131930548109311,0.0997566535666288,0.0183233021271183,3.290038516747396e-08,2.524030673976088e-18,-12.454368438752589,167.3358677597064,0.0998228437583378,True,4,0.0172799999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.20368,True,0.1360224634210643,0.0873207192450497,True,1.0,0.0047992679214944,,0.1312402436962643,0.0875228003463553,0.0178266439745456,1.2362598548290417e-07,3.650590101857498e-18,-15.441815096423497,176.9898683127647,0.0875449157101574,True,5,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.22368,True,0.1492874325815975,0.0752889471260819,True,1.0,0.0032278487715303,,0.1460847960887975,0.0754902722281282,0.0168856640919877,1.2483191085769736e-07,5.4770968918126825e-18,-19.17535318688374,191.0550657492676,0.0755421904059358,True,6,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.2436799999999999,True,0.1609293484813307,0.0634577441099012,True,1.0,0.0022344559527837,,0.1587272494861307,0.0636471863308223,0.0155095463650947,7.919391814460547e-08,8.76822451578552e-18,-24.117610065587144,211.82962436405097,0.0636472350431277,True,7,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.2636799999999999,True,0.1713697028834639,0.0518041004335163,True,1.0,0.001666140879679,,0.169740793622664,0.0519792289941636,0.013705883101181,1.0104214029057058e-08,1.5361163091702386e-17,-31.09752291419921,243.43619990713728,0.0519970110754104,True,8,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.28368,True,0.1807543377591972,0.040311271657505,True,1.0,0.0013027575750483,,0.1794930206391972,0.0404742566431178,0.0114817371245196,9.249686097118081e-08,3.0730683890493504e-17,-41.83819597020044,294.5226972265334,0.0404988842507788,True,9,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.30368,True,0.1892452476557305,0.0289692842920719,True,1.0,0.0010533938277288,,0.1882360680077305,0.0291202768368877,0.008843245669826,5.5077986936663486e-08,7.60423451150683e-17,-60.67693595814709,386.9820960812202,0.0291243967829831,True,10,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.32368,True,0.1969791153762638,0.0177662970306576,True,1.0,0.0008723781185134,,0.1961535688290638,0.0179072903638929,0.0057962317449848,4.422668388224503e-08,2.9183916912786613e-16,-102.63328047082504,596.7915037971393,0.0179489198741876,True,11,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.34368,True,0.2040710696503971,0.0066943038908981,True,1.0,0.0007357150383381,,0.2033834411575971,0.0068251126000181,0.0023456546983742,3.0726286851087256e-08,2.533469797946993e-15,-279.38207294320136,1489.240460354704,0.0077084674697555,True,12,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.35368,True,0.2069983773218637,0.0012840237180807,True,1.0,0.0002413834651617,,0.2067751854626637,0.0013299893879887,0.0004703906467438,6.852100000385943e-08,1.0009607301550884e-14,-589.6096334752183,3000.0,0.0013436788756395,True,13,0.01,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.35618,True,0.2076231215389304,1e-08,True,1.0,0.0001372129390882,,0.2075421731101304,5.540571853500158e-05,1.9734408827796867e-05,8.015542681527598e-07,1.104427507148006e-14,-597.3564627198609,3000.0,0.0005783334979633,True,14,0.0025,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.05,0.35668,True,0.2076955706396237,1e-08,True,1.0,0.0001896010337148,,0.2078698513436237,3.734225213881599e-05,1.331923449287289e-05,3.410968139284898e-06,1.1428520545019818e-14,-598.7727439862755,3000.0,0.0009041231014739,True,15,0.0005,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.13,True,0.1081802492928001,0.122476549138732,True,0.0,0.0,,0.1081802492928001,0.122476549138732,0.0159219513880351,9.15145091584076e-08,1.8917768172698826e-18,-9.602274709559063,202.5987958091896,0.1224843034100331,True,0,0.0,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.14,True,0.1081802492928001,0.122476549138732,True,1.0,0.0175710276877486,,0.1209666676224001,0.1164505944362782,0.0163030832210789,2.135669185953768e-08,2.235723529331452e-18,-10.610604150784567,201.12441086947663,0.1164607685091923,True,1,0.01,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.152,True,0.1363103696179201,0.1092194487933337,True,1.0,0.0022018710949125,,0.1341120848179201,0.1092822585391946,0.0166109032979575,9.43069721857652e-08,2.70025225480924e-18,-11.891365009259294,200.5648365781329,0.1093893633010404,True,2,0.012,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.1664,True,0.1498865854525441,0.1006802554626943,True,1.0,0.0022685009146634,,0.1476245455933441,0.1007658008822376,0.0167674292668043,3.5699299921517716e-08,3.3731390557225837e-18,-13.583240497604269,201.8005659344226,0.1007736843501937,True,3,0.0143999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.18368,True,0.1638394985238528,0.0905460516938891,True,1.0,0.0023663470668015,,0.1614843500310528,0.090661023448488,0.0166526167870182,1.1758244932076373e-07,4.417228910189546e-18,-15.93143221802038,206.29137565276477,0.0907053647462585,True,4,0.0172799999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.20368,True,0.177525790352475,0.0789656791964629,True,1.0,0.0023612197447675,,0.175182458000475,0.0791107241646195,0.0161132722978497,2.5422996736012396e-08,6.2011891634443334e-18,-19.275689052608243,216.2653166712447,0.0791638014439428,True,5,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.22368,True,0.1888805659698972,0.0675604248807511,True,1.0,0.0019002625460144,,0.1870029795378972,0.0677067694520159,0.0151446501910269,2.0266542726542767e-08,9.263305885869976e-18,-23.634305859328855,232.84836553186184,0.0677108485769202,True,6,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.2436799999999999,True,0.1988235010753194,0.0563028147394122,True,1.0,0.0014682666499206,,0.1973807946433194,0.0564392012364849,0.0137531045573066,9.84205607370266e-08,1.493302635962651e-17,-29.619447655782267,259.02635198661847,0.0564392015019853,True,7,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.2636799999999999,True,0.2077586097487416,0.045171633020954,True,1.0,0.0011718684641443,,0.2066150116687416,0.0452995579292755,0.0119445874347913,7.333579966690071e-08,2.684889611379373e-17,-38.419443208465744,300.9039809842027,0.0453009215407878,True,8,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.28368,True,0.2158492286941638,0.0341599146220661,True,1.0,0.0009595587472688,,0.2149204482013638,0.0342804548494326,0.009724679431687,3.891090636480091e-08,5.683114060591703e-17,-52.71047791029667,372.52098555323937,0.0343176624045649,True,9,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.30368,True,0.223225884733986,0.0232613517695897,True,1.0,0.0007988016742651,,0.222459804733986,0.023374494984597,0.0070983666369224,6.505838076714346e-08,1.5858287664655839e-16,-80.08186304619561,513.99699189431,0.0236453282354809,True,10,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.32368,True,0.2299991612666082,0.0124685351197613,True,1.0,0.0006764753199992,,0.2293579273466082,0.012576282414866,0.0040706910920438,7.075904276563018e-08,7.621614686071046e-16,-153.9057891587619,902.1486149628312,0.0130095714576421,True,11,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.34368,True,0.2362560499592304,0.0017780698451351,True,1.0,0.0005784096008242,,0.2357144870792304,0.0018796416341955,0.0006459952368403,2.7653109196718503e-08,1.857092202922333e-14,-559.9539764052349,3000.0,0.0018923262891811,True,12,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.34618,True,0.2365090570458081,0.0005425615366117,True,1.0,3.6739602416560485e-05,,0.2364750733530081,0.0005495419916363,0.0001902404466646,2.767964204615849e-08,9.486305848122203e-15,-567.5679506520054,3000.0,0.0011229744138825,True,13,0.0025,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.1,0.34743,True,0.236855366489897,1e-08,True,2.0,9.217811028094442e-05,,0.236842292057897,4.563308418674561e-05,1.585430243900103e-05,1.0773767151857348e-06,1.0289108586568322e-14,-571.1010518501105,3000.0,0.0013473155290862,True,14,0.0012499999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.13,True,0.1559861188608001,0.1107907572182442,True,0.0,0.0,,0.1559861188608001,0.1107907572182442,0.0144027984383717,8.907105944946512e-08,3.0234964564249894e-18,-11.776388774380363,241.80782347921203,0.1108227421660621,True,0,0.0,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.14,True,0.1559861188608001,0.1107907572182442,True,1.0,0.0148061321122177,,0.1656796654080001,0.1051948501545567,0.0147272790216379,2.8191901688480718e-08,3.466284534259592e-18,-12.816606530885815,238.53121312128744,0.1052295298642188,True,1,0.01,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.152,True,0.1773119212646401,0.0984797616781317,True,1.0,0.0012260043907685,,0.1760885740646401,0.098520098988515,0.0149750550462542,6.854446836954623e-08,4.110997788357466e-18,-14.18489610502473,236.68985743209504,0.0985402412230617,True,2,0.012,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.1664,True,0.1885792644526082,0.0905103975892651,True,1.0,0.0014158384560638,,0.1871676528046082,0.0905650581072373,0.0150700256690442,7.914511452700728e-08,5.022052870663029e-18,-16.047349949814542,237.3617258095848,0.0905669060618434,True,3,0.0143999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.18368,True,0.2004625472925698,0.081019009049704,True,1.0,0.0016157639578082,,0.1988537608605698,0.0810940080223053,0.014895347393537,4.1909395249460056e-08,6.518161775620528e-18,-18.704305495604505,242.38950558223905,0.0811074837720595,True,4,0.0172799999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.20368,True,0.2123793488883032,0.0701321444980784,True,1.0,0.0017297268871807,,0.2106601990131032,0.0702276416326374,0.0143039660477355,5.139586093374408e-08,9.30985371213746e-18,-22.59441871475432,254.71094447334468,0.0703247116146251,True,5,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.22368,True,0.2224666371656365,0.0593612752429695,True,1.0,0.0014652681201387,,0.2210142723656366,0.0594582896125442,0.0132996302205338,6.48934234891003e-08,1.41773399914e-17,-27.81659757913904,276.0704833595418,0.0596280480634755,True,6,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.2436799999999999,True,0.2313683457181699,0.048688937592451,True,1.0,0.0011720424191497,,0.2302106901661699,0.0487804759112168,0.0118868263700453,6.180553300553915e-08,2.3701724097692668e-17,-35.24077535804481,310.96443924173474,0.0489594401553981,True,7,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.2636799999999999,True,0.2394071079667033,0.0381026622098894,True,1.0,0.0009584483633399,,0.2384651743987033,0.0381912404502533,0.0100702662819228,3.463022348770408e-08,4.5195750021164455e-17,-46.67728810710147,369.2458273702954,0.0383065050758936,True,8,0.0199999999999999,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
alpha_trace,1.15,0.28368,True,0.2467196586312366,0.0276020049892898,True,1.0,0.0007955238105615,,0.2459424702792366,0.0276869114064294,0.0078542230277758,5.344848958179726e-08,1.06087076417566e-16,-66.64185834882912,475.9586778779752,0.0277058341472236,True,9,0.02,assets/pinn_supersonic/runs/supersonic_neutral_boundary_lowM_M100_120/alpha_traces.csv
