metric,n_pairs,direct_mean,direct_median,direct_p90,direct_p95,direct_p99,direct_max,final_mean,final_median,final_p90,final_p95,final_p99,final_max,n_final_better,fraction_final_better,median_ratio_final_over_direct,median_reduction_percent
pressure_relative_error,20,0.17327575483580848,0.0839686388733072,0.4768596534484105,0.4808161717549492,0.48876076351595005,0.4907469114562003,0.0011636799669235947,0.00031383313596265,0.00340217096843461,0.00367189137169323,0.003965858853727845,0.0040393507242365,20,1.0,0.008983708024897431,99.10162919751026
density_relative_error,20,0.17327575483580848,0.0839686388733072,0.4768596534484105,0.4808161717549492,0.48876076351595016,0.4907469114562004,0.001163679966923594,0.00031383313596265,0.00340217096843461,0.0036718913716932253,0.003965858853727764,0.0040393507242364,20,1.0,0.008983708024897672,99.10162919751023
streamwise_velocity_relative_error,20,1.0074948547096685,0.8816300424257721,1.162759064111738,1.8190611243845576,4.438048105685285,5.092794851010472,0.003495140355925865,0.00399377813599235,0.007027099269360651,0.0077231970107211265,0.008845798813412704,0.0091264492640856,20,1.0,0.0036252717515096312,99.63747282484904
transverse_velocity_relative_error,20,0.3453476783261437,0.17800400243148862,0.8336445068405428,0.8621764869043352,0.9049043913254319,0.9155863674307062,0.0023207891776017434,0.0014202111322591,0.00599874795617988,0.006020933684314135,0.006287927054255787,0.0063546753967412,20,1.0,0.004366175188516259,99.56338248114838
mean_modal_relative_error,20,0.42484851067685725,0.4506033826429843,0.647182935233907,0.7318799211985574,1.1790422782754748,1.2908328675447052,0.002035822366843699,0.0015063915878732,0.004859574303596899,0.005312532237093801,0.0054790501422546005,0.0055206796185448,20,1.0,0.0032353972196440305,99.6764602780356
maximum_modal_relative_error,20,1.0074948547096685,0.8816300424257721,1.162759064111738,1.8190611243845576,4.438048105685285,5.092794851010472,0.0035324390467494104,0.00399377813599235,0.007027099269360651,0.0077231970107211265,0.008845798813412704,0.0091264492640856,20,1.0,0.003714249322274039,99.6285750677726
pressure_overlap_defect,20,0.030532544560066672,0.003562851160374525,0.1210168492010249,0.12318081563206364,0.12759028347103943,0.12869265043078337,1.7328177561393155e-06,5.289482846171367e-08,5.7902997051439985e-06,6.744177377138173e-06,7.874109327259403e-06,8.156592314789712e-06,20,1.0,9.16822327282044e-05,99.99083177672719
