alpha,Mach,y,p_real,p_imag,line_id,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,source_fields_csv,source_label,source_group,reference_cr,reference_ci,reference_omega_i,trusted_spectral,trusted_modal,best_status,source_csv
0.175,1.4,-207.50240893447204,0.0252948528934882,-0.0257337769586139,M1p40_branch_guided_0p175000,0.049577911671237,-0.0504382028388834,0.0186006514204849,-0.020233893393045,-0.0301542646248338,0.0298287268593322,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-199.53617216804503,-0.0391759424053029,-0.0078843724455555,M1p40_branch_guided_0p175000,-0.0767848471143938,-0.0154533699932888,-0.0300235441046594,-0.0050046469674107,0.0459148641840623,0.0099127614109027,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-192.15552421123635,0.0096552028408357,0.0428504368065875,M1p40_branch_guided_0p175000,0.018924197568038,0.0839868561409114,0.0084409616650505,0.0323742352461195,-0.010641532512725,-0.0505228408327339,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-185.2981828979266,0.0420719103091279,-0.0230210601462385,M1p40_branch_guided_0p175000,0.0824609442058908,-0.0451212778866275,0.0314413053527871,-0.0185959462144822,-0.0498282032511445,0.0263637347388341,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-178.91039594358864,-0.0316259897589279,-0.0413382287692826,M1p40_branch_guided_0p175000,-0.0619869399274988,-0.081022928387794,-0.0251277999448304,-0.0306637196489337,0.0364895107561639,0.0491077696958504,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-172.94552902085127,-0.0432813934787286,0.0358212510879749,M1p40_branch_guided_0p175000,-0.084831531218308,0.0702096521324307,-0.0320361556086822,0.0283709269415669,0.0514608163842052,-0.0413883086071584,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-167.36292530172383,0.0353850244439589,0.0488852306409578,M1p40_branch_guided_0p175000,0.0693546479101595,0.0958150520562774,0.0281815128913718,0.036313201481098,-0.0407831932664842,-0.058040011432584,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-162.12697746408418,0.0575896465787602,-0.02912414524094,M1p40_branch_guided_0p175000,0.1128757072943701,-0.0570833246722425,0.0430988601513292,-0.0236369980555686,-0.0681673826099158,0.0332810316746835,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-157.20636737459964,-0.0153224696965661,-0.06700504396114,M1p40_branch_guided_0p175000,-0.0300320406052696,-0.1313298861638344,-0.0133701266754614,-0.0506177328226843,0.0169041818529749,0.0790060538126454,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-152.57343913495845,-0.0726009285344047,-0.0070055281940643,M1p40_branch_guided_0p175000,-0.1422978199274333,-0.0137308352603661,-0.0554460551962205,-0.0034846756286206,0.0852149243372159,0.0094309756003517,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-148.2036789752433,-0.0361803249971585,0.0681269270704198,M1p40_branch_guided_0p175000,-0.0709134369944307,0.1335287770580229,-0.0258079906720248,0.0527829512044223,0.0436473737858977,-0.0794754033798823,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-144.07528133716403,0.0476172328087331,0.0659307403295055,M1p40_branch_guided_0p175000,0.093329776305117,0.1292242510458307,0.0379272755350948,0.048977741081344,-0.0548790738754778,-0.078275901216043,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-140.16878493148909,0.0849992806152248,-0.0092605211251635,M1p40_branch_guided_0p175000,0.1665985900058406,-0.0181506214053206,0.0644702348462985,-0.0092135528462026,-0.1000553601427238,0.0094826488561401,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-136.4667659493793,0.0400921733592397,-0.0801917290852208,M1p40_branch_guided_0p175000,0.0785806597841098,-0.1571757890070327,0.0284787475383988,-0.0620669126072215,-0.0484440463679605,0.0935910888136488,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-132.95357822330402,-0.0436490541033471,-0.0830062857930434,M1p40_branch_guided_0p175000,-0.0855521460425603,-0.1626923201543651,-0.0353412027345537,-0.06207758216833,0.0499335711497667,0.098279961856043,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-129.61513216355064,-0.0961915861928625,-0.0181102476645478,M1p40_branch_guided_0p175000,-0.1885355089380104,-0.0354960854225137,-0.073687232966564,-0.0113375998935117,0.1127587510617949,0.0228717360870793,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-126.43870588331512,-0.0798586678647784,0.0633705869324387,M1p40_branch_guided_0p175000,-0.1565229890149657,0.1242063503875798,-0.0591793677036304,0.0502741536488118,0.0949056472390339,-0.0731648880707519,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-123.41278317385358,-0.0088631457653989,0.1056059389507653,M1p40_branch_guided_0p175000,-0.0173717657001819,0.2069876403434999,-0.0040585371471538,0.0806185243995691,0.0121585251229962,-0.1239762501395045,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-120.5269139796622,0.0704029867154883,0.0844783950756965,M1p40_branch_guided_0p175000,0.137989853962357,0.1655776543483651,0.0557452031217944,0.0625171168980339,-0.0813541407741635,-0.1004513346417777,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-117.771593810854,0.1129181727339616,0.0150781288901282,M1p40_branch_guided_0p175000,0.2213196185585647,0.0295531326246512,0.0863432111966524,0.0086035562279618,-0.1324680971663295,-0.0195837874748778,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-115.13815916042036,0.0987112703619317,-0.0643422250710136,M1p40_branch_guided_0p175000,0.1934740899093863,-0.1261107611391868,0.0735062394885508,-0.051493774436228,-0.117079799456324,0.0739960246149235,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-112.61869650172228,0.0375278420958191,-0.1157644228474792,M1p40_branch_guided_0p175000,0.0735545705078055,-0.2268982687810592,0.0256210161477047,-0.0890814636087254,-0.04601666200043,0.1354432180454928,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-110.20596285249484,-0.041547754406203,-0.118439990997146,M1p40_branch_guided_0p175000,-0.0814335986361578,-0.2321423823544062,-0.0346436681543941,-0.0891051073596639,0.046879566194947,0.1398918004452172,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-107.89331622579184,-0.106006012542579,-0.0740188503654179,M1p40_branch_guided_0p175000,-0.2077717845834549,-0.1450769467162191,-0.0825818446605008,-0.0536483550397485,0.1233721060256022,0.0887449267404305,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-105.67465456139688,-0.1330104593476991,-0.001468506409983,M1p40_branch_guided_0p175000,-0.2607005003214903,-0.0028782725635668,-0.1012920533394109,0.0022683338260802,0.1563076841027657,0.0039192222073231,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-103.54436195530197,-0.1155545063299597,0.0730329470139827,M1p40_branch_guided_0p175000,-0.2264868324067209,0.1431445761474062,-0.0861069582611518,0.0585384188452116,0.1370195535391809,-0.0839328062695651,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-101.49726118962214,-0.0616621312663788,0.1260588129750342,M1p40_branch_guided_0p175000,-0.1208577772821025,0.247075273431067,-0.0437312472297942,0.0975325247834175,0.0745522920474189,-0.1471446240949346,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-99.52857171814068,0.0109479877194113,0.1434995278628528,M1p40_branch_guided_0p175000,0.0214580559300462,0.2812590746111916,0.0119874678471455,0.1089607880259577,-0.0105013663815594,-0.1688405953409093,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-97.63387238975388,0.0817015044124051,0.1227486281665757,M1p40_branch_guided_0p175000,0.160134948648314,0.2405873112064884,0.0653205389851132,0.0913628201487376,-0.094002643222304,-0.1456179969367313,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-95.80906829795842,0.1330899017954253,0.0712056646143577,M1p40_branch_guided_0p175000,0.2608562075190336,0.1395631026441411,0.1031279287253742,0.050817294074467,-0.1552511464050823,-0.0858850813832643,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-94.05036123323686,0.1543588137129327,0.0025990388489494,M1p40_branch_guided_0p175000,0.3025432748773481,0.005094116143941,0.1175723427687914,-0.001951208025633,-0.1813805186975722,-0.0055999940401051,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-92.35422328961496,0.1426964571961315,-0.0673039369792387,M1p40_branch_guided_0p175000,0.2796850561044178,-0.1319157164793079,0.1069147129426507,-0.0548681821883898,-0.1688259819018499,0.0767517493205697,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-90.7173732394499,0.1023720137591694,-0.1244119453133766,M1p40_branch_guided_0p175000,0.2006491469679721,-0.2438474128142181,0.0747637113089938,-0.0973152514108025,-0.1223729016832297,0.1445377293013846,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-89.13675534352642,0.0426049156177504,-0.1587959092823328,M1p40_branch_guided_0p175000,0.0835056346107907,-0.3112399821933723,0.0283904410480618,-0.1219685843397646,-0.052693480464485,0.1859359296148339,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-87.60952030854423,-0.0250323732615413,-0.1657815713048499,M1p40_branch_guided_0p175000,-0.049063451592621,-0.3249318797575058,-0.0232765207091786,-0.1255645033204779,0.0266878301569676,0.1952617094060315,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-86.13300814232156,-0.0890412442911866,-0.1458277146683583,M1p40_branch_guided_0p175000,-0.1745208388107258,-0.2858223207499824,-0.0714954987263933,-0.1087449953859236,0.102248743740008,0.17286469016774,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
0.175,1.4,-84.70473268967798,-0.1398562147131146,-0.1035498109722868,M1p40_branch_guided_0p175000,-0.2741181808377045,-0.2029576295056821,-0.1091022392391228,-0.0752671263981806,0.162670504600696,0.1240118719013892,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields_M140_branch_guided.csv,supersonic_reference_core_local_modal_fields_M140_branch_guided,shooting,0.3121554515116973,0.0438821492820227,0.0076793761243539,True,True,validated,assets/classic_supersonic/shooting/supersonic_shooting_modal_surface_core_M140_branch_guided_relaxed_summary.csv
