epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_first_order_v_energy,loss_first_order_amp_cap,loss_classic_mode_supervision,loss_classic_full_mode_supervision,loss_classic_balanced_full_mode_supervision,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_riccati_shooting_path,loss_riccati_ci_local_min,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_window,loss_ci_supervision,grad_norm_ci,grad_norm_mode,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_p_rel_weighted_mean,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
11,0.8037146329879761,0.1656450629234314,0.4014729857444763,0.030818548053503036,0.004664374515414238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018306764832232147,0.0,0.029478318989276886,0.004249192774295807,0.0,0.0,0.0,0.0,0.0,0.008582753129303455,0.11380705237388611,0.0,0.0,16.022531509399414,16.022531509399414,0.0,0.0,0.0,0,3.0000009536743164,0.1696821004152298,,,,,,,,,,,,,,,,,0.8037146329879761,0,,
12,1.3481935262680054,0.22998833656311035,0.8288750648498535,0.07604485750198364,0.0034213257022202015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.199940541293472e-05,0.0,0.06239099055528641,0.0033589256927371025,0.0,0.0,0.0,0.0,0.0,0.008116465993225574,0.11210405081510544,0.0,0.0,23.308467864990234,23.308467864990234,0.0,0.0,0.0,0,3.0000009536743164,0.1660490185022354,,,,,,,,,,,,,,,,,1.3481935262680054,0,,
13,0.9802035093307495,0.18847692012786865,0.5296344757080078,0.035824377089738846,0.008569534868001938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018463734886609018,0.0,0.026780828833580017,0.009482214227318764,0.0,0.0,0.0,0.0,0.0,0.007789071649312973,0.10771770030260086,0.0,0.0,19.968603134155273,19.968603134155273,0.0,0.0,0.0,0,3.0000009536743164,0.16244813799858093,,,,,,,,,,,,,,,,,0.9802035093307495,0,,
14,0.7068153619766235,0.11560805141925812,0.37608802318573,0.026026397943496704,0.005791201256215572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014826093683950603,0.0,0.025690551847219467,0.004617304541170597,0.0,0.0,0.0,0.0,0.0,0.007635646965354681,0.09940391778945923,0.0,0.0,13.110328674316406,13.110328674316406,0.0,0.0,0.0,0,3.0000009536743164,0.15876246988773346,,,,,,,,,,,,,,,,,0.7068153619766235,0,,
15,0.5869675874710083,0.0830981582403183,0.3009049594402313,0.022868651896715164,0.003610922023653984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.614455636125058e-05,0.0,0.02748980186879635,0.00344426603987813,0.0,0.0,0.0,0.0,0.0,0.007644982077181339,0.08760039508342743,0.0,0.0,9.592705726623535,9.592705726623535,0.0,0.0,0.0,0,3.0000009536743164,0.15508174896240234,,,,,,,,,,,,,,,,,0.5869675874710083,0,,
16,0.6570974588394165,0.11137893795967102,0.334364652633667,0.021178198978304863,0.006129133515059948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002923977153841406,0.0,0.019848717376589775,0.006889564450830221,0.0,0.0,0.0,0.0,0.0,0.00792872067540884,0.07158136367797852,0.0,0.0,13.664462089538574,13.664462089538574,0.0,0.0,0.0,0,3.0000009536743164,0.15135557949543,,,,,,,,,,,,,,,,,0.6570974588394165,0,,
17,0.6684788465499878,0.1255818009376526,0.33966192603111267,0.029923712834715843,0.0020212391391396523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022102941875346005,0.0,0.03817793354392052,0.0018528508953750134,0.0,0.0,0.0,0.0,0.0,0.008189934305846691,0.05810396000742912,0.0,0.0,10.383788108825684,10.383788108825684,0.0,0.0,0.0,0,3.0000009536743164,0.14750979840755463,,,,,,,,,,,,,,,,,0.6684788465499878,0,,
18,0.5482834577560425,0.08373558521270752,0.2833016514778137,0.022194677963852882,0.0030677430331707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012298571527935565,0.0,0.024553466588258743,0.0030116005800664425,0.0,0.0,0.0,0.0,0.0,0.00838328804820776,0.04719734936952591,0.0,0.0,9.122086524963379,9.122086524963379,0.0,0.0,0.0,0,3.0000009536743164,0.1435200423002243,,,,,,,,,,,,,,,,,0.5482834577560425,0,,
19,0.5058781504631042,0.09312615543603897,0.2451046258211136,0.018036987632513046,0.0032367371022701263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.566200656583533e-05,0.0,0.01882364973425865,0.0031383063178509474,0.0,0.0,0.0,0.0,0.0,0.008570610545575619,0.03761838749051094,0.0,0.0,10.331731796264648,10.331731796264648,0.0,0.0,0.0,0,3.0000009536743164,0.13943572342395782,,,,,,,,,,,,,,,,,0.5058781504631042,0,,
20,0.5564255118370056,0.10902915149927139,0.2963700294494629,0.027400726452469826,0.0011181386653333902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.879155312664807e-05,0.0,0.02067795768380165,0.001005992409773171,0.0,0.0,0.0,0.0,0.0,0.008601637557148933,0.030724285170435905,0.0,0.0,8.848953247070312,8.848953247070312,0.0,0.0,0.0,0,3.0000009536743164,0.13521917164325714,,,,,,,,,,,,,,,,,0.5564255118370056,0,,
21,0.5445786714553833,0.0785902813076973,0.3050573468208313,0.02533043548464775,0.0025876499712467194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.812491872347891e-05,0.0,0.021335382014513016,0.0025996160693466663,0.0,0.0,0.0,0.0,0.0,0.00839434564113617,0.02645857073366642,0.0,0.0,9.648140907287598,9.648140907287598,0.0,0.0,0.0,0,3.0000009536743164,0.1308853179216385,,,,,,,,,,,,,,,,,0.5445786714553833,0,,
22,0.4557843804359436,0.04600228741765022,0.25644493103027344,0.0165044404566288,0.004570025950670242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667081909952685e-05,0.0,0.013963348232209682,0.00415045628324151,0.0,0.0,0.0,0.0,0.0,0.008012013509869576,0.023806679993867874,0.0,0.0,8.698885917663574,8.698885917663574,0.0,0.0,0.0,0,3.0000009536743164,0.12639406323432922,,,,,,,,,,,,,,,,,0.4557843804359436,0,,
23,0.42891889810562134,0.0821666419506073,0.20342490077018738,0.018369656056165695,0.0009864167077466846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.859166700858623e-05,0.0,0.024012284353375435,0.0010676877573132515,0.0,0.0,0.0,0.0,0.0,0.007536720018833876,0.021902289241552353,0.0,0.0,4.411853790283203,4.411853790283203,0.0,0.0,0.0,0,3.0000009536743164,0.1216687560081482,,,,,,,,,,,,,,,,,0.42891889810562134,0,,
24,0.4594123959541321,0.12347657978534698,0.2004477083683014,0.016282904893159866,0.0018809335306286812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003221074875909835,0.0,0.020080002024769783,0.0018058957066386938,0.0,0.0,0.0,0.0,0.0,0.006842287257313728,0.021695081144571304,0.0,0.0,9.039326667785645,9.039326667785645,0.0,0.0,0.0,0,3.0000009536743164,0.11700090765953064,,,,,,,,,,,,,,,,,0.4594123959541321,0,,
25,0.5023402571678162,0.08915276825428009,0.2655247449874878,0.021586861461400986,0.002482806798070669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018658250337466598,0.0,0.026643916964530945,0.002639130689203739,0.0,0.0,0.0,0.0,0.0,0.006129915826022625,0.022059613838791847,0.0,0.0,9.864456176757812,9.864456176757812,0.0,0.0,0.0,0,3.0000009536743164,0.11240321397781372,,,,,,,,,,,,,,,,,0.5023402571678162,0,,
26,0.39191100001335144,0.0804332047700882,0.19548407196998596,0.016373910009860992,0.0015872481744736433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002483762218616903,0.0,0.018331490457057953,0.0014928295277059078,0.0,0.0,0.0,0.0,0.0,0.005515993572771549,0.021972566843032837,0.0,0.0,7.281135559082031,7.281135559082031,0.0,0.0,0.0,0,3.0000009536743164,0.10779725760221481,,,,,,,,,,,,,,,,,0.39191100001335144,0,,
27,0.33706754446029663,0.06740577518939972,0.16583651304244995,0.01307421363890171,0.0017547191819176078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019896210869774222,0.0,0.01290454063564539,0.002075220923870802,0.0,0.0,0.0,0.0,0.0,0.004960916470736265,0.021620869636535645,0.0,0.0,5.839530944824219,5.839530944824219,0.0,0.0,0.0,0,3.0000009536743164,0.10309896618127823,,,,,,,,,,,,,,,,,0.33706754446029663,0,,
28,0.33749619126319885,0.07744523882865906,0.1667439341545105,0.012700380757451057,0.0019870069809257984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011263017950113863,0.0,0.011661541648209095,0.001799832796677947,0.0,0.0,0.0,0.0,0.0,0.004455007147043943,0.020944077521562576,0.0,0.0,8.15413761138916,8.15413761138916,0.0,0.0,0.0,0,3.0000009536743164,0.09850028157234192,,,,,,,,,,,,,,,,,0.33749619126319885,0,,
29,0.39506256580352783,0.08630690723657608,0.21236729621887207,0.01932535320520401,0.0009556885343044996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019714314839802682,0.0,0.018731357529759407,0.0009796618251129985,0.0,0.0,0.0,0.0,0.0,0.00400861632078886,0.020032957196235657,0.0,0.0,6.501914024353027,6.501914024353027,0.0,0.0,0.0,0,3.0000009536743164,0.09393379092216492,,,,,,,,,,,,,,,,,0.39506256580352783,0,,
30,0.41583797335624695,0.06808200478553772,0.233054056763649,0.02049863338470459,0.0014033862389624119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.273207251681015e-05,0.0,0.02828039973974228,0.0015021651051938534,0.0,0.0,0.0,0.0,0.0,0.0036407310981303453,0.018505582585930824,0.0,0.0,5.995700836181641,5.995700836181641,0.0,0.0,0.0,0,3.0000009536743164,0.08936808258295059,,,,,,,,,,,,,,,,,0.41583797335624695,0,,
31,0.32713231444358826,0.06851711869239807,0.17714938521385193,0.015967532992362976,0.0008737031603232026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213214848889038e-05,0.0,0.015719449147582054,0.0010096662444993854,0.0,0.0,0.0,0.0,0.0,0.003333893371745944,0.01650000736117363,0.0,0.0,5.455837249755859,5.455837249755859,0.0,0.0,0.0,0,3.0000009536743164,0.08481869846582413,,,,,,,,,,,,,,,,,0.32713231444358826,0,,
32,0.3224228620529175,0.047374725341796875,0.19962605834007263,0.017745360732078552,0.0011086228769272566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8988284611841664e-05,0.0,0.015015790238976479,0.0009402157156728208,0.0,0.0,0.0,0.0,0.0,0.00304312352091074,0.014585226774215698,0.0,0.0,5.40476655960083,5.40476655960083,0.0,0.0,0.0,0,3.0000009536743164,0.08030983805656433,,,,,,,,,,,,,,,,,0.3224228620529175,0,,
33,0.3393620252609253,0.04986005648970604,0.2108735889196396,0.017262499779462814,0.0019124291138723493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7388745113275945e-05,0.0,0.014637202955782413,0.001885046949610114,0.0,0.0,0.0,0.0,0.0,0.00277037569321692,0.012765858322381973,0.0,0.0,7.361116886138916,7.361116886138916,0.0,0.0,0.0,0,3.0000009536743164,0.07596509158611298,,,,,,,,,,,,,,,,,0.3393620252609253,0,,
34,0.31781429052352905,0.06918171048164368,0.17280055582523346,0.015568475238978863,0.0008557899273000658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1543964218581095e-05,0.0,0.019153697416186333,0.0007995817577466369,0.0,0.0,0.0,0.0,0.0,0.0025449413806200027,0.010841703973710537,0.0,0.0,5.9298787117004395,5.9298787117004395,0.0,0.0,0.0,0,3.0000009536743164,0.07175867259502411,,,,,,,,,,,,,,,,,0.31781429052352905,0,,
35,0.31757569313049316,0.07251597940921783,0.1751946359872818,0.01653500646352768,0.0004922288353554904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017695619317237288,0.0,0.01800607144832611,0.0006311225588433444,0.0,0.0,0.0,0.0,0.0,0.0023352820426225662,0.009132702834904194,0.0,0.0,7.339270114898682,7.339270114898682,0.0,0.0,0.0,0,3.0000009536743164,0.06779777258634567,,,,,,,,,,,,,,,,,0.31757569313049316,0,,
36,0.3166614770889282,0.039012812077999115,0.20767198503017426,0.017609193921089172,0.001579002127982676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2055136721755844e-05,0.0,0.016352323815226555,0.001480901031754911,0.0,0.0,0.0,0.0,0.0,0.002160233911126852,0.007524482440203428,0.0,0.0,5.560202121734619,5.560202121734619,0.0,0.0,0.0,0,3.0000009536743164,0.06392817199230194,,,,,,,,,,,,,,,,,0.3166614770889282,0,,
37,0.3650306761264801,0.06880149990320206,0.22508004307746887,0.0213799849152565,0.0005640095914714038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012292154133319855,0.0,0.021475575864315033,0.0005817352794110775,0.0,0.0,0.0,0.0,0.0,0.001981030683964491,0.006238409783691168,0.0,0.0,7.064019680023193,7.064019680023193,0.0,0.0,0.0,0,3.0000009536743164,0.06029350310564041,,,,,,,,,,,,,,,,,0.3650306761264801,0,,
38,0.28660890460014343,0.06298594921827316,0.16673685610294342,0.01625658944249153,0.0002085486048599705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5373552489327267e-05,0.0,0.017101235687732697,0.00021904968889430165,0.0,0.0,0.0,0.0,0.0,0.0018256756011396646,0.005095173604786396,0.0,0.0,4.416389465332031,4.416389465332031,0.0,0.0,0.0,0,3.0000009536743164,0.056704990565776825,,,,,,,,,,,,,,,,,0.28660890460014343,0,,
39,0.4066277742385864,0.0647786557674408,0.2675360441207886,0.02283470705151558,0.0019594496116042137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011376752809155732,0.0,0.02185027115046978,0.0014132538344711065,0.0,0.0,0.0,0.0,0.0,0.0016642422415316105,0.00419053016230464,0.0,0.0,11.304208755493164,11.304208755493164,0.0,0.0,0.0,0,3.0000009536743164,0.05349126085639,,,,,,,,,,,,,,,,,0.4066277742385864,0,,
40,0.328969269990921,0.0575004443526268,0.21409428119659424,0.016016222536563873,0.0026966030709445477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010332414240110666,0.0,0.013222632929682732,0.0016776993870735168,0.0,0.0,0.0,0.0,0.0,0.0015264010289683938,0.0034540523774921894,0.0,0.0,10.895929336547852,10.895929336547852,0.0,0.0,0.0,0,3.0000009536743164,0.05064334720373154,,,,,,,,,,,,,,,,,0.328969269990921,0,,
41,0.33535468578338623,0.06908531486988068,0.2056809365749359,0.020179547369480133,0.00019427292863838375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.395326348254457e-05,0.0,0.021832672879099846,0.00018068336066789925,0.0,0.0,0.0,0.0,0.0,0.0013769370270892978,0.0030769738368690014,0.0,0.0,7.474750995635986,7.474750995635986,0.0,0.0,0.0,0,3.0000009536743164,0.047971080988645554,,,,,,,,,,,,,,,,,0.33535468578338623,0,,
42,0.2816791832447052,0.08133268356323242,0.15229566395282745,0.01493358425796032,0.0001479911879869178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021600430773105472,0.0,0.016126034781336784,0.00011931089829886332,0.0,0.0,0.0,0.0,0.0,0.0012371647171676159,0.002785253804177046,0.0,0.0,9.629206657409668,9.629206657409668,0.0,0.0,0.0,0,3.0000009536743164,0.04554091393947601,,,,,,,,,,,,,,,,,0.2816791832447052,0,,
43,0.2512424886226654,0.04071673005819321,0.15754082798957825,0.014417572878301144,0.0006682553794234991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8331414291169494e-05,0.0,0.01763591729104519,0.000637816556263715,0.0,0.0,0.0,0.0,0.0,0.001107015646994114,0.0025975049939006567,0.0,0.0,5.4890666007995605,5.4890666007995605,0.0,0.0,0.0,0,3.0000009536743164,0.0432111956179142,,,,,,,,,,,,,,,,,0.2512424886226654,0,,
44,0.37104475498199463,0.092325359582901,0.21944810450077057,0.020576953887939453,0.0006839283159933984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004938800120726228,0.0,0.019913822412490845,0.0007364886114373803,0.0,0.0,0.0,0.0,0.0,0.0009859772399067879,0.0024451164063066244,0.0,0.0,12.7020845413208,12.7020845413208,0.0,0.0,0.0,0,3.0000009536743164,0.04120197892189026,,,,,,,,,,,,,,,,,0.37104475498199463,0,,
45,0.28468090295791626,0.04382241517305374,0.19041620194911957,0.01771419309079647,0.0006637135520577431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203383964020759e-05,0.0,0.01773720607161522,0.0005915526417084038,0.0,0.0,0.0,0.0,0.0,0.0008697906159795821,0.0024547225330024958,0.0,0.0,6.279220104217529,6.279220104217529,0.0,0.0,0.0,0,3.0000009536743164,0.03932933509349823,,,,,,,,,,,,,,,,,0.28468090295791626,0,,
46,0.30023592710494995,0.09373055398464203,0.16081207990646362,0.015445820055902004,0.00031769421184435487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004171524487901479,0.0,0.016164854168891907,0.00029766635270789266,0.0,0.0,0.0,0.0,0.0,0.0007646685116924345,0.00249957712367177,0.0,0.0,11.408106803894043,11.408106803894043,0.0,0.0,0.0,0,3.0000009536743164,0.03771017864346504,,,,,,,,,,,,,,,,,0.30023592710494995,0,,
47,0.27033889293670654,0.09487995505332947,0.13852980732917786,0.013508237898349762,0.0001723717141430825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017088049207814038,0.0,0.013284044340252876,0.00018519828154239804,0.0,0.0,0.0,0.0,0.0,0.0006710562738589942,0.0026289685629308224,0.0,0.0,9.523603439331055,9.523603439331055,0.0,0.0,0.0,0,3.0000009536743164,0.03632713481783867,,,,,,,,,,,,,,,,,0.27033889293670654,0,,
48,0.2768355906009674,0.05472468584775925,0.1802479773759842,0.017493609338998795,0.0002655946300365031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.292437658179551e-05,0.0,0.016125628724694252,0.00024277291959151626,0.0,0.0,0.0,0.0,0.0,0.0005880819517187774,0.0028480871114879847,0.0,0.0,6.747214317321777,6.747214317321777,0.0,0.0,0.0,0,3.0000009536743164,0.0350135937333107,,,,,,,,,,,,,,,,,0.2768355906009674,0,,
