benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
13,C21,1.55,0.125,0.3703371637014682,0.0431153363587604,0.36736795,0.043509062,0.0029952044814262595,COMPLETED,,0.370346465625,0.043118437,2.0208444060783384e-06,7.134615957560917e-21,2.0208444060783456e-06,True,True,0,0.015,0.008,12,343.35247817699565,9.805088346803204e-06
46,C22,1.6,0.215,0.424176093175513,0.0134043239656545,0.4290175,0.012155578,0.004999858650694779,COMPLETED,,0.42418351562499995,0.013407610142578127,3.0883755771215752e-06,3.888091895442343e-21,3.088375577121579e-06,True,True,0,0.015,0.015,12,422.60068078595214,8.117371197583429e-06
39,C22,1.5,0.26,0.4009402834535217,0.004115655538778,0.40554786,0.005630315,0.004850149988930889,COMPLETED,,0.4009482506250001,0.0041165101936848966,3.6323113545224146e-06,4.425345792436817e-22,3.632311354522415e-06,True,True,0,0.015,0.015,12,439.11171746096807,8.012880654093957e-06
24,C21,1.6,0.165,0.4075763664092604,0.0283818407079103,0.40952528,0.028183643,0.0019589656749392725,COMPLETED,,0.40758192062500004,0.028386767999999996,2.1820219403378556e-06,7.144972674938431e-21,2.182021940337863e-06,True,True,0,0.015,0.008,12,378.1091445670463,7.4247908939813965e-06
16,C21,1.55,0.165,0.388940541897801,0.0325068501349592,0.3932344,0.032051366,0.004317948957435651,COMPLETED,,0.38894729062500005,0.032504491,2.0695870910714882e-06,6.6043963529798215e-21,2.069587091071495e-06,True,True,0,0.015,0.008,12,373.2117483629845,7.14918432853022e-06
4,C21,1.45,0.185,0.3568359823845386,0.0356190876845879,0.34884328,0.03651572,0.008042837864637765,COMPLETED,,0.35683156125,0.03561467833333336,1.991268938344283e-06,3.636115238039671e-21,1.9912689383442868e-06,True,True,0,0.03,0.008,12,386.24069713504286,6.244101944607404e-06
22,C21,1.6,0.145,0.3994600626515951,0.0336135353339394,0.4085078,0.032321684,0.009139498399514123,COMPLETED,,0.3994583208333333,0.033618559,1.3525897388704507e-06,7.654036532032662e-21,1.3525897388704583e-06,True,True,0,0.1,0.008,12,361.27508987201145,5.317062304088335e-06
0,C21,1.45,0.145,0.3383320068640247,0.0492167811364693,0.3371437,0.049101308,0.0011939042040022747,COMPLETED,,0.33833510625,0.04922109966666667,1.256698417032546e-06,6.398295869965841e-21,1.2566984170325524e-06,True,True,0,0.03,0.008,12,346.437544306973,5.3156275725029165e-06
40,C22,1.5,0.27,0.403514362879259,0.0004165216734289,0.4031381,0.004748833,0.004348619917243232,COMPLETED,,0.403518959375,0.0004145335925292969,2.260521769501487e-06,2.158412557772139e-20,2.2605217695015086e-06,True,True,0,0.015,0.03,12,459.1067595250206,5.0080174480663565e-06
32,C22,1.45,0.24,0.3760432129770777,0.015218336859977,0.37057936,0.015146708,0.005464322469318801,COMPLETED,,0.3760383443750001,0.015218214826822915,2.0458802954023868e-06,3.6414231564824883e-22,2.045880295402387e-06,True,True,0,0.015,0.03,12,414.06112718896475,4.870131238551869e-06
25,C21,1.6,0.18,0.4130446251860968,0.0241253711968871,0.41099966,0.024542475,0.0020870692836892656,COMPLETED,,0.41304067562499996,0.024122553125000005,1.5605232065646212e-06,6.318549454840254e-21,1.5605232065646275e-06,True,True,0,0.015,0.015,12,397.7318618139834,4.851861706448169e-06
31,C22,1.45,0.225,0.3713411304308858,0.0209102435862027,0.36323148,0.022782478,0.008322961721128667,COMPLETED,,0.37133694875000006,0.020912686333333333,1.9070212186411222e-06,9.973570388972906e-22,1.9070212186411233e-06,True,True,0,0.03,0.008,12,405.7596068850253,4.842878129200304e-06
42,C22,1.55,0.22,0.4080469186717272,0.0149859443586828,0.40542606,0.01599856,0.0028096780267867134,COMPLETED,,0.40804324750000004,0.014982934999999996,1.8434434491163787e-06,2.720207984265671e-21,1.8434434491163814e-06,True,True,0,0.06,0.008,12,420.64288769400446,4.7469718276124734e-06
30,C22,1.45,0.215,0.3680049134964834,0.0246595970403425,0.36274987,0.026160354,0.005465139851997675,COMPLETED,,0.36800377624999997,0.024655145666666666,1.7263701433304916e-06,1.5716343483301367e-21,1.726370143330493e-06,True,True,0,0.03,0.008,12,400.3271723969956,4.594350570642781e-06
36,C22,1.5,0.225,0.3909953089569625,0.0168455808336089,0.38425064,0.018187176,0.006876804267208558,COMPLETED,,0.390998686875,0.01684863433333333,1.8017845329528228e-06,1.6366587138652136e-21,1.8017845329528245e-06,True,True,0,0.015,0.008,12,413.49869151599705,4.55348117764976e-06
1,C21,1.45,0.15,0.3409303879527062,0.0476035893642579,0.33829716,0.047938194,0.0026544019501901794,COMPLETED,,0.34093387875,0.04760616275000001,1.0714999421844603e-06,6.136320850240209e-21,1.0714999421844664e-06,True,True,0,0.03,0.03,12,350.1110923899687,4.336816796215211e-06
49,C22,1.6,0.245,0.4323109100583947,0.0036154516817713,0.4462423,0.0024399846,0.013980892266425201,COMPLETED,,0.43230675312500005,0.003616539845638021,1.8310864042998898e-06,2.4394426038557056e-21,1.8310864042998924e-06,True,True,0,0.015,0.015,12,446.27822616597405,4.296998469697089e-06
14,C21,1.55,0.14,0.3779264562753834,0.0394437041921252,0.38534254,0.038489178,0.007477260063818588,COMPLETED,,0.37793043062500004,0.03944230299999999,1.0043402661187083e-06,7.297430694494612e-21,1.0043402661187155e-06,True,True,0,0.015,0.008,12,352.2631878419779,4.214118442446243e-06
48,C22,1.6,0.235,0.4297203883667951,0.0069245349381622,0.44681585,0.0038354176,0.01737231862421696,COMPLETED,,0.4297162406250001,0.0069245222312500024,1.7058277004943832e-06,2.576065537626903e-21,1.7058277004943858e-06,True,True,0,0.015,0.015,12,436.8648783059907,4.1477612592587996e-06
2,C21,1.45,0.155,0.3434375068466994,0.0459618202213174,0.33926892,0.04678345,0.004248787096536294,COMPLETED,,0.343438841875,0.04596574166666667,1.0672425368497852e-06,5.840251128873432e-21,1.0672425368497912e-06,True,True,0,0.015,0.008,12,354.8421999969869,4.142467162306015e-06
6,C21,1.5,0.12,0.3463350090058034,0.0500656877706976,0.34150776,0.05030274,0.004833065975490824,COMPLETED,,0.34633197875000005,0.05006836500000001,7.636027475430187e-07,6.875340450618526e-21,7.636027475430256e-07,True,True,0,0.03,0.008,12,337.63672450295417,4.043514185871691e-06
21,C21,1.6,0.13,0.3926308723662205,0.0371067899327223,0.3968656,0.03641109,0.004291493507939312,COMPLETED,,0.39263382916666667,0.037104449375,8.409811674391899e-07,7.388456473979294e-21,8.409811674391973e-07,True,True,0,0.1,0.015,12,348.42404584999895,3.771058118061171e-06
27,C21,1.6,0.2,0.4196533405981313,0.0181124667794624,0.41844043,0.018245814,0.0012202186690443695,COMPLETED,,0.41965136750000004,0.018115605666666663,1.3203900662856056e-06,4.884842463597726e-21,1.3203900662856105e-06,True,True,0,0.06,0.008,12,412.8707179669873,3.7075233130343525e-06
