Mach,alpha,cr,ci,omega_i,ln_p_start_right_exact,max_y_limit_used,y,p_real,p_imag,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,validation_status,source,stage1_mismatch,stage2_mismatch_exact,max_edge_frac,max_center_jump,max_adjacent_jump,max_ylimit_rel_l2,campaign_target_status
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-798.3155430726542,1.9227038724874938e-05,3.18551739734041e-05,2.3264716857098675e-05,3.854476050781897e-05,1.628076078353486e-05,2.5749783359264524e-05,-1.3533087973952058e-05,-2.378433809374224e-05,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-692.6788647162124,-9.046312145460235e-05,-0.00010650372457041218,-0.00010946037696006886,-0.00012886950673019875,-7.586355790564051e-05,-8.564608570165172e-05,6.44940768932728e-05,8.001542633670858e-05,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-611.6975041989723,0.00018868254553998885,0.00033600419977863243,0.00022830588010338656,0.00040656508173214537,0.00016016728228198635,0.000271845399753947,-0.0001323627147494565,-0.0002506067946820487,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-547.641757909804,-0.0007642989593227244,0.00039356170697596037,-0.0009248017407804968,0.00047620966544091207,-0.0006189644753839569,0.00033516198305355165,0.0005693736112368737,-0.0002748866255709854,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-495.7073319692987,0.0005153791362753251,0.0015649728890830973,0.0006236087548931434,0.0018936171957905478,0.0004484925823630843,0.0012723249513325995,-0.0003492941254043144,-0.001160347289967986,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-452.7510168823478,-0.0017858139536258667,0.002185046035695987,-0.002160834883887299,0.002643905703192145,-0.001424722140225662,0.0018190352411242888,0.0013543153525514787,-0.001572679443504525,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-416.6299041814231,0.0016737999480816268,-0.004108826055193234,0.0020252979371787687,-0.004971679526783813,0.001300324580942079,-0.0033919364670200428,-0.0013083728285657346,0.0029891927466692385,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-385.8327899858146,-0.006517367580537789,0.00032083109678091064,-0.007886014772450723,0.00038820562710490135,-0.005329660019399612,0.00037342298556090864,0.004797743118111317,-0.00011252399310818853,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-359.2633782995576,-0.005528723251445688,0.007230522069194586,-0.006689755134249286,0.008748931703725451,-0.004402896216693663,0.006012886372908831,0.004201657999803774,-0.005211349300101241,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-336.107033392355,-0.007862300648910574,0.009282877870836115,-0.009513383785181795,0.0112322822237117,-0.0062782728889636,0.007732613058145746,0.005956186144853999,-0.006676105133941191,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-315.7457839211546,-0.0156653901044748,0.0010314748184056127,-0.01895512202641451,0.0012480845302707921,-0.012806146346205829,0.0011106657367752468,0.01153696302027039,-0.00046185318333768284,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-297.70235395674115,-0.004108705077538777,-0.019246981911238716,-0.004971533143821922,-0.023288848112598855,-0.003690569548262739,-0.015685724839394823,0.0026564912364096488,0.01422844898315388,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-281.6022786059547,0.023738373986003154,0.004031671068086869,0.028723432523063818,0.004878321992385112,0.019500757050838903,0.0028967877990792802,-0.017376515543765673,-0.003413450561913784,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-267.1476352318963,-0.024121009366693157,0.015841133831076267,-0.029186421333698725,0.019167771935602287,-0.019476158051518495,0.01337758515961404,0.01803397324088725,-0.0111901044123208,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-254.09843728586821,0.019708610971263238,-0.02768312660464644,0.023847419275228526,-0.033496583191622194,0.01566286506829861,-0.022996426915657966,-0.015014045608691396,0.019980037562978965,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-242.2592039345774,-0.02138154460435282,0.03311107758073416,-0.025871668971266915,0.040064403872688344,-0.016940056259820396,0.027468183674120513,0.016346748958295822,-0.023939087995796134,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-231.4691001620083,0.03269389107584137,-0.031093607308060517,0.039559608201768064,-0.03762326484275324,0.026234633194794025,-0.026008985669074024,-0.024625577922207705,0.02224170030666964,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-221.59458691632958,-0.049116419918864916,0.013951410042968695,-0.059430868101826545,0.016881206151992123,-0.03996951298004042,0.012255563126094268,0.03637522298464442,-0.009327654732689912,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-212.52386616185188,0.05215770187623157,0.02349048979353499,0.06311081927024019,0.028423492650177344,0.04309559168266229,0.01834265813655492,-0.0379025476991696,-0.018257779286617593,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-204.16262944760214,-0.01612871884759885,-0.06143785899372006,-0.01951574980559461,-0.0743398093824013,-0.01424736311841299,-0.050018824244314704,0.010695234888832304,0.04547534839002015,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-196.4307665623629,-0.05037494612764819,0.04857455485602715,-0.06095368481445431,0.05877521137579286,-0.04041117206326336,0.04061944670606626,0.03795583316720511,-0.03475931225774681,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
1.1,0.3,0.221072,0.025357199999999996,0.007607159999999998,-118.99963294425876,1200.0,-189.25979050259602,0.06913045454548811,0.03289170768281154,0.08364785000004062,0.039798966296201964,0.057149293052005175,0.025749965300189706,-0.05020324162913306,-0.025490949898107088,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,2.7435781916620895e-05,4.712532215991119e-16,4.730165256757468e-05,0.003019651699457425,0.1768080338379138,0.0019865804606405166,strict_auto_validated
