Mach,alpha,cr,ci,omega_i,ln_p_start_right_exact,max_y_limit_used,y,p_real,p_imag,rho_real,rho_imag,u_real,u_imag,v_real,v_imag,validation_status,source,stage1_mismatch,stage2_mismatch_exact,max_edge_frac,max_center_jump,max_adjacent_jump,max_ylimit_rel_l2,campaign_target_status
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-943.9903118065503,-2.7093641274892803e-05,1.0979599157243204e-05,-4.233381449202001e-05,1.7155623683192504e-05,-2.2877017857234017e-05,1.2253884950636841e-05,2.5272465929668526e-05,-7.299484331946331e-06,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-799.7756850568778,-4.256366668866455e-05,0.00012779689939617297,-6.650572920103835e-05,0.00019968265530652025,-2.548478706867441e-05,0.00011683071483555401,5.0013687973422795e-05,-0.00011040617712981692,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-693.7411532688972,-0.0004040771493295553,9.091726685125578e-05,-0.0006313705458274302,0.00014205822945508712,-0.00034807795552583914,0.00011846596685328782,0.0003701226298711543,-4.3680368479385515e-05,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-612.4971212035292,0.00043876465230987546,-0.000875623049292771,0.0006855697692341804,-0.0013681610145199546,0.0003044860599147811,-0.0008144007146910332,-0.00047435855897427136,0.0007427441127942831,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-548.2596038166039,-0.0007929456269774215,0.0017641545848878168,-0.001238977542152221,0.0027564915388872133,-0.0005330899307554488,0.001632196507784071,0.0008742200815095184,-0.001504930412917606,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-496.1946527380747,0.0027951815379551968,-0.0018601753005912383,0.004367471153054994,-0.0029065239071738094,0.002291368839364906,-0.001906306525941062,-0.0026751452442897354,0.001404114636824369,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-453.1417731749634,-0.0048359619300742595,-0.0021633654157856576,-0.0075561905157410314,-0.00338025846216509,-0.004473261222172075,-0.0014522464100612555,0.004126326888642539,0.002387237839248528,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-416.9474443209585,-0.001526107114632464,0.0076221402832923335,-0.002384542366613226,0.011909594192644271,-0.0006262516279397854,0.006872335343956563,0.002076774605916617,-0.006679350370213421,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-386.09366353922064,0.010471489690992325,0.002554241536100131,0.01636170264217551,0.0039910024001564536,0.009484667761998833,0.001264313242973707,-0.009133576231434914,-0.0032627033133746926,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
1.25,0.05,0.12004000000000001,0.12,0.006,-9.619976854143623,1200.0,-359.4796216333117,0.006737627443125381,-0.012600716551063271,0.01052754287988341,-0.01968861961103636,0.004755595953865179,-0.011759747924651882,-0.007205364267016992,0.010649006950399793,strict_auto_validated_requires_visual_confirmation,M18_M19_strict_scan,0.0001720756113997385,4.398924824046181e-18,4.7063184435324414e-05,0.00993851724351494,0.04869034340835538,0.00017436610238023986,strict_auto_validated
