step,ci_anchor_loss
1,0.059898991539794694
100,0.00012306236937063302
200,1.9934843489860243e-05
300,1.1618065836488318e-05
400,6.51250891508439e-06
500,3.368301010637673e-06
600,1.630132866781592e-06
700,7.506067975078264e-07
800,3.3413007479336456e-07
900,1.4519303479675634e-07
1000,6.157291394118603e-08
1100,2.52599798745095e-08
1200,9.901211178118065e-09
1300,3.6649074987132105e-09
1400,1.2692207377164627e-09
1500,4.084291300196299e-10
1600,1.214732002123436e-10
1700,3.3237863265970246e-11
1800,8.330345204899372e-12
1900,1.903707448653042e-12
2000,3.947667083772623e-13
2100,7.389332983551814e-14
2200,1.2414133049990297e-14
2300,1.8602721356713405e-15
2400,2.4697187594494355e-16
2500,2.883550302065828e-17
2600,2.9371454211009924e-18
2700,2.587262615302131e-19
2800,1.9524431626281485e-20
2900,1.2501252149906112e-21
3000,6.742020296091966e-23
