alpha,ci_reference,ci_classic_gep,ci_hybrid_4pt,ci_physics_only,amp_rel_hybrid_4pt,amp_rel_physics_only,phase_rmse_hybrid_4pt,phase_rmse_physics_only
0.5,0.2673341164147236,0.267339767946477,0.2683226466178894,0.02908329665660858,0.09028750913121121,0.1295270691321021,0.09330790660350656,0.1517896675785308
