alpha,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
0.07,20.0,4101,0.00026291344786013654,0.0011781573467329774,0.0004656671142753793,0.00014987159454661757,7.958031995059906e-05,3.249284159675782e-05,2.689881484435622e-05,0.0007867138406927855,0.0,0.00592768850306875,0.005769214843616486
0.0725,20.0,4101,0.00022167736814501955,0.0009029302106021347,0.00032924984727105745,9.887642848011892e-05,6.703286196594172e-05,2.5809872415162694e-05,1.908522602781554e-05,0.0004963786796553206,0.0,0.004813128480847436,0.004745903497400372
0.075,20.0,4101,0.00023108023968966942,0.0008471630839699518,0.00032563974607331393,6.900498174562981e-05,6.980761643795766e-05,2.5069376325477603e-05,2.0697953290348304e-05,0.0004683046429324921,0.0,0.004197624508644069,0.004191097467807679
0.0775,20.0,4101,0.00018845517658506395,0.0008046889135668426,0.0002046876323118909,8.521751393046667e-05,5.687495166647515e-05,2.4624983520894765e-05,1.3739276538686783e-05,0.00045184897469546423,0.0,0.0036261744548556863,0.0035906968523536113
0.1825,20.0,4101,0.0004334084531960794,0.0007530978478303754,0.0006940370725908395,0.00031865971467009486,0.00012463999610130635,5.645743406825431e-05,6.598369582344703e-05,0.002375109715261718,0.0,0.002661511316925821,0.0027755786869261305
0.185,20.0,4101,0.0005875015753662275,0.0009794258535623897,0.0008226156519578307,0.00042314766983954957,0.00016873880060499263,7.451293126859244e-05,0.00012093491379748259,0.004137182709854697,0.0,0.0027030667029867774,0.002896673622493474
0.1875,20.0,4101,0.00054497858284598,0.0007143709840742969,0.0005495547521301221,0.0003420631504092318,0.0001563232056992118,5.51451677905368e-05,0.00010379314909985653,0.0022659813392445936,0.0,0.0031948995691024207,0.003343453672228853
0.19,20.0,4101,0.0005458131390267647,0.0008653618816616287,0.0007033382743959908,0.0005232815069982837,0.0001563598257779683,6.776761124740162e-05,0.00010384178370245459,0.0034220453357717722,0.0,0.004693959833598774,0.004888340792022333
