scope,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
all,inf,216482,0.007335361373644883,0.002940891271076421,0.15049148268400483,0.00833514820671826,0.00211189876874145,0.0001594458745114693,1.0,1.0,0.0,0.004516813398470711,0.0040898803088060326
|y|<=5,5.0,161161,0.00028527929854295765,0.0006278304059822576,0.0003802331537637149,0.00019680703441554327,8.627760602001615e-05,3.2492003166056325e-05,0.001242476376294517,0.030914666233652115,0.0,0.0035180822073072994,0.0035478605384696867
|y|<=10,10.0,186548,0.0003154296265439363,0.0006218695286816922,0.0005086194722346172,0.00019680703441554327,9.417973108902723e-05,3.349782183436194e-05,0.0017137106822784983,0.03803429483706084,0.0,0.003207252920969537,0.0032406799536325707
|y|<=20,20.0,200970,0.0003703104817578265,0.0006967155577132088,0.0008226156519578307,0.0005232815069982837,0.00010921409734270507,3.8029710781631053e-05,0.002482679443449607,0.05281154980593936,0.0,0.003102510347789875,0.0031345709180187527
|y|<=50,50.0,210190,0.0006401224711137601,0.001026695783605349,0.008185103282622487,0.0019289609382322913,0.00018654807579831037,5.618849893428135e-05,0.007575749609981943,0.12057535389439332,0.0,0.003691944744481244,0.003699936340075172
|y|<=100,100.0,213367,0.000932502230212371,0.0014633782206323364,0.01337912228363316,0.00475204392823143,0.00027027458610580677,7.988647457483241e-05,0.016142458824747342,0.24741464204774313,0.0,0.0039010542440896276,0.00386746605445691
|y|<=500,500.0,215943,0.007183844533506951,0.00293283316892025,0.15049148268400483,0.00833514820671826,0.0020708534414591163,0.00015920731082518378,0.9591132111099077,0.9945274595601361,0.0,0.004512397039316504,0.004089146635607299
|y|<=2000,2000.0,216482,0.007335361373644883,0.002940891271076421,0.15049148268400483,0.00833514820671826,0.00211189876874145,0.0001594458745114693,1.0,1.0,0.0,0.004516813398470711,0.0040898803088060326
