alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.03,0.03,0.03,0.03,0,0.28005859375000014,0.12224609375,0.012224609375,0.12420739861807284,,,0.012346264487828912,1.1491971867428296e-18,-16.731096141885857,True,True,True,validated,-0.19162878052560856,max_ci_fallback,312.2216314332293
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.015,0.03,0.015,0.03,0,0.3100292968749999,0.12123046875000001,0.012123046875000001,0.15417810174307262,,,0.014796702649783694,3.490091792938539e-19,-18.498976558747167,True,True,True,validated,-0.19049063361751084,max_ci_fallback,319.74906091564213
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.015,0.03,0.015,0.03,0,0.23002929687500004,0.11919921875,0.011919921875000001,0.07417810174307274,,,0.007482799443808103,9.294135002522747e-19,-14.16645274454263,True,True,True,validated,-0.1888250787778096,max_ci_fallback,310.72470394440984
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.06,0.03,0.06,0.03,0,0.22011718750000003,0.11826171875000001,0.011826171875000001,0.06426599236807273,,,0.006425272786475835,7.620402314131123e-19,-13.659733971485982,True,True,True,validated,-0.18794045511067622,max_ci_fallback,311.11048960508515
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.03,0.03,0.03,0.03,0,0.20005859374999996,0.11646484374999999,0.011646484375,0.04420739861807266,,,0.004221307166074444,4.631778525868483e-19,-12.606192594249848,True,True,True,validated,-0.18625377839169627,max_ci_fallback,311.44428744215907
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.1,0.015,0.1,0.015,0,0.1623307291666666,0.114873046875,0.0114873046875,0.006479534034739304,,,1.5854936814349298e-06,1.1593996962109598e-18,-10.56171354671188,True,True,True,validated,-0.18487296760031594,max_ci_fallback,306.5163330196185
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.015,0.03,0.015,0.03,0,0.16231445312499995,0.11486328124999996,0.011486328124999997,0.006463257993072652,,,7.636596916897659e-07,1.1596000601667428e-18,-10.561269661304225,True,True,True,validated,-0.18486324306701538,max_ci_fallback,306.5376943496176
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.16232421874999994,0.11486328124999996,0.011486328124999997,0.006473023618072643,,,1.0961898065080782e-06,1.159293782880654e-18,-10.561789240743446,True,True,True,validated,-0.18486322644050962,max_ci_fallback,306.54021243454054
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.06,0.03,0.06,0.03,0,0.1623046875,0.11486328125,0.011486328125,0.0064534923680726886,,,1.513168309393845e-06,1.1596117764946296e-18,-10.560750105291504,True,True,True,validated,-0.18486320559158453,max_ci_fallback,306.5351761869308
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.06,0.03,0.06,0.03,0,0.1623046875,0.11486328124999996,0.011486328124999997,0.0064534923680726886,,,1.5131683094228824e-06,1.1596325791001876e-18,-10.56075010529151,True,True,True,validated,-0.18486320559158448,max_ci_fallback,306.5351761869309
