alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.03,0.03,0.03,0.03,0,0.28005859375000014,0.12224609375,0.012224609375,0.12420739861807284,,,0.012346264487846896,2.4998341186873294e-20,-20.66077591649739,True,True,True,validated,-0.19162878052560767,max_ci_fallback,416.29550857763905
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.015,0.03,0.015,0.03,0,0.3100292968749999,0.12123046875000001,0.012123046875000001,0.15417810174307262,,,0.014796702649804181,2.2533192267141484e-19,-23.0205074901397,True,True,True,validated,-0.1904906336175098,max_ci_fallback,426.3320812208562
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.015,0.03,0.015,0.03,0,0.23002929687500004,0.11919921875,0.011919921875000001,0.07417810174307274,,,0.007482799443811946,7.246775284692858e-19,-17.23674232090643,True,True,True,validated,-0.1888250787778094,max_ci_fallback,414.2996052592131
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.06,0.03,0.06,0.03,0,0.22011718750000003,0.11826171875000001,0.011826171875000001,0.06426599236807273,,,0.006425272786484611,1.034356376094627e-18,-16.560195122548798,True,True,True,validated,-0.1879404551106758,max_ci_fallback,414.81398614011357
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.03,0.03,0.03,0.03,0,0.20005859374999996,0.11646484374999999,0.011646484375,0.04420739861807266,,,0.004221307166083969,1.2768369826581854e-18,-15.153601656897482,True,True,True,validated,-0.1862537783916958,max_ci_fallback,415.2590499228788
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.1,0.015,0.1,0.015,0,0.1623307291666666,0.114873046875,0.0114873046875,0.006479534034739304,,,1.5854936752108745e-06,3.217426140101767e-19,-12.42424422572665,True,True,True,validated,-0.18487296760031624,max_ci_fallback,408.688444026158
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.015,0.03,0.015,0.03,0,0.16231445312499995,0.11486328124999996,0.011486328124999997,0.006463257993072652,,,7.636597274980659e-07,3.219481955102786e-19,-12.423650736087946,True,True,True,validated,-0.18486324306701357,max_ci_fallback,408.7169257994901
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.16232421874999994,0.11486328124999996,0.011486328124999997,0.006473023618072643,,,1.0961898225117497e-06,3.21723973836973e-19,-12.424344337962182,True,True,True,validated,-0.18486322644050884,max_ci_fallback,408.720283246054
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.06,0.03,0.06,0.03,0,0.1623046875,0.11486328125,0.011486328125,0.0064534923680726886,,,1.513168320783499e-06,3.2221383545806023e-19,-12.42295716547455,True,True,True,validated,-0.18486320559158398,max_ci_fallback,408.71356824924106
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.06,0.03,0.06,0.03,0,0.1623046875,0.11486328124999996,0.011486328124999997,0.0064534923680726886,,,1.5131683207840658e-06,3.2218509871921166e-19,-12.422957165474546,True,True,True,validated,-0.18486320559158392,max_ci_fallback,408.71356824924123
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.1,0.03,0.1,0.03,0,0.1623307291666666,0.11486328125,0.011486328125,0.006479534034739304,,,1.7045915435279606e-06,3.215970335065925e-19,-12.42480675657723,True,True,True,validated,-0.18486319602042284,max_ci_fallback,408.7225214861627
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.1,0.03,0.1,0.03,0,0.16227864583333332,0.11486328125,0.011486328125,0.006427450701406018,,,4.266848805721221e-06,3.2277925175228275e-19,-12.421107796691368,True,True,True,validated,-0.1848630679075597,max_ci_fallback,408.70461427497355
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.1,0.03,0.1,0.03,0,0.16235677083333336,0.11486328124999996,0.011486328124999997,0.006505575701406058,,,4.478380217997985e-06,3.2099843468755406e-19,-12.426656569944353,True,True,True,validated,-0.18486305733098907,max_ci_fallback,408.7314739858215
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.06,0.015,0.06,0.015,0,0.22011718750000003,0.11497070312499999,0.0114970703125,0.06426599236807273,,,0.006436265102148657,8.819578508799754e-19,-16.929530029098487,True,True,True,validated,-0.18464888986989256,max_ci_fallback,426.5209592331085
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.03,0.015,0.03,0.015,0,0.28005859375000014,0.11497070312499999,0.0114970703125,0.12420739861807284,,,0.012373788639959743,1.1647469359906196e-19,-21.86449275072236,True,True,True,validated,-0.184352013693002,max_ci_fallback,442.35894487070254
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.015,0.015,0.015,0.015,0,0.3100292968749999,0.11497070312499999,0.0114970703125,0.15417810174307262,,,0.01481288457665328,3.1490703321591845e-19,-24.224986720590735,True,True,True,validated,-0.18423005889616734,max_ci_fallback,449.334971011579
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.16220052083333328,0.10098437500000003,0.010098437500000003,0.006349325701405978,,,0.0015587426857256478,6.306009940738626e-19,-13.295901321696562,True,True,True,validated,-0.17090643786571375,max_ci_fallback,463.81804101253056
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.22011718750000003,0.10098437500000003,0.010098437500000003,0.06426599236807273,,,0.006732659662459256,1.0880653953969426e-19,-18.771274697778296,True,True,True,validated,-0.17064774201687705,max_ci_fallback,484.8388853804331
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.03,0.008,0.03,0.008,0,0.28005859375000014,0.10098437500000003,0.010098437500000003,0.12420739861807284,,,0.012582838337490111,3.109159889397282e-19,-24.69391809334735,True,True,True,validated,-0.17035523308312553,max_ci_fallback,503.06277959561663
0.1,1.2,0.1558511951319273,,True,False,False,generic_05,0.34,0.085,0.015,0.008,0.015,0.008,0,0.3100292968749999,0.10098437500000003,0.010098437500000003,0.15417810174307262,,,0.014966505187472848,3.382416315440574e-19,-27.484948474383785,True,True,True,validated,-0.17023604974062637,max_ci_fallback,511.07689904172884
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.06,0.015,0.06,0.015,0,0.16214843750000002,0.09997070312499998,0.009997070312499998,0.00629724236807272,,,0.001674843683003667,6.646710858816716e-19,-13.362924398433634,True,True,True,validated,-0.1698869609408498,max_ci_fallback,468.42883028534374
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.1,0.015,0.1,0.015,0,0.1621484375,0.09997070312499998,0.009997070312499998,0.006297242368072692,,,0.0016748436830036626,6.6466312071268245e-19,-13.36292439843363,True,True,True,validated,-0.1698869609408498,max_ci_fallback,468.42883028534374
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.06,0.03,0.06,0.03,0,0.16214843750000002,0.09994140624999998,0.009994140624999998,0.00629724236807272,,,0.0016782050015791937,6.657359514524818e-19,-13.365005594213244,True,True,True,validated,-0.16985749599992103,max_ci_fallback,468.564094108376
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.1,0.03,0.1,0.03,0,0.1621744791666667,0.09994140624999998,0.009994140624999998,0.00632328403473939,,,0.0016782139362286684,6.667799114835517e-19,-13.367248937213146,True,True,True,validated,-0.16985749555318855,max_ci_fallback,468.5745558380035
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.03,0.03,0.03,0.03,0,0.15994140624999997,0.09994140624999998,0.009994140624999998,0.004090211118072673,,,0.0016957276800311305,5.79338892521944e-19,-13.17605269632758,True,True,True,validated,-0.16985661986599843,max_ci_fallback,467.6742480390299
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.015,0.03,0.015,0.03,0,0.129970703125,0.09994140624999998,0.009994140624999998,0.025880492006927297,,,0.0038438757348670995,9.55551120656524e-19,-10.855521308715506,True,True,True,validated,-0.16974921246325664,max_ci_fallback,454.9293391709663
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.03,0.015,0.03,0.015,0,0.20005859374999996,0.09997070312499998,0.009997070312499998,0.04420739861807266,,,0.00463209638654899,9.39381885756103e-19,-16.907569576673836,True,True,True,validated,-0.16973909830567252,max_ci_fallback,482.771081083112
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.015,0.015,0.015,0.015,0,0.23002929687500004,0.09997070312499998,0.009997070312499998,0.07417810174307274,,,0.007812246824996759,4.707576755712964e-23,-19.933199399358763,True,True,True,validated,-0.16958009078375014,max_ci_fallback,492.97670588021845
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.06,0.008,0.06,0.008,0,0.16144531250000005,0.08598437500000004,0.008598437500000005,0.0055941173680727485,,,0.0033183356369389976,1.2424855474698062e-18,-14.400061872132447,True,True,True,validated,-0.15581845821815313,max_ci_fallback,543.2228709301394
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.1,0.008,0.1,0.008,0,0.1614973958333333,0.08598437500000004,0.008598437500000005,0.005646200701406007,,,0.003318343259048751,1.2449440028915438e-18,-14.40557143041676,True,True,True,validated,-0.15581845783704762,max_ci_fallback,543.2475718736956
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.03,0.008,0.03,0.008,0,0.20005859374999996,0.08598437500000004,0.008598437500000005,0.04420739861807266,,,0.005554093530084001,7.873211636000568e-20,-18.902541897721598,True,True,True,validated,-0.15570667032349586,max_ci_fallback,560.4365858214547
0.1,1.2,0.1558511951319273,,True,False,False,generic_04,0.26,0.07,0.015,0.008,0.015,0.008,0,0.23002929687500004,0.08598437500000004,0.008598437500000005,0.07417810174307274,,,0.008463944773932506,1.608876562828359e-19,-22.68039349441077,True,True,True,validated,-0.15556117776130343,max_ci_fallback,572.4284305062132
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.015,0.015,0.015,0.015,0,0.16135742187499996,0.08497070312499999,0.008497070312499999,0.005506226743072662,,,0.0034408724452920695,1.2857576017323325e-18,-14.480398209503864,True,True,True,validated,-0.1547986595027354,max_ci_fallback,549.5881249795069
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.06,0.015,0.06,0.015,0,0.1613671875,0.08497070312499999,0.008497070312499999,0.0055159923680727085,,,0.0034408726062216894,1.2862199098148155e-18,-14.481447678816913,True,True,True,validated,-0.1547986594946889,max_ci_fallback,549.5928175622623
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.03,0.015,0.03,0.015,0,0.16134765624999994,0.08497070312499999,0.008497070312499999,0.005496461118072643,,,0.0034408726404237416,1.2852973906208125e-18,-14.479348809033294,True,True,True,validated,-0.1547986594929788,max_ci_fallback,549.5834322452235
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.1,0.015,0.1,0.015,0,0.1613151041666667,0.08497070312499999,0.008497070312499999,0.005463909034739395,,,0.0034408758621339254,1.283739125700144e-18,-14.475851304755919,True,True,True,validated,-0.1547986593318933,max_ci_fallback,549.567788703152
0.1,1.2,0.1558511951319273,,True,False,False,generic_01,0.05,0.025,0.06,0.03,0.06,0.03,0,0.16116861979166663,0.08239638671874999,0.008239638671874999,0.005317424659739334,,,0.0037544488082527274,1.3869368719523031e-18,-14.694075238122466,True,True,True,validated,-0.15220866427833737,max_ci_fallback,566.4775413547292
0.1,1.2,0.1558511951319273,,True,False,False,generic_01,0.05,0.025,0.1,0.03,0.1,0.03,0,0.16118164062499998,0.08239638671874999,0.008239638671874999,0.005330445493072683,,,0.003754450119013066,1.3874389937829443e-18,-14.695533829668488,True,True,True,validated,-0.15220866421279935,max_ci_fallback,566.4840121000225
0.1,1.2,0.1558511951319273,,True,False,False,generic_01,0.05,0.025,0.03,0.03,0.03,0.03,0,0.10994140624999998,0.08239638671874999,0.008239638671874999,0.045909788881927316,,,0.00651359097788551,1.3022543803464356e-18,-10.048089247730324,True,True,True,validated,-0.1520707071698557,max_ci_fallback,538.6642458609163
0.1,1.2,0.1558511951319273,,True,False,False,generic_01,0.05,0.025,0.015,0.03,0.015,0.03,0,0.07997070312499999,0.08239638671874999,0.008239638671874999,0.07588049200692731,,,0.008723973504088737,1.1287285583209135e-18,-8.217468758253306,True,True,True,validated,-0.15196018804354555,max_ci_fallback,519.8857235294308
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.015,0.008,0.015,0.008,0,0.15975585937499995,0.07098437500000003,0.007098437500000003,0.0039046642430726475,,,0.005190618213877487,1.5801155787212747e-18,-15.681160695843062,True,True,True,validated,-0.1407248440893062,max_ci_fallback,655.8322589273323
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.1,0.008,0.1,0.008,0,0.15975260416666667,0.07098437500000003,0.007098437500000003,0.0039014090347393726,,,0.005190618245660481,1.5802071300785487e-18,-15.680717363069787,True,True,True,validated,-0.14072484408771702,max_ci_fallback,655.8303547574902
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.03,0.008,0.03,0.008,0,0.15974609375,0.07098437500000003,0.007098437500000003,0.003894898618072712,,,0.005190618387971552,1.580406989206296e-18,-15.679830734556106,True,True,True,validated,-0.14072484408060149,max_ci_fallback,655.8265463551415
0.1,1.2,0.1558511951319273,,True,False,False,generic_03,0.18,0.055,0.06,0.008,0.06,0.008,0,0.1597265625,0.07098437500000003,0.007098437500000003,0.003875367368072702,,,0.005190619444785031,1.5809251186339804e-18,-15.677171145314583,True,True,True,validated,-0.1407248440277608,max_ci_fallback,655.815120646753
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.03,0.015,0.03,0.015,0,0.15958984375,0.06997070312499998,0.006997070312499998,0.0037386486180726874,,,0.005322228753149697,1.5702069148737693e-18,-15.772242128698684,True,True,True,validated,-0.1397045916873425,max_ci_fallback,665.1597363063411
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.06,0.015,0.06,0.015,0,0.15957031250000003,0.06997070312499998,0.006997070312499998,0.003719117368072733,,,0.005322229163169454,1.570938213212273e-18,-15.769533023477289,True,True,True,validated,-0.13970459166684152,max_ci_fallback,665.1481301375318
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.1,0.015,0.1,0.015,0,0.1595703125,0.06997070312499998,0.006997070312499998,0.003719117368072705,,,0.00532222916316944,1.5708346857515307e-18,-15.769533023477289,True,True,True,validated,-0.13970459166684152,max_ci_fallback,665.1481301375318
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.015,0.015,0.015,0.015,0,0.129970703125,0.06997070312499998,0.006997070312499998,0.025880492006927297,,,0.006205553090973906,4.5722539929508e-19,-12.220932677603422,True,True,True,validated,-0.1396604254704513,max_ci_fallback,646.6350719136027
0.1,1.2,0.1558511951319273,,True,False,False,generic_00,0.0,0.015,0.1,0.03,0.1,0.03,0,0.1499023437500001,0.06740615234375001,0.006740615234375001,0.005948851381927189,,,0.005750974687539839,1.52443010323829e-18,-14.720025297884389,True,True,True,validated,-0.13711860360937303,max_ci_fallback,684.1876313605991
0.1,1.2,0.1558511951319273,,True,False,False,generic_00,0.0,0.015,0.06,0.03,0.06,0.03,0,0.08994140624999997,0.06740615234375001,0.006740615234375001,0.06590978888192733,,,0.008830355758611245,1.4824649183725452e-18,-9.039847059382396,True,True,True,validated,-0.13696463455581948,max_ci_fallback,641.5009716576412
0.1,1.2,0.1558511951319273,,True,False,False,generic_00,0.0,0.015,0.03,0.03,0.03,0.03,0,0.04497070312499998,0.06740615234375001,0.006740615234375001,0.11088049200692732,,,0.011471447759292454,3.147510485366903e-19,-6.683724354727901,True,True,True,validated,-0.1368325799557854,max_ci_fallback,602.4906155860193
0.1,1.2,0.1558511951319273,,True,False,False,generic_00,0.0,0.015,0.015,0.03,0.015,0.03,0,0.02248535156249999,0.06740615234375001,0.006740615234375001,0.13336584356942732,,,0.012579190649465723,1.0950521048742271e-20,-5.790400950884967,True,True,True,validated,-0.13677719281127673,max_ci_fallback,580.1215681407747
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.03,0.008,0.03,0.008,0,0.15587890625000003,0.05598437500000002,0.005598437500000002,2.7711118072731855e-05,,,0.007216860357055838,1.5056157801032668e-18,-16.534955283736636,True,True,True,validated,-0.12562353198214724,max_ci_fallback,800.0
0.1,1.2,0.1558511951319273,,True,False,False,generic_02,0.1,0.04,0.06,0.008,0.06,0.008,0,0.1558984375,0.05598437500000002,0.005598437500000002,4.7242368072686336e-05,,,0.007216861058837939,1.503912863341849e-18,-16.538153546382024,True,True,True,validated,-0.12562353194705814,max_ci_fallback,800.0
