point_id,Mach,eta,alpha,ci_seed,ci_final,ci_blumen,pinn_blumen_abs,gep_blumen_abs,pinn_blumen_rel,gep_blumen_rel,inside_blumen_support
P004_M0040_eta0860,0.0399999999999999,0.8600000000000001,0.8593117245796197,0.0928889369321749,0.0925495966658961,,,,,,False
P005_M0040_eta0905,0.0399999999999999,0.905,0.904275710168088,0.0608226904591258,0.0620037790329113,,,,,,False
P003_M0040_eta0928,0.0399999999999999,0.9275,0.9267577029623224,0.0471008590211712,0.0470218994979953,,,,,,False
P004_M0040_eta0950,0.0399999999999999,0.95,0.9492396957565564,0.0326608730017371,0.032217025318837,,,,,,False
P005_M0040_eta0972,0.0399999999999999,0.9725,0.9717216885507908,0.0166594404442343,0.0172066375431392,,,,,,False
P000_M0050_eta0025,0.05,0.025,0.0249687304442977,0.9548551213106702,0.954286394802853,,,,,,False
P001_M0050_eta0040,0.05,0.04,0.0399499687108763,0.9285558583052794,0.9291515033250553,,,,,,False
P002_M0050_eta0055,0.05,0.055,0.0549312069774549,0.9047879506631196,0.9046694902565626,,,,,,False
P000_M0050_eta0059,0.05,0.05875,0.0586765165440996,0.8992070830583123,0.8986474600525794,,,,,,False
P001_M0050_eta0085,0.05,0.0849999999999999,0.0848936835106122,0.8570830343940296,0.8575463875854787,,,,,,False
P002_M0050_eta0111,0.05,0.11125,0.1111108504771248,0.8177509211077999,0.8181867970895986,,,,,,False
P000_M0050_eta0136,0.05,0.1362499999999999,0.1360795809214225,0.7832539378483214,0.7819971031644187,,,,,,False
P001_M0050_eta0185,0.05,0.185,0.1847686052878031,0.7152207971194631,0.7156349917291377,,,,,,False
