status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40
COMPLETED,,pinn,all,1.65,0.05,False,0.3621555514026959,0.036495669112601,0.3675142824649811,0.0615684390068054,0.0053587310622851825,0.0250727698942044,0.025639028623674936,-14.478840245624607,,5.484974060161505e-20,,1.6859811418689787,0.21680508088320494,1.9027862227521837,2.80548305796257,0.009732036314994025,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.024838879330420387,0.055634729222694856,0.024838879330420362,0.055634729222694884,0.05020715615086935,0.053383007149619195,0.08500939772924848,0.07966790549816581,0.0003085325593655819,0.0011846441657326068
COMPLETED,,pinn,all,1.65,0.055,False,0.3662279081708821,0.0374926077708714,0.3690033257007599,0.0545123443007469,0.0027754175298778105,0.017019736529875498,0.01724454621065836,-14.94644513224813,,2.6861027991561337e-22,,2.507789900060743,0.21486293617635965,2.7226528362371027,2.7841912379901754,0.01226004259349734,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.01893077413455294,0.04202409908742054,0.018930774134552946,0.04202409908742055,0.0360763805875474,0.0391244252612124,0.059809176673866385,0.056337892204648424,0.0001792031615531764,0.0006804633111138214
COMPLETED,,pinn,all,1.65,0.06,False,0.3701372371305052,0.0382282042683652,0.3712718188762665,0.0483746342360973,0.001134581745761254,0.010146429967732101,0.010209667811829467,-14.99999335625205,,0.21075680658412918,,7.041797911282629,0.2292571710422635,7.271055082324892,2.762349035373603,0.01221979355156343,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.012607465029914599,0.027717852652193765,0.012607465029914593,0.027717852652193786,0.022792604443682127,0.025260055473466825,0.03705892694387489,0.035043699481187976,7.947724555656954e-05,0.0002981214928977627
COMPLETED,,pinn,all,1.65,0.065,False,0.3738879864066226,0.0387347851787765,0.3741567730903625,0.0432221703231334,0.0002687866837399189,0.004487385144356898,0.004495427867862066,-14.99999335625205,,1.16333147789339,,7.207452799193561,0.23298177542164922,7.44043457461521,2.7413884144945424,0.0096150019871884,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.006200783032494391,0.013488803671256815,0.00620078303249439,0.013488803671256827,0.01068833740493112,0.01211828923605687,0.017064624059750556,0.016182217748840405,1.922503990914315e-05,7.1144322792982e-05
COMPLETED,,pinn,all,1.65,0.07,True,0.3774860384044758,0.0390396543196021,0.3774879574775696,0.039036251604557,1.9190730937701517e-06,3.4027150450990917e-06,3.906572822484723e-06,-14.99999335625205,,3.492353320621833,,7.291225757915527,0.23741893516853452,7.528644693084061,2.7224875809903795,0.00469179300928987,-1199.9999999999932,1199.9999999999932,4517,1601,3201,6.454254726799157e-06,4.411834346182257e-05,6.454254726808922e-06,4.411834346182635e-05,1.0669473637414886e-05,1.7219147428988507e-05,1.5152270366163863e-05,5.463079578937214e-05,2.0828450075782712e-11,8.78590200592555e-10
COMPLETED,,pinn,all,1.65,0.075,False,0.3809380418563458,0.0391659824628922,0.3810934722423553,0.0357468388974666,0.0001554303860095141,0.0034191435654256017,0.003422674586618828,-14.99999335625205,,8.352779843087738,,7.478833903092891,0.2427952061407268,7.721629109233618,2.706550034565559,-0.00202253092168842,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.005760581932254181,0.012168758393047055,0.005760581932254192,0.012168758393047041,0.009135021089759826,0.01083184168731874,0.014093459657942708,0.01334441116928659,1.6592289751149458e-05,5.917703753943737e-05
COMPLETED,,pinn,all,1.65,0.08,False,0.384250981694077,0.0391335349544385,0.3848073780536651,0.0332576148211956,0.0005563963595880961,0.005875920133242896,0.005902204191758541,-14.99999335625205,,17.563363580711027,,7.5885399943217635,0.24677935987710953,7.835319354198873,2.6941753442793233,-0.00972128666120214,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.010834204971551695,0.022523128503551912,0.010834204971551709,0.02252312850355191,0.01656765481980799,0.020049082567983833,0.02512518331106482,0.02381135304968264,5.869172104233655e-05,0.00020497875708325175
COMPLETED,,pinn,all,1.65,0.085,False,0.3874319042628995,0.0389592637888102,0.3884831368923187,0.0314637459814548,0.001051232629419252,0.007495517807355398,0.007568875559918896,-14.99999335625205,,33.59745159643246,,7.676433796994388,0.24939296627417207,7.92582676326856,2.6856305574800676,-0.01738519669508483,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.015001382515299687,0.030630884276379278,0.01500138251529969,0.03063088427637928,0.022196066954393155,0.02734416703152447,0.03306734373010967,0.031394676200246205,0.00011252706985609429,0.0003836246072232985
COMPLETED,,pinn,all,1.65,0.09,False,0.3904877446843208,0.0386577878381246,0.3920064568519592,0.030263889580965,0.0015187121676383808,0.008393898257159603,0.008530182565436679,-14.99999335625205,,59.284576007096,,7.777180103585124,0.2523884130641818,8.029568516649306,2.680840410136621,-0.023972433380517928,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.018058355747061088,0.03617147814921586,0.018058355747061095,0.03617147814921586,0.02594063927321801,0.032436898946074606,0.03792735107995496,0.03616051163704869,0.00016306540130583969,0.0005412476913876363
COMPLETED,,pinn,all,1.65,0.095,False,0.3934252208541309,0.0382417808850598,0.3953006863594055,0.0295668952167034,0.0018754655052746205,0.008674885668356398,0.008875303500192555,-14.99999335625205,,97.22779729996886,,6.800159779842943,0.22091527003794909,7.021075049880892,2.6794376322504196,-0.028618253184156416,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.01985327753067531,0.03898952586840459,0.019853277530675326,0.03898952586840459,0.02778214990853329,0.03515180403478382,0.0398193895008646,0.038254244934458254,0.00019709573771964362,0.0006356975291844646
