task_index,role,Mach,alpha,sweep,setting,reference_setting,level,accepted,residual_norm,abs_error_cr,abs_error_ci,abs_error_omega_i,complex_c_error
18,low_alpha,1.4,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,3.99089604929322e-11,0.0,0.0,0.0,0.0
18,low_alpha,1.4,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,6.435736893459109e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,box,box_L20,box_L50,20.0,True,3.3979899030859596e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,box,box_L30,box_L50,30.0,True,3.397989205734935e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,box,strict_L40_y1,box_L50,40.0,True,3.391255536294347e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,box,box_L50,box_L50,50.0,True,3.391255536294347e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,integration,accuracy_coarse,strict_L40_y1,0.5,True,1.5752620716008683e-14,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,integration,accuracy_nominal,strict_L40_y1,0.25,True,2.9428758786413115e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,integration,strict_L40_y1,strict_L40_y1,40.0,True,3.391255536294347e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,matching,matching_y0p5,strict_L40_y1,0.5,True,3.900313142186932e-12,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,matching,strict_L40_y1,strict_L40_y1,40.0,True,3.391255536294347e-11,0.0,0.0,0.0,0.0
19,peak_growth,1.4,0.15,matching,matching_y1p5,strict_L40_y1,1.5,True,6.145908583538589e-11,0.0,0.0,0.0,0.0
20,near_neutral,1.4,0.285,box,box_L20,box_L50,20.0,True,2.2068989776253324e-12,2.2324780912796882e-10,2.5181800004589472e-11,7.176800007144962e-12,2.2466354250725493e-10
20,near_neutral,1.4,0.285,box,box_L30,box_L50,30.0,True,9.505339498265141e-11,2.2830809465190782e-10,2.1461800002106624e-11,6.116600010774159e-12,2.293146199938306e-10
20,near_neutral,1.4,0.285,box,strict_L40_y1,box_L50,40.0,True,1.0846169798885351e-10,3.11972669919669e-14,5.519998520775449e-14,1.5700006399110844e-14,6.34058974757426e-14
20,near_neutral,1.4,0.285,box,box_L50,box_L50,50.0,True,1.05437651553585e-10,0.0,0.0,0.0,0.0
20,near_neutral,1.4,0.285,integration,accuracy_coarse,strict_L40_y1,0.5,True,7.772185544246379e-13,7.011689301394952e-08,4.320793469997537e-08,1.2314261399969627e-08,8.236081778957139e-08
20,near_neutral,1.4,0.285,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.045772668209391e-12,2.4629548400767476e-10,1.292813000750015e-10,3.684520001384292e-11,2.7816383659932747e-10
20,near_neutral,1.4,0.285,integration,strict_L40_y1,strict_L40_y1,40.0,True,1.0846169798885351e-10,0.0,0.0,0.0,0.0
20,near_neutral,1.4,0.285,matching,matching_y0p5,strict_L40_y1,0.5,True,2.227410001213956e-09,7.011689301394952e-08,4.320793469997537e-08,1.2314261399969627e-08,8.236081778957139e-08
20,near_neutral,1.4,0.285,matching,strict_L40_y1,strict_L40_y1,40.0,True,1.0846169798885351e-10,0.0,0.0,0.0,0.0
20,near_neutral,1.4,0.285,matching,matching_y1p5,strict_L40_y1,1.5,True,2.7823559778646468e-12,4.505840145441198e-13,1.6350007285559354e-13,4.659998515538222e-14,4.793310213062367e-13
21,low_alpha,1.45,0.05,box,box_L20,box_L50,20.0,True,2.7595631361105815e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,box,box_L30,box_L50,30.0,True,2.7595497628341918e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,box,strict_L40_y1,box_L50,40.0,True,2.774726786550137e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,box,box_L50,box_L50,50.0,True,2.774726786550137e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,integration,accuracy_coarse,strict_L40_y1,0.5,True,6.258516872772191e-12,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,integration,accuracy_nominal,strict_L40_y1,0.25,True,2.484754825363916e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,integration,strict_L40_y1,strict_L40_y1,40.0,True,2.774726786550137e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,matching,matching_y0p5,strict_L40_y1,0.5,True,4.909547365908761e-12,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,2.774726786550137e-11,0.0,0.0,0.0,0.0
21,low_alpha,1.45,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,4.590435390489224e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,box,box_L20,box_L50,20.0,True,3.445924522518171e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,box,box_L30,box_L50,30.0,True,3.445899361103519e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,box,strict_L40_y1,box_L50,40.0,True,3.4390671984758736e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,box,box_L50,box_L50,50.0,True,3.4390671984758736e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,integration,accuracy_coarse,strict_L40_y1,0.5,True,1.1958605514065526e-14,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,integration,accuracy_nominal,strict_L40_y1,0.25,True,3.111691021705309e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,integration,strict_L40_y1,strict_L40_y1,40.0,True,3.4390671984758736e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,matching,matching_y0p5,strict_L40_y1,0.5,True,3.1381594612450884e-12,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,matching,strict_L40_y1,strict_L40_y1,40.0,True,3.4390671984758736e-11,0.0,0.0,0.0,0.0
22,peak_growth,1.45,0.15,matching,matching_y1p5,strict_L40_y1,1.5,True,6.397954262343313e-11,0.0,0.0,0.0,0.0
23,near_neutral,1.45,0.275,box,box_L20,box_L50,20.0,True,1.8579525069875755e-12,4.575578804733027e-11,3.708029998501783e-11,1.0196999982673566e-11,5.889431879910935e-11
23,near_neutral,1.45,0.275,box,box_L30,box_L50,30.0,True,1.39516773130964e-12,4.344813397949565e-11,3.332229999743197e-11,9.163600000333672e-12,5.475505477505304e-11
23,near_neutral,1.45,0.275,box,strict_L40_y1,box_L50,40.0,True,1.241440738747179e-11,1.4706014184184824e-12,9.040999286030749e-13,2.4869998638613056e-13,1.7262865384270761e-12
23,near_neutral,1.45,0.275,box,box_L50,box_L50,50.0,True,9.249202026546998e-13,0.0,0.0,0.0,0.0
23,near_neutral,1.45,0.275,integration,accuracy_coarse,strict_L40_y1,0.5,True,1.9034484437440345e-12,3.4224336697974422e-09,2.0252933400017117e-08,5.569556700004644e-09,2.0540067271790812e-08
23,near_neutral,1.45,0.275,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.3120935846685585e-12,1.6854123652265685e-10,2.0421450012790554e-10,5.615890001295365e-11,2.6478238323399934e-10
23,near_neutral,1.45,0.275,integration,strict_L40_y1,strict_L40_y1,40.0,True,1.241440738747179e-11,0.0,0.0,0.0,0.0
23,near_neutral,1.45,0.275,matching,matching_y0p5,strict_L40_y1,0.5,True,3.9055210155071736e-10,3.4224336697974422e-09,2.0252933400017117e-08,5.569556700004644e-09,2.0540067271790812e-08
23,near_neutral,1.45,0.275,matching,strict_L40_y1,strict_L40_y1,40.0,True,1.241440738747179e-11,0.0,0.0,0.0,0.0
23,near_neutral,1.45,0.275,matching,matching_y1p5,strict_L40_y1,1.5,True,2.8969569289013485e-12,2.4541479959339085e-13,8.540000304146922e-14,2.3500027878514684e-14,2.5984915697178457e-13
24,low_alpha,1.5,0.05,box,box_L20,box_L50,20.0,True,2.2872421314639455e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,box,box_L30,box_L50,30.0,True,2.287248710410982e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,box,strict_L40_y1,box_L50,40.0,True,2.2990483121889316e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,box,box_L50,box_L50,50.0,True,2.2990483121889316e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.917514997042396e-12,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,integration,accuracy_nominal,strict_L40_y1,0.25,True,2.047364229102956e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,integration,strict_L40_y1,strict_L40_y1,40.0,True,2.2990483121889316e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,matching,matching_y0p5,strict_L40_y1,0.5,True,3.3702405722851225e-12,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,2.2990483121889316e-11,0.0,0.0,0.0,0.0
24,low_alpha,1.5,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,3.9069941374411606e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,box,box_L20,box_L50,20.0,True,5.1449055340561313e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,box,box_L30,box_L50,30.0,True,5.144948110310716e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,box,strict_L40_y1,box_L50,40.0,True,5.1457616368833e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,box,box_L50,box_L50,50.0,True,5.1457616368833e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,integration,accuracy_coarse,strict_L40_y1,0.5,True,1.6925110495690115e-14,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,integration,accuracy_nominal,strict_L40_y1,0.25,True,4.8974190929032417e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,integration,strict_L40_y1,strict_L40_y1,40.0,True,5.1457616368833e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,matching,matching_y0p5,strict_L40_y1,0.5,True,3.792812954447181e-12,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,matching,strict_L40_y1,strict_L40_y1,40.0,True,5.1457616368833e-11,0.0,0.0,0.0,0.0
25,peak_growth,1.5,0.145,matching,matching_y1p5,strict_L40_y1,1.5,True,9.76882128509681e-11,0.0,0.0,0.0,0.0
26,near_neutral,1.5,0.27,box,box_L20,box_L50,20.0,True,4.036054359403674e-09,5.4412196970332616e-11,1.5531759998141728e-10,4.1935700002609586e-11,1.6457291406281237e-10
26,near_neutral,1.5,0.27,box,box_L30,box_L50,30.0,True,4.045092461890951e-09,9.901501840658966e-11,1.199115999637318e-10,3.237609999702778e-11,1.5550808877971375e-10
26,near_neutral,1.5,0.27,box,strict_L40_y1,box_L50,40.0,True,4.116725538366696e-09,6.590727963384779e-12,4.1890199967663244e-11,1.131030000016929e-11,4.2405501393311644e-11
26,near_neutral,1.5,0.27,box,box_L50,box_L50,50.0,True,4.143418202653346e-09,0.0,0.0,0.0,0.0
26,near_neutral,1.5,0.27,integration,accuracy_coarse,strict_L40_y1,0.5,True,7.63036383385861e-12,1.3777649199298025e-07,1.9063506220999625e-06,5.147146680000065e-07,1.9113228550213086e-06
26,near_neutral,1.5,0.27,integration,accuracy_nominal,strict_L40_y1,0.25,True,4.029767477983023e-09,3.4488652544961695e-08,1.4268076799965699e-08,3.8523807000055265e-09,3.73235203315123e-08
26,near_neutral,1.5,0.27,integration,strict_L40_y1,strict_L40_y1,40.0,True,4.116725538366696e-09,0.0,0.0,0.0,0.0
26,near_neutral,1.5,0.27,matching,matching_y0p5,strict_L40_y1,0.5,False,2.3317898516025056e-08,1.3777649199298025e-07,1.9063506220999625e-06,5.147146680000065e-07,1.9113228550213086e-06
26,near_neutral,1.5,0.27,matching,strict_L40_y1,strict_L40_y1,40.0,True,4.116725538366696e-09,0.0,0.0,0.0,0.0
26,near_neutral,1.5,0.27,matching,matching_y1p5,strict_L40_y1,1.5,True,8.740301488855957e-09,5.808631353687588e-12,1.2886999952409217e-12,3.4789999928206555e-13,5.949869400312619e-12
27,low_alpha,1.55,0.05,box,box_L20,box_L50,20.0,True,1.9438228694290203e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,box,box_L30,box_L50,30.0,True,1.9438138413309056e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,box,strict_L40_y1,box_L50,40.0,True,1.9521509500780816e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,box,box_L50,box_L50,50.0,True,1.9521509500780816e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.70630010066359e-12,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.6882264419129123e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,integration,strict_L40_y1,strict_L40_y1,40.0,True,1.9521509500780816e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,matching,matching_y0p5,strict_L40_y1,0.5,True,2.3036460104488493e-12,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,1.9521509500780816e-11,0.0,0.0,0.0,0.0
27,low_alpha,1.55,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,3.412629976531879e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,box,box_L20,box_L50,20.0,True,3.3500916208286676e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,box,box_L30,box_L50,30.0,True,3.3500874115554296e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,box,strict_L40_y1,box_L50,40.0,True,3.353783989376024e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,box,box_L50,box_L50,50.0,True,3.353783989376024e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.0593379861481362e-14,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,integration,accuracy_nominal,strict_L40_y1,0.25,True,3.112760094019914e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,integration,strict_L40_y1,strict_L40_y1,40.0,True,3.353783989376024e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,matching,matching_y0p5,strict_L40_y1,0.5,True,1.8005853887905593e-12,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,matching,strict_L40_y1,strict_L40_y1,40.0,True,3.353783989376024e-11,0.0,0.0,0.0,0.0
28,peak_growth,1.55,0.145,matching,matching_y1p5,strict_L40_y1,1.5,True,6.53820446254826e-11,0.0,0.0,0.0,0.0
29,near_neutral,1.55,0.26,box,box_L20,box_L50,20.0,True,4.984207884046801e-13,1.406591509933719e-10,1.0031800000073754e-10,2.6082699964690564e-11,1.7276775706804835e-10
29,near_neutral,1.55,0.26,box,box_L30,box_L50,30.0,True,1.2519996778301485e-12,1.4396694947294009e-10,9.3351999958316e-11,2.427149995744282e-11,1.715840273357678e-10
29,near_neutral,1.55,0.26,box,strict_L40_y1,box_L50,40.0,True,8.997225011803509e-13,3.219646771412954e-15,1.9999193273667615e-15,5.000340419503146e-16,3.790224617175739e-15
29,near_neutral,1.55,0.26,box,box_L50,box_L50,50.0,True,8.943826266645232e-11,0.0,0.0,0.0,0.0
29,near_neutral,1.55,0.26,integration,accuracy_coarse,strict_L40_y1,0.5,True,9.704142881494139e-12,7.19210165867068e-08,8.540136000071905e-09,2.2204353999997345e-09,7.242628355621375e-08
29,near_neutral,1.55,0.26,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.5086973184147102e-12,2.477997806948906e-10,5.7338399870113244e-11,1.490800001892681e-11,2.543470530831857e-10
29,near_neutral,1.55,0.26,integration,strict_L40_y1,strict_L40_y1,40.0,True,8.997225011803509e-13,0.0,0.0,0.0,0.0
29,near_neutral,1.55,0.26,matching,matching_y0p5,strict_L40_y1,0.5,True,5.034030921869356e-10,7.19210165867068e-08,8.540136000071905e-09,2.2204353999997345e-09,7.242628355621375e-08
29,near_neutral,1.55,0.26,matching,strict_L40_y1,strict_L40_y1,40.0,True,8.997225011803509e-13,0.0,0.0,0.0,0.0
29,near_neutral,1.55,0.26,matching,matching_y1p5,strict_L40_y1,1.5,True,5.1891528230985605e-12,1.7936419016706395e-10,7.875969993374754e-11,2.0477500012501537e-11,1.958943670653667e-10
30,low_alpha,1.6,0.05,box,box_L20,box_L50,20.0,True,1.932895121867434e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,box,box_L30,box_L50,30.0,True,1.9328920247863807e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,box,strict_L40_y1,box_L50,40.0,True,1.93439277916066e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,box,box_L50,box_L50,50.0,True,1.93439277916066e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.9453236758339628e-12,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.7295101607467697e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,integration,strict_L40_y1,strict_L40_y1,40.0,True,1.93439277916066e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,matching,matching_y0p5,strict_L40_y1,0.5,True,1.7723441366946424e-12,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,1.93439277916066e-11,0.0,0.0,0.0,0.0
30,low_alpha,1.6,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,3.4811031936523945e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,box,box_L20,box_L50,20.0,True,7.853603536502487e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,box,box_L30,box_L50,30.0,True,7.853671469870212e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,box,strict_L40_y1,box_L50,40.0,True,7.852557273519999e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,box,box_L50,box_L50,50.0,True,7.852557273519999e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.437152961942941e-14,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,integration,accuracy_nominal,strict_L40_y1,0.25,True,7.577270428776971e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,integration,strict_L40_y1,strict_L40_y1,40.0,True,7.852557273519999e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,matching,matching_y0p5,strict_L40_y1,0.5,True,3.1216245403288866e-12,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,matching,strict_L40_y1,strict_L40_y1,40.0,True,7.852557273519999e-11,0.0,0.0,0.0,0.0
31,peak_growth,1.6,0.14,matching,matching_y1p5,strict_L40_y1,1.5,True,1.5649169478436228e-10,0.0,0.0,0.0,0.0
32,near_neutral,1.6,0.255,box,box_L20,box_L50,20.0,True,1.5047236214588328e-11,1.1383891052041406e-09,6.320134000024381e-10,1.6116343410635045e-10,1.3020640124932897e-09
32,near_neutral,1.6,0.255,box,box_L30,box_L50,30.0,True,9.359489160341352e-12,3.4160582140785323e-09,1.653606199994613e-09,4.216695750843035e-10,3.7952427045755635e-09
32,near_neutral,1.6,0.255,box,strict_L40_y1,box_L50,40.0,True,1.7663633195786458e-10,2.4526647379730093e-10,9.632660001677312e-11,2.4563278846903916e-11,2.635041878979412e-10
32,near_neutral,1.6,0.255,box,box_L50,box_L50,50.0,True,7.669908929511872e-11,0.0,0.0,0.0,0.0
32,near_neutral,1.6,0.255,integration,accuracy_coarse,strict_L40_y1,0.5,True,8.152556249467443e-11,5.229971782705345e-06,4.780302248899972e-06,1.2189770734921158e-06,7.0854706575309625e-06
32,near_neutral,1.6,0.255,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.93826672035541e-09,6.822671705375427e-09,1.544874553999773e-07,3.9394301149108684e-08,1.546380377693642e-07
32,near_neutral,1.6,0.255,integration,strict_L40_y1,strict_L40_y1,40.0,True,1.7663633195786458e-10,0.0,0.0,0.0,0.0
32,near_neutral,1.6,0.255,matching,matching_y0p5,strict_L40_y1,0.5,False,2.124043577467064e-08,5.229971782705345e-06,4.780302248899972e-06,1.2189770734921158e-06,7.0854706575309625e-06
32,near_neutral,1.6,0.255,matching,strict_L40_y1,strict_L40_y1,40.0,True,1.7663633195786458e-10,0.0,0.0,0.0,0.0
32,near_neutral,1.6,0.255,matching,matching_y1p5,strict_L40_y1,1.5,True,1.1829278798223267e-10,3.0804248041249593e-10,1.3629299999793482e-11,3.475475061822525e-12,3.0834384630987416e-10
33,low_alpha,1.65,0.05,box,box_L20,box_L50,20.0,True,2.149159038767633e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,box,box_L30,box_L50,30.0,True,2.1491610477641302e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,box,strict_L40_y1,box_L50,40.0,True,2.151831776780651e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,box,box_L50,box_L50,50.0,True,2.151831776780651e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.9783516733975963e-12,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,integration,accuracy_nominal,strict_L40_y1,0.25,True,1.9909961828066868e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,integration,strict_L40_y1,strict_L40_y1,40.0,True,2.151831776780651e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,matching,matching_y0p5,strict_L40_y1,0.5,True,1.4827572015293053e-12,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,2.151831776780651e-11,0.0,0.0,0.0,0.0
33,low_alpha,1.65,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,3.9912071631013335e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,box,box_L20,box_L50,20.0,True,3.7555119155159797e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,box,box_L30,box_L50,30.0,True,3.755542090197819e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,box,strict_L40_y1,box_L50,40.0,True,3.756112173124376e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,box,box_L50,box_L50,50.0,True,3.756112173124376e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,integration,accuracy_coarse,strict_L40_y1,0.5,True,4.0682734958608086e-14,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,integration,accuracy_nominal,strict_L40_y1,0.25,True,3.391401588181393e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,integration,strict_L40_y1,strict_L40_y1,40.0,True,3.756112173124376e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,matching,matching_y0p5,strict_L40_y1,0.5,True,9.48161707481851e-13,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,matching,strict_L40_y1,strict_L40_y1,40.0,True,3.756112173124376e-11,0.0,0.0,0.0,0.0
34,peak_growth,1.65,0.14,matching,matching_y1p5,strict_L40_y1,1.5,True,7.713536411262372e-11,0.0,0.0,0.0,0.0
35,near_neutral,1.65,0.245,box,box_L20,box_L50,20.0,True,5.2158137174846247e-11,1.0217221513286745e-10,8.512439993342558e-11,2.085549999841438e-11,1.3298618352739782e-10
35,near_neutral,1.65,0.245,box,box_L30,box_L50,30.0,True,5.603158644374374e-11,1.0419953788698422e-10,8.580399997286381e-11,2.102200000447113e-11,1.349809990598835e-10
35,near_neutral,1.65,0.245,box,strict_L40_y1,box_L50,40.0,True,7.642541645980312e-13,1.6883161535474756e-12,1.967199840524625e-12,4.81999965114277e-13,2.5923515669926894e-12
35,near_neutral,1.65,0.245,box,box_L50,box_L50,50.0,True,7.246585322394405e-13,0.0,0.0,0.0,0.0
35,near_neutral,1.65,0.245,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.94052992205265e-12,1.4159571015692762e-08,5.6448542099961016e-08,1.3829892800030445e-08,5.819734836364555e-08
35,near_neutral,1.65,0.245,integration,accuracy_nominal,strict_L40_y1,0.25,True,2.5447819588712697e-10,2.3692536821329213e-10,1.282714999755602e-10,3.1426500019925835e-11,2.6942013252350724e-10
35,near_neutral,1.65,0.245,integration,strict_L40_y1,strict_L40_y1,40.0,True,7.642541645980312e-13,0.0,0.0,0.0,0.0
35,near_neutral,1.65,0.245,matching,matching_y0p5,strict_L40_y1,0.5,True,4.531046464733394e-11,1.4159571015692762e-08,5.6448542099961016e-08,1.3829892800030445e-08,5.819734836364555e-08
35,near_neutral,1.65,0.245,matching,strict_L40_y1,strict_L40_y1,40.0,True,7.642541645980312e-13,0.0,0.0,0.0,0.0
35,near_neutral,1.65,0.245,matching,matching_y1p5,strict_L40_y1,1.5,True,1.729125092176036e-11,3.04867242562068e-13,8.319993999306163e-14,2.039996860672688e-14,3.160162426240902e-13
36,low_alpha,1.7,0.05,box,box_L20,box_L50,20.0,True,2.5000906080819763e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,box,box_L30,box_L50,30.0,True,2.5000954672355268e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,box,strict_L40_y1,box_L50,40.0,True,2.5032017061073857e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,box,box_L50,box_L50,50.0,True,2.5032221718362475e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,integration,accuracy_coarse,strict_L40_y1,0.5,True,2.9299441871219497e-12,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,integration,accuracy_nominal,strict_L40_y1,0.25,True,2.34889433131755e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,integration,strict_L40_y1,strict_L40_y1,40.0,True,2.5032017061073857e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,matching,matching_y0p5,strict_L40_y1,0.5,True,1.2264285184373465e-12,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,matching,strict_L40_y1,strict_L40_y1,40.0,True,2.5032017061073857e-11,0.0,0.0,0.0,0.0
36,low_alpha,1.7,0.05,matching,matching_y1p5,strict_L40_y1,1.5,True,4.7864185983007884e-11,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,box,box_L20,box_L50,20.0,True,3.587845395233873e-11,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,box,box_L30,box_L50,30.0,True,3.5878293444489696e-11,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,box,strict_L40_y1,box_L50,40.0,True,3.588984070009364e-11,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,box,box_L50,box_L50,50.0,True,3.588984070009364e-11,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,integration,accuracy_coarse,strict_L40_y1,0.5,True,6.379133205333953e-14,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,integration,accuracy_nominal,strict_L40_y1,0.25,True,3.2610450744967984e-11,0.0,0.0,0.0,0.0
37,peak_growth,1.7,0.14,integration,strict_L40_y1,strict_L40_y1,40.0,True,3.588984070009364e-11,0.0,0.0,0.0,0.0
