Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,is_target,status,requested_alpha,seed_alpha,alpha_step,anchor_source_path,anchor_source_Mach,anchor_source_alpha,neutral_alpha_estimate,neutral_fit_r2,timestamp,trial_alpha,trial_step,mach_directory,mode_status,mode_gamma_mismatch_at_match,mode_numerical_extent,mode_tail_tolerance,mode_far_left,mode_far_right,mode_mu_left,mode_mu_right,mode_n_coordinates,mode_available,freeze_id,reference_status,reference_subset,reference_source_path,neutral_alpha_lower,neutral_alpha_upper,neutral_alpha_uncertainty,neutral_last_positive_ci,neutral_estimate_method,final_reference_id,_id_key,alpha_neutral_used,alpha_neutral_uncertainty_used,alpha_neutral_source,s,mach_split,is_spectral_anchor,anchor_rank,usable_as_training_anchor
1.15,0.06,-2.549736936302885e-09,0.1998472244836177,0.011990833469017,8.774760466845333e-09,-3.734013792611179e-09,9.536208903643116e-09,True,log_ci,strict_L30_y1p5,30.0,1.5,0.2,1e-11,1e-13,True,1.0,`gtol` termination condition is satisfied.,12,61,0,False,False,0.0017625652136822,0.2,-0.0452428947349814,0.1762565213682206,2026-07-23T11:41:35.535626+00:00,continuation,,,,,,,,low,True,converged,0.06,0.065,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:35.548515+00:00,0.06,-0.005,M1p150000,converged,9.535876797064404e-09,40.0,1e-06,-573.0635518301833,573.0635564486645,0.0241396268942023,0.0241396267093811,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.06000000,M1.150000_a0.06000000,0.335,,max_available_alpha_proxy,0.1791044776119403,validation,False,,False
1.15,0.065,-2.7143269989556902e-09,0.1599190568707925,0.0103947386966015,-1.3278978611142024e-11,6.1144214691388754e-12,1.4619077359992105e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,11,48,0,False,False,0.001480685775929,0.2,0.0258532407373094,0.1480685775929036,2026-07-23T11:41:12.365821+00:00,continuation,,,,,,,,low,True,converged,0.065,0.07,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:12.379564+00:00,0.065,-0.005,M1p150000,converged,1.8162905455008976e-11,40.0,1e-06,-636.6722992722806,636.6723054808341,0.0217253403651442,0.0217253401527802,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.06500000,M1.150000_a0.06500000,0.335,,max_available_alpha_proxy,0.1940298507462686,validation,False,,False
1.15,0.07,0.0452428893063274,0.1450959349017018,0.0101567154431191,1.2266888893552874e-11,-3.286881183894863e-12,1.2699612239899806e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0014514554624146,0.2,0.0501961248134233,0.145145546241462,2026-07-23T11:41:10.585944+00:00,continuation,,,,,,,,low,True,converged,0.07,0.075,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:10.599689+00:00,0.07,-0.0049999999999999,M1p150000,converged,2.981485321261892e-11,40.0,1e-06,-694.9898934278333,583.4049019033248,0.0198985666964165,0.0237140528743052,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.07000000,M1.150000_a0.07000000,0.335,,max_available_alpha_proxy,0.208955223880597,validation,False,,False
1.15,0.075,0.0646325378753453,0.1421829713450822,0.0106637228508811,3.6054492724701965e-14,-8.701372955499664e-15,3.7089625732086965e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0014223376373629,0.2,0.0671843149451077,0.1422337637362995,2026-07-23T11:41:09.802004+00:00,continuation,,,,,,,,low,True,converged,0.075,0.08,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:09.814175+00:00,0.075,-0.005,M1p150000,converged,1.981814962365359e-11,40.0,1e-06,-680.3887799850286,527.3608002911817,0.020325144792511,0.0262393402913896,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.07500000,M1.150000_a0.07500000,0.335,,max_available_alpha_proxy,0.2238805970149253,validation,False,,False
1.15,0.08,0.0790689509372673,0.1392808657517153,0.0111424692601372,1.578754252329339e-09,-3.4922780986490487e-10,1.6169183814995147e-09,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0013933285709115,0.2,0.0807078554379973,0.1393328570911559,2026-07-23T11:41:08.995049+00:00,continuation,,,,,,,,low,True,converged,0.08,0.085,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:09.007397+00:00,0.08,-0.005,M1p150000,converged,1.6187425327477803e-09,40.0,1e-06,-663.5377612544294,482.98174347738166,0.0208411147267905,0.0286556167552019,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.08000000,M1.150000_a0.08000000,0.335,,max_available_alpha_proxy,0.2388059701492537,validation,False,,False
1.15,0.085,0.090953586929427,0.1363892725254269,0.0115930881646612,4.3139933986191537e-10,-8.358087832949224e-11,4.3942138506862144e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0013644250193718,0.2,0.0921261915447876,0.136442501937185,2026-07-23T11:41:08.391898+00:00,continuation,,,,,,,,low,True,converged,0.085,0.09,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:08.403336+00:00,0.085,-0.0049999999999999,M1p150000,converged,4.3958941677291286e-10,40.0,1e-06,-647.1105383536345,445.9662857769264,0.021370053836207,0.0310396304465312,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.08500000,M1.150000_a0.08500000,0.335,,max_available_alpha_proxy,0.2537313432835821,validation,False,,False
1.15,0.09,0.1011993184208567,0.1335078749432744,0.0120157087448947,1.5264072991683086e-10,-2.5590266017339047e-11,1.5477097319711175e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0013356237723008,0.2,0.1020945647731998,0.1335623772300841,2026-07-23T11:41:07.799421+00:00,continuation,,,,,,,,low,True,converged,0.09,0.095,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:07.811436+00:00,0.09,-0.005,M1p150000,converged,1.5505576341660295e-10,40.0,1e-06,-631.8533931090137,414.3046789999957,0.0218859713182039,0.0334176938769993,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.09000000,M1.150000_a0.09000000,0.335,,max_available_alpha_proxy,0.2686567164179104,validation,True,1.0,False
1.15,0.095,0.1102724452969259,0.1306363663726639,0.012410454805403,6.402473690103605e-11,-9.135154438455471e-12,6.467316276370996e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.001306921803337,0.2,0.1109863001060634,0.1306921803337085,2026-07-23T11:41:07.191470+00:00,continuation,,,,,,,,low,True,converged,0.095,0.1,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:07.203613+00:00,0.095,-0.005,M1p150000,converged,6.581491099788834e-11,40.0,1e-06,-617.9851315737021,386.7828888763487,0.0223770102145089,0.0358019656413275,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.09500000,M1.150000_a0.09500000,0.335,,max_available_alpha_proxy,0.2835820895522388,validation,False,,False
1.15,0.1,0.118450325820652,0.1277744569464649,0.0127774456946464,3.026939116024252e-11,-3.593764175136016e-12,3.0481981270223544e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0012783162514852,0.2,0.1190375395812602,0.1278316251485205,2026-07-23T11:41:06.581297+00:00,continuation,,,,,,,,low,True,converged,0.1,0.105,-0.0049999999999999,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:06.593307+00:00,0.1,-0.0049999999999999,M1p150000,converged,3.4280921423189923e-11,40.0,1e-06,-605.536582557698,362.5771791029165,0.0228369105062035,0.0381989946701136,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.10000000,M1.150000_a0.10000000,0.335,,max_available_alpha_proxy,0.2985074626865671,validation,False,,False
1.15,0.105,0.1259143515352406,0.124921872190643,0.0131167965800175,1.5630177707670612e-11,-1.496285734203795e-12,1.5701634506373696e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1.0,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0012498044093723,0.2,0.1264088099413538,0.124980440937236,2026-07-23T11:41:05.962274+00:00,continuation,,,,,,,,low,True,converged,0.105,0.11,-0.005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.2,0.1875,,,2026-07-23T11:41:05.974237+00:00,0.105,-0.005,M1p150000,converged,2.1306505424054542e-11,40.0,1e-06,-594.465381937358,341.090687823994,0.0232620700362548,0.0406126593390806,3801.0,True,dense_kappa_q_campaign_v1_FINAL_FREEZE,retained_classical_supersonic,base_dense_campaign,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/classic_supersonic/dense_kappa_q_campaign_v1_FINAL_FREEZE/classical_supersonic_maps/classical_supersonic_dense_reference.csv,,,,,,M1.150000_a0.10500000,M1.150000_a0.10500000,0.335,,max_available_alpha_proxy,0.3134328358208955,validation,False,,False
