task_index,chart_id,Mach,eta,alpha,ci_original_reference,ci_seed,ci_release_gep,release_rel_err,shoot_ci_highres,shoot_source,shoot_primary_secondary_abs_diff,gep_highest_N,gep_highres_ci,gep_highres_rel_err_vs_shoot,continuation_forward_ci,continuation_backward_ci,forward_backward_ci_abs_diff,forward_backward_mode_overlap,reference_rel_shift_after_recheck,shooting_crosscheck_ok,bidirectional_branch_ok,highres_gep_vs_shoot_ok,diagnosis
3,HM2_NEUTRAL3,0.9133118898026548,0.9679545521151728,0.39420998415165,0.0128164558217531,0.0143645871905792,0.0115284248236122,0.1004982201050272,0.01280295519688976,secondary_neutral,0.016428234327861283,601,0.012607433368295541,0.015271617028052752,0.012318810373088778,0.011638047229267928,0.0006807631438208502,0.7724027504913781,0.0010533820777836975,False,False,True,shooting_reference_ambiguity
