N,shoot_ci,gep_raw_index,gep_cr,gep_ci,gep_abs_err_vs_shoot,gep_rel_err_vs_shoot,n_admissible
401,0.01280295519688976,787,-9.482222129275307e-11,0.011528424823612236,0.0012745303732775229,0.09954970189906986,9
501,0.01280295519688976,986,-3.1428271576466517e-11,0.012318810373088778,0.00048414482380098114,0.03781508381116534,8
601,0.01280295519688976,1182,5.213124180108528e-11,0.012607433368295541,0.00019552182859421813,0.015271617028052752,10
