kind,Mach,alpha,requested_target,cr_seed,ci_seed,accepted,box_scale,seed_distance,error,cr,ci,omega_i,stage1_mismatch,stage2_mismatch,ln_p_start_right,y_limit,min_abs_U_minus_c,success
mach_seed,1.8,0.13,True,0.460760736,0.0232415199999999,True,1.0,6.504310203321031e-06,,0.46076663424000003,0.023240149159370657,0.0030212193907181856,1.5498024301302075e-08,5.601156346020905e-17,-36.53795128045942,1020.4257243466607,0.023279356635813046,True
mach_continuation,1.7833333333333334,0.13,False,0.46076663424000003,0.023240149159370657,True,1.0,0.0054044946339838855,,0.4556658233856001,0.024133218428296122,0.003137318395678496,6.801206991442732e-08,5.2396834070793444e-17,-35.60109156174008,989.6738747471351,0.024176702941442994,True
mach_continuation,1.7666666666666666,0.13,False,0.4556658233856001,0.024133218428296122,True,1.0,0.005522544774440441,,0.4504682912256001,0.02506651369661499,0.0032586467805599487,9.313258907531089e-08,4.912977952280967e-17,-34.68711087422983,959.6137837143285,0.025345190338242167,True
mach_continuation,1.75,0.13,True,0.4504682912256001,0.02506651369661499,True,1.0,0.005643420971117595,,0.4451717423616002,0.026040522216663815,0.003385267888166296,7.618159811876052e-08,4.604031702747578e-17,-33.79721502705449,930.2892249970744,0.02606257274491774,True
mach_continuation,1.7333333333333334,0.13,False,0.4451717423616002,0.026040522216663815,True,1.0,0.00577004597490807,,0.4397738912256002,0.027059913415632145,0.0035177887440321787,8.52250502804521e-08,4.307378841881484e-17,-32.928329717789275,901.5934761146567,0.027105685840398446,True
mach_continuation,1.7166666666666666,0.13,False,0.4397738912256002,0.027059913415632145,True,1.0,0.005899690307938156,,0.4342718476800002,0.028124556847948942,0.0036561923902333625,8.058491690568851e-08,4.0356253222172996e-17,-32.08210753635108,873.5966366326434,0.028397459325256058,True
mach_continuation,1.7,0.13,True,0.4342718476800002,0.028124556847948942,True,1.0,0.00603449714851218,,0.42866410521600024,0.02923905003914092,0.0038010765050883197,6.895785277582651e-08,3.782119258769779e-17,-31.25651161869418,846.2145949830042,0.029273516166850286,True
mach_continuation,1.6833333333333333,0.13,False,0.42866410521600024,0.02923905003914092,True,1.0,0.006174260713589714,,0.4229467439616002,0.030404519434498713,0.003952587526484833,2.8610607141725107e-08,3.5417127385341696e-17,-30.451629659587432,819.4787098679732,0.030422566598671128,True
mach_continuation,1.6666666666666665,0.13,False,0.4229467439616002,0.030404519434498713,True,1.0,0.006319249977446097,,0.41711744885760027,0.03162437996627426,0.004111169395615654,4.022170298583619e-08,3.306956886584111e-17,-29.666512679655256,793.3555685389138,0.0318145121538014,True
mach_continuation,1.65,0.13,True,0.41711744885760027,0.03162437996627426,True,1.0,0.006468597568571031,,0.41117432755200023,0.0329012965308005,0.004277168549004065,8.165375863287284e-08,3.098674339766942e-17,-28.901095623085475,767.838408771022,0.03299389003616242,True
mach_continuation,1.625,0.13,False,0.41117432755200023,0.0329012965308005,True,1.0,0.009996901279967338,,0.40203884467200024,0.034931135671634056,0.004541047637312427,1.9969169911703062e-08,2.797140964596326e-17,-27.787621784655844,730.6544825011474,0.035085022578531154,True
mach_continuation,1.6,0.13,True,0.40203884467200024,0.034931135671634056,True,1.0,0.01036516311611184,,0.39263084467200027,0.03710634499625122,0.004823824849512659,9.944489056561488e-08,2.5300627200225088e-17,-26.715404154160726,694.7833762043355,0.03733860161580042,True
mach_continuation,1.8166666666666667,0.13,False,0.46076663424000003,0.023240149159370657,True,1.0,0.005291311017847162,,0.46577370240000004,0.022384690111738215,0.002910009714525968,5.4771183059922674e-08,5.967208941365376e-17,-37.49945006012287,1051.9131844894023,0.02268137283674287,True
mach_continuation,1.8333333333333335,0.13,False,0.46577370240000004,0.022384690111738215,True,1.0,0.005181436210892412,,0.47068861056,0.02156448297535238,0.0028033827867958096,7.80474677932969e-08,6.361643032275238e-17,-38.48651000174617,1084.1810329314592,0.021577293315922733,True
mach_continuation,1.85,0.13,True,0.47068861056,0.02156448297535238,True,1.0,0.0050752142077370764,,0.475514529024,0.02077894013227502,0.0027012622171957525,3.521817104122511e-08,6.799979339339412e-17,-39.498805606639536,1117.1923552788235,0.020893556173987058,True
mach_continuation,1.875,0.13,False,0.475514529024,0.02077894013227502,True,1.0,0.007421284899548406,,0.48259032130560003,0.019659941344528312,0.002555792374788681,4.330299021930042e-08,7.47319583245249e-17,-41.068529590658734,1168.2578480060743,0.019857031171724677,True
mach_continuation,1.9,0.13,True,0.48259032130560003,0.019659941344528312,True,1.0,0.0072005751847222035,,0.48947669160960006,0.018608016082565296,0.0024190420907334886,7.601399999899577e-08,8.225475558961854e-17,-42.701420136207766,1221.2325464749945,0.018936401852415914,True
mach_continuation,1.9166666666666665,0.13,False,0.48947669160960006,0.018608016082565296,True,1.0,0.004683944810341596,,0.49396699407360006,0.017941584771753477,0.002332406020327952,4.9780078868329346e-08,8.775990530070445e-17,-43.82765909905227,1257.6566652346046,0.01796827645514706,True
