label,budget,n_points,ci_pinn_p95,ci_gep_median,ci_gep_p95,ci_gep_p99,ci_gep_max,overlap_defect_median,overlap_defect_p95,overlap_defect_p99,overlap_defect_max,modal_rel_max_p95,fraction_ci_below_1pct,fraction_overlap_below_1pct,fraction_joint_below_1pct,n_ci_catastrophic_10pct,primary_budget_pass
N224_p1f_seed1234,224,372,0.09815485853617043,0.0002495004269159011,0.004249175378465305,0.025464112959241114,0.8860956165641996,1.732232079998397e-09,1.7885241504478343e-08,2.3566244650219586e-06,0.04170090737384202,0.00383906385598925,0.9731182795698925,0.9946236559139785,0.9731182795698925,2,True
