Mach,alpha_neutral,cr_neutral,dalpha_neutral_dMach
1.184,0.330961268947714,0.2798748231424034,-0.23437802477323771
1.185,0.33072709605429124,0.28034026023325825,-0.23395395824703483
1.186,0.33049338863886996,0.2808052209772633,-0.2334470687707807
1.187,0.3302602295243997,0.28126973892695395,-0.23285735634447505
1.188,0.330027701533831,0.28173384763486514,-0.23218482096811816
1.189,0.32979588749011357,0.2821975806535321,-0.23142946264170972
1.19,0.3295648702161976,0.2826609715354899,-0.23059128136525014
1.191,0.32933473253503304,0.2831240538332739,-0.22967027713873897
1.192,0.32910555726957014,0.2835868610994188,-0.22866644996217667
1.193,0.3288774272427587,0.2840494268864601,-0.22757979983556267
1.194,0.32865042527754906,0.2845117847469327,-0.22641032675889763
1.195,0.32842463419689094,0.2849739682333719,-0.22515803073218094
1.196,0.32820013682373467,0.28543601089831266,-0.22382291175541313
1.197,0.32797701598103013,0.2858979462942903,-0.2224049698285937
1.198,0.3277553544917275,0.28635980797383975,-0.2209042049517232
1.199,0.3275352351787767,0.28682162948949635,-0.21932061712480094
1.2,0.3273167408651279,0.287283444393795,-0.21765420634782773
1.201,0.3270991774165779,0.28774500543192233,-0.2174714354751273
1.202,0.32688180050473165,0.28820604380614595,-0.2172811329402413
1.203,0.32666461766125143,0.2886665607546234,-0.2170832987431697
1.204,0.32644763641779945,0.2891265575155116,-0.21687793288391255
1.205,0.3262308643060377,0.289586035326968,-0.21666503536246975
1.206,0.32601430885762855,0.29004499542714973,-0.21644460617884145
1.207,0.3257979776042341,0.2905034390542143,-0.2162166453330275
1.208,0.3255818780775166,0.2909613674463186,-0.21598115282502803
1.209,0.32536601780913804,0.2914187818416203,-0.2157381286548429
1.21,0.3251504043307609,0.29187568347827614,-0.21548757282247225
1.211,0.3249350451740472,0.29233207359444374,-0.21522948532791597
1.212,0.3247199478706591,0.29278795342828023,-0.21496386617117416
1.213,0.3245051199522589,0.2932433242179429,-0.2146907153522467
1.214,0.32429056895050873,0.29369818720158886,-0.21441003287113372
1.215,0.32407630239707075,0.2941525436173756,-0.21412181872783512
1.216,0.32386232782360713,0.2946063947034601,-0.21382607292235095
1.217,0.32364865276178006,0.2950597416979998,-0.21352279545468117
1.218,0.3234352847432519,0.29551258583915185,-0.21321198632482585
1.219,0.32322223129968447,0.29596492836507365,-0.21289364553278486
1.22,0.3230094999627403,0.2964167705139222,-0.2125677730785584
1.221,0.32279709826408143,0.29686811352385506,-0.21223436896214629
1.222,0.3225850337353701,0.29731895863302915,-0.2118934331835486
1.223,0.3223733139082684,0.297769307079602,-0.21154496574276532
1.224,0.3221619463144386,0.29821916010173055,-0.2111889666397965
1.225,0.3219509384855429,0.29866851893757246,-0.21082543587464203
1.226,0.3217402979532434,0.29911738482528455,-0.21045437344730206
1.227,0.32153003224920235,0.29956575900302446,-0.2100757793577764
1.228,0.3213201489050819,0.3000136427089491,-0.20968965360606526
1.229,0.32111065545254425,0.3004610371812159,-0.20929599619216846
1.23,0.32090155942325166,0.300907943657982,-0.20889480711608613
1.231,0.3206928683488661,0.3013543633774049,-0.20848608637781815
1.232,0.3204845897610501,0.3018002975776415,-0.20806983397736467
1.233,0.32027673119146544,0.3022457474968494,-0.20764604991472552
1.234,0.3200693001717747,0.30269071437318545,-0.20721473418990088
1.235,0.31986230423363976,0.3031351994448073,-0.20677588680289058
1.236,0.31965575090872295,0.303579203949872,-0.20632950775369474
1.237,0.3194496477286864,0.3040227291265368,-0.20587559704231326
1.238,0.3192440022251924,0.30446577621295884,-0.20541415466874627
1.239,0.31903882192990296,0.30490834644729564,-0.2049451806329936
1.24,0.31883411437448045,0.30535044106770426,-0.2044686749350555
1.241,0.3186298870905869,0.30579206131234193,-0.20398463757493165
1.242,0.31842614760988464,0.306233208419366,-0.20349306855262234
1.2429999999999999,0.31822290346403576,0.30667388362693365,-0.20299396786812743
1.244,0.31802016218470247,0.3071140881732023,-0.20248733552144685
1.245,0.3178179313035469,0.30755382329632897,-0.20197317151258068
1.246,0.3176162183522313,0.3079930902344709,-0.20145147584152903
1.2469999999999999,0.31741503086241796,0.3084318902257855,-0.20092224850829182
1.248,0.3172143763657689,0.30887022450843,-0.20038548951286891
