benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
47,C32,1.75,0.235,0.4762994308359091,0.0001659878864715,0.47074473,0.0020783881,0.005874689434612945,COMPLETED,,0.47631113625000004,0.0001583462239922418,3.391963382904322e-07,1.3826787779648683e-19,3.391963382905705e-07,True,True,0,0.03,0.03,12,472.13249536202056,1.3978974371808207e-05
17,C31,1.8,0.12,0.4570139296353342,0.0247637524176646,0.4528746,0.027071936,0.004739384061217094,COMPLETED,,0.457005459375,0.02476464433333333,1.8871135323320912e-06,6.631129945812025e-21,1.8871135323320978e-06,True,True,0,0.015,0.008,12,360.3441794940154,8.517090095206669e-06
39,C32,1.65,0.215,0.4408439669080993,0.0105515052181564,0.44381574,0.009081907,0.00331529097253222,COMPLETED,,0.440837224375,0.010553051260742184,2.6270479292564533e-06,4.7310066061738504e-21,2.627047929256458e-06,True,True,0,0.015,0.015,12,425.7407348330016,6.917514023989462e-06
9,C31,1.75,0.13,0.4451716837071762,0.026040837011041,0.4457931,0.02477795,0.0014074948709117737,COMPLETED,,0.445177865625,0.026043574999999996,1.6077115607225535e-06,7.474977448276355e-21,1.607711560722561e-06,True,True,0,0.015,0.008,12,363.5956158480258,6.761116144538717e-06
31,C31,1.85,0.195,0.4943735840173588,0.007309950569727,0.49905756,0.0054974384,0.005022432814022309,COMPLETED,,0.49437982562500005,0.007308973201562499,2.157887296966599e-06,8.591820997078449e-21,2.1578872969666075e-06,True,True,0,0.015,0.008,12,435.0516986050061,6.317666853837601e-06
1,C31,1.7,0.145,0.4346241871849611,0.0262258940125742,0.43594655,0.024464644,0.0022024179942486404,COMPLETED,,0.4346281906250001,0.026230268999999994,1.5615435010224234e-06,8.111676209634324e-21,1.5615435010224315e-06,True,True,0,0.015,0.008,12,372.34763794601895,5.930265350011275e-06
36,C31,1.9,0.18,0.5036903056394091,0.009096481823104,0.5065859,0.007891295,0.003136389959757812,COMPLETED,,0.5036855093750002,0.009099297146809897,1.7744373904681352e-06,9.39895876186615e-21,1.7744373904681445e-06,True,True,0,0.015,0.015,12,420.8778007639921,5.561492591800891e-06
22,C31,1.8,0.18,0.476682986410943,0.0129033521196374,0.47735962,0.013435091,0.0008605691434913511,COMPLETED,,0.476685791875,0.012898632666666663,1.7799621525499588e-06,8.580463612798105e-21,1.7799621525499675e-06,True,True,0,0.015,0.008,12,411.3799916729913,5.490342878015601e-06
2,C31,1.7,0.155,0.4383038326670098,0.0239918542277745,0.43848193,0.02289786,0.0011083961522949106,COMPLETED,,0.43830614875,0.02399681833333333,1.5450487441091627e-06,8.234205771780262e-21,1.545048744109171e-06,True,True,0,0.03,0.008,12,381.0761496909545,5.47782661434419e-06
7,C31,1.7,0.205,0.4539278147332475,0.0109347319530853,0.44766825,0.011778566,0.006316186076141872,COMPLETED,,0.453928015625,0.010929607666666667,1.8640748125939708e-06,6.174367683485361e-21,1.864074812593977e-06,True,True,0,0.015,0.008,12,425.6102654369897,5.128222771721847e-06
15,C31,1.75,0.195,0.4663168174173413,0.0113198117294429,0.46244425,0.011369861,0.003872890823575709,COMPLETED,,0.466321203125,0.011317556619466144,1.7129681438817885e-06,7.389830736729366e-21,1.712968143881796e-06,True,True,0,0.015,0.03,12,425.27020526502747,4.9315264041061415e-06
