chart_id,point_index,Mach,eta,alpha,field_family,gep_regime,N,mapping_kind,mapping_scale,xi_max,continuation_required,technical_success,reference_success,selection_error,reference_error,ci_ref_diagnostic,ci_pred_diagnostic,ci_pinn,n_raw_eigenvalues,n_physically_admissible_modes,scalar_gep_raw_index,scalar_gep_cr,scalar_gep_ci,scalar_gep_omega_i,scalar_gep_distance,scalar_gep_ci_weight,ci_classic,gep_p_rel_classic,gep_rho_rel_classic,gep_u_rel_classic,gep_v_rel_classic,gep_p_overlap_classic,ci_ref,ci_pinn_abs_err_classic,ci_pinn_scaled_err_classic,scalar_gep_ci_abs_err_classic,scalar_gep_ci_scaled_err_classic
ETAEDGE_HM1,0,0.68,0.025,0.0183303027798233,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.6714804503269557,0.6739220513453987,0.6739220513453988,901,111,591,-1.1018372111901659e-13,0.6717642686575268,0.012313642441159,0.004315565375744,2.0,0.6715035322347859,2.3891531611800552e-05,2.3891531611791797e-05,0.0008216025096863,0.0002330192894815,0.9999999997145976,0.6715035322347859,0.0024185191106129,0.0036016476377481,0.0002607364227409,0.0003882874925068
ETAEDGE_HM1,1,0.68,0.04,0.0293284844477173,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.6557030485058343,0.6613872531273466,0.6613872531273468,901,112,587,4.5277084893223857e-14,0.6559887595139754,0.0192391561312829,0.0107969872267428,2.0,0.6557102144862521,1.6541891376374642e-05,1.6541891376376305e-05,0.0008685940164634,0.0002590643677806,0.999999999863183,0.6557102144862521,0.0056770386410947,0.008657846889792,0.0002785450277232,0.0004247989760866
ETAEDGE_HM1,2,0.68,0.055,0.0403266661156113,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.6402973626638216,0.6451764194950582,0.6451764194950584,901,117,582,-5.325034094166068e-13,0.6405677085746475,0.025831960108132,0.0092174218408218,2.0,0.6403117380812271,2.203791850821092e-05,2.203791850821029e-05,0.0008703843703223,0.0002433443062017,0.999999999757165,0.6403117380812271,0.0048646814138313,0.0075973641033177,0.0002559704934204,0.0003997591769712
ETAEDGE_HM1,3,0.77,0.025,0.0159510971409492,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.6165066381283586,0.6127769430750138,0.6127769430750141,901,111,590,5.4909521678672404e-14,0.6168381388519463,0.0098392450730697,0.0081223915538644,2.0,0.6165300877184303,5.1251034409605605e-05,5.125103440960052e-05,0.0008631464751677,0.0002642069371322,0.9999999986866658,0.6165300877184303,0.0037531446434162,0.0060875287649064,0.0003080511335159,0.0004996530415181
ETAEDGE_HM1,4,0.77,0.04,0.0255217554255188,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.6024629350369386,0.5888915732850997,0.5888915732850998,901,153,587,-6.014006916079627e-14,0.6027707455846446,0.0153837675464689,0.0277583445990896,2.0,0.6024734949367822,1.903610536302212e-05,1.9036105363022776e-05,0.0008823022422678,0.0002867240767895,0.9999999998188134,0.6024734949367822,0.0135819216516823,0.0225436002842042,0.0002972506478624,0.0004933837759844
ETAEDGE_HM1,5,0.77,0.055,0.0350924137100884,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.5887112151215433,0.5728796576975524,0.5728796576975524,901,115,582,4.208106236370356e-13,0.5890072720490892,0.0206696868689972,0.0322552287030735,2.0,0.5887025091871301,2.625661096363204e-05,2.6256610963637457e-05,0.0009137373127308,0.0002972105479316,0.9999999996552954,0.5887025091871301,0.0158228514895776,0.0268774996584022,0.0003047628619591,0.0005176856853896
ETAEDGE_HM1,6,0.86,0.025,0.012757350822173,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.5612357829792347,0.5821241625215868,0.5821241625215872,901,108,590,2.884563593021788e-13,0.5618199052762979,0.0071673336304897,0.0406085144905785,2.0,0.5612680950072376,0.0003755287923844,0.0003755287923844,0.0020924677672306,0.0007541111101634,0.9999999294890608,0.5612680950072376,0.0208560675143495,0.0371588331848447,0.0005518102690602,0.0009831491830176
ETAEDGE_HM1,7,0.86,0.04,0.0204117613154769,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.5494439548201733,0.557799123957587,0.557799123957587,901,116,586,-1.231294812000949e-13,0.549790081482232,0.0112221839168319,0.0160180849507101,2.0,0.5494386338497248,3.080698169172503e-05,3.080698169172498e-05,0.0009484099159324,0.0003521208034727,0.9999999995254648,0.5494386338497248,0.0083604901078622,0.015216421985624,0.0003514476325071,0.0006396485628334
ETAEDGE_HM1,8,0.86,0.055,0.0280661718087807,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.5378228773460405,0.5435358506243539,0.543535850624354,901,116,584,2.912455378815746e-13,0.5381698915772859,0.0151043686393209,0.0107319180941363,2.0,0.5378292002308479,2.8095280119114226e-05,2.8095280119113355e-05,0.0009356607399283,0.0003432619960827,0.999999999605328,0.5378292002308479,0.0057066503935061,0.0106105254066843,0.0003406913464379,0.0006334563952492
ETAEDGE_HM2A,0,0.84,0.025,0.0135646599662505,pQscaled,longwave_map10_N301,301,pin,10.0,0.99,False,True,True,,,0.5735086980971678,0.4711905471614387,0.4711905471614382,901,108,590,3.770696188582434e-13,0.5739746364758613,0.0077857707730473,0.2055681786288461,2.0,0.5735251317446493,0.000139403792451,0.000139403792451,0.0014915123672466,0.0005215435714352,0.9999999902832912,0.5735251317446493,0.1023345845832109,0.1784308636518014,0.000449504731212,0.0007837576879058
